horse_id	生年月日	調教師	馬主	生産者	産地	セリ取引価格	獲得賞金	通算成績
2013103857	2013-04-02	渡辺薫彦	薪浦英稔	秋田育成牧場	新ひだか町	-	0	0-0-0-6
2013101289	2013-03-14	古賀史生	ドリームジャパンホースレーシング	イワミ牧場	新冠町	3780000	1100000	0-0-0-4
2013100468	2013-04-04	宮下貴明	酒井孝敏	シンボリ牧場	日高町	6480000	640280000	0-4-3-27
2013103525	2013-03-05	杉浦宏昭	ターフ・スポート	谷川牧場	浦河町	-	640000	2-3-2-32
2013103671	2013-05-09	森秀行	岩見裕輔	日本中央競馬会日高育成牧場	浦河町	4860000	146097390000	6-4-11-54
2013105841	2013-02-11	尾関知人	サンデーレーシング	ノーザンファーム	安平町	-	22000000	3-0-0-10
2013110092	2013-04-29	石坂正	吉田和子	Brandywine Farm (Jim & Pam Robinson)	米	-	4801120000	2-4-3-10
2013104369	2013-03-30	作田誠二	芹澤精一	武牧場	新ひだか町	-	266820000	2-0-2-4
2013103920	2013-05-01	池上昌弘	Ｍ・Ｋｅｎｉｃｈｉホールディング	及川ミツ子	新ひだか町	16200000	700000	0-0-0-1
2013105404	2013-02-21	上原博之	吉田照哉	社台ファーム	千歳市	-	6830000	3-2-3-26
2013105613	2013-04-01	久保田貴	東京ホースレーシング	社台ファーム	千歳市	-	7000000	1-0-0-10
2013101469	2013-04-15	上田二郎	伊藤正男	小松隆弘	新冠町	-	0	0-0-0-6
2013103611	2013-03-09	河内洋	松本好雄	富田牧場	浦河町	10800000	5000000	1-0-0-11
2013105663	2013-02-19	石坂正	社台レースホース	社台ファーム	千歳市	-	480000	0-0-0-5
2013102031	2013-04-06	市村誠	（同）ランニング・ク	村上欽哉	新冠町	11340000	19571080000	4-5-1-38
2013104340	2013-05-07	国枝栄	ターフ・スポート	タイヘイ牧場	新ひだか町	-	0	0-0-0-5
2013103182	2013-05-08	千田輝彦	加藤信之	山田牧場	浦河町	1080000	60000	0-1-1-24
2013103662	2013-05-13	佐久間雅	藤井謙	日東牧場	浦河町	-	90960000	1-3-4-40
2013101265	2013-02-27	戸田博文	Ｋ．Ｃ．タン	アラキファーム	新冠町	-	0	0-0-0-2
2013104704	2013-03-24	二ノ宮敬	嶋田賢	服部牧場	新ひだか町	-	32430000	4-2-1-4
2013101357	2013-04-01	小桧山悟	井山登	川上悦夫	新冠町	-	160000	0-3-6-13
2013105970	2013-01-22	小笠倫弘	島川隆哉	ノーザンファーム	安平町	18900000	2600000	0-0-2-2
2013102193	2013-03-19	昆貢	ヒルノ	上村清志	新ひだか町	-	91210000	5-4-1-22
2013104375	2013-04-28	九日俊光	岡友則	武岡農場	新ひだか町	-	130000	0-2-0-12
2013104944	2013-05-09	蛯名利弘	森中蕃	中央牧場	新冠町	-	300000	2-0-1-12
2013105297	2013-01-23	藤沢和雄	窪田康志	追分ファーム	安平町	-	33600000	3-3-3-10
2013104532	2013-05-03	目迫大輔	村田裕子	千代田牧場	新ひだか町	-	1110000	3-3-1-22
2013100588	2013-03-29	椎名広明	内田久美子	ダーレー・ジャパン・ファーム	日高町	-	1101740000	1-0-3-22
2013103050	2013-02-18	飯田弘道	大黒富美子	中神牧場	浦河町	-	38052470000	7-5-5-49
2013103951	2013-02-11	高橋裕	岡田牧雄	岡田スタッド	新ひだか町	-	58380000	3-1-2-27
2013105381	2013-04-27	宗像義忠	グリーンファーム	社台ファーム	千歳市	-	4650000	0-0-3-2
2013105522	2013-03-22	鹿戸雄一	浅沼廣幸	社台ファーム	千歳市	6480000	503150000	11-11-3-30
2013109037	2013-04-07	吉田昭	竹園正繼	テイエム牧場	鹿児島県	-	2750000	0-1-0-5
2013103791	2013-03-25	森沢友貴	奥裕嗣	宮内牧場	浦河町	6260000	485300000	10-7-5-28
2013100747	2013-05-31	根本康広	西山茂行	本桐牧場	新ひだか町	-	1562340000	0-5-4-24
2013100940	2013-03-17	加藤和宏	戸山昌彦	前川義則	日高町	-	785380000	1-4-4-35
2013106072	2013-03-18	須貝尚介	近藤利一	ノーザンファーム	安平町	48300000	244130000	6-3-1-14
2013104162	2013-03-30	菊沢隆徳	グランド牧場	グランド牧場	新ひだか町	-	0	0-0-0-9
2013103462	2013-05-09	加藤和宏	グランデオーナーズ	松栄牧場	浦河町	-	0	0-0-0-3
2013100946	2013-05-24		星野壽市	前野牧場	日高町	-	78218290000	5-2-4-32
2013106379	2013-03-16	雑賀伸一	田上雅春	榊原光子	新冠町	-	350000	1-0-1-18
2013102537	2013-04-20	奥村武	坂東勝彦	前田宗将	新ひだか町	5180000	0	0-0-0-1
2013103930	2013-04-29	黒岩陽一	ノルマンディーサラブレッドレーシング	岡田スタッド	新ひだか町	-	2468600000	4-2-1-20
2013101777	2013-04-22	伊藤和忍	土井久美子	錦岡牧場	新冠町	-	9080000	17-17-8-50
2013105352	2013-03-25	竹下直人	大島栄一	社台ファーム	千歳市	-	705890000	3-5-3-23
2013104917	2013-04-30	松木啓助	吉野茂久	山際智	新ひだか町	4860000	28151070000	5-2-3-25
2013105424	2013-04-04	角田晃一	社台レースホース	社台ファーム	千歳市	-	0	0-0-0-1
2013102050	2013-01-18	田口輝彦	吉田勝利	村上欽哉	新冠町	4420000	721580000	7-2-2-16
2013101339	2013-03-16	東眞市	サンエツ企画（有）	カミイスタット	新冠町	1080000	1990000	6-9-7-49
2013101955	2013-04-07	橘友和	大田恭充	ビッグレッドファーム	新冠町	-	13631750000	1-1-14-29
2013105443	2013-03-23	山崎裕也	小笹芳央	社台ファーム	千歳市	23760000	3609410000	2-2-0-18
2013103818	2013-01-19	武藤敏明	（同）ＪＰＮ技研	ミルファーム	浦河町	-	1080000	2-2-7-116
2013105719	2013-03-23	牧光二	グリーンファーム	社台ファーム	千歳市	-	2520000	0-0-1-4
2013101911	2013-03-26	中野栄治	サラブレッドクラブ・ラフィアン	ビッグレッドファーム	新冠町	-	9400000	1-1-1-1
2013102566	2013-03-13	佐宗応和	亀田和弘	三石川上牧場	新ひだか町	14040000	2409170000	3-5-3-13
2013103382	2013-04-09	石川浩文	（同）ＪＰＮ技研	杵臼牧場	浦河町	-	910000	2-6-4-77
2013101220	2013-02-20	谷潔	ヌンクラブ	赤石久夫	新冠町	-	2000000	0-1-0-8
2013100985	2013-03-21	田所秀孝	小林仁幸	メイプルファーム	日高町	-	180000	1-0-1-7
2013101950	2013-01-17	堀井雅広	サラブレッドクラブ・ラフィアン	ビッグレッドファーム	新冠町	-	310000	1-1-2-11
2013106096	2013-04-10	田中伸一	内田玄祥	ノーザンファーム	安平町	6480000	1410000	5-5-2-38
2013103226	2013-05-02	伊藤伸一	冨沢敦子	浦河小林牧場	浦河町	-	0	0-0-0-1
2013106432	2013-05-15	細川忠義	門脇ゆり	グラストレーニングセンター	浦河町	-	12680000	15-8-7-39
2013101822	2013-04-08	高野友和	日隈良江	ノースヒルズ	新冠町	-	32200000	2-3-6-12
2013104355	2013-04-08	西橋豊治	高橋ファーム	高橋ファーム	新ひだか町	-	0	0-0-0-2
2013103434	2013-05-12	土井道隆	吉冨学	酒井牧場	浦河町	16840000	10901560000	3-3-5-33
2013101567	2013-04-17	昆貢	寺田千代乃	高瀬牧場	新冠町	37800000	19400000	2-2-0-7
2013105622	2013-04-22	栗田徹	里見治	社台ファーム	千歳市	58320000	0	0-0-0-4
2013105979	2013-02-14	村山明	シルクレーシング	ノーザンファーム	安平町	34650000	49740000	1-7-6-33
2013101719	2013-03-29	佐々木由	欠畑圭一	新冠タガノファーム	新冠町	-	11907590000	4-6-6-30
2013103209	2013-05-17	田島俊明	小山田満	畔高牧場	浦河町	-	1472210000	1-3-2-21
2013105790	2013-03-18	岡田稲男	ＫＴレーシング	ノーザンファーム	安平町	16200000	6201100000	1-1-2-10
2013100894	2013-02-03	松永康利	森中蕃	船越牧場	日高町	1620000	17750000	2-0-1-16
2013101086	2013-04-14	武井亮	小林昌志	川向高橋育成牧場	平取町	4530000	460000	2-1-1-35
2013100712	2013-02-24	勢司和浩	ターフ・スポート	ナカノファーム	日高町	-	0	0-0-0-3
2013101416	2013-02-21	山崎裕也	花野友象	競優牧場	新冠町	4640000	1471180000	1-0-1-10
2013101871	2013-04-22	伊藤伸一	矢野まり子	ヒカル牧場	新冠町	-	750660000	3-3-4-14
2013103886	2013-02-24	浜田多実	坂本肇	石川牧場	新ひだか町	-	0	0-0-0-2
2013102275	2013-05-25	松山将樹	木村廣太	木田牧場	新ひだか町	-	124016530000	5-6-4-22
2013101394	2013-03-12	佐宗応和	前田宗将	協和牧場	新冠町	-	23481450000	2-4-1-30
2013104668	2013-03-22	岩戸孝樹	ミルファーム	野坂牧場	新ひだか町	1080000	315690000	2-6-5-31
2013109145	2013-03-19	二本柳俊	柏木務	柏木務	鹿児島県	-	13103840000	4-3-3-40
2013100398	2013-01-27	井上正	矢野常義	下河辺牧場	日高町	-	23071780000	5-4-5-24
2013102599	2013-06-04	福永敏	杉山忠国	明治牧場	新ひだか町	-	62564090000	8-11-4-33
2013104826	2013-05-03	保利良次	内田滋三	へいはた牧場	新ひだか町	-	3880000	6-9-15-93
2013105942	2013-03-29	斉藤崇史	Ｇ１レーシング	社台コーポレーション白老ファーム	白老町	-	54320000	4-5-2-9
2013101520	2013-04-29	宮路洋一	小橋亮太	スカイビーチステーブル	新冠町	-	30013140000	18-6-5-35
2013105974	2013-03-01	高橋康之	寺田千代乃	ノーザンファーム	安平町	-	1500000	0-0-0-8
2013104520	2013-02-28	小桧山悟	辻大作	千代田牧場	新ひだか町	4860000	280650000	2-2-1-10
2013100003	2013-05-14	加藤和宏	松岡ゆか	アイズスタッド	日高町	-	750000	0-0-0-7
2013105902	2013-02-19	笹田和秀	東京ホースレーシング	ノーザンファーム	安平町	-	59760000	2-1-1-4
2013100944	2013-04-04	上原博之	星野壽市	前野牧場	日高町	-	5001460000	4-2-0-8
2013110071	2013-04-22	森秀行	冨士井直哉	Tim Thornton	米	-	30010370000	3-2-5-20
2013102714	2013-04-03	矢野英一	森岡幸人	高村伸一	様似町	17820000	6152160000	1-1-2-28
2013102368	2013-03-20	相沢郁	芹澤精一	田上稔	新ひだか町	-	0	0-0-0-1
2013101440	2013-02-19	遠藤茂	（株）ファーストビジ	コスモヴューファーム	新冠町	-	5012040000	9-9-6-68
2013103744	2013-03-26	田所秀孝	栄進堂	三嶋牧場	浦河町	-	0	0-0-0-5
2013100737	2013-04-07	池添兼雄	山元哲二	長田ファーム	日高町	4530000	6100000	1-0-0-6
2013104516	2013-04-24	長南和宏	天白泰司	千代田牧場	新ひだか町	12960000	2095100000	2-1-2-31
2013103749	2013-03-07	西浦勝一	三嶋牧場	三嶋牧場	浦河町	-	21050000	2-0-2-21
2013100549	2013-02-18	佐藤吉勝	相馬勇	田端牧場	日高町	-	4981010000	4-5-3-43
2013105602	2013-03-07	吉井敏雄	栗嶋豊明	社台ファーム	千歳市	-	25901930000	2-7-10-50
2013102053	2013-05-04	林隆之	佐久間拓士	村上欽哉	新冠町	-	352527180000	6-6-7-23
2013101152	2013-03-18	宮川浩一	炭田豊	二風谷ファーム	平取町	-	6455790000	3-2-1-48
2013102500	2013-05-12	金成貴史	内田玄祥	幌村牧場	新ひだか町	4530000	750000	0-0-0-10
2013103178	2013-05-08	畠山吉宏	前田亘輝	山下恭茂	浦河町	1080000	850000	3-5-5-9
2013104960	2013-03-17	大久保龍	新谷正子	チャンピオンズファーム	新ひだか町	-	51890000	2-8-2-11
2013102441	2013-05-22	金田一昌	寺岡一彦	大作ステーブル	新冠町	3240000	75036470000	7-2-0-21
2013105528	2013-05-10	音無秀孝	グリーンファーム	社台ファーム	千歳市	-	63320000	4-2-7-18
2013101731	2013-03-26	渡辺薫彦	八木良司	新冠タガノファーム	新冠町	-	720000	0-0-0-4
2013104279	2013-03-17	加藤和宏	平本敏夫	静内フジカワ牧場	新ひだか町	-	0	0-0-0-8
2013102135	2013-02-11	柄崎孝	桐谷茂	ヤマタケ牧場	新冠町	-	0	0-0-0-4
2013106351	2013-04-28	小桧山悟	江川伸夫	碧雲牧場	日高町	-	0	0-0-0-3
2013102272	2013-05-29	蛯名利弘	瀬山孝一	木田牧場	新ひだか町	-	95035470000	7-5-4-35
2013105996	2013-01-25	勢司和浩	キャロットファーム	社台コーポレーション白老ファーム	白老町	-	47020000	0-1-1-13
2013105004	2013-05-30	柴田政人	矢野和雅	ノースガーデン	日高町	1290000	4800000	1-0-0-14
2013105106	2013-02-14	藤原辰雄	高山ランド	トーア牧場	豊浦町	-	52230000	2-3-2-29
2013104350	2013-03-13	佐藤雅彦	増田兼良	高橋修	新ひだか町	-	1587230000	1-5-0-40
2013102127	2013-05-03	土井道隆	酒井孝敏	山岡ファーム	新冠町	2160000	3280000	11-5-2-36
2013103381	2013-04-10	木原一良	沼川一彦	杵臼牧場	浦河町	-	0	0-0-0-7
2013110019	2013-02-13	田中正二	（株）吉澤ステーブル	Bruce Smart	米	-	12603070000	4-3-3-20
2013110140	2013-11-02	藤沢和雄	山本英俊	Raffles Dancers (N Z) Pty Ltd	豪	-	0	0-0-0-2
2013105916	2013-03-27	浅見秀一	三田昌宏	ノーザンファーム	安平町	34560000	1501910000	1-2-0-13
2013100472	2013-02-08	瀬戸口悟	瀬戸口サチ	シンボリ牧場	日高町	5940000	3225030000	7-18-15-85
2013103501	2013-04-29	森田直行	菊池五郎	高村牧場	浦河町	-	0	0-0-0-1
2013103159	2013-05-12	宮川浩一	坂田行夫	村下明博	浦河町	1080000	690000	1-4-6-54
2013105409	2013-04-14	田中剛	浅沼廣幸	社台ファーム	千歳市	-	188280000	0-0-0-19
2013103200	2013-05-18	松永昌博	吉岡泰治	赤田牧場	浦河町	5400000	727860000	4-2-4-20
2013101259	2013-03-09	高橋裕	ローレルレーシング	アラキファーム	新冠町	-	29610000	3-1-0-28
2013106221	2013-04-25	南田美知	田畑富子	中橋清	新ひだか町	2700000	7000000	1-0-0-14
2013105782	2013-03-10	碇清次郎	藤井亮輔	ノーザンファーム	安平町	15120000	750000	0-0-0-13
2013105684	2013-04-30	久保田貴	社台レースホース	社台ファーム	千歳市	-	980000	0-0-0-2
2013105668	2013-02-11	大久保龍	社台レースホース	社台ファーム	千歳市	-	0	0-0-0-3
2013106085	2013-04-28	吉村圭司	キャロットファーム	ノーザンファーム	安平町	-	40000	0-0-2-8
2013102661	2013-04-01	石毛善彦	吉橋計	寺井文秀	えりも町	-	190000	0-2-0-16
2013100722	2013-02-25	古賀史生	平賀久枝	中原牧場	日高町	-	12000000	1-1-3-12
2013104474	2013-04-15	小笠倫弘	村木隆	千代田牧場	新ひだか町	-	0	0-0-0-6
2013106368	2013-05-13	高橋義博	海原聖一	高橋啓	平取町	-	150000	0-4-2-6
2013104186	2013-03-20	松山将樹	ブルーマネジメント	ケンブリッジバレー	新ひだか町	-	130430000	1-3-3-21
2013103854	2013-03-19	雑賀正光	宮崎冴子	リワード	浦河町	-	12270000	11-16-8-58
2013101336	2013-03-19	竹之下昭	竹園正繼	カミイスタット	新冠町	-	3102270000	8-3-8-20
2013105506	2013-02-27	川島正一	里見治	社台ファーム	千歳市	38850000	125026110000	7-4-0-6
2013103590	2013-04-26	昆貢	ヒルノ	辻牧場	浦河町	-	11176750000	6-11-5-19
2013105750	2013-04-13	手塚貴久	吉田和美	ノーザンファーム	安平町	-	0	0-0-0-5
2013105497	2013-03-01	勢司和浩	社台レースホース	社台ファーム	千歳市	-	720000	0-0-0-5
2013100167	2013-04-06	牧田和弥	市川義美ホールディングス	オリオンファーム	日高町	12960000	610000	1-5-3-16
2013106024	2013-04-03	高橋清顕	清家聖仁	ノーザンファーム	安平町	-	3352320000	0-3-2-16
2013105685	2013-02-27	飯田雄三	本谷惠	社台ファーム	千歳市	-	37390000	0-3-9-36
2013110030	2013-02-18	佐藤厚弘	石井智	Mr Bruno Mazure Mr Marc Bouyssou	仏	-	751900000	2-0-2-26
2013102600	2013-05-15	伊藤滋規	杉浦和也	明治牧場	新ひだか町	-	2980000	2-5-7-36
2013103227	2013-05-17	清水英克	加藤信之	浦河小林牧場	浦河町	-	200000	1-2-1-14
2013100661	2013-04-23	武市康男	飯田総一郎	千葉飯田牧場	日高町	-	0	0-0-0-3
2013104366	2013-04-18	竹下直人	永井商事（株）	武牧場	新ひだか町	-	2600000	7-6-16-37
2013101934	2013-04-29	川島豊	（株）ファーストビジ	ビッグレッドファーム	新冠町	-	13070000	7-13-7-65
2013105147	2013-05-25	土井道隆	木稲安則	真壁信一	むかわ町	-	150600000	1-6-2-12
2013103367	2013-04-13	細川忠義	平宅正典	杵臼斉藤牧場	浦河町	-	830000	1-4-11-107
2013100697	2013-05-29	本間忍	北所直人	中川欽一	日高町	-	200000	0-1-3-27
2013110039	2013-04-12	斉藤崇史	大塚亮一	Mr Marcello Randelli Mlle Sonja Banziger	仏	-	750000	0-0-0-5
2013105218	2013-01-29	高柳瑞樹	社台レースホース	追分ファーム	安平町	-	72150000	0-0-2-14
2013103282	2013-04-26	沖芳夫	栄進堂	栄進牧場	浦河町	-	0	0-0-0-2
2013100121	2013-03-06	成島英春	島川隆哉	エスティファーム	日高町	-	1903940000	3-1-2-6
2013102315	2013-02-28	浅見秀一	ロードホースクラブ	ケイアイファーム	新ひだか町	-	10200000	1-0-2-17
2013106204	2013-03-19	山田義人	成富直行	オリエント牧場	新冠町	5940000	680000	3-7-3-11
2013100814	2013-03-08	中内田充	金子真人ホールディングス	日高大洋牧場	日高町	-	0	0-0-0-2
2013105805	2013-03-02	萩原清	Ｇ１レーシング	ノーザンファーム	安平町	-	32850000	2-3-2-11
2013100763	2013-05-20	吉田直弘	菊池五郎	野島牧場	日高町	5400000	1030410000	2-2-0-4
2013100295	2013-04-19	村山明	小林祥晃	三城牧場	日高町	8640000	60550000	5-2-0-8
2013102747	2013-03-29	作田誠二	中野銀十	山本和彦	様似町	-	0	0-0-0-3
2013105044	2013-05-02	高橋康之	ヒダカ・ブリーダーズ・ユニオン	上水牧場	むかわ町	-	245730000	3-5-1-17
2013101823	2013-02-15	小崎憲	ノースヒルズ	ノースヒルズ	新冠町	-	1200000	0-0-1-5
2013102119	2013-05-05	新開幸一	エンジェルレーシング	八木常郎	新冠町	6480000	11330000	10-4-2-11
2013109027	2013-04-15	岩戸孝樹	千明牧場	千明牧場	日高町	-	121470000	7-3-2-29
2013106124	2013-05-01	大久保龍	吉田勝己	ノーザンファーム	安平町	-	240340000	1-2-1-14
2013100400	2013-03-23		星野壽市	下河辺牧場	日高町	-	31516760000	5-5-2-35
2013104027	2013-05-04	鮫島一歩	安原浩司	岡田牧場	新ひだか町	-	52170000	3-6-4-21
2013102964	2013-02-27	西久保政	（同）ＪＰＮ技研	斉藤政志	浦河町	1080000	1080000	2-9-6-36
2013103741	2013-03-05	平山真希	岡田牧雄	三枝牧場	浦河町	-	1704020000	1-6-2-11
2013103474	2013-02-21	和田雄二	鈴木照雄	駿河牧場	浦河町	7340000	2550000	0-0-1-5
2013102042	2013-01-06	田中博康	大迫久美子	村上欽哉	新冠町	-	39770000	2-4-4-12
2013100037	2013-05-17	小桧山悟	江川伸夫	新井昭二	日高町	-	0	0-0-0-2
2013109107	2013-02-17	佐久間雅	村上幹夫	ワールドファーム	青森県	-	250000	1-1-0-6
2013103806	2013-04-15	山口浩幸	冨田藤男	ミリオンファーム	浦河町	-	3588920000	4-5-1-48
2013105937	2013-04-05	音無秀孝	ダノックス	ノーザンファーム	安平町	145800000	29950000	2-3-2-15
2013101414	2013-02-13	二本柳俊	山本正美	競優牧場	新冠町	8640000	35040000	2-2-4-17
2013105773	2013-01-28	新井清重	日下部勝徳	ノーザンファーム	安平町	-	703270000	3-3-0-8
2013103317	2013-03-25	村上昌幸	大黒富美子	カナイシスタッド	浦河町	-	7009460000	23-10-9-62
2013103569	2013-05-25	庄野靖志	辻牧場	辻牧場	浦河町	-	166791600000	6-5-0-25
2013101382	2013-04-29	渡辺和雄	関守	川島牧場	新冠町	-	507270000	6-2-2-44
2013100427	2013-03-03	戸田博文	平井裕	白井牧場	日高町	-	591960000	1-0-2-13
2013106157	2013-04-27	中川竜馬	豊島愛子	ノーザンファーム	安平町	-	16882360000	5-2-9-43
2013104365	2013-03-31	谷潔	森中蕃	武牧場	新ひだか町	-	55240000	1-3-5-32
2013102362	2013-05-11	石毛善彦	森中蕃	タガミファーム	新ひだか町	2160000	22850000	1-3-1-26
2013105254	2013-04-02	中村均	国本哲秀	追分ファーム	安平町	41040000	8170000	0-3-0-9
2013102671	2013-03-24	手塚貴久	サラブレッドクラブ・ラフィアン	様似共栄牧場	様似町	10900000	45920000	3-1-2-24
2013105399	2013-02-10	笹田和秀	ラッキーフィールド	社台ファーム	千歳市	-	4324810850000	4-6-5-11
2013106030	2013-03-13	池田忠好	小橋亮太	ノーザンファーム	安平町	34560000	4504260000	9-6-6-52
2013101359	2013-04-17	鮫島一歩	鈴木高幸	川上悦夫	新冠町	-	150550000	3-0-1-10
2013101896	2013-03-24	田中譲二	酒井孝敏	ビッグレッドファーム	新冠町	-	0	0-0-0-8
2013102075	2013-05-21	佐藤正雄	松本洋子	村上雅規	新冠町	5400000	5470000	0-1-1-7
2013100929	2013-04-17	本間忍	高瀬真尚	本間牧場	日高町	-	20300000	2-0-1-7
2013102392	2013-04-07	尾島徹	村上卓史	築紫洋	新ひだか町	-	650000	2-5-2-22
2013103018	2013-04-22	渡辺薫彦	キャロットファーム	高岸順一	浦河町	8640000	0	0-0-0-5
2013109028	2013-03-07	矢内博	岩渕哲雄	千明牧場	日高町	-	45603370000	2-9-7-27
2013104700	2013-04-11	和田正道	古賀和夫	服部健太郎	新ひだか町	5500000	70630000	2-3-4-17
2013103438	2013-04-23	南田美知	谷口久和	坂本晴美	浦河町	-	0	0-0-0-2
2013109133	2013-04-24	宮下靖旨	平井頼行	本田土寿	熊本県	7020000	985780000	1-1-3-56
2013102905	2013-03-15	加藤幸保	吉田銘一	高昭牧場	浦河町	-	2290000	8-10-11-46
2013103059	2013-04-14	柴田光陽	森中蕃	中村雅明	浦河町	-	0	0-0-0-4
2013106198	2013-04-13	和田雄二	門野重雄	奥山博	新冠町	-	1600000	0-0-0-4
2013102843	2013-02-17	黒木豊	西川宝三	笠松牧場	浦河町	-	2980000	8-3-5-42
2013105112	2013-05-01	堀井雅広	東振牧場	東振牧場	むかわ町	-	3530000	9-6-5-27
2013101558	2013-04-24	加藤敬二	奈良崎孝一郎	隆栄牧場	新冠町	-	1090000	6-2-2-12
2013104215	2013-02-06	和田雄二	ビッグレッドファーム	坂本智広	新ひだか町	3340000	77100000	3-6-4-31
2013110060	2013-04-18	成島英春	島川隆哉	Glenvale Stud	愛	-	5300000	5-2-3-14
2013104018	2013-03-03	佐藤正雄	村上稔	岡田牧場	新ひだか町	6260000	120000	0-0-1-6
2013104392	2013-02-27	音無秀孝	小田切有一	田中裕之	新ひだか町	-	1410000	2-11-12-63
2013101921	2013-02-18	酒井一則	小林裕典	ビッグレッドファーム	新冠町	-	14190000	15-6-7-68
2013100293	2013-03-09	藤田輝信	荒井元明	サンシャイン牧場	日高町	-	13013360000	9-8-5-17
2013101856	2013-04-18	成田明	（株）ドリーマー	ハシモトファーム	新冠町	-	33000000	18-5-6-42
2013104737	2013-04-19	酒井一則	瀬戸竜男	福岡清	新ひだか町	-	3635250000	0-5-8-74
2013103413	2013-03-26	池添兼雄	深見富朗	金成吉田牧場	浦河町	-	14450000	1-3-1-11
2013103587	2013-04-13	手島勝利	南里義彦	辻牧場	浦河町	-	504770000	14-6-6-31
2013102422	2013-03-12	浜田多実	前田幸治	土居忠吉	新ひだか町	-	0	0-0-0-3
2013101827	2013-04-19	佐々木晶	前田葉子	ノースヒルズ	新冠町	-	0	0-0-0-1
2013110116	2013-03-13	新子雅司	平井克彦	Michael Jawl	米	-	9004630000	5-1-2-5
2013105342	2013-03-06	佐藤浩一	畠山浩司	社台ファーム	千歳市	-	12470000	14-8-14-52
2013102271	2013-04-13	武市康男	川島吉男	木田牧場	新ひだか町	-	26440000	2-1-3-28
2013110103	2013-02-11	地辺幸一	深見敏男	Richard Shultz	米	-	6699890000	4-8-5-42
2013102584	2013-03-20	西橋豊治	岩崎僖澄	三石ビクトリーファーム	新ひだか町	-	0	0-0-0-4
2013106159	2013-03-11		松山毅	ノーザンファーム	安平町	19440000	1804780000	1-1-6-26
2013100193	2013-04-10	中村均	栗本博晴	川島良一	日高町	4100000	200740000	1-5-0-17
2013103725	2013-03-24	松永康利	ターフ・スポート	丸幸小林牧場	浦河町	-	8650000	1-1-0-15
2013102923	2013-02-27	高橋純	遠藤喜和	高昭牧場	浦河町	-	2180000	5-8-5-92
2013100720	2013-02-18	高橋義忠	三田昌宏	ナカノファーム	日高町	32400000	240612300000	4-0-3-21
2013102323	2013-02-27	高橋義博	サラブレッドクラブ・ラフィアン	斉藤スタッド	新ひだか町	-	16220000	4-3-4-22
2013106044	2013-02-01	橋田満	近藤利一	ノーザンファーム	安平町	37800000	0	0-0-0-2
2013104386	2013-04-12	鈴木伸尋	吉冨朝美	田中裕之	新ひだか町	11120000	20800000	2-2-0-21
2013101772	2013-02-12	加藤和宏	小林薫	錦岡牧場	新冠町	-	11090000	0-2-0-20
2013100107	2013-03-02	菅原泰夫	島川隆哉	エスティファーム	日高町	-	16200000	0-4-5-6
2013101175	2013-04-13	岡林光浩	バイオ（株）	坂東牧場	平取町	-	6454550000	1-2-5-32
2013103944	2013-04-19	田島俊明	ノルマンディーサラブレッドレーシング	岡田スタッド	新ひだか町	-	19250000	2-3-0-14
2013101509	2013-03-21	冨田敏男	冨田藤男	シンユウファーム	新冠町	3130000	4856450000	4-4-9-104
2013106130	2013-02-25	大久保龍	林正道	ノーザンファーム	安平町	23100000	19880000	4-10-3-8
2013103169	2013-02-25	鈴木伸尋	ビッグレッドファーム	村下農場	浦河町	1620000	0	0-0-0-7
2013105770	2013-05-22	牧光二	キャロットファーム	ノーザンファーム	安平町	-	1421350000	3-7-0-17
2013101498	2013-04-03	飯田祐史	矢部道晃	佐藤牧場	新冠町	4320000	0	0-0-0-3
2013105093	2013-04-15	木原一良	名古屋競馬	青藍牧場	登別市	-	40320000	4-1-0-9
2013103117	2013-04-25	恵多谷豊	近藤聡明	ヒダカファーム	浦河町	-	10483440000	5-5-5-20
2013101705	2013-03-18	小西重征	新井昭二	新冠伊藤牧場	新冠町	-	6621890000	4-7-4-17
2013104708	2013-04-21	南田美知	ヒカリクラブ	服部牧場	新ひだか町	-	32950000	2-1-5-19
2013110084	2013-02-21	石坂正	馬場幸夫	Dorsey Brown & Richard Palmer	米	-	10650000	1-1-1-5
2013101497	2013-05-03	小西一男	天白泰司	佐藤牧場	新冠町	-	22020000	2-0-3-30
2013104204	2013-01-29	林正人	青山英昭	酒井秀紀	新ひだか町	5400000	120000	0-0-0-1
2013104745	2013-04-09	菅原泰夫	北所直人	藤川ファーム	新ひだか町	-	1580000	3-9-14-59
2013100591	2013-02-06	松木啓助	中山純子	ダーレー・ジャパン・ファーム	日高町	-	36559760000	16-7-5-26
2013102914	2013-04-13	日吉正和	山本信行	高昭牧場	浦河町	2700000	0	0-0-0-4
2013105965	2013-02-21	加藤幸保	鈴木史郎	ノーザンファーム	安平町	-	2381400000	3-2-7-30
2013105764	2013-02-20	堀宣行	キャロットファーム	ノーザンファーム	安平町	-	39730000	3-3-1-6
2013100623	2013-02-16	松木啓助	（同）ＪＰＮ技研	ダーレー・ジャパン・ファーム	日高町	-	1802510000	6-10-11-38
2013102199	2013-05-12	米田英世	松本俊廣	大平牧場	新ひだか町	-	37530000	20-6-4-11
2013100226	2013-05-19	田島俊明	矢野まり子	クラウン日高牧場	日高町	-	1460000	6-3-6-33
