	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気
200747040602	ダ	右	1400	晴	良	11:30	サラ系3歳6組		2007-4-6	1	笠松	5			2	1840	6	2	430	5	5	460	6	3.0	270	3.0	2-5	3720	12	2=>5	8650	22	2-3-5	13610	23	2=>5=>3	59390	110		59237816	52938671	(5,2)-3,9,6,8,7,1			2-5	5000.0	9.0	2=>5	47430.0	24.0
200747040603	ダ	右	1400	晴	良	12:00	サラ系3歳5組		2007-4-6	1	笠松	5			6	180	1	6	120	1	8	250	6	9.0	130	3.0	6-8	1670	6	6=>8	1710	6	6-8-9	2600	11	6=>8=>9	7910	26		(4,8,6,9),3,5,7,2,1	4,8,6,(3,9),2,5,7-1	4,8,6,9,2,3,(5,7)-1			6-8	420.0	2.0	6=>8	390.0	1.0
200747040604	ダ	右	1400	晴	良	12:30	サラ系C10組		2007-4-6	1	笠松	5			4	150	1	4	100	1	3	110	3	5.0	100	2.0	3-4	150	1	4=>3	270	1	3-4-5	270	1	4=>3=>5	580	2		946573218	(4,5),(6,3,9),2,1,7,8	453126897			3-4	220.0	1.0	4=>3	270.0	1.0
200747040605	ダ	右	1400	晴	良	13:00	サラ系C9組		2007-4-6	1	笠松	5			6	180	2	6	100	1	1	100	2	2.0	100	3.0	1-6	140	1	6=>1	320	1	1-2-6	140	1	6=>1=>2	450	2		256143789	(2,5,6),1,4,3,7,8,9	6,1,2,5,4,3-7,9,8			1-6	120.0	1.0	6=>1	330.0	2.0
200747040606	ダ	右	1400	晴	良	13:30	サラ系C8組		2007-4-6	1	笠松	5			3	180	1	3	110	1	4	250	5	9.0	130	3.0	3-4	600	3	3=>4	1290	6	3-4-9	1410	6	3=>4=>9	4720	18		34276810519	(3,4),2,6,7,9,10,1,5,8	34261091785			3-4	630.0	3.0	3=>4	930.0	4.0
200747040607	ダ	右	1600	晴	良	14:00	サラ系C6組		2007-4-6	1	笠松	5			9	120	1	9	100	1	7	1,300	7	6.0	480	5.0	7-9	3950	8	9=>7	4960	12	6-7-9	9160	22	9=>7=>6	84330	96		79864210315	79836421051	(7,9),3,(6,8),2,4,(1,10,5)			7-8	460.0	3.0	8=>7	640.0	4.0
200747042201	ダ	右	1400	雨	良	11:00	サラ系3歳6組		2007-4-22	2	笠松	1			2	310	2	2	240	2	6	880	8	8.0	450	5.0	2-6	1200	5	2=>6	2100	8	2-6-8	1390	5	2=>6=>8	7930	28		829637154	829631745	(8,2),6,7,9,3,1,4,5			2-6	1510.0	7.0	2=>6	2170.0	10.0
200747042202	ダ	右	1400	曇	良	11:30	慎也・由香誕生日記念		2007-4-22	2	笠松	1			1	110	1	1	100	1	2	130	2	5.0	200	4.0	1-2	350	1	1=>2	460	1	1-2-5	1950	7	1=>2=>5	3780	12		167285943.0	162758934.0	162759384.0			1-2	330.0	1.0	1=>2	340.0	1.0
200747042203	ダ	右	1400	曇	良	12:00	サラ系3歳4組牝馬		2007-4-22	2	笠松	1	牝		3	1780	5	3	210	4	8	170	3	4.0	420	6.0	3-8	1130	4	3=>8	7280	19	3-4-8	11990	28	3=>8=>4	90520	142		248173956	(2,4),8,7,3,1,5,6,9	(2,4,8),(3,7),5,1,9,6			3-8	1010.0	4.0	3=>8	3680.0	11.0
200747042204	ダ	右	800	曇	良	12:30	サラ系C24組		2007-4-22	2	笠松	1			5	530	2	5	250	5	8	170	2	1.0	490	8.0	5-8	340	1	5=>8	800	3	1-5-8	950	3	5=>8=>1	4470	15				581269473.0			5-8	270.0	1.0	5=>8	1010.0	5.0
200747042205	ダ	右	1400	曇	良	13:00	祝安藤猛司還暦記念		2007-4-22	2	笠松	1			5	920	4	5	150	3	1	120	1	4.0	120	2.0	1-5	1270	8	5=>1	3760	16	1-4-5	630	2	5=>1=>4	6750	30		7,9,5,1,4,(8,3),6,2	795143862	759143826			1-5	1460.0	9.0	5=>1	4630.0	19.0
200747042206	ダ	右	1400	曇	良	13:35	サラ系C25組		2007-4-22	2	笠松	1			7	220	2	7	120	2	8	210	5	6.0	100	1.0	7-8	4240	11	7=>8	6600	17	6-7-8	1620	6	7=>8=>6	23150	57		789165342	7,8,6,(9,4),1,3,5,2	786419352			7-8	1260.0	6.0	7=>8	1780.0	7.0
200747042207	ダ	右	1400	曇	良	14:10	サラ系C23組牝馬		2007-4-22	2	笠松	1	牝		7	160	1	7	120	1	5	140	2	6.0	270	5.0	5-7	840	2	7=>5	920	3	5-6-7	1260	5	7=>5=>6	3200	11		2,7,6,3,(1,4),(5,10),8,9	27641510398	72651410983			5-7	550.0	2.0	7=>5	890.0	3.0
200747042401	ダ	右	1400	曇	良	11:00	サラ系C21組牝馬		2007-4-24	2	笠松	2	牝		4	1750	4	4	290	5	3	100	1	5.0	190	4.0	3-4	2270	6	4=>3	8640	16	3-4-5	2670	9	4=>3=>5	62270	76		453927618	(4,5,2,9),3,7,6,(1,8)	452397618			3-4	2140.0	7.0	4=>3	11650.0	20.0
200747042601	ダ	右	1400	晴	良	11:00	サラ系3歳8組		2007-4-26	2	笠松	4			7	570	4	7	130	4	4	110	2	2.0	100	1.0	4-7	1070	6	7=>4	2620	13	2-4-7	690	3	7=>4=>2	4750	18		14537862.0	14527836.0	14725836.0								
200747042602	ダ	右	1400	晴	良	11:30	サラ系3歳7組		2007-4-26	2	笠松	4			4	170	1	4	100	2	2	100	1	5.0	120	3.0	2-4	270	1	4=>2	450	1	2-4-5	500	1	4=>2=>5	1300	1		4,(2,5),8,7,1,6,3	45287163	45287163								
200747042603	ダ	右	1400	晴	良	12:00	サラ系C6組		2007-4-26	2	笠松	4			2	470	3	2	220	4	3	1,400	8	7.0	1,020	6.0	2-3	5820	13	2=>3	6270	15	2-3-7	12830	27	2=>3=>7	56690	87		8,2,3,1,9,7,6,5-4	8,2,3,1,9,7,5,6=4	8,2,3,7,1,5,6,9-4			2-3	5840.0	12.0	2=>3	4180.0	13.0
200747042604	ダ	右	1400	晴	良	12:30	サラ系C5組		2007-4-26	2	笠松	4			8	800	3	8	160	3	9	140	2	4.0	500	7.0	8-9	560	2	8=>9	1540	7	4-8-9	1150	5	8=>9=>4	7670	29		8,9,5,(3,4,7),6,2,1	(8,9),5,3,4,7,2,6,1	894375261			8-8	350.0	1.0	8=>8	440.0	1.0
200747042605	ダ	右	1400	晴	良	13:00	サラ系C4組		2007-4-26	2	笠松	4			9	210	1	9	110	1	1	430	7	8.0	190	3.0	1-9	2050	6	9=>1	3980	11	1-8-9	4220	11	9=>1=>8	12020	36		985167324.0	985176324.0	981725346.0			1-8	1930.0	6.0	8=>1	3800.0	9.0
200747042606	ダ	右	1400	晴	良	13:30	サラ系B11組C3組		2007-4-26	2	笠松	4			6	340	2	6	130	4	1	100	2	2.0	100	1.0	1-6	310	2	6=>1	880	3	1-2-6	1130	4	6=>1=>2	4440	18		6910528174.0	6910257184.0	6921015748.0			1-6	380.0	2.0	6=>1	1250.0	4.0
200747042607	ダ	右	1600	晴	良	14:05	サラ系B9組		2007-4-26	2	笠松	4			5	470	3	5	180	3	7	200	4	6.0	270	6.0	5-7	1350	7	5=>7	1800	8	5-6-7	5030	15	5=>7=>6	32960	94		6,(1,2),8,5,4,7,10-9,3	62745110893	65742110839			5-7	1440.0	6.0	5=>7	2080.0	10.0
200747042608	ダ	右	1400	晴	良	14:40	サラ系B10組		2007-4-26	2	笠松	4			3	5920	6	3	740	7	7	170	3	5.0	440	6.0	3-7	2510	8	3=>7	10300	30	3-5-7	11480	30	3=>7=>5	135590	196		3781910245	3710895412	(3,7),9,10,5,1,4,8,2			3-7	3160.0	13.0	3=>7	11740.0	32.0
200747042701	ダ	右	1400	晴	良	11:00	サラ系3歳10組		2007-4-27	2	笠松	5			7	330	3	7	110	1	1	190	5	8.0	130	2.0	1-7	590	2	7=>1	640	3	1-7-8	270	1	7=>1=>8	1250	3		7,1,8,5,9,(6,2),4,3	7,1,8,5,9,(2,4),6,3	7,1,8,5,6,(9,4),2,3			1-7	420.0	2.0	7=>1	540.0	3.0
200747042702	ダ	右	1400	晴	良	11:30	サラ系3歳9組		2007-4-27	2	笠松	5			1	100	1	1	120	1	3	210	4	5.0	420	7.0	1-3	530	3	1=>3	630	3	1-3-5	5890	15	1=>3=>5	9640	31		398146572.0	318942657.0	312485697.0			1-3	820.0	4.0	1=>3	670.0	4.0
200747042703	ダ	右	1400	晴	良	12:00	サラ系C11組		2007-4-27	2	笠松	5			6	300	2	6	100	2	8	100	1	1.0	200	6.0	6-8	120	1	6=>8	520	2	1-6-8	890	4	6=>8=>1	3300	10	16853274.0	16857324	1,6,8,(5,7),2,4,3	16875243								
200747042704	ダ	右	1400	晴	良	12:35	サラ系C10組		2007-4-27	2	笠松	5			5	500	3	5	160	3	7	110	2	2.0	530	5.0	5-7	530	2	5=>7	1860	5	2-5-7	2880	8	5=>7=>2	13100	34		54762138.0	54762138.0	54276138.0								
200747051501	ダ	右	1400	晴	良	11:00	サラ系3歳6組		2007-5-15	3	笠松	1			8	150	1	8	150	2	7	660	8	4.0	330	6.0	7-8	610	3	8=>7	1170	5	4-7-8	2990	12	8=>7=>4	12200	44		798256431.0	798256431.0	782596413.0			7-8	470.0	2.0	8=>7	880.0	4.0
200747051502	ダ	右	1400	晴	良	11:30	サラ系3歳5組		2007-5-15	3	笠松	1			9	1220	3	9	260	4	6	160	2	1.0	350	6.0	6-9	2190	6	9=>6	6420	15	1-6-9	6840	19	9=>6=>1	43930	80		3-5,7,6,9,1,8,4,2	356917842	359168472			6-8	1620.0	5.0	8=>6	3580.0	11.0
200747051503	ダ	右	1400	晴	良	12:00	サラ系3歳4組		2007-5-15	3	笠松	1			8	100	1	8	100	1	6	190	4	5.0	170	3.0	6-8	530	2	8=>6	620	2	5-6-8	1340	4	8=>6=>5	2690	8		938641572	938641572	8,6,9,3,4,5,1,7-2			6-8	490.0	2.0	8=>6	640.0	3.0
200747051504	ダ	右	1400	晴	良	12:30	城山博・早由里結婚記		2007-5-15	3	笠松	1	牝		9	110	1	9	100	1	4	110	2	5.0	220	5.0	4-9	200	1	9=>4	270	1	4-5-9	780	3	9=>4=>5	1270	4		659148732.0	649518237.0	946581237.0			4-8	170.0	1.0	8=>4	260.0	1.0
200747051601	ダ	右	1400	晴	良	11:00	サラ系3歳3組		2007-5-16	3	笠松	2			2	530	3	2	280	3	7	320	5	3.0	420	6.0	2-7	2520	12	2=>7	4770	21	2-3-7	26480	68	2=>7=>3	108250	276		578964213.0	578629413.0	297614358.0			2-7	3050.0	15.0	2=>7	4100.0	21.0
200747051602	ダ	右	1400	晴	良	11:30	岐南町徳田ね		2007-5-16	3	笠松	2			5	110	1	5	100	1	9	110	2	7.0	140	3.0	5-9	300	1	5=>9	360	1	5-7-9	560	2	5=>9=>7	1050	2		489657213.0	598746123.0	958761423.0			5-8	180.0	1.0	5=>8	240.0	1.0
200747051603	ダ	右	1400	晴	良	12:00	サラ系C10組		2007-5-16	3	笠松	2			8	170	1	8	100	1	3	170	3	5.0	190	4.0	3-8	880	4	8=>3	1050	4	3-5-8	1090	3	8=>3=>5	3850	14		7,8,4,3,9,5,6,2-1	784395261	837549261			3-8	760.0	3.0	8=>3	1130.0	3.0
200747051604	ダ	右	1600	晴	良	12:30	サラ系C8組		2007-5-16	3	笠松	2			9	12880	7	9	4,180	9	1	560	3	6.0	1,450	6.0	1-9	20700	22	9=>1	82200	46	1-6-9	62480	49	9=>1=>6	727010	297		168574923	1,6,8,7,9,5,4-3,2	1,6,8,9,7,3,5,4-2			1-8	1400.0	5.0	8=>1	2590.0	8.0
200747051605	ダ	右	1400	晴	良	13:00	サラ系C9組		2007-5-16	3	笠松	2			5	1030	4	5	290	5	7	280	4	3.0	240	2.0	5-7	2190	7	5=>7	6420	18	3-5-7	3070	8	5=>7=>3	24140	55		39715286.0	39175286.0	39157286.0			5-7	2260.0	8.0	5=>7	6900.0	19.0
200747051606	ダ	右	1600	晴	良	13:30	サラ系B4組選抜		2007-5-16	3	笠松	2			10	370	2	10	100	2	8	100	1	3.0	210	5.0	8-10	260	1	10=>8	760	3	3-8-10	1170	4	10=>8=>3	4590	18		10347812596	10,3,4,7,8,2,1,5,9-6	10,3,8,4,7,2,1,9,5-6			7-8	250.0	1.0	8=>7	840.0	4.0
200747051607	ダ	右	1400	晴	良	14:05	若鮎賞		2007-5-16	3	笠松	2	(別定)		9	210	1	9	100	1	5	160	3	7.0	170	4.0	5-9	1070	4	9=>5	1370	5	5-7-9	990	5	9=>5=>7	5300	19		59103476182.0	59107348612.0	59710348612.0			5-8	1260.0	4.0	8=>5	1460.0	6.0
200747051608	ダ	右	1400	晴	良	14:40	サラ系3歳1組特別 		2007-5-16	3	笠松	2			2	180	1	2	100	1	6	360	6	3.0	190	4.0	2-6	1180	5	2=>6	1930	7	2-3-6	4350	16	2=>6=>3	12240	35		68457321.0	68534721.0	63258471.0								
200747051609	ダ	右	1400	曇	良	15:15	初夏特別 		2007-5-16	3	笠松	2	(別定)		1	650	4	1	130	4	2	100	1	3.0	120	2.0	1-2	2870	10	1=>2	5780	22	1-2-3	1450	5	1=>2=>3	12080	44		1,10,8,7,2,9,3,4-5,6	1,10,7,8,2,3,9,4,5-6	1,10,2,3,8,4,7,5,9-6			1-2	2580.0	10.0	1=>2	7530.0	22.0
200747051701	ダ	右	1400	雨	不良	11:00	サラ系3歳8組		2007-5-17	3	笠松	3			9	250	1	9	100	1	1	180	5	6.0	150	3.0	1-9	560	2	9=>1	610	2	1-6-9	470	1	9=>1=>6	1380	4		9,(5,6),4,8,7,2,1,3	965178423	961578243			1-8	480.0	2.0	8=>1	590.0	2.0
200747051702	ダ	右	1400	曇	不良	11:30	サラ系3歳7組		2007-5-17	3	笠松	3			9	2090	7	9	560	7	2	200	2	5.0	290	4.0	2-9	5770	12	9=>2	10480	22	2-5-9	23250	42	9=>2=>5	341720	331		9,8,(4,7),1,6,2,5,3	987416325	982735614			2-8	3620.0	10.0	8=>2	13260.0	29.0
200747051703	ダ	右	1400	曇	不良	12:00	サラ系C7組		2007-5-17	3	笠松	3			1	220	1	1	100	2	3	100	1	4.0	190	5.0	1-3	200	1	1=>3	400	2	1-3-4	1380	4	1=>3=>4	3880	11		12936547.0	13942657.0	13946257.0								
200747051704	ダ	右	1600	曇	不良	12:30	かがり火特別 		2007-5-17	3	笠松	3			1	150	1	1	150	2	5	280	4				1-5	480	3	1=>5	450	2	1-3-5	2020	11	1=>5=>3	4230	16		142563.0	154263.0	152643.0								
200747051705	ダ	右	1600	晴	不良	13:00	サラ系C6組		2007-5-17	3	笠松	3			9	230	1	9	100	1	8	200	4	4.0	370	5.0	8-9	440	3	9=>8	700	4	4-8-9	2030	8	9=>8=>4	6920	21		284957631	(8,9),2,7,4,5,6,1,3	9,8,2,4,7,3,(5,6,1)			8-8	370.0	2.0	8=>8	530.0	3.0
200747051706	ダ	右	1400	晴	不良	13:35	サラ系C15組牝馬		2007-5-17	3	笠松	3	牝		9	320	2	9	160	2	1	170	3	6.0	190	4.0	1-9	1310	5	9=>1	1560	5	1-6-9	1910	6	9=>1=>6	6770	19		9,7,(1,8),5,2,3,6,4	978153624	9,1,7,8,5,3,6-4-2			1-8	1030.0	5.0	8=>1	1550.0	6.0
200747051707	ダ	右	1400	晴	不良	14:10	サラ系C14組		2007-5-17	3	笠松	3			8	140	1	8	110	1	4	130	2	9.0	160	4.0	4-8	350	1	8=>4	460	1	4-8-9	810	3	8=>4=>9	1480	1		84910532617	8,4-9,10,3,5,2,6,1,7	8,4,9-5,10,(3,2,6),7,1			4-7	320.0	1.0	7=>4	460.0	2.0
200747051708	ダ	右	1400	曇	不良	14:45	サラ系C13組選抜		2007-5-17	3	笠松	3			2	150	1	2	100	1	1	110	2	3.0	420	7.0	1-2	210	1	2=>1	320	1	1-2-3	3140	11	2=>1=>3	6910	22		18102475396.0	11072845369.0	12710345869.0			1-2	230.0	1.0	2=>1	290.0	1.0
200747051709	ダ	右	1600	曇	不良	15:20	サラ系C12組特別 		2007-5-17	3	笠松	3			8	530	3	8	200	4	10	100	1	2.0	140	3.0	8-10	680	2	8=>10	1860	7	2-8-10	750	2	8=>10=>2	5480	17		81021965437.0	81021695437.0	81026194537.0			7-8	480.0	1.0	7=>8	1380.0	5.0
200747051710	ダ	右	1600	曇	不良	16:20	東海クラウン 		2007-5-17	3	笠松	3			4	240	1	4	130	1	2	170	5	6.0	130	2.0	2-4	410	2	4=>2	840	2	2-4-6	880	2	4=>2=>6	3700	7		84172653	8,4,1,(2,7,6),5,3	48612753								
200747051801	ダ	右	1400	晴	重	11:00	サラ系3歳10組		2007-5-18	3	笠松	4			6	840	2	6	100	2	7	100	1	1.0	260	6.0	6-7	320	1	6=>7	2020	7	1-6-7	760	3	6=>7=>1	11110	33		239147658.0	239716845.0	376218954.0			6-7	260.0	1.0	6=>7	1720.0	6.0
200747051802	ダ	右	1400	晴	重	11:30	サラ系3歳9組牝馬		2007-5-18	3	笠松	4	牝		5	570	2	5	190	4	6	130	1	1.0	200	5.0	5-6	2200	9	5=>6	5120	21	1-5-6	4820	16	5=>6=>1	22390	74		687249315.0	658743219.0	568274139.0			5-6	1830.0	8.0	5=>6	2930.0	10.0
200747051803	ダ	右	1400	晴	重	12:00	祝!川口尚吾誕生日記		2007-5-18	3	笠松	4			4	320	2	4	140	2	5	300	6	6.0	280	4.0	4-5	1400	8	4=>5	2980	14	4-5-6	3360	13	4=>5=>6	20530	70		697123845.0	679813245.0	617893245.0			4-5	2640.0	12.0	4=>5	4170.0	18.0
200747052901	ダ	右	1400	曇	良	11:00	サラ系3歳7組牝馬		2007-5-29	4	笠松	1	牝		6	340	2	6	110	2	3	180	4	7.0	110	1.0	3-6	2950	11	6=>3	4280	16	3-6-7	1270	5	6=>3=>7	13240	40		6,9,4,3,7,5,2,1-8	6,9,4,3,7,5,1,2=8	6,3,9,4,7,1,2,5=8			3-6	3010.0	9.0	6=>3	5260.0	17.0
200747052902	ダ	右	1400	曇	良	11:30	サラ系3歳6組		2007-5-29	4	笠松	1			2	4780	9	2	550	8	7	120	1	5.0	210	5.0	2-7	3660	17	2=>7	11930	45	2-5-7	9360	29	2=>7=>5	109550	246		732546819.0	735219864.0	723546891.0			2-7	4920.0	16.0	2=>7	9570.0	28.0
200747052903	ダ	右	1400	曇	良	12:00	サラ系3歳5組		2007-5-29	4	笠松	1			8	210	1	8	100	1	1	950	8	2.0	690	6.0	1-8	2980	11	8=>1	5010	22	1-2-8	34710	60	8=>1=>2	165430	284		127398465.0	127398465.0	128647935.0			1-8	2840.0	11.0	8=>1	1770.0	8.0
200747052904	ダ	右	1400	晴	良	12:35	サラ系3歳4組		2007-5-29	4	笠松	1			1	1180	4	1	210	4	2	200	3	8.0	1,750	9.0	1-2	2140	7	1=>2	3500	14	1-2-8	9130	21	1=>2=>8	136890	171		159428637.0	159248637.0	125498673.0			1-2	1780.0	7.0	1=>2	4110.0	15.0
200747052905	ダ	右	800	晴	良	13:10	サラ系C17組		2007-5-29	4	笠松	1			7	240	1	7	150	3	1	140	2	5.0	120	1.0	1-7	770	4	7=>1	1950	10	1-5-7	520	2	7=>1=>5	4180	18				751269834.0			1-7	920.0	4.0	7=>1	2150.0	11.0
200747052906	ダ	右	1400	晴	良	13:45	サラ系C20組		2007-5-29	4	笠松	1			5	210	1	5	120	2	7	120	1	6.0	190	5.0	5-7	210	1	5=>7	410	1	5-6-7	530	2	5=>7=>6	1260	2		13745682	7,5,1,3,4,6-8,2	75613248			5-7	260.0	1.0	5=>7	380.0	1.0
200747052907	ダ	右	1400	晴	良	14:20	サラ系C19組		2007-5-29	4	笠松	1			2	600	4	2	180	4	6	130	2	4.0	460	5.0	2-6	930	4	2=>6	4940	16	2-4-6	4120	14	2=>6=>4	48900	113		41056213798	4,10-5,6,2,8,3,1,7,9	41025683971			2-6	1010.0	4.0	2=>6	4050.0	16.0
200747052908	ダ	右	1400	晴	良	14:55	サラ系C18組		2007-5-29	4	笠松	1			1	200	1	1	130	3	7	100	1	10.0	110	2.0	1-7	160	1	1=>7	480	2	1-7-10	540	2	1=>7=>10	1590	6		67101985342	6,7,10,1,9,8-5-3,4,2	17109865243			1-7	170.0	1.0	1=>7	500.0	3.0
200747052909	ダ	右	1800	曇	良	16:05	馬瀬川特別 		2007-5-29	4	笠松	1			8	1190	4	8	220	4	6	150	2	1.0	740	6.0	6-8	1360	4	8=>6	3920	13	1-6-8	6320	12	8=>6=>1	53260	67		81071643925.0	86410179325.0	86141097532.0			6-7	1700.0	5.0	7=>6	5460.0	15.0
200747052910	ダ	右	1400	曇	良	16:35	サラ系C16組牝馬		2007-5-29	4	笠松	1	牝		7	260	1	7	130	2	6	140	3	5.0	270	6.0	6-7	440	1	7=>6	770	1	5-6-7	690	1	7=>6=>5	1670	1		47836109512.0	47863105912.0	47685319102.0			6-7	430.0	1.0	7=>6	970.0	4.0
200747053001	ダ	右	1400	雨	良	11:00	サラ系3歳3組		2007-5-30	4	笠松	2			5	180	1	5	100	1	6	270	6	2.0	210	4.0	5-6	3890	11	5=>6	5130	14	2-5-6	4610	12	5=>6=>2	36480	85		278149536.0	659728413.0	652419378.0			5-6	4500.0	12.0	5=>6	4460.0	12.0
200747053002	ダ	右	1400	雨	良	11:35	岐南町徳田ね		2007-5-30	4	笠松	2			9	1930	6	9	390	7	5	110	1	3.0	190	4.0	5-9	990	5	9=>5	5380	13	3-5-9	2220	10	9=>5=>3	35030	79		952743861.0	952743861.0	952743861.0			5-8	280.0	1.0	8=>5	1060.0	5.0
200747060101	ダ	右	1400	晴	良	11:00	サラ系3歳11組		2007-6-1	4	笠松	4			1	130	1	1	100	1	5	150	3	8.0	170	4.0	1-5	200	1	1=>5	290	1	1-5-8	900	4	1=>5=>8	1560	4		148596273.0	148596273.0	185649273.0			1-5	240.0	1.0	1=>5	260.0	1.0
200747060102	ダ	右	1400	晴	良	11:30	サラ系3歳10組		2007-6-1	4	笠松	4			5	110	1	5	100	1	7	140	2	3.0	160	4.0	5-7	480	2	5=>7	460	1	3-5-7	980	4	5=>7=>3	2100	5		6,9,7,5,2,8,(4,1,3)	697521384	5,7,3,(6,2),1,9,8,4			5-7	420.0	2.0	5=>7	390.0	1.0
200747060103	ダ	右	1400	晴	良	12:05	サラ系C5組		2007-6-1	4	笠松	4			2	150	1	2	150	2	7	190	3	5.0	600	7.0	2-7	540	2	2=>7	780	3	2-5-7	3040	11	2=>7=>5	5600	22		265943871.0	265498713.0	254789316.0			2-7	610.0	3.0	2=>7	790.0	3.0
200747061201	ダ	右	1400	晴	良	11:00	サラ系3歳6組		2007-6-12	5	笠松	1			9	940	4	9	240	3	3	350	5	5.0	330	4.0	3-9	2720	10	9=>3	6370	22	3-5-9	4630	16	9=>3=>5	24660	79		563984721	5,6,3,9,8,1,7,(2,4)	536987241			3-8	1310.0	6.0	8=>3	1250.0	5.0
200747061202	ダ	右	1400	晴	良	11:35	小野木梨衣誕生日記念		2007-6-12	5	笠松	1			2	1190	5	2	210	3	7	400	6	3.0	380	5.0	2-7	2300	11	2=>7	6420	25	2-3-7	13250	37	2=>7=>3	75420	182		928571346.0	928715346.0	278395146.0			2-7	3780.0	13.0	2=>7	5520.0	20.0
200747061203	ダ	右	1400	晴	良	12:10	サラ系3歳4組		2007-6-12	5	笠松	1			3	1470	4	3	180	4	9	130	2	7.0	140	3.0	3-9	890	4	3=>9	3360	11	3-7-9	940	2	3=>9=>7	8130	20		681973524.0	936782154.0	937682514.0			3-8	910.0	3.0	3=>8	2710.0	10.0
200747061204	ダ	右	800	晴	良	12:45	サラ系C27組牝馬		2007-6-12	5	笠松	1			5	340	2	5	150	2	9	210	4	1.0	540	8.0	5-9	1070	4	5=>9	2160	8	1-5-9	43500	39	5=>9=>1	127920	172				957132486.0			5-8	1660.0	7.0	5=>8	1820.0	9.0
200747061205	ダ	右	1400	晴	良	13:20	サラ系C26組		2007-6-12	5	笠松	1			5	160	1	5	100	1	3	100	2	9.0	140	3.0	3-5	130	1	5=>3	180	1	3-5-9	280	1	5=>3=>9	670	2		1,5,9,3,2-4,8,6,7	593124678	593412678			3-5	130.0	1.0	5=>3	160.0	1.0
200747061206	ダ	右	1400	晴	良	13:55	サラ系C25組		2007-6-12	5	笠松	1			4	970	4	4	140	3	9	100	1	3.0	150	4.0	4-9	590	3	4=>9	1480	7	3-4-9	340	1	4=>9=>3	3370	12		69831045721.0	69834107251.0	69843107251.0			4-8	440.0	3.0	4=>8	1610.0	6.0
200747061207	ダ	右	1400	晴	良	14:30	サラ系C24組		2007-6-12	5	笠松	1			7	2060	6	7	320	6	6	100	1	9.0	240	5.0	6-7	900	3	7=>6	3370	10	6-7-9	4360	12	7=>6=>9	29320	62		76910128435.0	76910128345.0	76910281354.0			6-7	600.0	3.0	7=>6	3320.0	9.0
200747061208	ダ	右	1400	晴	良	15:05	サラ系C23組		2007-6-12	5	笠松	1			1	450	3	1	130	1	2	140	3	8.0	610	8.0	1-2	430	2	1=>2	1080	4	1-2-8	5190	18	1=>2=>8	21900	62		12108759436	1,2,10,8,7,9,4,3,5-6	12871043956			1-2	370.0	2.0	1=>2	1160.0	4.0
200747061301	ダ	右	1400	晴	良	11:00	サラ系3歳3組		2007-6-13	5	笠松	2			2	250	1	2	120	1	3	120	2	7.0	540	8.0	2-3	350	1	2=>3	630	1	2-3-7	5730	15	2=>3=>7	7220	26		58721364	7,8-2,3,(1,5),4,6	78231456								
200747061302	ダ	右	1400	晴	良	11:30	サラ系C22組		2007-6-13	5	笠松	2			9	510	3	9	140	3	6	150	4	8.0	110	1.0	6-9	1240	5	9=>6	1770	7	6-8-9	330	1	9=>6=>8	4090	16		8,9,(2,6),7,5,4,3,1	896724153	896724315			6-8	280.0	1.0	8=>6	460.0	2.0
200747061303	ダ	右	1400	晴	良	12:05	サラ系C21組		2007-6-13	5	笠松	2			6	240	2	6	130	2	7	140	3	2.0	390	6.0	6-7	1210	3	6=>7	1140	4	2-6-7	15400	21	6=>7=>2	31150	48		759168234	761952834	(7,6),1,9,2,8,3,5,4			6-7	640.0	3.0	6=>7	1810.0	4.0
200747061304	ダ	右	1400	晴	良	12:40	サラ系B6組		2007-6-13	5	笠松	2			8	14570	9	8	560	8	4	330	6	3.0	130	1.0	4-8	16060	30	8=>4	68860	61	3-4-8	22030	50	8=>4=>3	193840	329		1,8,3,9,2,4,7,(5,6)	8,1,3,9,2,4,7-(5,6)	8,3,1,(2,9),4,7,(5,6)			4-8	1990.0	9.0	8=>4	6200.0	20.0
200747061305	ダ	右	1600	晴	良	13:15	サラ系B5組選抜		2007-6-13	5	笠松	2			9	560	2	9	250	2	1	280	4	6.0	250	2.0	1-9	1410	5	9=>1	1890	7	1-6-9	1870	9	9=>1=>6	11160	35		9,1,7,6,2-8,3,4,5	9,1,6,7,2=(8,3)-5,4	9,1,6,2,7,3,8,5-4			1-8	1230.0	5.0	8=>1	2100.0	8.0
200747061306	ダ	右	1600	晴	良	13:50	サラ系A4組B3組選		2007-6-13	5	笠松	2			2	170	1	2	100	2	1	100	1	5.0	170	4.0	1-2	130	1	2=>1	170	1	1-2-5	570	3	2=>1=>5	1160	4		1,2,5,6,7=4,3,8	1,2,5,6,7=4,3-8	1,2,5,6,7-3,4=8								
