	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気
200734062608	ダ	右	1000	曇	良	18:45	C4　ー3組		2007-6-26	4	旭川	1	100万円以下	(規定)	7	770	3	7.0	160	4.0	2.0	100	1.0	2-7	650	2	7=>2	1740	5	2-7-8	320	1	7=>2=>8	5050	14			8,(2,7),1,(6,9),(3,12),11,(4,10),5	(8,2,7),(1,6,9),(3,12),(11,10),4,5			8.0	100	2.0	2-6	220.0	1.0
200734062609	ダ	右	1600	曇	良	19:20	JA門別馬舞米特別 		2007-6-26	4	旭川	1	100万円以下	(規定)	7	1290	5	7.0	160	3.0	6.0	110	1.0	6-7	810	2	7=>6	2780	10	2-6-7	810	3	7=>6=>2	7780	24	(2,10)-5,6,(1,9),(3,4),(7,8)	(2,10)-5,6,9,(1,3,4,7),8	(2,10)-(5,6),7,(1,3,9),(4,8)	(2,10),(6,7),(1,5,9),(4,8),3			2.0	120	2.0	6-7	740.0	2.0
200734062610	ダ	右	1600	曇	良	20:00	サウスヴィグラス賞 		2007-6-26	4	旭川	1	(規定)		5	480	2	5.0	170	2.0	4.0	570	8.0	4-5	4110	12	5=>4	8050	22	4-5-13	18410	53	5=>4=>13	92030	235	1,8,5,6,7,(3,14),2,4,10,(9,13),12,11	1,8,5,(7,6),(3,14),(2,4),10,(9,13),12-11	(1,5),7,(8,3,14,4),13,6,(10,12),9,(2,11)	(1,5),(3,4),13,(10,7,14,11),12,9,2,(8,6)			13.0	490	6.0	3-4	1750.0	7.0
200734062701	ダ	右	1000	曇	良	15:30	3歳　条件		2007-6-27	4	旭川	2	(規定)		6	240	2	6.0	140	1.0	1.0	140	3.0	1-6	180	1	6=>1	400	2	1-2-6	240	1	6=>1=>2	1130	4			(1,2),6,(3,4),7,5	1263475								
200734062702	ダ	右	1000	曇	良	16:00	2歳　未勝利		2007-6-27	4	旭川	2	(規定)		1	680	2	1.0	150	2.0	5.0	170	3.0	1-5	1630	6	1=>5	3520	12	1-4-5	2220	7	1=>5=>4	11060	35			(5,6,7,9)-3,8,(1,2),4	5,(6,7,9),(3,1,8,2,4)			4.0	190	4.0	1-5	1970.0	6.0
200734062703	ダ	右	1500	曇	良	16:30	アタックチャレンジ競		2007-6-27	4	旭川	2	(規定)		5	350	2	5.0	230	5.0	2.0	590	8.0	2-5	5040	17	5=>2	7940	27	1-2-5	5700	24	5=>2=>1	36320	135	(4,7),8,5,6,3,1,2	4,7,8,5,(1,6),3,2	(4,7,8,5,6,3),1-2	5,(4,8,3),(1,6),(7,2)			1.0	150	1.0			
200734062704	ダ	右	1000	曇	良	17:00	フレッシュチャレンジ		2007-6-27	4	旭川	2	(規定)		8	500	2	8.0	170	2.0	4.0	170	3.0	4-8	1070	3	8=>4	2040	8	4-8-9	3900	15	8=>4=>9	18570	69			(4,5,8),(9,7),(1,2),3,6	(4,5,8,9),7,6,2,(1,3)			9.0	290	6.0	4-8	740.0	3.0
200734062705	ダ	右	1000	曇	良	17:30	D2　ー2組		2007-6-27	4	旭川	2	60万円以下	(規定)	4	140	1	4.0	110	1.0	6.0	130	2.0	4-6	330	1	4=>6	610	1	4-6-8	670	2	4=>6=>8	3670	9			2,5,(4,6),8,(1,7)-3	(2,4,6,8),(1,5,7),3			8.0	200	5.0			
200734062706	ダ	右	1500	曇	良	18:00	D2　ー2組		2007-6-27	4	旭川	2	60万円以下	(規定)	5	160	1	5.0	130	1.0	9.0	830	9.0	5-9	18690	33	5=>9	31980	54	3-5-9	20370	46	5=>9=>3	99220	212	11,12,(5,9),1,(6,8),(4,10),7,3,2	11,12,5,(1,9),(4,6),8,10,(7,3)-2	(11,12,5,9,3),8,(1,6),(4,10),7,2	(5,9,3),12,(11,8),(1,6),10,4,7,2			3.0	140	2.0	5-7	1620.0	6.0
200734062707	ダ	右	1000	曇	良	18:35	D1　ー2組		2007-6-27	4	旭川	2	80万円以下	(規定)	1	200	1	1.0	120	1.0	7.0	250	4.0	1-7	3760	12	1=>7	3500	12	1-7-11	6950	25	1=>7=>11	25360	78			1,5,(2,6),11,(3,4,7),10,8,9	1,5,(2,6),11,(4,7),(3,8),10,9			11.0	320	6.0	1-6	670.0	3.0
200734062708	ダ	右	1600	曇	良	19:10	デネブ特別 		2007-6-27	4	旭川	2	150万円以下	(規定)	9	200	1	9.0	100	1.0	7.0	120	3.0	7-9	730	3	9=>7	960	3	2-7-9	450	1	9=>7=>2	2800	5	1,2,4,7,9,(3,5),8,6	1,2,4-7,(5,9),(3,8),6	(1,2,4,9),7,6,(3,5),8	(2,4,9),7,1,(3,5,6),8			2.0	110	2.0	7-8	620.0	2.0
200734062709	ダ	右	1600	曇	良	19:50	エアエミネム賞 		2007-6-27	4	旭川	2	130万円以下	(規定)	5	300	2	5.0	130	2.0	7.0	280	6.0	5-7	2160	9	5=>7	2510	9	4-5-7	2020	7	5=>7=>4	10070	30	10,3,8,(7,6),9,(4,5),2,1	10,3,8,6,7,(9,4,5),2-1	(10,8),3,7,6,(4,5),2,(9,1)	(7,5),4,(8,6,2),10,1,3,9			4.0	130	1.0	5-7	550.0	2.0
200734062801	ダ	右	1000	曇	良	15:30	3歳　条件		2007-6-28	4	旭川	3	(規定)		8	770	4	8.0	180	4.0	6.0	110	2.0	6-8	1070	5	8=>6	2320	10	5-6-8	1430	5	8=>6=>5	12710	47			(4,3),6,(1,8),5,(2,7)	4,(3,6,8),5,1,(2,7)			5.0	110	1.0			
200734062802	ダ	右	1000	曇	良	16:00	3歳　条件		2007-6-28	4	旭川	3	100万円以下	(規定)	7	920	4	7.0	460	3.0	6.0	1,200	6.0	6-7	3350	10	7=>6	9250	20	4-6-7	4610	16	7=>6=>4	43570	87			(4,6,7),5,(1,2),3	(4,6,7),5,2,(1,3)								
200734062803	ダ	右	1500	曇	良	16:30	2歳　未勝利		2007-6-28	4	旭川	3	(規定)		3	440	2	3.0	200	2.0	5.0	240	3.0	3-5	2760	8	3=>5	5910	15	2-3-5	7410	24	3=>5=>2	57290	149	5,3,(4,9),6,8,7,1,2	5,3,(4,9),6,8,7,1-2	(5,3),4,6,9,1,7,8,2	(5,3),(6,4,9),1,2,7,8			2.0	260	5.0	3-5	2550.0	8.0
200734062804	ダ	右	1000	曇	良	17:00	アタックチャレンジ競		2007-6-28	4	旭川	3	(規定)		5	280	2	5.0	110	1.0	3.0	120	2.0	3-5	260	1	5=>3	610	2	3-5-7	810	2	5=>3=>7	2720	8			(3,5),(2,4),7,(1,8),6	(3,5),(2,4),7,1,8,6			7.0	140	3.0			
200734062805	ダ	右	1000	曇	良	17:35	D2　ー1組		2007-6-28	4	旭川	3	60万円以下	(規定)	5	120	1	5.0	100	1.0	7.0	100	2.0	5-7	140	1	5=>7	220	1	5-7-8	480	2	5=>7=>8	940	2			(5,7),8-6,2,(4,3),1	(5,7),8-2,(6,3),4,1			8.0	160	4.0			
200734062806	ダ	右	1000	曇	良	18:10	D1　ー1組		2007-6-28	4	旭川	3	80万円以下	(規定)	11	320	2	11.0	110	1.0	10.0	120	2.0	10-11	250	1	11=>10	850	2	9-10-11	1400	4	11=>10=>9	5680	15			11,(3,5,10),8,(1,4),2,6,9-7	11,10,3,5,(1,8),6,(4,9),2,7			9.0	300	7.0	8-8	290.0	1.0
200734062807	ダ	右	1500	曇	良	18:45	ジェイエス「フューチ 		2007-6-28	4	旭川	3	(別定)		7	140	1	7.0	100	1.0	8.0	140	4.0	7-8	430	2	7=>8	630	2	4-7-8	410	1	7=>8=>4	1570	4	6,7,8,4,(2,3)-5	6,7,(8,4),3,2-5	(6,7),(8,4)-(2,3),5	7,(6,8),4-(2,3)-5			4.0	110	2.0			
200734062808	ダ	右	1600	曇	良	19:20	バランスオブゲーム賞 		2007-6-28	4	旭川	3	160万円以下	(規定)	2	450	3	2.0	160	2.0	14.0	200	4.0	2-14	1680	6	2=>14	3320	12	2-12-14	10910	29	2=>14=>12	52800	152	8,12,7,13,14,6,(2,11),(1,5),(3,4),9,10	8,12,7,13,14,2,6,11,(1,5,4),3,10,9	8,(12,7),2,14,13,(6,11),(1,4),(5,3),10,9	(8,12,7),(2,14),(1,6),(13,11),(5,4,3),10,9			12.0	840	8.0	2-8	1350.0	7.0
200734062809	ダ	右	1500	曇	良	20:00	フロイラインカップ〔	G	2007-6-28	4	旭川	3	牝(馬齢)		9	3320	7	9.0	270	6.0	6.0	100	1.0	6-9	870	5	9=>6	5010	12	6-8-9	1500	5	9=>6=>8	29760	75	6,7,2,(1,9),5,(4,8),3,11,10	6,7,(2,9),(1,5,8),4,3,11,10	6,7,(9,8),11,(2,4),(1,5),3,10	6,8,7,9,(2,4,11,3),1,5,10			8.0	180	3.0	6-7	280.0	1.0
200734070301	ダ	右	1000	晴	良	14:30	2歳　未勝利		2007-7-3	4	旭川	4	(規定)		1	670	2	1.0	110	2.0	7.0	180	4.0	1-7	2890	8	1=>7	5770	14	1-6-7	540	2	1=>7=>6	14010	39			1,6,7,(5,8),4,3,2	(1,6,7),(5,8),(3,4),2			6.0	100	1.0			
200734070302	ダ	右	1000	晴	良	15:00	2歳　未勝利		2007-7-3	4	旭川	4	(規定)		3	410	2	3.0	130	3.0	5.0	110	2.0	3-5	420	3	3=>5	960	6	3-5-9	200	1	3=>5=>9	1450	5			5,9,3,1,2,(6,8),7-4	5,(9,3),1,(2,6),8,7-4			9.0	100	1.0	3-5	430.0	3.0
200734070303	ダ	右	1000	晴	良	15:30	2歳　未勝利		2007-7-3	4	旭川	4	(規定)		7	140	1	7.0	100	1.0	8.0	340	8.0	7-8	3150	10	7=>8	3600	10	3-7-8	3970	11	7=>8=>3	12770	38			8,4,(6,7),3,2,(1,5),9	8,(7,3),4,1,5,(6,2),9			3.0	170	3.0	7-8	1280.0	5.0
200734070304	ダ	右	1500	晴	良	16:00	3歳　条件		2007-7-3	4	旭川	4	(規定)		6	540	5	6.0	470	5.0	7.0	430	4.0	6-7	3310	10	6=>7	9690	22	3-6-7	1470	7	6=>7=>3	16530	51	6738451	6,7,(3,8),4,5,1	(6,7),8,(3,4),1,5	6,7,3,8,(4,1),5								
200734070305	ダ	右	1000	晴	良	16:30	D3　ー1組		2007-7-3	4	旭川	4	40万円以下	(規定)	12	140	1	12.0	100	1.0	3.0	150	3.0	3-12	770	3	12=>3	780	3	3-9-12	760	2	12=>3=>9	4570	10			3,12,6,1,9,(2,8),5,11,7,10,4	3,12,(1,9),6,8,2,(5,11),7,10,4			9.0	140	2.0	3-8	1160.0	5.0
200734070306	ダ	右	1000	晴	良	17:00	アタックチャレンジ競		2007-7-3	4	旭川	4	(規定)		5	1050	4	5.0	230	4.0	9.0	170	2.0	5-9	1040	3	5=>9	2320	9	3-5-9	4010	14	5=>9=>3	18410	65			(3,4,5),7,8,(2,9),6,1	(3,5),4,(9,7,8),2,6,1			3.0	650	7.0	5-8	430.0	2.0
200734070307	ダ	右	1000	曇	良	17:35	フレッシュチャレンジ		2007-7-3	4	旭川	4	(規定)		1	200	1	1.0	120	1.0	3.0	130	2.0	1-3	170	1	1=>3	350	1	1-3-7	690	3	1=>3=>7	1970	5			(1,3),7,4,8,9,6-2,5	(1,3),7,(4,6),(8,9)-(2,5)			7.0	280	5.0	1-3	200.0	1.0
200734070308	ダ	右	1000	雨	良	18:10	3歳　条件		2007-7-3	4	旭川	4	100万円以下	(規定)	3	170	1	3.0	130	1.0	11.0	1,120	9.0	3-11	1690	7	3=>11	2010	8	1-3-11	19390	47	3=>11=>1	65650	174			3,(10,12),1,7,4,(6,11),9,8,2,5	3,12,10,1,7,(4,11),6,8,9,2,5			1.0	1,250	10.0	3-8	420.0	2.0
200734070309	ダ	右	1500	雨	稍重	18:45	3歳　条件		2007-7-3	4	旭川	4	100万円以下	(規定)	9	400	3	9.0	150	2.0	1.0	120	1.0	1-9	480	1	9=>1	1230	3	1-5-9	7730	24	9=>1=>5	27830	86	1,3,5,(4,9),2,10,7,8,6	13594210876	1,3,(5,9),4,2,10,(7,8),6	1,9,5,4,(3,2),(7,10),(8,6)			5.0	690	9.0	1-8	350.0	2.0
200734070310	ダ	右	1600	曇	稍重	19:20	うらかわ馬フェスタ特 		2007-7-3	4	旭川	4	200万円以下	(規定)	9	330	2	9.0	110	2.0	2.0	100	1.0	2-9	290	1	9=>2	1020	3	2-9-13	520	1	9=>2=>13	3310	4	7,5,11,13,8,2,(1,10),9,12,(3,4,6)	7,5,11,13,8,2,(1,10),9,12,(3,4),6	(7,5),13,8,11,9,(1,2,10),12,4,6,3	5,(13,2),(7,9,8,10),1,(4,12),6,3,11			13.0	120	3.0	2-6	270.0	1.0
200734070312	ダ	右	1500	曇	稍重	20:35	D1　ー2組		2007-7-3	4	旭川	4	80万円以下	(規定)	8	790	5	8.0	250	7.0	6.0	150	2.0	6-8	1430	6	8=>6	2780	17	1-6-8	2870	14	8=>6=>1	37740	155	8,(3,10),(2,5,7,6),9,4,1	8,(3,10),(2,7,6),5,(4,9),1	8,(3,10),6,(2,7),1,(5,9),4	8,10,(3,6),(2,7),(5,9),1,4			1.0	140	1.0	6-7	1820.0	11.0
200734070401	ダ	右	1500	晴	稍重	14:30	2歳　未勝利		2007-7-4	4	旭川	5	(規定)		7	170	1	7.0	140	1.0	5.0	270	4.0	5-7	720	3	7=>5	1060	4	5-6-7	2890	10	7=>5=>6	9580	31	1,2,(4,5),6,(3,7)	(1,2),4,5,(6,7),3	(1,2),(4,7),6,5,3	7,(1,2,4),6,5,3								
200734070402	ダ	右	1500	晴	良	15:00	2歳　未勝利		2007-7-4	4	旭川	5	(規定)		8	220	1	8.0	120	1.0	4.0	180	3.0	4-8	370	1	8=>4	710	1	4-5-8	410	1	8=>4=>5	1530	2	(4,7,8),(1,5),2,6	(4,7,8),5,1,2,6	4,8,7,5,1-2=6	(4,8),7,5,1,2-6								
200734070403	ダ	右	1000	晴	良	15:30	3歳　条件		2007-7-4	4	旭川	5	(規定)		5	170	1	5.0	120	1.0	6.0	140	3.0	5-6	400	2	5=>6	540	2	4-5-6	680	3	5=>6=>4	2080	4			(1,6),5,(3,4),9,8,7,10,2	(1,6),5,(3,4,9),8,7,10,2			4.0	200	4.0	5-6	360.0	2.0
200734070404	ダ	右	1000	晴	良	16:00	ルーキーチャレンジ競		2007-7-4	4	旭川	5	(規定)		3	600	4	3.0	260	4.0	9.0	370	5.0	3-9	4120	15	3=>9	9900	30	3-8-9	13660	33	3=>9=>8	98500	188			(3,8),10,(2,6),9,7,4,(5,11),1	3,(2,8,10),9,(6,7),4,(5,11)-1			8.0	460	6.0	3-7	1650.0	7.0
200734070405	ダ	右	1000	晴	良	16:30	フレッシュチャレンジ		2007-7-4	4	旭川	5	(規定)		5	130	1	5.0	120	2.0	2.0	270	4.0	2-5	870	2	5=>2	870	3	2-5-8	2150	6	5=>2=>8	5100	13			5,(1,4),8,2,7,10-9,(3,6)	5,1,(2,4,8),(7,10)-9,(3,6)			8.0	180	3.0	2-5	980.0	4.0
200734070406	ダ	右	1500	晴	良	17:00	フレッシュチャレンジ		2007-7-4	4	旭川	5	(規定)		4	290	2	4.0	190	3.0	5.0	190	2.0	4-5	1810	7	4=>5	3310	11	4-5-8	3200	11	4=>5=>8	13190	42	5,3,(1,9),6,4,10,(2,7),8	5,3,9,(1,6),4,10,(2,7),8	(5,9),(6,4),3,1,10,2,(7,8)	(5,9,4),6,1,(10,8),2,3,7			8.0	190	4.0	4-5	2130.0	9.0
200734070407	ダ	右	1500	晴	良	17:30	D2　ー2組		2007-7-4	4	旭川	5	60万円以下	(規定)	7	400	2	7.0	170	2.0	2.0	180	3.0	2-7	1950	8	7=>2	3450	12	2-6-7	3320	14	7=>2=>6	15090	47	2,7,(1,9),4,5,3,6,8	2,7,(1,9),4,(3,5),6-8	2,7,(9,5),4,(3,6),1-8	2,(7,5),4,9,6,3,1,8			6.0	260	6.0	2-7	2350.0	10.0
200734070408	ダ	右	1000	晴	良	18:00	D1　ー2組		2007-7-4	4	旭川	5	80万円以下	(規定)	2	120	1	2.0	100	1.0	6.0	120	2.0	2-6	230	1	2=>6	250	1	1-2-6	1260	5	2=>6=>1	1740	6			(10,2),(4,6),(1,9),(3,5,7,8)	(10,2),6,(1,4,9,5),(7,8),3			1.0	150	3.0	2-6	270.0	1.0
200734070409	ダ	右	1000	晴	良	18:35	プレセペ特別 		2007-7-4	4	旭川	5	150万円以下	(規定)	11	360	1	11.0	140	1.0	12.0	230	4.0	11-12	1710	7	11=>12	2600	8	7-11-12	15700	50	11=>12=>7	46230	157			(6,10,11),(1,14),(7,12),(9,13),3,2,5,(4,8)	(6,10,11),12,(1,7,14),(9,13),2,(3,5),(4,8)			7.0	510	8.0	7-7	1670.0	7.0
200734070410	ダ	右	1500	晴	良	19:10	スニッツェル賞 		2007-7-4	4	旭川	5	(規定)		7	150	1	7.0	100	1.0	2.0	140	2.0	2-7	380	1	7=>2	550	1	1-2-7	620	1	7=>2=>1	1650	1	1,2,7,9,8,10,4,(3,6),5	1,2,7,(8,9),10,4,3,6,5	1,2,7,8,9,4,10,3,(6,5)	(1,2,7),8,4,9,(3,10),(6,5)			1.0	190	4.0	2-7	340.0	1.0
200734070411	ダ	右	1000	晴	良	19:50	栄冠賞〔H2〕	G	2007-7-4	4	旭川	5	(馬齢)		6	1190	6	6.0	420	7.0	11.0	280	5.0	6-11	9740	25	6=>11	27770	58	6-8-11	10820	30	6=>11=>8	125110	291			8,10,(3,12),9,11,(1,2),6,5,7,4	8,10,(3,12,11),9,(1,6),2,5,4,7			8.0	170	1.0	5-8	3840.0	18.0
200734070412	ダ	右	1500	晴	良	20:30	アンドロメダ特別 		2007-7-4	4	旭川	5	(別定)		9	450	2	9.0	170	3.0	10.0	110	1.0	9-10	730	3	9=>10	2190	7	8-9-10	1080	3	9=>10=>8	8360	18	9,(3,10),5,12,1,(2,11),8,6,(4,7)	9,3,10,5,12,1,(2,11,8),4,6,7	9,3,10,5,8,12,(2,11),(1,4),(6,7)	9,(3,10),8,(12,5),11,(2,4),6,1,7			8.0	140	2.0	7-7	970.0	4.0
200734070501	ダ	右	1000	曇	良	14:30	2歳　未勝利		2007-7-5	4	旭川	6	(規定)		3	530	3	3.0	100	2.0	6.0	100	1.0	3-6	210	1	3=>6	430	1	3-5-6	210	1	3=>6=>5	1070	2			3,6,5-(2,8),(1,4),7,9	3,6,5,(2,8),4,(1,9),7			5.0	100	3.0	3-6	200.0	1.0
200734070502	ダ	右	1000	曇	良	15:00	2歳　未勝利		2007-7-5	4	旭川	6	(規定)		9	200	1	9.0	100	1.0	6.0	110	2.0	6-9	300	1	9=>6	590	2	4-6-9	380	1	9=>6=>4	1420	1			(1,4,6),8,(3,9),5,7,2	(4,6),(1,8),9,3,(2,5),7			4.0	180	5.0	6-8	220.0	1.0
200734070503	ダ	右	1000	曇	良	15:30	3歳　条件		2007-7-5	4	旭川	6	(規定)		12	250	1	12.0	150	1.0	10.0	330	8.0	10-12	2350	11	12=>10	3120	13	10-11-12	2800	12	12=>10=>11	11380	36			2,(7,8),3,12,11,1,(4,5),9,(6,10)	(2,8),7,(3,12),11,1,5,10,4,9,6			11.0	160	3.0	7-8	710.0	3.0
200734070504	ダ	右	1500	曇	良	16:00	アタックチャレンジ競		2007-7-5	4	旭川	6	牝(規定)		6	3400	7	6.0	500	7.0	3.0	250	4.0	3-6	6210	17	6=>3	11940	31	3-4-6	6410	23	6=>3=>4	73810	158	2,4,7,5,3,(1,8),6	2,4,7,(3,5),1,8,6	2,(4,7),8,5,(3,6)-1	(2,4,7),(8,5),(3,6)-1			4.0	210	3.0			
200734070505	ダ	右	1500	曇	良	16:30	アタックチャレンジ競		2007-7-5	4	旭川	6	(規定)		3	1100	4	3.0	330	5.0	5.0	460	6.0	3-5	7000	14	3=>5	12530	24	1-3-5	23090	36	3=>5=>1	156750	160	5,(3,6),1,2,7,4,8	(3,5),6,(1,2),7,4,8	(3,5,1,2),7,4,8-6	(3,5),1,2,(4,7),8=6			1.0	300	4.0			
200734070506	ダ	右	1000	曇	良	17:00	2歳　オープン		2007-7-5	4	旭川	6	(規定)		5	680	4	5.0	300	4.0	6.0	150	1.0	5-6	940	6	5=>6	2380	13	3-5-6	910	4	5=>6=>3	5740	28			(4,5),6,2,1,3	(4,5),6,2,(1,3)								
200734071001	ダ	右	1000	晴	良	15:30	2歳　未勝利		2007-7-10	5	旭川	1	(規定)		5	140	1	5.0	110	1.0	4.0	120	2.0	4-5	210	1	5=>4	310	1	3-4-5	230	1	5=>4=>3	610	1			(3,5),2,4,(6,7)-1	(3,5),4,2,7,6-1								
200734071002	ダ	右	1500	晴	良	16:00	2歳　未勝利		2007-7-10	5	旭川	1	(規定)		6	1560	6	6.0	580	7.0	7.0	150	1.0	6-7	6480	18	6=>7	18410	40	3-6-7	21770	40	6=>7=>3	619670	317	9,2,7,1,3,(4,8),6,5	9,(2,7)-1,3,(4,8),6,5	971364285	(9,7),1,(4,3,6),8,5-2			3.0	520	6.0	6-7	6610.0	18.0
200734071003	ダ	右	1500	晴	良	16:30	D3　ー2組		2007-7-10	5	旭川	1	40万円以下	(規定)	6	220	1	6.0	160	2.0	5.0	280	4.0	5-6	720	4	6=>5	910	4	5-6-7	2910	11	6=>5=>7	10490	35	1,2,6,7,(3,4,5)	1,2,6,7,(4,5),3	(1,6),2,7,5,4,3	(1,6),7,(2,5),4,3								
200734071004	ダ	右	1000	晴	良	17:00	D3　ー2組		2007-7-10	5	旭川	1	40万円以下	(規定)	8	350	2	8.0	110	2.0	3.0	100	1.0	3-8	300	1	8=>3	1350	4	3-7-8	300	1	8=>3=>7	3170	10			3,7,8,2,(1,5),4,6	3,(7,8),2,(1,5),(4,6)			7.0	110	3.0			
200734071005	ダ	右	1000	晴	良	17:35	ルーキーチャレンジ競		2007-7-10	5	旭川	1	(規定)		6	410	2	6.0	170	4.0	12.0	120	1.0	6-12	440	1	6=>12	980	4	5-6-12	510	1	6=>12=>5	2910	4			(5,12),6,3,(8,10),11,(1,9),4,2,7	(5,12,6),3,(1,8,10,11),4,9,2,7			5.0	160	3.0	5-8	200.0	1.0
200734071006	ダ	右	1500	晴	良	18:10	D3　ー1組		2007-7-10	5	旭川	1	40万円以下	(規定)	3	230	1	3.0	120	1.0	8.0	140	2.0	3-8	390	1	3=>8	850	1	1-3-8	750	1	3=>8=>1	2460	1	1,(2,9),(5,3),6,7,8	1,2,9,(5,3),(7,6),8	1,2,9,(5,6,3),(7,8)	1,2,(5,9,3),(7,6,8)			1.0	160	4.0	3-8	270.0	1.0
200734071007	ダ	右	1000	晴	良	18:45	C4　ー2組		2007-7-10	5	旭川	1	100万円以下	(規定)	7	120	1	7.0	110	1.0	8.0	350	5.0	7-8	1070	4	7=>8	1780	5	6-7-8	2320	7	7=>8=>6	8580	26			7,(4,8),1,6,9,(2,3),5,10	(7,8),4,6,1,9,3,2,5,10			6.0	150	3.0	7-7	1120.0	3.0
200734071008	ダ	右	1600	晴	良	19:20	スパイキュール賞 		2007-7-10	5	旭川	1	130万円以下	(規定)	10	5000	10	10.0	730	8.0	4.0	210	3.0	4-10	11210	27	10=>4	17730	45	4-10-12	22220	54	10=>4=>12	123630	303	(1,2),(3,5),6,7,8,12,4,(9,10),11	2,1,(3,5)-6,7,(8,12),4,10,11,9	2,5,1,3,6,(7,8,12),(4,10),11,9	(5,10),2,6,(8,4,12),1,7,3,(11,9)			12.0	130	1.0	4-7	2400.0	8.0
200734071009	ダ	右	1600	晴	良	20:00	ホワイトマズル賞 		2007-7-10	5	旭川	1	130万円以下	(規定)	3	370	3	3.0	130	1.0	6.0	130	2.0	3-6	440	1	3=>6	880	2	3-4-6	610	1	3=>6=>4	2390	2	8,2,9,5,10,7,3,4,6-1	8-2,(5,9),10,(3,7),4,6-1	2,(9,10),8,3,7,(4,6),5-1	(3,10),6,9,(2,7),4,8,5,1			4.0	140	3.0	3-6	370.0	1.0
200734071101	ダ	右	1000	晴	良	15:30	D級		2007-7-11	5	旭川	2	(別定)		6	870	4	6.0	190	4.0	4.0	150	3.0	4-6	1000	4	6=>4	2260	13	4-6-8	2070	9	6=>4=>8	12580	44			4,(6,8),3,1,2,5,7	4,(6,8),(1,3),(2,7),5			8.0	190	5.0			
200734071102	ダ	右	1000	晴	良	16:00	2歳　未勝利		2007-7-11	5	旭川	2	(規定)		4	180	1	4.0	150	2.0	5.0	190	3.0	4-5	160	1	4=>5	400	1	2-4-5	240	1	4=>5=>2	810	1			4576231.0	4572631.0								
200734071103	ダ	右	1000	晴	良	16:30	D3　ー1組		2007-7-11	5	旭川	2	40万円以下	(規定)	7	240	2	7.0	120	1.0	3.0	300	3.0	3-7	820	3	7=>3	990	3	3-4-7	170	1	7=>3=>4	1530	6			7,(5,4),3,2,1,6	7,4,(5,3,2),1,6								
200734071201	ダ	右	1000	曇	良	14:30	2歳　未勝利		2007-7-12	5	旭川	3	(規定)		7	380	2	7.0	110	2.0	5.0	100	1.0	5-7	190	1	7=>5	990	3	1-5-7	570	2	7=>5=>1	3590	12			5,7,(4,6),8,2,3,1	(5,7),4,6,8,2,3,1			1.0	180	4.0			
200734071202	ダ	右	1000	曇	良	15:00	2歳　未勝利		2007-7-12	5	旭川	3	(規定)		1	280	2	1.0	120	3.0	4.0	220	4.0	1-4	1140	5	1=>4	2100	9	1-4-6	980	3	1=>4=>6	4720	14			1,(5,9),(2,6),8,3,4	1,(5,9),(2,6),(3,8),4			6.0	100	1.0	1-4	2300.0	9.0
200734071203	ダ	右	1000	曇	良	15:30	D3　ー3組		2007-7-12	5	旭川	3	40万円以下	(規定)	6	160	1	6.0	100	1.0	9.0	340	9.0	6-9	1930	8	6=>9	3180	13	6-8-9	6700	25	6=>9=>8	21030	69			8,6,3,(7,10),(5,9),(1,2),4	8,6,10,(3,5,9),7,1,(2,4)			8.0	230	4.0	6-8	1040.0	5.0
200734071204	ダ	右	1000	曇	良	16:00	アタックチャレンジ競		2007-7-12	5	旭川	3	(規定)		5	290	1	5.0	120	1.0	6.0	280	7.0	5-6	1510	5	5=>6	2130	8	5-6-8	4060	16	5=>6=>8	19320	72			(2,3),5,(4,6),1,(7,8),9	(2,3),5,(4,6),(7,8),1,9			8.0	240	4.0	5-6	2040.0	10.0
200734071205	ダ	右	1500	曇	良	16:30	D2　ー2組		2007-7-12	5	旭川	3	60万円以下	(規定)	3	120	1	3.0	160	2.0	7.0	440	6.0	3-7	1390	4	3=>7	1470	4	3-6-7	9150	24	3=>7=>6	25770	58	(1,8),3,2,7,4,5,6	(1,8,3),2,7,4,5,6	(1,8,3)-(6,2),(4,7),5	(1,3),8,(6,7),5,(4,2)			6.0	400	5.0			
200734071206	ダ	右	1000	曇	良	17:00	フレッシュチャレンジ		2007-7-12	5	旭川	3	(規定)		6	560	4	6.0	200	5.0	5.0	170	4.0	5-6	1710	8	6=>5	7020	21	5-6-7	1290	4	6=>5=>7	9950	38			3,(5,6),7,2,1,8-4	(5,6),7,3,2-1,8,4			7.0	130	1.0			
200734071207	ダ	右	1000	曇	良	17:35	フレッシュチャレンジ		2007-7-12	5	旭川	3	(規定)		8	150	1	8.0	110	1.0	2.0	190	3.0	2-8	480	2	8=>2	480	2	2-6-8	150	1	8=>2=>6	680	2			(8,6),2,1,3,7	862137								
