	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
200947080704	ダ	右	1400	曇	良	12:45	サラ系3歳3組		2009-8-7	8	笠松	2			4.0	290.0	2.0	4.0	130	1.0	2.0	2,400	9.0	2-4	37090.0	28.0	4=>2	79910.0	53.0	2-4-9	16530.0	25.0	4=>2=>9	229570.0	196.0		498137526.0	498137526.0	493812756.0			9.0	130	3.0	2-4	22140.0	23.0	4=>2	25100.0	32.0									
200947080705	ダ	右	800	曇	良	13:20	サラ系C4組牝馬		2009-8-7	8	笠松	2	牝		9.0	150.0	1.0	9.0	130	2.0	4.0	210	5.0	4-9	2640.0	12.0	9=>4	2850.0	14.0	1-4-9	2330.0	8.0	9=>4=>1	17250.0	74.0				491783625.0			1.0	100	1.0	4-8	2220.0	7.0	8=>4	2280.0	9.0									
200947081701	ダ	右	1400	晴	良	11:00	サラ系3歳6組		2009-8-17	8	笠松	3			9.0	210.0	1.0	9.0	150	3.0	2.0	130	2.0	2-9	530.0	2.0	9=>2	690.0	1.0	2-8-9	800.0	2.0	9=>2=>8	2770.0	3.0		589463721.0	589436721.0	986345271.0			8.0	430	7.0	2-8	380.0	1.0	8=>2	680.0	1.0									
200947081702	ダ	右	1400	晴	良	11:30	サラ系3歳5組		2009-8-17	8	笠松	3			2.0	5820.0	8.0	2.0	610	7.0	6.0	110	1.0	2-6	4970.0	15.0	2=>6	47980.0	54.0	2-6-8	5440.0	17.0	2=>6=>8	132050.0	196.0		269847315.0	269843715.0	264983175.0			8.0	130	2.0	2-6	4600.0	11.0	2=>6	45290.0	39.0									
200947081703	ダ	右	1400	晴	良	12:00	サラ系3歳4組		2009-8-17	8	笠松	3			6.0	100.0	1.0	6.0	100	1.0	8.0	300	7.0	6-8	1150.0	5.0	6=>8	940.0	5.0	6-7-8	1790.0	9.0	6=>8=>7	5880.0	22.0		268497351.0	268479351.0	628743951.0			7.0	190	4.0	6-8	290.0	1.0	6=>8	270.0	1.0									
200947081704	ダ	右	1400	晴	良	12:30	サラ系C16組		2009-8-17	8	笠松	3			7.0	120.0	1.0	7.0	110	1.0	6.0	150	4.0	6-7	520.0	2.0	7=>6	740.0	1.0	1-6-7	1620.0	5.0	7=>6=>1	8280.0	25.0		47961583.0	47165983.0	71645893.0			1.0	220	5.0	6-7	390.0	1.0	7=>6	860.0	2.0									
200947081705	ダ	右	800	晴	良	13:00	英樹・友香結婚記念		2009-8-17	8	笠松	3			2.0	1300.0	5.0	2.0	300	6.0	5.0	180	4.0	2-5	1320.0	6.0	2=>5	4700.0	22.0	2-5-6	1000.0	3.0	2=>5=>6	10290.0	37.0				268753194.0			6.0	130	2.0	2-5	1460.0	6.0	2=>5	6050.0	25.0									
200947081706	ダ	右	1400	晴	良	13:30	サラ系C14組		2009-8-17	8	笠松	3			9.0	290.0	2.0	9.0	100	2.0	5.0	100	1.0	5-9	200.0	1.0	9=>5	620.0	2.0	5-8-9	490.0	3.0	9=>5=>8	2310.0	7.0		593487261.0	593487261.0	594387621.0			8.0	200	5.0	5-8	160.0	1.0	8=>5	740.0	3.0									
200947081707	ダ	右	1400	晴	良	14:00	サラ系C13組牝馬		2009-8-17	8	笠松	3	牝		1.0	1220.0	4.0	1.0	230	4.0	2.0	160	3.0	1-2	1510.0	6.0	1=>2	2750.0	12.0	1-2-3	2280.0	9.0	1=>2=>3	16730.0	51.0		27381910465.0	27381496105.0	27381491065.0			3.0	410	6.0	1-2	1320.0	5.0	1=>2	3980.0	13.0									
200947081708	ダ	右	1400	晴	良	14:30	サラ系A5・B3組		2009-8-17	8	笠松	3			10.0	180.0	1.0	10.0	110	1.0	3.0	110	2.0	3-10	510.0	1.0	10=>3	810.0	3.0	3-7-10	1550.0	6.0	10=>3=>7	4690.0	14.0		13925107648.0	13109572648.0	13105792648.0			7.0	220	4.0	3-8	230.0	1.0	8=>3	460.0	1.0									
200947081709	ダ	右	1600	晴	良	15:05	ヤクルトカッ 		2009-8-17	8	笠松	3			10.0	150.0	1.0	10.0	100	1.0	7.0	520	7.0	7-10	3040.0	10.0	10=>7	3720.0	11.0	7-8-10	6000.0	16.0	10=>7=>8	14550.0	44.0		57181063249.0	57810163294.0	10576813924.0			8.0	340	5.0	7-8	510.0	2.0	8=>7	740.0	3.0									
200947081710	ダ	右	1400	晴	良	15:40	サラ系B2組特選		2009-8-17	8	笠松	3			2.0	300.0	2.0	2.0	100	1.0	5.0	140	3.0	2-5	520.0	3.0	2=>5	930.0	3.0	1-2-5	1580.0	7.0	2=>5=>1	3170.0	9.0		592486137.0	592413867.0	529413687.0			1.0	190	4.0	2-5	450.0	2.0	2=>5	820.0	4.0									
200947081901	ダ	右	1400	晴	良	11:00	サラ系3歳3組		2009-8-19	8	笠松	4			9.0	680.0	3.0	9.0	390	4.0	1.0	570	5.0	1-9	3790.0	10.0	9=>1	9380.0	19.0	1-6-9	3310.0	9.0	9=>1=>6	41340.0	82.0		137964528.0	137964528.0	169753482.0			6.0	100	1.0	1-8	4770.0	11.0	8=>1	10750.0	19.0									
200947081902	ダ	右	1400	晴	良	11:30	サラ系C7組		2009-8-19	8	笠松	4			3.0	140.0	1.0	3.0	100	1.0	6.0	110	2.0	3-6	330.0	2.0	3=>6	530.0	2.0	3-6-9	660.0	3.0	3=>6=>9	1690.0	4.0		139864752.0	139867452.0	136984752.0			9.0	170	5.0	3-6	370.0	2.0	3=>6	760.0	3.0									
200947081903	ダ	右	1400	晴	良	12:00	サラ系C6組		2009-8-19	8	笠松	4			9.0	160.0	1.0	9.0	150	3.0	4.0	140	2.0	4-9	310.0	2.0	9=>4	530.0	3.0	4-5-9	2700.0	7.0	9=>4=>5	5700.0	16.0		945786312.0	947583612.0	945761832.0			5.0	580	6.0	4-8	390.0	2.0	8=>4	410.0	2.0									
200947081904	ダ	右	1400	晴	良	12:30	サラ系C5組		2009-8-19	8	笠松	4			3.0	500.0	2.0	3.0	200	4.0	9.0	100	1.0	3-9	290.0	1.0	3=>9	790.0	3.0	2-3-9	2310.0	8.0	3=>9=>2	10300.0	32.0		349672851.0	394672185.0	394726185.0			2.0	240	5.0	3-8	280.0	1.0	3=>8	1180.0	5.0									
200947081905	ダ	右	1400	晴	良	13:00	サラ系B6組		2009-8-19	8	笠松	4			5.0	730.0	3.0	5.0	210	4.0	1.0	1,440	8.0	1-5	16260.0	20.0	5=>1	39040.0	39.0	1-2-5	20190.0	33.0	5=>1=>2	179870.0	185.0		196475283.0	196574238.0	195674238.0			2.0	200	3.0	1-5	25040.0	25.0	5=>1	71520.0	42.0									
200947081906	ダ	右	1400	晴	良	13:30	サラ系B5組特選		2009-8-19	8	笠松	4			10.0	110.0	1.0	10.0	100	1.0	8.0	150	3.0	8-10	450.0	2.0	10=>8	520.0	2.0	2-8-10	1120.0	5.0	10=>8=>2	2360.0	8.0		10386942571.0	10386925471.0	10836259471.0			2.0	200	4.0	7-8	270.0	2.0	8=>7	450.0	2.0									
200947081907	ダ	右	1600	晴	良	14:00	サラ系A4組特選		2009-8-19	8	笠松	4			2.0	200.0	2.0	2.0	100	2.0	6.0	100	1.0	2-6	190.0	1.0	2=>6	360.0	1.0	2-6-7	610.0	2.0	2=>6=>7	1790.0	5.0		672891534.0	672819543.0	672819543.0			7.0	170	4.0	2-6	160.0	1.0	2=>6	380.0	1.0									
200947081908	ダ	右	1400	晴	良	14:30	サラ系B4組特別 		2009-8-19	8	笠松	4			1.0	140.0	1.0	1.0	140	1.0	8.0	140	2.0	1-8	860.0	3.0	1=>8	1530.0	3.0	1-8-10	1800.0	6.0	1=>8=>10	5960.0	11.0		91036581247.0	91036581427.0	10938165427.0			10.0	170	4.0	1-7	320.0	1.0	1=>7	500.0	1.0									
200947081909	ダ	右	1400	晴	良	15:05	金の弩標賞		2009-8-19	8	笠松	4	(別定)		4.0	3240.0	7.0	4.0	400	6.0	2.0	170	2.0	2-4	4330.0	11.0	4=>2	12710.0	26.0	2-3-4	5770.0	14.0	4=>2=>3	112590.0	169.0		24783691510.0	27483691510.0	24783695110.0			3.0	370	5.0	2-4	4440.0	14.0	4=>2	13990.0	28.0									
200947081910	ダ	右	1400	晴	良	15:40	ささゆり特別 		2009-8-19	8	笠松	4	(別定)		4.0	1160.0	6.0	4.0	250	6.0	2.0	120	1.0	2-4	2480.0	12.0	4=>2	4050.0	21.0	1-2-4	8690.0	24.0	4=>2=>1	68500.0	144.0		49358216107.0	49352816710.0	42935178106.0			1.0	580	7.0	2-4	2940.0	13.0	4=>2	4080.0	23.0									
200947082001	ダ	右	1400	晴	良	11:00	サラ系3歳9組		2009-8-20	8	笠松	5			8.0	130.0	1.0	8.0	100	1.0	5.0	660	6.0	5-8	4630.0	9.0	8=>5	6020.0	12.0	2-5-8	7850.0	17.0	8=>5=>2	31130.0	64.0		156248739.0	156824739.0	518627349.0			2.0	260	5.0	5-8	5870.0	13.0	8=>5	9890.0	18.0									
200947082002	ダ	右	1400	晴	良	11:30	サラ系3歳8組		2009-8-20	8	笠松	5			8.0	100.0	1.0	8.0	100	1.0	3.0	170	3.0	3-8	360.0	1.0	8=>3	390.0	2.0	3-5-8	3170.0	11.0	8=>3=>5	4550.0	17.0		486953271.0	486975321.0	845673912.0			5.0	460	7.0	3-8	340.0	2.0	8=>3	420.0	2.0									
200947082003	ダ	右	1400	晴	良	12:05	昌稀2歳記念		2009-8-20	8	笠松	5			7.0	4590.0	7.0	7.0	630	7.0	4.0	410	4.0	4-7	23190.0	26.0	7=>4	21310.0	33.0	4-6-7	11150.0	27.0	7=>4=>6	188740.0	201.0		746315892.0	743618592.0	746318592.0			6.0	130	2.0	4-7	22000.0	21.0	7=>4	50280.0	44.0									
200947082004	ダ	右	800	晴	良	12:40	JRA認定新馬チャレ		2009-8-20	8	笠松	5			6.0	250.0	1.0	6.0	110	1.0	5.0	190	4.0	5-6	320.0	1.0	6=>5	570.0	1.0	5-6-7	500.0	1.0	6=>5=>7	1110.0	1.0				65271348.0			7.0	190	5.0															
200947082005	ダ	右	1400	晴	良	13:15	サラ系C8・12組		2009-8-20	8	笠松	5			10.0	120.0	1.0	10.0	100	1.0	1.0	120	2.0	1-10	160.0	1.0	10=>1	190.0	1.0	1-3-10	300.0	1.0	10=>1=>3	520.0	1.0		1107456329.0	1107432659.0	1107324695.0			3.0	140	3.0	1-8	150.0	1.0	8=>1	170.0	1.0									
200947082006	ダ	右	1400	晴	良	13:50	サラ系C8組		2009-8-20	8	笠松	5			5.0	660.0	3.0	5.0	140	1.0	7.0	190	3.0	5-7	1130.0	5.0	5=>7	2490.0	9.0	4-5-7	27380.0	46.0	5=>7=>4	127790.0	183.0		25768104913.0	25786410913.0	57486102931.0			4.0	1,080	8.0	5-7	770.0	5.0	5=>7	1630.0	7.0									
200947090801	ダ	右	1400	晴	良	11:00	サラ系3歳10組		2009-9-8	9	笠松	1			4.0	170.0	1.0	4.0	100	1.0	2.0	1,120	5.0	2-4	5410.0	13.0	4=>2	8780.0	18.0	2-3-4	11820.0	20.0	4=>2=>3	64030.0	95.0		14583627.0	14583267.0	41325867.0			3.0	910	4.0															
200947090802	ダ	右	1400	晴	良	11:30	サラ系3歳9組		2009-9-8	9	笠松	1			2.0	120.0	1.0	2.0	100	1.0	4.0	110	2.0	2-4	160.0	1.0	2=>4	240.0	1.0	2-4-8	200.0	1.0	2=>4=>8	580.0	1.0		25834671.0	25834671.0	28345617.0			8.0	120	3.0															
200947090803	ダ	右	1400	晴	良	12:00	サラ系3歳8組		2009-9-8	9	笠松	1			8.0	140.0	1.0	8.0	100	1.0	2.0	100	2.0	2-8	130.0	1.0	8=>2	260.0	1.0	2-6-8	360.0	1.0	8=>2=>6	880.0	1.0		893425167.0	892351647.0	825691347.0			6.0	130	3.0	2-8	180.0	1.0	8=>2	360.0	1.0									
200947090804	ダ	右	1400	晴	良	12:35	サラ系3歳7組		2009-9-8	9	笠松	1			2.0	160.0	1.0	2.0	100	1.0	7.0	140	3.0	2-7	310.0	1.0	2=>7	470.0	1.0	2-7-9	640.0	3.0	2=>7=>9	1830.0	3.0		279681543.0	279861453.0	279814653.0			9.0	180	5.0	2-7	360.0	1.0	2=>7	510.0	1.0									
200947090805	ダ	右	800	晴	良	13:10	祝!正輝・宏美結婚記		2009-9-8	9	笠松	1			5.0	130.0	1.0	5.0	120	1.0	9.0	200	4.0	5-9	540.0	2.0	5=>9	710.0	2.0	3-5-9	4340.0	12.0	5=>9=>3	12080.0	34.0				59347621081.0			3.0	590	7.0	5-8	360.0	2.0	5=>8	520.0	2.0									
200947090806	ダ	右	1400	晴	良	13:45	サラ系3歳6組		2009-9-8	9	笠松	1			3.0	190.0	1.0	3.0	120	1.0	2.0	920	7.0	2-3	10980.0	15.0	3=>2	13510.0	27.0	2-3-5	17190.0	24.0	3=>2=>5	125930.0	121.0		18956327.0	18962357.0	81936725.0			5.0	180	4.0	2-3	10740.0	13.0	3=>2	27380.0	23.0									
200947090807	ダ	右	1400	晴	良	14:20	サラ系C15組		2009-9-8	9	笠松	1			3.0	610.0	3.0	3.0	100	3.0	6.0	100	2.0	3-6	370.0	2.0	3=>6	1170.0	4.0	3-6-10	340.0	1.0	3=>6=>10	1400.0	3.0		36102415897.0	36102451897.0	36105249817.0			10.0	100	1.0	3-6	390.0	2.0	3=>6	710.0	3.0									
200947090808	ダ	右	1400	晴	良	14:55	サラ系C8組		2009-9-8	9	笠松	1			10.0	130.0	1.0	10.0	100	1.0	4.0	920	8.0	4-10	9410.0	17.0	10=>4	7640.0	20.0	3-4-10	14010.0	23.0	10=>4=>3	69290.0	95.0		10832451697.0	10843261957.0	10843269157.0			3.0	160	3.0	4-8	6910.0	12.0	8=>4	7830.0	17.0									
200947090809	ダ	右	1400	晴	良	15:30	サラ系A5・B3組		2009-9-8	9	笠松	1			10.0	640.0	3.0	10.0	210	3.0	7.0	150	2.0	7-10	710.0	3.0	10=>7	2770.0	10.0	7-9-10	1720.0	7.0	10=>7=>9	10420.0	34.0		71089423615.0	71098463215.0	71098463215.0			9.0	220	4.0	7-8	290.0	1.0	8=>7	810.0	4.0									
200947090810	ダ	右	1400	晴	良	16:05	サラ系B2組特選		2009-9-8	9	笠松	1			1.0	500.0	2.0	1.0	170	5.0	7.0	100	2.0	1-7	1570.0	7.0	1=>7	1930.0	9.0	1-2-7	650.0	3.0	1=>7=>2	3830.0	16.0		17528649103.0	17258694103.0	17285964103.0			2.0	100	1.0	1-7	760.0	4.0	1=>7	690.0	4.0									
200947090901	ダ	右	1400	晴	良	11:00	サラ系3歳14組		2009-9-9	9	笠松	2			5.0	230.0	2.0	5.0	100	2.0	8.0	100	3.0	5-8	750.0	3.0	5=>8	800.0	4.0	4-5-8	170.0	1.0	5=>8=>4	1640.0	4.0		135928476.0	584139267.0	584193276.0			4.0	100	1.0	5-8	690.0	3.0	5=>8	1280.0	4.0									
200947090902	ダ	右	1400	晴	良	11:30	祝!賢司・麻耶結婚記		2009-9-9	9	笠松	2			4.0	370.0	2.0	4.0	550	2.0	7.0	640	4.0	4-7	1140.0	4.0	4=>7	1800.0	8.0	1-4-7	1280.0	5.0	4=>7=>1	7480.0	32.0		74618532.0	74618352.0	47618352.0			1.0	560	3.0															
200947090903	ダ	右	1400	晴	良	12:00	サラ系3歳12組		2009-9-9	9	笠松	2			3.0	370.0	3.0	3.0	130	3.0	8.0	720	5.0	3-8	5770.0	12.0	3=>8	11830.0	22.0	2-3-8	4780.0	8.0	3=>8=>2	46390.0	66.0		73812465.0	37841265.0	38462175.0			2.0	100	1.0															
200947090904	ダ	右	1400	晴	良	12:30	サラ系C7組		2009-9-9	9	笠松	2			6.0	350.0	2.0	6.0	100	2.0	8.0	100	1.0	6-8	170.0	1.0	6=>8	670.0	2.0	2-6-8	230.0	1.0	6=>8=>2	1480.0	4.0		126485793.0	126854793.0	216854973.0			2.0	150	4.0	6-8	150.0	1.0	6=>8	690.0	3.0									
200947090905	ダ	右	1400	晴	良	13:00	サラ系B6組		2009-9-9	9	笠松	2			6.0	100.0	1.0	6.0	100	1.0	4.0	180	5.0	4-6	520.0	3.0	6=>4	790.0	4.0	3-4-6	650.0	2.0	6=>4=>3	1850.0	8.0		865341279.0	863541279.0	684321579.0			3.0	150	3.0	4-6	550.0	4.0	6=>4	640.0	4.0									
200947090906	ダ	右	1400	晴	良	13:30	サラ系3歳11組		2009-9-9	9	笠松	2			5.0	200.0	1.0	5.0	100	1.0	6.0	100	2.0	5-6	350.0	1.0	5=>6	620.0	1.0	2-5-6	420.0	1.0	5=>6=>2	1150.0	1.0		128965743.0	128567934.0	512687394.0			2.0	110	3.0	5-6	400.0	1.0	5=>6	770.0	3.0									
200947090907	ダ	右	1400	晴	良	14:00	サラ系B5組特選		2009-9-9	9	笠松	2			2.0	100.0	1.0	2.0	100	1.0	10.0	110	2.0	2-10	230.0	1.0	2=>10	330.0	1.0	2-8-10	470.0	2.0	2=>10=>8	1010.0	2.0		10213946857.0	10291834576.0	21089143576.0			8.0	140	3.0	2-8	180.0	1.0	2=>8	270.0	1.0									
200947090908	ダ	右	1400	晴	良	14:35	数河特別 		2009-9-9	9	笠松	2			7.0	1430.0	4.0	7.0	540	4.0	2.0	110	2.0	2-7	1350.0	4.0	7=>2	4540.0	13.0	2-7-10	5910.0	12.0	7=>2=>10	25760.0	59.0		27396410851.0	2793610485.0	2796103845.0			10.0	800	5.0	2-7	410.0	2.0	7=>2	950.0	5.0									
200947090909	ダ	右	1600	晴	良	15:10	サラ系A4組特選		2009-9-9	9	笠松	2			4.0	630.0	4.0	4.0	250	6.0	2.0	230	5.0	2-4	2580.0	13.0	4=>2	6730.0	27.0	2-4-5	3490.0	16.0	4=>2=>5	37680.0	125.0		84612759.0	84265197.0	42685917.0			5.0	180	3.0	2-4	3130.0	16.0	4=>2	6360.0	29.0									
200947091001	ダ	右	1400	晴	良	10:50	サラ系3歳5組		2009-9-10	9	笠松	3			7.0	1270.0	4.0	7.0	510	2.0	9.0	2,490	4.0	7-9	3880.0	16.0	7=>9	5370.0	25.0	7-8-9	2910.0	11.0	7=>9=>8	35380.0	90.0		72698154.0	72698145.0	72691845.0			8.0	2,870	5.0	7-8	1300.0	4.0	7=>8	2470.0	10.0									
200947091002	ダ	右	1400	晴	良	11:20	サラ系3歳4組		2009-9-10	9	笠松	3			4.0	220.0	1.0	4.0	110	2.0	8.0	1,540	8.0	4-8	7000.0	19.0	4=>8	4180.0	14.0	4-7-8	9380.0	28.0	4=>8=>7	36170.0	109.0		891237456.0	891234756.0	893217456.0			7.0	360	4.0	4-8	2500.0	11.0	4=>8	2520.0	13.0									
200947091003	ダ	右	1400	晴	良	11:50	サラ系3歳3組		2009-9-10	9	笠松	3			9.0	350.0	2.0	9.0	100	1.0	1.0	130	3.0	1-9	330.0	1.0	9=>1	850.0	2.0	1-8-9	1150.0	3.0	9=>1=>8	3780.0	8.0		179385426.0	179385426.0	917853426.0			8.0	170	4.0	1-8	290.0	1.0	8=>1	580.0	2.0									
200947091101	ダ	右	800	晴	良	11:00	サラ系2歳3組		2009-9-11	9	笠松	4			6.0	1200.0	5.0	6.0	250	3.0	5.0	170	2.0	5-6	660.0	3.0	6=>5	1410.0	5.0	3-5-6	960.0	4.0	6=>5=>3	6390.0	27.0				653412.0																				
200947091102	ダ	右	1400	晴	良	11:30	サラ系2歳2組		2009-9-11	9	笠松	4			3.0	340.0	3.0	3.0	140	2.0	1.0	120	1.0	1-3	410.0	2.0	3=>1	1140.0	5.0	1-3-5	1110.0	4.0	3=>1=>5	4070.0	12.0		653124.0	653124.0	315624.0																				
200947091103	ダ	右	1400	晴	良	12:00	サラ系C6組		2009-9-11	9	笠松	4			1.0	110.0	1.0	1.0	100	1.0	3.0	550	4.0	1-3	420.0	2.0	1=>3	490.0	2.0	1-3-5	8320.0	21.0	1=>3=>5	14670.0	36.0		138697542.0	138695742.0	138695427.0			5.0	1,910	9.0	1-3	650.0	3.0	1=>3	670.0	3.0									
200947091104	ダ	右	1400	晴	良	12:30	サラ系C5組		2009-9-11	9	笠松	4			3.0	750.0	4.0	3.0	160	4.0	7.0	110	1.0	3-7	380.0	3.0	3=>7	1690.0	7.0	1-3-7	360.0	1.0	3=>7=>1	2910.0	10.0		17356482.0	17356482.0	73156482.0			1.0	120	2.0															
200947091105	ダ	右	1400	晴	良	13:00	サラ系C4組		2009-9-11	9	笠松	4			6.0	180.0	1.0	6.0	120	3.0	9.0	160	4.0	6-9	620.0	3.0	6=>9	660.0	3.0	1-6-9	710.0	3.0	6=>9=>1	2360.0	8.0		897652413.0	896571243.0	986517423.0			1.0	120	1.0	6-8	220.0	1.0	6=>8	200.0	1.0									
200947091106	ダ	右	1400	晴	良	13:30	サラ系B8・C3組		2009-9-11	9	笠松	4			8.0	560.0	3.0	8.0	130	3.0	6.0	110	2.0	6-8	900.0	5.0	8=>6	2970.0	12.0	4-6-8	540.0	1.0	8=>6=>4	7160.0	25.0		10573416829.0	10573416829.0	45107631829.0			4.0	110	1.0	6-7	770.0	4.0	7=>6	1570.0	8.0									
200947091107	ダ	右	1400	晴	良	14:00	サラ系B7組		2009-9-11	9	笠松	4			9.0	240.0	1.0	9.0	110	1.0	4.0	140	2.0	4-9	390.0	1.0	9=>4	750.0	2.0	4-6-9	1040.0	4.0	9=>4=>6	5010.0	14.0		78296110453.0	78926410153.0	97824610153.0			6.0	220	5.0	4-8	490.0	2.0	8=>4	930.0	3.0									
200947091108	ダ	右	1400	晴	良	14:30	高賀の森水杯		2009-9-11	9	笠松	4			9.0	230.0	1.0	9.0	130	2.0	2.0	260	5.0	2-9	1980.0	9.0	9=>2	3210.0	15.0	1-2-9	3870.0	12.0	9=>2=>1	16470.0	59.0		26193105478.0	26193510478.0	96213541078.0			1.0	230	4.0	2-8	1420.0	7.0	8=>2	4140.0	20.0									
200947091109	ダ	右	1400	晴	良	15:35	秋風ジュニア		2009-9-11	9	笠松	4	(別定)		1.0	1140.0	5.0	1.0	130	2.0	9.0	140	3.0	1-9	2330.0	8.0	1=>9	5980.0	15.0	1-9-10	690.0	3.0	1=>9=>10	13500.0	41.0		92101657483.0	92101546783.0	91102457863.0			10.0	110	1.0	1-8	400.0	2.0	1=>8	1650.0	6.0									
200947091110	ダ	右	1400	晴	良	16:40	舟山特別 		2009-9-11	9	笠松	4			5.0	160.0	1.0	5.0	140	2.0	6.0	370	6.0	5-6	920.0	4.0	5=>6	1140.0	5.0	2-5-6	1980.0	7.0	5=>6=>2	3240.0	8.0		56298713104.0	56928731104.0	56298731104.0			2.0	330	5.0	5-6	710.0	3.0	5=>6	660.0	2.0									
200947092201	ダ	右	1400	曇	稍重	10:50	サラ系3歳7組		2009-9-22	10	笠松	1			2.0	180.0	1.0	2.0	100	2.0	5.0	100	1.0	2-5	190.0	1.0	2=>5	310.0	1.0	1-2-5	1020.0	4.0	2=>5=>1	2390.0	10.0		923517684.0	925317684.0	259317684.0			1.0	320	7.0	2-5	150.0	1.0	2=>5	390.0	1.0									
200947092202	ダ	右	1400	曇	稍重	11:15	稟治郎3歳誕生日記念		2009-9-22	10	笠松	1			5.0	110.0	1.0	5.0	100	1.0	1.0	130	3.0	1-5	350.0	2.0	5=>1	360.0	2.0	1-5-9	5680.0	9.0	5=>1=>9	5240.0	14.0		598167342.0	598176342.0	591786342.0			9.0	1,470	8.0	1-5	320.0	2.0	5=>1	450.0	2.0									
200947092203	ダ	右	1400	曇	稍重	11:40	山☆久保家の6匹の子		2009-9-22	10	笠松	1			9.0	130.0	1.0	9.0	100	1.0	6.0	160	4.0	6-9	840.0	4.0	9=>6	1200.0	5.0	6-8-9	860.0	2.0	9=>6=>8	3100.0	6.0		968345172.0	968423715.0	962843175.0			8.0	160	3.0	6-8	650.0	3.0	8=>6	750.0	3.0									
200947092204	ダ	右	1400	曇	稍重	12:10	祝!野沢寿美子傘寿記		2009-9-22	10	笠松	1			8.0	190.0	1.0	8.0	100	1.0	7.0	140	2.0	7-8	230.0	1.0	8=>7	400.0	1.0	2-7-8	350.0	1.0	8=>7=>2	1060.0	1.0		187395264.0	187325964.0	817236594.0			2.0	160	4.0	7-8	190.0	1.0	8=>7	390.0	1.0									
200947092205	ダ	右	800	曇	稍重	12:40	射手座の日賞		2009-9-22	10	笠松	1			5.0	220.0	1.0	5.0	100	1.0	7.0	120	3.0	5-7	360.0	1.0	5=>7	500.0	1.0	5-7-9	400.0	1.0	5=>7=>9	1150.0	1.0				759842316.0			9.0	100	2.0	5-7	310.0	1.0	5=>7	430.0	1.0									
200947092206	ダ	右	1400	曇	稍重	13:10	サラ系3歳3組		2009-9-22	10	笠松	1			6.0	220.0	1.0	6.0	120	2.0	4.0	120	1.0	4-6	420.0	1.0	6=>4	630.0	1.0	4-6-10	790.0	1.0	6=>4=>10	2210.0	2.0		56110243798.0	46510923781.0	46105971238.0			10.0	190	4.0	4-6	430.0	1.0	6=>4	810.0	2.0									
200947092207	ダ	右	1600	曇	稍重	13:40	サラ系C6組		2009-9-22	10	笠松	1			5.0	220.0	1.0	5.0	110	1.0	4.0	160	3.0	4-5	640.0	2.0	5=>4	1040.0	3.0	2-4-5	1610.0	8.0	5=>4=>2	6110.0	24.0		15104296378.0	51104629378.0	54162391078.0			2.0	200	5.0	4-5	760.0	2.0	5=>4	1610.0	5.0									
200947092208	ダ	右	1400	曇	稍重	14:10	サラ系C14組牝馬		2009-9-22	10	笠松	1	牝		6.0	120.0	1.0	6.0	100	1.0	1.0	140	3.0	1-6	420.0	2.0	6=>1	600.0	3.0	1-3-6	440.0	2.0	6=>1=>3	1200.0	4.0		164385972.0	164358792.0	164538792.0			3.0	110	2.0	1-6	580.0	2.0	6=>1	600.0	3.0									
200947092209	ダ	右	1400	曇	稍重	14:40	サラ系C12組		2009-9-22	10	笠松	1			3.0	1090.0	4.0	3.0	210	3.0	1.0	330	5.0	1-3	3760.0	13.0	3=>1	14500.0	31.0	1-3-10	7580.0	22.0	3=>1=>10	167620.0	192.0		13782510496.0	13572108946.0	31751089642.0			10.0	210	4.0	1-3	5250.0	14.0	3=>1	11000.0	25.0									
200947092210	ダ	右	1400	曇	稍重	15:10	サラ系A5・B3組		2009-9-22	10	笠松	1			7.0	750.0	3.0	7.0	120	3.0	1.0	100	2.0	1-7	1030.0	3.0	7=>1	2740.0	9.0	1-2-7	380.0	1.0	7=>1=>2	4820.0	16.0		27381596104.0	27318659104.0	27136859104.0			2.0	100	1.0	1-7	1190.0	3.0	7=>1	2910.0	11.0									
200947092211	ダ	右	1600	曇	稍重	15:40	ききょう特別 		2009-9-22	10	笠松	1			1.0	560.0	3.0	1.0	140	3.0	7.0	110	1.0	1-7	730.0	3.0	1=>7	1250.0	6.0	1-7-8	1270.0	5.0	1=>7=>8	7030.0	28.0		15941078263.0	15941078263.0	15487910263.0			8.0	140	4.0	1-7	680.0	3.0	1=>7	1520.0	6.0									
