	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気
200634080110	ダ	右	1600	晴	良	19:10	ダージー賞 		2006-8-1	3	旭川	4	400万円以下	(別定)	7	200	1	7	110	1	8	240	5	6.0	250	6.0	7-8	1540	5	7=>8	2070	7.0	6-7-8	3110	9.0	7=>8=>6	11550	33.0	1,5,(2,6),9,(7,11),(3,8),4,10	1,5,(2,6),(7,9,11),(3,8),4,10	1,(5,6),7,11,(3,8),2,9,10,4	1,6,(5,8),7,(2,3),11,9,10,4			6-7	1160.0	5.0
200634080111	ダ	右	1500	晴	良	19:50	アルカセット賞 		2006-8-1	3	旭川	4	(規定)		1	270	1	1	130	1	6	150	2	2.0	270	7.0	1-6	890	3	1=>6	1610	4.0	1-2-6	1740	4.0	1=>6=>2	8250	10.0	8,10,1,2,(4,9),5,7,6-3	(8,10),1,2,(4,9),(6,5),7-3	1,(8,2),10,9,4,6,5,7=3	1,2,8,6,(4,9),10,5,7-3			1-6	760.0	3.0
200634080112	ダ	右	1600	晴	良	20:30	ハダル特別 		2006-8-1	3	旭川	4	80万円以下	(規定)	12	3720	11	12	550	10	5	230	4	2.0	140	1.0	5-12	27160	55	12=>5	79900	116.0	2-5-12	24350	75.0	12=>5=>2	171640	440.0	8,9,(10,12),1,(3,4),11,(2,13),5,7,6	8,9,(10,12),1,(3,4),(2,13,11),(5,7),6	8,(9,12),1,(3,5,4),(2,13,11,7),10,6	12,(8,9),(1,5),3,2,4,13,11,(6,7),10			4-8	2480.0	12.0
200634080201	ダ	右	1000	晴	良	14:30	2歳　牝馬		2006-8-2	3	旭川	5	牝(規定)		3	160	1	3	100	1	7	150	4	5.0	140	3.0	3-7	290	1	3=>7	350	1.0	3-5-7	480	2.0	3=>7=>5	930	1.0			3,2,(4,5),(1,8),7,6	3,(4,5),(2,1,8,7),6					
200634080202	ダ	右	1000	晴	良	15:00	2歳　牝馬		2006-8-2	3	旭川	5	牝(規定)		4	360	2	4	210	3	7	100	1	1.0	360	5.0	4-7	380	2	4=>7	970	4.0	1-4-7	1500	5.0	4=>7=>1	7570	26.0			(3,4),(7,8),(1,6),2,5	(3,4),7,8,1,(2,6),5					
200634080203	ダ	右	1500	晴	良	15:30	2歳　未勝利		2006-8-2	3	旭川	5	(規定)		5	640	5	5	280	6	6	180	3	9.0	150	2.0	5-6	820	3	5=>6	2470	13.0	5-6-9	1700	6.0	5=>6=>9	8250	27.0	2,(1,8),11,10,5,(6,9),3,4	(2,8,11),1,10,5,(6,9),3,4	2,(11,6),9,8,(10,5),1,3,4	(2,6),9,11,5,(8,3),4,1-10			5-6	1220.0	6.0
200634080204	ダ	右	1000	晴	良	16:00	D3　ー4組		2006-8-2	3	旭川	5	40万円以下	(規定)	11	210	1	11	120	1	5	710	10	4.0	640	9.0	5-11	5040	14	11=>5	7760	15.0	4-5-11	33860	68.0	11=>5=>4	234780	383.0			(11,7),4,12,3,(2,5),10,6,(1,9),8	11,7,4,12,(2,5),3,(6,10),9,1,8			5-8	2310.0	7.0
200634080205	ダ	右	1000	晴	良	16:30	ルーキーチャレンジ競		2006-8-2	3	旭川	5	(規定)		6	150	1	6	100	1	1	140	3	7.0	210	5.0	1-6	160	1	6=>1	250	1.0	1-6-7	480	2.0	6=>1=>7	830	2.0			(1,6),3,(7,8),2,4,5	(1,6),7,3,8,2,5,4					
200634080206	ダ	右	1000	晴	良	17:00	フレッシュチャレンジ		2006-8-2	3	旭川	5	牝(規定)		8	160	1	8	100	1	6	110	2	5.0	330	8.0	6-8	440	1	8=>6	690	2.0	5-6-8	1580	7.0	8=>6=>5	4970	15.0			7,(8,6),5,1,4-2,3	(7,8,6),5,1,4-2,3					
200634080207	ダ	右	1500	晴	良	17:30	D3　ー3組		2006-8-2	3	旭川	5	40万円以下	(規定)	1	250	2	1	150	1	8	260	5	3.0	290	7.0	1-8	1050	3	1=>8	1330	3.0	1-3-8	3760	13.0	1=>8=>3	19520	51.0	4,5,6,8,(1,12),9,10,2,(7,11),3	4,5,6,(1,8),12,(2,9),10,(3,7,11)	4,(1,5),(6,8),12,3,(2,9),11,(7,10)	4,(1,5,8),2,(6,12),(3,9,11),(7,10)			1-6	600.0	2.0
200634080208	ダ	右	1000	晴	良	18:00	スピカ特別 		2006-8-2	3	旭川	5	160万円以下	(規定)	6	240	1	6	150	2	7	160	3	11.0	370	6.0	6-7	680	3	6=>7	1120	3.0	6-7-11	3040	6.0	6=>7=>11	10890	25.0			7,(6,8,11),(2,12,14),4,(3,1),13,9,5,10	7,(6,11),8,(2,12),(3,4,14),1,5,(9,13),10			4-5	360.0	1.0
200634080209	ダ	右	1000	晴	良	18:30	ひまわりのまち北竜特 		2006-8-2	3	旭川	5	(規定)		5	190	1	5	100	1	4	140	2				4-5	300	1	5=>4	430	1.0	4-5-6	710	2.0	5=>4=>6	1920	4.0			(5,4),(7,6),2-3,1	5,4,6,(7,2)-1,3					
200634080210	ダ	右	1600	晴	良	19:10	ミザール特別 		2006-8-2	3	旭川	5	800万円以下	(別定)	3	640	3	3	180	4	4	270	8	9.0	130	1.0	3-4	4390	22	3=>4	7850	37.0	3-4-9	5490	24.0	3=>4=>9	59250	244.0	1,(3,8),7,4,2,(5,6,9)	1,(3,8),7,4,(2,6,9),5	1,3,8,7,(2,4,9),(6,5)	1,3,(4,8,9),(2,7),6,5			3-4	4360.0	13.0
200634080211	ダ	右	1600	晴	良	19:50	ステイゴールド賞 		2006-8-2	3	旭川	5	400万円以下	(別定)	9	120	1	9	100	1	1	360	6	2.0	180	4.0	1-9	1860	8	9=>1	2170	7.0	1-2-9	2550	8.0	9=>1=>2	7260	21.0	9,3,8,2,4,10,1,(7,11),6,(5,12)	9,3,8,2,4,1,(7,10),11,6,(5,12)	9,(2,3,4),(8,1),6,7,12,10,11,5	9,4,(2,1),6,12,(7,8),5,10,(11,3)			1-7	2140.0	8.0
200634080301	ダ	右	1000	曇	良	14:30	2歳　未勝利		2006-8-3	3	旭川	6	(規定)		2	3740	10	2	540	9	6	150	1	5.0	220	4.0	2-6	5460	19	2=>6	17960	58.0	2-5-6	21090	66.0	2=>6=>5	75090	272.0			2,4,(5,9,11),(7,6),10,3,8,1	2,4,5,(10,9,11),(7,6),(3,8),1			2-6	2810.0	15.0
200634080302	ダ	右	1500	曇	良	15:00	2歳　未勝利		2006-8-3	3	旭川	6	(規定)		10	310	2	10	140	3	7	100	1	2.0	130	2.0	7-10	660	3	10=>7	1290	5.0	2-7-10	350	1.0	10=>7=>2	3080	4.0	(8,9),11,(3,4),12,(2,5,10),7,1,6	(8,9),(3,4,11),12,(2,5,10),7,1,6	(10,7),9,(8,11),(2,12),(3,4),6,5,1	(10,7),9,2,(8,11),6,(3,4,12),5,1			6-7	500.0	2.0
200634080303	ダ	右	1000	曇	良	15:30	アタックチャレンジ競		2006-8-3	3	旭川	6	(規定)		5	190	1	5	120	1	7	190	5	9.0	150	3.0	5-7	1240	4	5=>7	1200	4.0	5-7-9	1840	7.0	5=>7=>9	6170	14.0			(2,5,9),(3,4),(1,7),(6,10,8)	5,(2,9),(3,4),(1,6,7),10,8			5-7	1150.0	5.0
200634080304	ダ	右	1000	曇	良	16:00	D2　ー3組		2006-8-3	3	旭川	6	60万円以下	(規定)	10	950	4	10	230	4	1	120	3	4.0	120	1.0	1-10	470	1	10=>1	1950	6.0	1-4-10	1230	5.0	10=>1=>4	7600	18.0			(3,4),(11,9,10),(1,6),8,7,2,5	(3,4),1,(6,10),9,(7,11,8),2,5			1-8	680.0	3.0
200634080305	ダ	右	1500	曇	良	16:30	アタックチャレンジ競		2006-8-3	3	旭川	6	牝(規定)		4	270	2	4	150	2	9	230	3	3.0	270	4.0	4-9	2440	8	4=>9	2970	10.0	3-4-9	4620	14.0	4=>9=>3	20300	45.0	9,6,2,(5,7),(3,8),4,1	9,6,2,(3,5,7),8,4,1	9,6,(3,2,5,7),(8,4),1	9,(3,7,4),5,2,8,1,6			4-8	1650.0	6.0
200634080306	ダ	右	1500	曇	良	17:00	フレッシュチャレンジ		2006-8-3	3	旭川	6	(規定)		10	890	5	10	1,400	5	8	420	2	1.0	770	3.0	8-10	1700	8	10=>8	4540	19.0	1-8-10	2340	11.0	10=>8=>1	22460	75.0	2,6,(7,8),1,(4,10),9,3	2,(6,7,8),1,(4,10),(9,3)	(2,6,8),1-(7,10,3),4,9	(2,6,8),1,10,3-7,(4,9)			7-8	1750.0	9.0
200634080307	ダ	右	1000	曇	良	17:30	D1　ー2組		2006-8-3	3	旭川	6	80万円以下	(規定)	1	100	1	1	100	1	8	190	4	4.0	190	3.0	1-8	340	1	1=>8	460	1.0	1-4-8	1220	3.0	1=>8=>4	3090	4.0			(1,8),2,(4,10),5,6,3,(7,9)	(1,8),4,(2,10),(6,5),(3,7),9			1-7	340.0	1.0
200634080308	ダ	右	1000	曇	良	18:00	D1　ー3組		2006-8-3	3	旭川	6	80万円以下	(規定)	7	110	1	7	150	1	2	700	8	8.0	390	7.0	2-7	1790	7	7=>2	1970	7.0	2-7-8	6870	22.0	7=>2=>8	21110	64.0			7,(8,11,12),(1,10),(9,6),2-4,5-3	7,(8,11,12),1,10,6,9,2,4,5-3			2-6	1210.0	6.0
200634080309	ダ	右	1600	曇	良	18:30	キリン生茶シャイニン 		2006-8-3	3	旭川	6	1200万円以下	(別定)	4	1530	7	4	370	6	9	400	7	7.0	200	2.0	4-9	8230	24	4=>9	12450	39.0	4-7-9	8930	30.0	4=>9=>7	98840	243.0	(4,14),8,9,(10,11),1,(3,7),(5,13),(2,6)	4,14,8,9,(10,11),1,7,3,(5,13),(2,6)	(4,9),(14,8),13,10,(1,11,7),(3,5,6),2	4,9,8,7,(10,14,13),(1,11),(3,5,6),2			3-6	3230.0	12.0
200634080310	ダ	右	1600	曇	良	19:10	アドマイヤマックス賞 		2006-8-3	3	旭川	6	(別定)		6	280	2	6	120	2	4	110	1	1.0	170	6.0	4-6	150	1	6=>4	440	2.0	1-4-6	550	2.0	6=>4=>1	1710	5.0	8,6,4,1,7,2-3	8641723	(8,6),4,1,7-3,2	6,(8,1,4),7-3,2					
200634080311	ダ	右	1000	曇	良	19:50	ゼンノロブロイ賞 		2006-8-3	3	旭川	6	(規定)		11	950	5	11	220	5	9	100	1	2.0	130	2.0	9-11	710	3	11=>9	2170	9.0	2-9-11	820	2.0	11=>9=>2	5740	17.0			(2,9),3,11,(5,7,10),6,1,4	(2,9),11,3,(5,6,7,10),(1,4)			7-8	570.0	2.0
200634080801	ダ	右	1000	晴	良	14:50	2歳　未勝利		2006-8-8	4	旭川	1	(規定)		4	420	3	4	150	2	7	360	7	3.0	130	1.0	4-7	3470	13	4=>7	3930	18.0	3-4-7	2220	10.0	4=>7=>3	15770	55.0			(8,4),7,(5,6),1,3-2	4,8,(7,5,6),1,3,2					
200634080802	ダ	右	1000	晴	良	15:20	2歳　未勝利		2006-8-8	4	旭川	1	(規定)		7	980	4	7	220	5	8	100	1	2.0	150	2.0	7-8	730	3	7=>8	1980	7.0	2-7-8	710	2.0	7=>8=>2	8160	32.0			(3,7,8),(2,6),4,5,1	(3,7),8,2,6,4,5,1					
200634080803	ダ	右	1500	晴	良	15:50	2歳　未勝利		2006-8-8	4	旭川	1	(規定)		4	860	6	4	410	6	3	180	2				3-4	2540	13	4=>3	6480	30.0	1-3-4	2150	10.0	4=>3=>1	32150	143.0	4,5,6,3,(1,7),2	4,5,(1,6),3,(2,7)	(4,5,6,3),1,(2,7)	4,6,(5,3),1,7,2					
200634080804	ダ	右	1000	晴	良	16:25	D3　ー5組		2006-8-8	4	旭川	1	40万円以下	(規定)	4	580	3	4	180	3	8	270	6	6.0	210	4.0	4-8	7710	18	4=>8	15420	38.0	4-6-8	12170	29.0	4=>8=>6	127540	184.0			8,(1,2,3),4,5,7-6	8,(2,3),1,4,5,7,6					
200634080805	ダ	右	1000	晴	良	17:00	D3　ー3組		2006-8-8	4	旭川	1	40万円以下	(規定)	4	140	1	4	100	1	11	230	3	1.0	250	4.0	4-11	690	4	4=>11	810	3.0	1-4-11	1140	4.0	4=>11=>1	3190	6.0			4,(1,2,10),3,11,7,8,6,5,9	4,10,(1,2),(3,11),7,8,6,5,9			4-8	600.0	3.0
200634080806	ダ	右	1000	晴	良	17:35	ルーキーチャレンジ競		2006-8-8	4	旭川	1	(規定)		11	470	3	11	140	3	10	240	5	3.0	130	1.0	10-11	2240	8	11=>10	3190	9.0	3-10-11	2570	8.0	11=>10=>3	17550	54.0			(6,10),11,9,7,8,3,4,2,1,5	6,10,11,(9,7),3,8,(4,2,1),5			8-8	2100.0	10.0
200634080807	ダ	右	1500	晴	良	18:10	D3　ー2組		2006-8-8	4	旭川	1	40万円以下	(規定)	6	1030	4	6	290	5	8	120	1	7.0	910	8.0	6-8	920	5	6=>8	2700	9.0	6-7-8	8710	29.0	6=>8=>7	35600		6,7,(2,4),3,1,(5,9),8	6,7,(2,3,4),1,9,5,8	6,7,4,2,3,(1,9,8),5	6,7,(4,8),(2,9),(5,3,1)			6-8	900.0	4.0
200634080808	ダ	右	1500	晴	良	18:45	D3　ー1組		2006-8-8	4	旭川	1	40万円以下	(規定)	7	460	3	7	140	1	6	210	4	1.0	150	2.0	6-7	1300	4	7=>6	2450	7.0	1-6-7	2010	4.0	7=>6=>1	8950	8.0	(5,6,9),(7,8)-(1,2),10,(3,4)	(5,6,9),(7,8)-(1,2)-10,(3,4)	6,5,9,7,8,(1,2)-(10,4),3	6,(7,8),(5,1),9,2,10,4,3			6-7	920.0	4.0
200634080809	ダ	右	1600	晴	良	19:20	ネオユニヴァース賞 		2006-8-8	4	旭川	1	(規定)		6	1990	6	6	510	8	4	470	7	1.0	450	5.0	4-6	8800	23	6=>4	18610	44.0	1-4-6	22650	50.0	6=>4=>1	204600	316.0	6,(4,8),9,1,2,(3,7),5	6,(4,8),9,1,(2,3,7),5	6,4,8,9,3,(1,5,2),7	6,4,8,(9,3),2,(1,5),7			4-6	8570.0	21.0
200634080810	ダ	右	1600	晴	良	20:00	王冠賞〔H2〕	G	2006-8-8	4	旭川	1	(馬齢)		7	350	2	7	160	2	8	650	10	3.0	220	4.0	7-8	4570	17	7=>8	10140	34.0	3-7-8	14490	46.0	7=>8=>3	80340	223.0	9,7,13,2,4,(3,8),12,(5,10),(1,6,11)	9,7,13,2,(3,4,10),(8,12),5,(1,11),6	(9,7),(2,3,13),4,10,(8,5),(1,12),11,6	(9,7,3),2,(8,13,4,10),(1,5),11,12,6			5-6	2970.0	11.0
200634080811	ダ	右	1600	晴	良	20:35	マルチ・フォーメーシ 		2006-8-8	4	旭川	1	130万円以下	(規定)	9	380	2	9	180	3	5	120	1	11.0	230	4.0	5-9	420	2	9=>5	1040	3.0	5-9-11	1610	3.0	9=>5=>11	7060	13.0	2,10,(9,12),5,1,8,11-(4,6),3,7	2,10,12,(1,9),5,8,11-(4,6),3-7	(12,9,5),(2,1,8,11),10,4,(6,3)-7	9,5,(12,11),(1,8),3,(4,6),2,10,7			5-7	390.0	1.0
200634080901	ダ	右	1000	晴	良	14:50	2歳　牝馬		2006-8-9	4	旭川	2	牝(規定)		4	200	2	4	100	1	3	130	2				3-4	150	1	4=>3	160	1.0	2-3-4	630	2.0	4=>3=>2	1020	4.0			4,(1,6),7,(2,5),3	4,(1,6),(2,5),(7,3)					
200634080902	ダ	右	1000	晴	良	15:20	D3　ー4組		2006-8-9	4	旭川	2	40万円以下	(規定)	4	380	2	4	130	2	6	210	5	10.0	120	1.0	4-6	630	3	4=>6	1230	3.0	4-6-10	1420	5.0	4=>6=>10	4780	11.0			(7,8,10),6,(1,4),5,(3,9),2	(7,8),(10,6,4),(1,5),9,(3,2)			4-6	880.0	4.0
200634080903	ダ	右	1500	晴	良	15:50	2歳　未勝利		2006-8-9	4	旭川	2	(規定)		7	4930	8	7	470	7	4	120	1	8.0	190	4.0	4-7	4530	16	7=>4	13690	38.0	4-7-8	13440	33.0	7=>4=>8	104060	233.0	5,(6,8,9),7,1,2,4,3	5,(6,9),8,1,7,2,4,3	5,9,6,(1,7,8,4),2,3	5,(7,8,4),9,(1,6),2,3			4-7	5330.0	14.0
200634080904	ダ	右	1500	晴	良	16:20	D3　ー4組		2006-8-9	4	旭川	2	40万円以下	(規定)	3	260	1	3	120	1	4	130	2	5.0	150	4.0	3-4	810	4	3=>4	1450	5.0	3-4-5	680	2.0	3=>4=>5	4210	6.0	(1,7),(3,5),4,9,6,(2,8)	1,7,5,3,4,9,6,(2,8)	5,(7,3),(1,4),9,(6,2),8	(5,3),4,7,(1,9),(6,2,8)			3-4	700.0	3.0
200634080905	ダ	右	1000	晴	良	16:55	アタックチャレンジ競		2006-8-9	4	旭川	2	(規定)		8	320	2	8	120	3	2	100	1	5.0	120	2.0	2-8	400	2	8=>2	750	2.0	2-5-8	300	1.0	8=>2=>5	1550	3.0			(3,8),(4,5),(1,2,7),6	8,(3,4),5,2,(1,7),6					
200634080906	ダ	右	1500	晴	良	17:30	D3　ー3組		2006-8-9	4	旭川	2	40万円以下	(規定)	4	240	2	4	120	1	3	300	5	9.0	480	7.0	3-4	2870	8	4=>3	4290	10.0	3-4-9	18260	41.0	4=>3=>9	62180	110.0	(4,7),9,8,3,1,(2,6),5	(4,7),9,(3,8),1,(2,6),5	(4,7),9,3,(8,2),1,6,5	(4,7),(3,9),8,(2,1),6,5			3-4	2870.0	7.0
200634080907	ダ	右	1000	晴	良	18:05	D3　ー2組		2006-8-9	4	旭川	2	40万円以下	(規定)	12	1360	7	12	200	3	11	180	1	3.0	280	8.0	11-12	1710	5	12=>11	3710	14.0	3-11-12	7490	29.0	12=>11=>3	36610	120.0			(3,12),(11,7),2,6,(4,5,8),9,10,1	(3,12),11,7,2,6,(4,5,8),9,10,1			8-8	1450.0	7.0
200634080908	ダ	右	1000	晴	良	18:40	D3　ー1組		2006-8-9	4	旭川	2	40万円以下	(規定)	5	450	2	5	260	3	3	390	5	10.0	290	4.0	3-5	2440	6	5=>3	6480	16.0	3-5-10	3360	9.0	5=>3=>10	28040	76.0			(3,2,5),10,8,4,6,9,(1,7)	3,(5,10),(2,8),4,6,(1,7,9)			3-5	2330.0	6.0
200634080909	ダ	右	1600	晴	良	19:15	マルカブ特別 		2006-8-9	4	旭川	2	100万円以下	(規定)	8	370	1	8	110	1	9	150	2	4.0	240	6.0	8-9	600	1	8=>9	1060	1.0	4-8-9	1260	3.0	8=>9=>4	4350	2.0	10,2,9,11,(1,7,8),5,6,4,3	10,2,9,(1,7,11),8,(5,6),4,3	10,(1,9),2,8,(5,7,6,11,4),3	10,9,1,8,4,(5,7,2,6),(11,3)			7-7	550.0	3.0
200634081001	ダ	右	1500	晴	良	14:50	D3　ー5組		2006-8-10	4	旭川	3	40万円以下	(規定)	7	1670	5	7	350	3	3	150	2				3-7	1670	6	7=>3	3350	9.0	1-3-7	2030	6.0	7=>3=>1	18820	53.0	7,5,4,(2,1),(6,3)	7,5,4,2,1,(6,3)	(7,5),(4,1),(2,6),3	7,5,1,(6,3),2,4					
200634081002	ダ	右	1000	晴	良	15:20	2歳　未勝利		2006-8-10	4	旭川	3	(規定)		9	290	2	9	100	1	5	120	2	3.0	190	4.0	5-9	540	2	9=>5	1050	2.0	3-5-9	860	3.0	9=>5=>3	3300	9.0			(10,11),(5,9),4,6,2,(1,3),7	(11,9),(10,5),4,2,6,(1,3),7			5-7	690.0	2.0
200634081003	ダ	右	1000	晴	良	15:50	D2　ー2組		2006-8-10	4	旭川	3	60万円以下	(規定)	5	370	3	5	280	4	4	130	1				4-5	910	3	5=>4	2940	11.0	4-5-6	500	2.0	5=>4=>6	5790	19.0			(4,6),5,7,2,3-1	4657231					
200634081004	ダ	右	1000	晴	良	16:20	D2　ー3組		2006-8-10	4	旭川	3	60万円以下	(規定)	6	140	1	6	100	1	1	140	2	2.0	210	5.0	1-6	400	2	6=>1	420	2.0	1-2-6	1120	5.0	6=>1=>2	1750	5.0			1,6,(7,8),5,2,3,4	1,6,8,(2,7,5),3,4					
200634081005	ダ	右	1500	晴	良	16:55	アタックチャレンジ競		2006-8-10	4	旭川	3	(規定)		8	220	1	8	140	2	3	580	8	5.0	150	3.0	3-8	4330	15	8=>3	6140	22.0	3-5-8	9450	31.0	8=>3=>5	34720	109.0	8,9,(3,6),7,(2,5),4	(8,9),(3,6,7),(2,5),4	(8,9,7),(3,6,5),2,4	8,(7,5),3,9,(6,2),4			3-8	4060.0	11.0
200634081006	ダ	右	1000	晴	良	17:30	アタックチャレンジ競		2006-8-10	4	旭川	3	牝(規定)		2	620	4	2	150	3	3	120	1	6.0	140	2.0	2-3	700	3	2=>3	1740	7.0	2-3-6	710	1.0	2=>3=>6	4420	11.0			3,(5,6),2,(1,8),(4,7)	(2,3,6),5,1,8,(4,7)					
200634081007	ダ	右	1500	晴	良	18:05	D2　ー3組		2006-8-10	4	旭川	3	60万円以下	(規定)	10	210	1	10	100	1	3	100	2	2.0	150	4.0	3-10	170	1	10=>3	470	2.0	2-3-10	490	1.0	10=>3=>2	1810	7.0	4,(3,6),(1,10),2,8,(5,9),7	4,3,6,10,1,2,8,9,(5,7)	(4,3),(6,10),1,2,9,8-7,5	(3,10),(4,6),(1,2),9,8,7,5			3-8	170.0	1.0
200634081008	ダ	右	1500	晴	良	18:40	D2　ー2組		2006-8-10	4	旭川	3	60万円以下	(規定)	3	260	1	3	120	1	9	340	6	6.0	140	3.0	3-9	2340	8	3=>9	3490	14.0	3-6-9	3680	11.0	3=>9=>6	24740	69.0	3,9,7,8,(2,4),(5,6),1	3-7,9,(8,4),2,5,6,1	3-7,9,4,8,2,(5,6),1	3-(9,7),4,8,2,(5,6)-1			3-8	990.0	5.0
200634081009	ダ	右	1500	晴	良	19:15	メラク特別 		2006-8-10	4	旭川	3	100万円以下	(規定)	8	610	5	8	130	2	11	110	1	7.0	260	6.0	8-11	1460	4	8=>11	3000	11.0	7-8-11	3540	13.0	8=>11=>7	28170	108.0	2,8,(10,12),9,(3,4),(5,7),11,6-1	2,8,10,12,(3,9),4,(5,7),11,6-1	2,8,10,(3,12),9,(5,7),11,4,6-1	8,(2,10),11,(9,12),(3,7),(5,4),6,1			6-8	480.0	2.0
200634081010	ダ	右	1600	晴	良	19:55	JA新冠特別 		2006-8-10	4	旭川	3	200万円以下	(規定)	10	440	2	10	220	4	9	170	2	7.0	200	3.0	9-10	1580	6	10=>9	3000	10.0	7-9-10	3630	11.0	10=>9=>7	14940	37.0	10,9,(4,12),7,(3,8),11,(1,5),6,2	10,(4,9,12),7,(3,11,8),5,1,6,2	10,(9,12),(4,7),(3,11,8),5,1,2,6	10,(9,12),7,(4,11,8),3,5,2,1,6			7-7	1730.0	7.0
200634081011	ダ	右	1600	晴	良	20:30	帯広バーベキュー祭り 		2006-8-10	4	旭川	3	100万円以下	(規定)	10	1550	5	10	790	10	12	670	8	2.0	290	3.0	10-12	53570	59	10=>12	122340	116.0	2-10-12	108630	160.0	10=>12=>2	2314180	1408.0	3,6,(8,9),(2,4),7,13,1,5,(10,12),11	3,6,8,9,(2,4),7,13,(5,1),(10,12),11	(3,6),(8,9),(2,4),(1,12),7,(11,10),13,5	6,8,2,(3,9),12,(11,1,4),(7,10),(5,13)			7-8	1790.0	6.0
200634081501	ダ	右	1000	曇	良	14:30	2歳　未勝利		2006-8-15	4	旭川	4	(規定)		8	990	5	8	180	4	5	130	2	7.0	120	1.0	5-8	1360	5	8=>5	4050	15.0	5-7-8	1170	2.0	8=>5=>7	11630	37.0			2,8,(5,6,9,10),12,7,1,11-4,3	(2,5,8),7,6,10,9,(1,12),11,4,3			5-6	220.0	1.0
200634081502	ダ	右	1500	曇	良	14:55	2歳　未勝利		2006-8-15	4	旭川	4	(規定)		10	360	1	10	170	3	12	160	2	5.0	250	6.0	10-12	520	1	10=>12	950	1.0	5-10-12	1000	2.0	10=>12=>5	2970	1.0	2,5,(1,7),4,(8,9),10,12,3,(6,11)	2,5,7,1,4,(8,9),(12,10),3,(6,11)	(2,1),(5,12),7,(9,10),3,4,8,(6,11)	(2,1,5,12),10,(9,7),3,(4,8),(6,11)			7-8	380.0	1.0
200634081601	ダ	右	1000	曇	良	14:30	2歳　未勝利		2006-8-16	4	旭川	5	(規定)		8	460	2	8	200	2	6	210	3	1.0	260	5.0	6-8	2510	11	8=>6	3310	15.0	1-6-8	5570	22.0	8=>6=>1	26810	80.0			(7,8),6,9,4,(1,5),3,(2,11),12=10	(6,7,8)-(4,9),(1,5),3,(2,11),12=10			5-6	830.0	3.0
200634081602	ダ	右	1500	曇	良	15:00	2歳　牝馬		2006-8-16	4	旭川	5	牝(規定)		8	430	2	8	130	2	2	100	1	5.0	130	3.0	2-8	750	2	8=>2	1510	4.0	2-5-8	680	1.0	8=>2=>5	3840	4.0	8,9,(1,3),10,(2,11),6,12,(4,5,7)	8,9,(1,3),10,(2,11),6,(12,7),(4,5)	8,9,(11,2),10,1,(7,5),3,6,12,4	8-9,(11,2),5,(10,1),7,6,3,12,4			2-6	540.0	2.0
200634081603	ダ	右	1000	曇	良	15:30	D3　ー4組		2006-8-16	4	旭川	5	40万円以下	(規定)	3	200	1	3	100	1	10	150	4	8.0	110	2.0	3-10	660	2	3=>10	720	2.0	3-8-10	550	1.0	3=>10=>8	2120	3.0			3,(9,10),(6,12),8,1,4,11,(2,5),7	3,10,9,12,8,6,1,(2,4),5,11,7			3-7	520.0	2.0
200634081604	ダ	右	1000	曇	良	16:00	アタックチャレンジ競		2006-8-16	4	旭川	5	(規定)		3	260	1	3	120	1	2	230	6	9.0	140	2.0	2-3	1170	4	3=>2	1870	8.0	2-3-9	9130	28.0	3=>2=>9	38440	111.0			(6,2,9),1,5,8,(3,7,10),4	(6,2,9),(1,5),(8,3),10,(4,7)			2-3	1870.0	8.0
200634081605	ダ	右	1500	曇	良	16:30	アタックチャレンジ競		2006-8-16	4	旭川	5	牝(規定)		8	530	3	8	130	3	2	100	1	1.0	120	2.0	2-8	490	2	8=>2	1710	6.0	1-2-8	480	1.0	8=>2=>1	3800	10.0	143689275	1,4,3,6,8,9,(7,2),5	1,(8,2),(4,6,9),3,5,7	1,8,2,6,(4,9),(3,5),7			2-8	430.0	2.0
200634081606	ダ	右	1000	曇	良	17:00	フレッシュチャレンジ		2006-8-16	4	旭川	5	牝(規定)		2	280	2	2	170	2	11	200	3	12.0	890	9.0	2-11	910	3	2=>11	1860	7.0	2-11-12	10050	31.0	2=>11=>12	40170	120.0			2,11,12,1,8,10,4,5,(6,7),9-3	2,11,(1,12),(8,10),(5,7),4,6,9-3			2-8	900.0	3.0
200634081607	ダ	右	1500	曇	良	17:30	D3　ー3組		2006-8-16	4	旭川	5	40万円以下	(規定)	4	280	1	4	130	2	12	220	5	10.0	100	1.0	4-12	840	3	4=>12	1530	4.0	4-10-12	860	2.0	4=>12=>10	4980	8.0	3,12,(6,10),9,11,4,(1,8),2,(7,5)	3,12,(6,10),9,(4,11)-(1,8),2,(7,5)	3,12,(10,6),(4,9),11,8,1,(7,5),2	(3,12,10),4,6,9,(11,8),(1,5),7,2			4-8	780.0	4.0
