	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気
200658103104	ダ	右	1700	晴	良	12:00	D3　ー2組		2006-10-31	7	札幌(地)	1	40万円以下	(規定)	4	130	1	4	100	1	6	140	3	4-6	270	1	4=>6	340	1.0	3-4-6	2980	6.0	4=>6=>3	5290	14.0	10,4,(2,6),1,3,(5,8),7,9	(10,4),6,(2,1),3,(5,8),9,7	(10,4),6,1,2,3,5,9,8,7	(10,4),6,1,3,2,5,7,9,8			3.0	340	5.0	4-6	320.0	2.0
200658103105	ダ	右	1000	晴	良	12:30	アタックチャレンジ競		2006-10-31	7	札幌(地)	1	(規定)		9	640	4	9	190	3	5	320	7	5-9	5870	23	9=>5	10680	45.0	5-6-9	8890	34.0	9=>5=>6	50890	182.0			(1,2,4,6),5,(9,10,12),11,3,8,7	(1,2,4,6),5,(9,12),10,11,3,8,7			6.0	150	1.0	5-7	590.0	1.0
200658103106	ダ	右	1700	晴	良	13:00	D3　ー1組		2006-10-31	7	札幌(地)	1	40万円以下	(規定)	8	770	3	8	140	3	3	140	4	3-8	1900	6	8=>3	3340	13.0	3-4-8	970	3.0	8=>3=>4	10040	33.0	289143756	2,8,9,(1,3,4),(5,7),6	(2,8),4,3,9,5,7,1,6	(8,4),(2,3),5,9,1,7,6			4.0	110	1.0	3-8	1770.0	6.0
200658103107	ダ	右	1000	晴	良	13:30	D3　ー1組		2006-10-31	7	札幌(地)	1	40万円以下	(規定)	10	140	1	10	100	1	6	190	3	6-10	510	2	10=>6	550	1.0	6-9-10	2240	7.0	10=>6=>9	3870	6.0			(3,5,6),9,10,4,11,12,1,2,(7,8)	(3,6),(5,9),(4,10),(11,12),(1,2),7,8			9.0	260	6.0	5-7	210.0	1.0
200658103108	ダ	右	1000	晴	良	14:00	D2　ー4組		2006-10-31	7	札幌(地)	1	60万円以下	(規定)	9	190	2	9	110	2	4	100	1	4-9	180	1	9=>4	310	2.0	4-7-9	850	4.0	9=>4=>7	2110	6.0			4,7,8,9,12,(10,11),3,1,5,6,2	4,7,9,8,3,10,12,(1,5,11),6,2			7.0	230	4.0	4-7	170.0	1.0
200658103109	ダ	右	1700	晴	良	14:35	D2　ー4組		2006-10-31	7	札幌(地)	1	60万円以下	(規定)	1	410	2	1	130	1	12	140	2	1-12	480	1	1=>12	1340	4.0	1-6-12	1880	5.0	1=>12=>6	8050	21.0	6,1,8,(9,10),12,2,11,(3,5),7-4	6,1,(8,9),(2,11,12,10),(3,5),7,4	6,1,(8,10),4,11,7,9,(2,12),(3,5)	6,1,8,10,(11,12),(2,7),9,4,(3,5)			6.0	290	6.0	1-8	450.0	1.0
200658103110	ダ	右	1700	晴	良	15:10	きたあかり特別 		2006-10-31	7	札幌(地)	1	130万円以下	(規定)	9	530	3	9	200	4	4	110	1	4-9	1160	5	9=>4	2480	11.0	4-8-9	2410	9.0	9=>4=>8	11200	40.0	11,3,2,(4,9),1,5,(8,12),10,6,7	11,3,2,4,(1,9),8,(5,12),(6,10),7	11,3,(4,9),2,5,1,12,8,6,(10,7)	(3,4,9),11,(2,5,12),8,6,1,7,10			8.0	200	5.0	4-7	890.0	3.0
200658110101	ダ	右	1000	曇	良	10:30	2歳　未勝利		2006-11-1	7	札幌(地)	2	(規定)		6	200	1	6	110	1	8	140	3	6-8	340	2	6=>8	670	3.0	2-6-8	4330	13.0	6=>8=>2	8050	24.0			(3,6,8),9,1,(2,10),4,7,5	(6,8),3,9,10,1,2,4,(5,7)			2.0	470	8.0	6-7	330.0	2.0
200658110102	ダ	右	1700	曇	良	11:00	2歳　未勝利		2006-11-1	7	札幌(地)	2	(規定)		4	380	2	4	120	1	5	130	2	4-5	460	1	4=>5	1090	2.0	2-4-5	1060	3.0	4=>5=>2	3230	5.0	9,3,(4,5),6,(1,2),10,8,7	9,3,4,5,6,(1,2),10,8,7	93456211087	9,3,(4,5),(6,2),(1,10),8-7			2.0	220	6.0	4-5	610.0	3.0
200658110103	ダ	右	1000	曇	良	11:30	D3　ー3組		2006-11-1	7	札幌(地)	2	40万円以下	(規定)	10	130	1	10	110	1	5	130	2	5-10	340	1	10=>5	430	1.0	1-5-10	1830	6.0	10=>5=>1	3540	5.0			(4,10),5,(1,2,7,8),9,3,6	(4,10),5,(2,7),1,8,9,3,6			1.0	350	8.0	5-8	260.0	1.0
200658110104	ダ	右	1700	曇	良	12:00	D3　ー3組		2006-11-1	7	札幌(地)	2	40万円以下	(規定)	7	1670	6	7	420	6	9	240	3	7-9	7240	15	7=>9	14350	26.0	2-7-9	7270	19.0	7=>9=>2	63510	115.0	(4,6),(2,5),7,(1,9),8,3-10	(4,6,5),2,7,(1,9),8,3-10	(6,5),7,4,2,9,1-8,3=10	(6,5,7),9,2,1,4-(8,3)-10			2.0	360	4.0	7-8	3550.0	11.0
200658110105	ダ	右	1700	晴	良	12:30	アタックチャレンジ競		2006-11-1	7	札幌(地)	2	(規定)		2	670	2	2	250	4	5	140	2	2-5	770	2	2=>5	3010	12.0	2-5-12	8990	35.0	2=>5=>12	44330	148.0	4,(5,9),(3,8),(2,6,12),10,7,(1,11)	4,5,9,(8,12),6,(3,10),7,2,(1,11)	(4,5),(9,12),(7,10),2,(8,6),11,1,3	5,(9,12),4,(7,2),(6,11),10,(8,1),3			12.0	590	10.0	2-5	780.0	4.0
200658110106	ダ	右	1000	晴	良	13:00	D3　ー2組		2006-11-1	7	札幌(地)	2	40万円以下	(規定)	12	260	1	12	130	2	4	330	4	4-12	900	3	12=>4	1670	6.0	4-9-12	2960	10.0	12=>4=>9	12570	33.0			4,(5,11,12),6,1,7,9,8,10,(2,3)	4,(5,11,12),1,6,9,7,(3,10,8),2			9.0	480	6.0	4-8	970.0	3.0
200658110107	ダ	右	1000	晴	良	13:30	D2　ー3組		2006-11-1	7	札幌(地)	2	60万円以下	(規定)	4	330	2	4	120	2	11	570	9	4-11	4690	12	4=>11	5970	14.0	1-4-11	1740	5.0	4=>11=>1	22180	56.0			(4,7,9),11,1,6,5,10,2,3,8	4,(7,9,11),1,(5,6,10),3,(2,8)			1.0	110	1.0	4-8	3860.0	11.0
200658110108	ダ	右	1700	晴	良	14:00	D2　ー3組		2006-11-1	7	札幌(地)	2	60万円以下	(規定)	1	100	1	1	100	1	10	110	2	1-10	230	1	1=>10	270	1.0	1-2-10	1230	3.0	1=>10=>2	2260	5.0	8,9,10,1,(5,6),(4,7),3,2	8,9,10,1,(4,5),(2,6),3,7	(8,10),9,1,(2,4),5,6,(7,3)	(8,10),1,2,(4,5,3),(7,9),6			2.0	320	7.0	1-8	180.0	1.0
200658110109	ダ	右	1700	晴	良	14:35	門別プロパンガス事業 		2006-11-1	7	札幌(地)	2	100万円以下	(規定)	1	270	1	1	140	2	11	170	3	1-11	560	1	1=>11	990	1.0	1-2-11	1310	2.0	1=>11=>2	3980	4.0	(6,7,11),(1,2),9,8,(4,12),10,5,3	6,(7,11),(1,2),9,8,4,12,10,5,3	(6,7,11),2,(1,4),9,12,10,8,3,5	(7,11),1,(4,2),9,(6,10),12,3,(8,5)			2.0	200	4.0	1-8	440.0	1.0
200658110110	ダ	右	1700	晴	良	15:10	門別町建設協会特別 		2006-11-1	7	札幌(地)	2	130万円以下	(規定)	8	700	4	8	130	2	4	140	3	4-8	870	4	8=>4	1430	6.0	4-8-9	540	1.0	8=>4=>9	4090	12.0	5,(3,11),(1,8),9,4,2,6,7,10	5,(1,3),11,8,9-4,2,(7,6),10	5,(1,3,11),8-9,4,(7,10,6),2	5,(11,8),(1,3),9,4-10,6,7,2			9.0	110	1.0	4-7	350.0	1.0
200658110201	ダ	右	1000	晴	良	10:30	2歳　未勝利		2006-11-2	7	札幌(地)	3	(規定)		4	290	1	4	110	1	10	180	4	4-10	1410	5	4=>10	2220	9.0	4-8-10	2460	9.0	4=>10=>8	9320	29.0			(4,7),8,10,2,9,1,6,3	(4,7),8,10,2,9,1,6,3			8.0	160	3.0	4-8	1210.0	5.0
200658110202	ダ	右	1000	晴	良	11:00	2歳　未勝利		2006-11-2	7	札幌(地)	3	(規定)		3	360	2	3	160	3	1	350	6	1-3	1310	6	3=>1	2990	15.0	1-3-7	1920	8.0	3=>1=>7	13590	49.0			(1,7),8,9,3,11,5,12,(4,10),2,6	(1,7),8,3,9,5,4,(10,11),12-2,6			7.0	130	1.0	1-3	2050.0	9.0
200658110203	ダ	右	1700	晴	良	11:30	2歳　未勝利		2006-11-2	7	札幌(地)	3	(規定)		6	120	1	6	100	1	8	120	2	6-8	270	1	6=>8	310	1.0	6-8-9	430	1.0	6=>8=>9	910	1.0	(2,8),(5,6),(3,4),9,7	2,8,6,5,(3,4),9-7	(2,8,6),(3,5),(4,9)-7	(8,6),2,(5,9),(3,4),7			9.0	150	3.0	6-8	140.0	1.0
200658110204	ダ	右	1000	晴	良	12:00	D3　ー4組		2006-11-2	7	札幌(地)	3	40万円以下	(規定)	1	220	1	1	110	1	7	170	3	1-7	230	1	1=>7	520	1.0	1-7-8	4630	13.0	1=>7=>8	18320	48.0			1,7,6,12,3,11,10,(2,5),9,(4,8)	1,7,6,12,3,2,(5,11,8),(4,9,10)			8.0	330	6.0	1-6	260.0	1.0
200658110205	ダ	右	1000	晴	良	12:30	アタックチャレンジ競		2006-11-2	7	札幌(地)	3	牝(規定)		9	160	1	9	140	2	3	390	7	3-9	4550	14	9=>3	9520	21.0	3-9-10	18940	36.0	9=>3=>10	66250	142.0			2,9,(7,8),(10,11),3,1,5,4,6	(2,9),(10,11),7,8,3,1,5,4,6			10.0	330	6.0	3-7	3890.0	9.0
200658110207	ダ	右	1700	晴	良	13:30	浦河町4Hクラブ賞		2006-11-2	7	札幌(地)	3	60万円以下	(規定)	4	1340	6	4	240	5	1	150	1	1-4	1620	7	4=>1	4610	20.0	1-4-8	7160	25.0	4=>1=>8	37840	133.0	(7,1,5),(3,6),8,4,2	(7,1,5),6,3,8,4,2	(7,1),(5,6),(4,8),2,3	(7,1),(4,6,8),2,(3,5)			8.0	300	7.0			
200658110209	ダ	右	1700	晴	良	14:35	ホテル四季の風特別 		2006-11-2	7	札幌(地)	3	100万円以下	(規定)	10	250	1	10	140	1	9	500	11	9-10	5480	22	10=>9	11030	39.0	9-10-13	8090	24.0	10=>9=>13	44980	126.0	(8,9),(10,14),7,12,2,(1,5),4,(6,11),3,13	9,8,14,(7,10),12,2,(1,5),(4,11),6,3,13	9,(8,14,10),12,7,2,5,11,4,1,13,(3,6)	9,(8,10),(7,12),(2,14,5,11),4,(1,13),3,6			13.0	150	2.0	6-6	6170.0	18.0
200658110210	ダ	右	1700	晴	良	15:10	がんばれ馬産地特別 		2006-11-2	7	札幌(地)	3	100万円以下	(規定)	12	890	5	12	360	9	11	190	1	11-12	2210	9	12=>11	6360	29.0	11-12-13	11780	42.0	12=>11=>13	60910	197.0	(2,4,7,8,11),9,6,(5,13,14),10,12,1,3	(2,4,7,8),6,(9,11),(5,13,14),10,(1,12),3	(2,4,7,8),(9,11,10),(6,14),13,5,12,1,3	(4,7,8,11),(2,13,9,10),6,12,(1,5,14),3			13.0	310	7.0	7-7	2260.0	8.0
200658110701	ダ	右	1000	雨	重	10:30	2歳　未勝利		2006-11-7	7	札幌(地)	4	(規定)		9	150	1	9	100	1	4	140	2	4-9	530	3	9=>4	540	3.0	3-4-9	2320	6.0	9=>4=>3	4330	10.0			9,4,3,(6,7),(2,10,11),12,1,5,8	9,4,3,7,(2,6),1,(10,11),12,5,8			3.0	160	4.0	4-7	530.0	3.0
200658110702	ダ	右	1700	雨	重	11:00	2歳　未勝利		2006-11-7	7	札幌(地)	4	(規定)		9	230	1	9	160	1	2	900	11	2-9	14570	36	9=>2	14110	39.0	2-5-9	32290	76.0	9=>2=>5	215640	417.0	(10,7),9,11,(5,6,8,12),(4,2),1,3	6,10,7,9,(11,8),(5,12),2,4,3,1	6,10,7,(9,12),8,11,5,2,(4,3),1	(6,10),8,(9,7),(11,2),(5,12),3,4,1			5.0	250	5.0	2-7	13720.0	25.0
200658110703	ダ	右	1000	雨	不良	11:35	アタックチャレンジ競		2006-11-7	7	札幌(地)	4	(規定)		8	190	1	8	130	1	11	180	3	8-11	760	3	8=>11	1120	3.0	3-8-11	5700	15.0	8=>11=>3	21840	64.0			(7,8),11,6,5,(1,2,3,9),12,4	(7,8),11,(1,5,6),(2,3),12,(9,4)			3.0	410	6.0	6-8	600.0	2.0
200658110704	ダ	右	1700	雨	不良	12:10	2歳　4		2006-11-7	7	札幌(地)	4	100万円以下	(規定)	1	440	3	1	150	2	9	170	3	1-9	760	3	1=>9	1690	5.0	1-2-9	1890	5.0	1=>9=>2	4830	10.0	(3,6,9),(1,8,10),7,5,(2,4)	(3,6,9),1,8,7,(2,5,10),4	(3,6,9),1,4,(8,7),5,2,10	(3,6,9,1),4,(8,7),(2,5)=10			2.0	390	7.0	1-8	450.0	2.0
200658110705	ダ	右	1000	雨	不良	12:40	D2　ー1組		2006-11-7	7	札幌(地)	4	60万円以下	(規定)	2	270	2	2	120	2	5	110	1	2-5	240	1	2=>5	490	1.0	2-4-5	820	2.0	2=>5=>4	2070	3.0			2,5,(6,11),12,8,4,10,3,1,9,7	2,5,(6,11),(8,12),4,10,3,(1,9)-7			4.0	210	4.0	2-5	220.0	1.0
200658110706	ダ	右	1000	雨	不良	13:10	D1　ー1組		2006-11-7	7	札幌(地)	4	80万円以下	(規定)	7	480	2	7	230	2	6	540	9	6-7	5500	20	7=>6	11860	56.0	5-6-7	14560	52.0	7=>6=>5	60670	189.0			12,(4,11),7,(3,10),5,(1,8),2,9,6	12,11,4,7,(10,8),(3,5),1,9,(2,6)			5.0	400	6.0	5-6	1360.0	7.0
200658110707	ダ	右	1700	雨	不良	13:40	美園特別 		2006-11-7	7	札幌(地)	4	80万円以下	(規定)	10	570	4	10	280	5	8	210	2	8-10	1320	6	10=>8	2790	10.0	4-8-10	12640	36.0	10=>8=>4	37130	144.0	(2,7,9,10,11,13),1,12,3,8,4,(5,6,14)	2,11,10,(7,9,13),1,(3,12),8,(4,14),(5,6)	2,(11,10),13,(7,9,8),(1,3,12)-(4,14),5,6	(2,7,10),(13,8),1,(11,9,3,12),4,(5,14),6			4.0	920	11.0	5-6	460.0	1.0
200658110708	ダ	右	1700	雨	不良	14:15	ホッカイドウ競馬三石		2006-11-7	7	札幌(地)	4	160万円以下	(規定)	4	840	4	4	240	4	14	610	9	4-14	12840	31	4=>14	28400	60.0	4-10-14	25490	63.0	4=>14=>10	150040	341.0	10,14,6,5,11,(2,7),13,(3,8),4,1,9	10,14,6,5,11,2,7,(3,8,13),4,1,9	10,14,6,(11,5),(2,8,13),7,(3,4),1,9	10,(14,6),11,5,(8,13),(2,4),7,(3,9),1			10.0	380	6.0	3-8	7030.0	19.0
200658110709	ダ	右	1700	雨	不良	14:50	JAしずない太陽の瞳 		2006-11-7	7	札幌(地)	4	200万円以下	(規定)	9	320	1	9	120	1	5	200	4	5-9	2010	9	9=>5	4530	17.0	5-8-9	5500	17.0	9=>5=>8	27080	80.0	7,5,(2,11,12),4,10,(3,6),(8,9),(1,14),13	7,12,5,(2,11),10,(3,4,9),(8,6),1,14,13	(12,5,1),9,(8,10),7,2,4,(3,11),14,6,13	(12,5),(8,1,9),10,(7,2,4),(6,14),(3,11,13)			8.0	170	2.0	4-6	1850.0	9.0
200658110801	ダ	右	1000	曇	重	10:30	2歳　未勝利		2006-11-8	7	札幌(地)	5	(規定)		12	120	1	12	100	1	2	330	6	2-12	2190	7	12=>2	1750	7.0	2-10-12	3610	11.0	12=>2=>10	10350	32.0			(2,3,5,6,12),4,10,1,7,11,9,8	(2,3,5,6,12),(4,10),1,7,11,9,8			10.0	240	4.0	2-8	1510.0	6.0
200658110802	ダ	右	1700	曇	重	11:00	2歳　未勝利		2006-11-8	7	札幌(地)	5	(規定)		8	190	1	8	150	2	3	200	3	3-8	570	2	8=>3	1020	2.0	3-8-10	7120	19.0	8=>3=>10	12250	37.0	(8,10),6,(7,11),(1,4),(3,12),(2,5)	(10,4),(8,7),11,6,3,(1,12),(2,5)	(10,4),7,(8,11,3),(1,6),(2,12),5	10,4,(8,11,3),(1,12),(7,2),6-5			10.0	440	6.0	3-6	490.0	2.0
200658110803	ダ	右	1000	曇	重	11:35	フレッシュチャレンジ		2006-11-8	7	札幌(地)	5	(規定)		3	250	1	3	160	2	4	160	1	3-4	320	1	3=>4	650	1.0	3-4-5	260	1.0	3=>4=>5	920	1.0			(1,4),3,5,8,6,2	4,3,1,5,8,(2,6)								
200658110804	ダ	右	1000	晴	重	12:10	アタックチャレンジ競		2006-11-8	7	札幌(地)	5	牝(規定)		3	3710	9	3	820	10	5	480	5	3-5	12910	32	3=>5	83760	106.0	3-5-7	71310	102.0	3=>5=>7	2377100	924.0			8,9,(11,12),1,(2,5),7,3,6,4,10	8,(1,9),12,(2,5),7,11,(4,3),(6,10)			7.0	410	3.0	3-5	22870.0	26.0
200658110805	ダ	右	1700	晴	重	12:40	アタックチャレンジ競		2006-11-8	7	札幌(地)	5	(規定)		6	220	2	6	100	1	8	120	2	6-8	270	1	6=>8	580	2.0	6-7-8	880	3.0	6=>8=>7	2890	6.0	1,2,6,11,8,7,(3,12),(5,9),10,4	1,2,6,11,8,3,(7,12),5,9,(4,10)	1,(2,6),8,11,12,3,(5,7),10,(4,9)	1,6,(2,8),3,(11,7),12,5,(4,9),10			7.0	270	5.0	5-6	250.0	1.0
200658110806	ダ	右	1700	晴	重	13:10	D2　ー1組		2006-11-8	7	札幌(地)	5	60万円以下	(規定)	9	5890	10	9	790	9	6	1,120	11	6-9	76120	63	9=>6	77680	113.0	5-6-9	70080	116.0	特	70		1,6,(3,9),(2,10),12,4,(7,8,11),5	1,6,9,3,(2,10),12,4,(8,11),7,5	(1,6,9),12,11,(2,3,10),(4,8,5),7	(6,9),1,12,2,(3,10,11),5,(4,8),7			5.0	190	2.0	5-7	1510.0	9.0
200658110807	ダ	右	1700	晴	重	13:45	手稲特別 		2006-11-8	7	札幌(地)	5	80万円以下	(規定)	4	190	1	4	120	1	2	200	3	2-4	500	3	4=>2	970	4.0	2-3-4	6920	18.0	4=>2=>3	24190	55.0	1,(2,4),8,(3,12),(6,7,13,14),5,(9,10),11	1,(2,4),(3,8),12,6,7,(5,13),(9,14),10,11	1,(2,4),(3,8),12,10,6,9,(5,11,14),7,13	(1,2,4),3,(6,8,10),9,12,11,5,(13,14),7			3.0	870	11.0	2-3	480.0	2.0
200658110808	ダ	右	1700	晴	重	14:20	厚別特別 		2006-11-8	7	札幌(地)	5	400万円以下	(規定)	6	1350	6	6	360	6	1	190	2	1-6	2480	10	6=>1	6340	26.0	1-3-6	16820	44.0	6=>1=>3	95930	249.0	5,(6,10),(7,11),1,(2,8,9),(4,13),14,3,12	5,6,10,(7,11),1,(8,9),2,(4,13),(3,14)-12	(5,6),10,11,1,(7,4),9,(8,14),(3,13),2,12	6,5,(10,11),(4,1),7,(3,8,9),14,13,12-2			3.0	610	8.0	1-4	2370.0	12.0
200658110809	ダ	右	1700	晴	重	14:55	NOSAI日高特別 		2006-11-8	7	札幌(地)	5	400万円以下	(規定)	6	340	3	6	150	2	5	350	5	5-6	5350	14	6=>5	8280	21.0	5-6-10	18040	40.0	6=>5=>10	65460	139.0	8,1,6,2,3,9,5,(7,11),4,10	8,1,6,(2,3),9,7,(5,11),4,10	8,6,1,3,9,2,11,7,(5,4),10	(8,6,9),3,(2,1,11),5,(7,10),4			10.0	430	6.0	5-6	4760.0	10.0
200658110901	ダ	右	1000	曇	稍重	10:30	2歳　未勝利		2006-11-9	7	札幌(地)	6	(規定)		4	1030	4	4	170	2	1	560	9	1-4	51070	46	4=>1	94140	71.0	1-2-4	7920	26.0	4=>1=>2	134040	239.0			1,4,5,(2,8),11,(10,12),9,6,7,3	1,4,(2,5),8,(10,11),(9,12),(6,3,7)			2.0	110	1.0	1-4	12790.0	22.0
200658110902	ダ	右	1000	曇	稍重	11:00	2歳　未勝利		2006-11-9	7	札幌(地)	6	(規定)		7	240	1	7	110	2	3	170	3	3-7	1280	5	7=>3	2940	12.0	2-3-7	1440	4.0	7=>3=>2	10630	28.0			2,3,7,6,(8,9,10,11),(1,4),5	2,(3,7),6,8,(9,11),10,(1,4),5			2.0	100	1.0	3-6	1350.0	5.0
200658110903	ダ	右	1700	曇	稍重	11:35	2歳　未勝利		2006-11-9	7	札幌(地)	6	(規定)		10	390	3	10	120	2	3	110	1	3-10	360	1	10=>3	800	2.0	3-10-12	660	1.0	10=>3=>12	3270	3.0	9,(1,10),(2,8,12),5,3,(6,11),4,7	9,(1,10),(8,12),2,5,3,(4,6,11),7	(10,12,11),8,1,3,(9,6),2,5,4,7	(10,12),(8,11,3),1,6,2,(9,5),4-7			12.0	160	4.0	3-7	450.0	1.0
200658110904	ダ	右	1700	雨	稍重	12:10	アタックチャレンジ競		2006-11-9	7	札幌(地)	6	(規定)		6	140	1	6	120	1	3	270	4	3-6	500	2	6=>3	830	2.0	3-6-10	4320	16.0	6=>3=>10	12230	38.0	8,(3,12),(4,6,7),2,5,(10,11),(1,9)	8,(3,12),6,7,(2,4),(5,10),11,9,1	(8,3),(6,4),7,12,(2,9,5,10),1,11	3,(6,4),8,10,(2,7),9,1,12,5-11			10.0	580	10.0	3-5	490.0	2.0
200658110905	ダ	右	1000	雨	稍重	12:40	アタックチャレンジ競		2006-11-9	7	札幌(地)	6	(規定)		6	200	1	6	120	1	11	210	4	6-11	2140	9	6=>11	3850	16.0	6-11-12	3470	13.0	6=>11=>12	17470	57.0			7,11,(3,6),12,5,(2,8),(1,4),10=9	7,11,(3,6),(5,12),(2,8),(1,4,10)=9			12.0	240	6.0	5-8	620.0	3.0
200658110906	ダ	右	1000	雨	稍重	13:10	D1　ー3組		2006-11-9	7	札幌(地)	6	80万円以下	(規定)	10	540	3	10	170	3	12	180	4	10-12	1870	7	10=>12	3660	14.0	4-10-12	1410	4.0	10=>12=>4	13460	41.0			(4,5),(10,12),2,11,(7,9),8,3,6,1	4,(10,12),(2,5),11,8,(7,9),3,1,6			4.0	160	2.0	7-8	1310.0	6.0
200658110907	ダ	右	1700	雨	重	13:45	麻生特別 		2006-11-9	7	札幌(地)	6	80万円以下	(規定)	10	180	1	10	100	1	6	130	2	6-10	290	1	10=>6	740	2.0	2-6-10	1960	5.0	10=>6=>2	5660	9.0	10,6,11,(7,12),(2,8,14),9,(3,13),1,(4,5)	10,6,11,(2,12,14),(7,8),13,9,3,(1,5),4	10,6,11,(2,8,12),14,(7,13),5,(9,1),3,4	10,6,2,(8,11),12,(13,5),(7,14,1),(3,9),4			2.0	360	7.0	4-6	270.0	1.0
200658110908	ダ	右	1700	雨	重	14:20	日本軽種馬登録協会特 		2006-11-9	7	札幌(地)	6	600万円以下	(別定)	11	360	3	11	230	3	3	860	8	3-11	7220	17	11=>3	11450	29.0	3-6-11	8720	23.0	11=>3=>6	67200	168.0	(2,3),6,(5,11),8,7,4,10,1	3,(2,6)-(5,11),8,7,4,10,1	3,6,2,(5,11),(4,8,7),10,1	3,6,5,(2,11),4,8,7,10,1			6.0	290	5.0	3-8	5970.0	15.0
200658110909	ダ	右	1700	雨	重	14:55	門別軽種馬生産振興会 		2006-11-9	7	札幌(地)	6	(別定)		6	150	1	6	110	1	8	140	3	6-8	310	1	6=>8	430	1.0	6-8-9	460	1.0	6=>8=>9	1220	1.0	(6,7),(8,9),4,(2,3,5,10)-1	6,7,9,(2,3,8),4,(5,10)-1	6,7,9,(3,8),(5,4),10,1	6,7,9,(3,8),5,(4,1),10			9.0	130	2.0	6-7	280.0	1.0
200658110910	ダ	右	2485	雨	重	15:35	道営記念〔H1〕	G	2006-11-9	7	札幌(地)	6	(別定)		10	130	1	10	110	1	6	170	4	6-10	380	1	10=>6	400	1.0	2-6-10	860	2.0	10=>6=>2	2260	3.0	12,1,(13,10),6,3,(2,11,4),5,7,9,8	12,1,13,10,6,3,(2,11,4),5,7,9,8	(1,10),6,13,12,2,3,7,5,4,11,(9,8)	10,(1,6),13,2,(12,7),(3,5),(9,4,8),11			2.0	160	3.0	5-7	370.0	1.0
200658050311	ダ	右	1700	晴	良	16:50	天然温泉札幌モエレ健 		2006-5-3	1	札幌(地)	1	130万円以下	(規定)	9	950	4	9	330	5	14	260	4	9-14	2800	9	9=>14	5680	19.0	8-9-14	9240	26.0	9=>14=>8	57030	155.0	(6,11),(2,7),(9,14),(4,8,10),5,3,(13,12),1	(6,11),(2,7,14),9,(4,10),5,(3,8),13,12,1	(6,11),14,(3,2,10),7,9,4,8,5,13,12,1	(6,11,14,9),(3,10),2,(4,7),(13,8,12),(5,1)			8.0	260	3.0	6-8	1260.0	5.0
200658050404	ダ	右	1000	晴	良	12:00	D3　ー3組		2006-5-4	1	札幌(地)	2	40万円以下	(規定)	8	190	1	8	140	2	5	170	4	5-8	850	2	8=>5	1060	2.0	4-5-8	3760	16.0	8=>5=>4	10240	38.0			8,(2,5),(1,7),(3,4),6	8,(2,5),(1,7),(3,4),6			4.0	280	6.0			
200658050405	ダ	右	1000	晴	良	12:35	ルーキーチャレンジ競		2006-5-4	1	札幌(地)	2	(規定)		9	1350	5	9	290	6	8	190	4	8-9	1890	8	9=>8	5640	18.0	4-8-9	1270	4.0	9=>8=>4	14010	41.0			9,5,4,1,8,(2,3),(6,7)	9,5,(1,4),8,(2,7),(3,6)			4.0	140	1.0	8-8	2390.0	7.0
200658050406	ダ	右	1000	晴	良	13:10	D3　ー1組		2006-5-4	1	札幌(地)	2	40万円以下	(規定)	1	1370	7	1	290	7	7	180	3	1-7	2680	12	1=>7	5170	23.0	1-7-8	3380	14.0	1=>7=>8	26130	105.0			(4,10),(1,9),(6,8),(2,5,7),3	10,(4,9),(6,1,8),(2,7),5,3			8.0	140	1.0	1-7	1520.0	6.0
200658050407	ダ	右	1000	晴	良	13:45	フレッシュチャレンジ		2006-5-4	1	札幌(地)	2	(規定)		9	680	4	9	160	4	8	100	1	8-9	710	2	9=>8	1570	6.0	4-8-9	1310	4.0	9=>8=>4	6930	22.0			(9,4),8,7,6,3,(1,5),2	9,4,8,(6,7,5),3,1,2			4.0	150	3.0	8-8	810.0	3.0
200658050408	ダ	右	1000	晴	良	14:20	フレッシュチャレンジ		2006-5-4	1	札幌(地)	2	牝(規定)		4	150	1	4	100	1	6	140	2	4-6	240	1	4=>6	310	1.0	4-5-6	1200	5.0	4=>6=>5	2080	4.0			6,(3,7),4,5,(2,8),1	7,(6,4),3,5,(2,8),1			5.0	400	8.0			
200658050409	ダ	右	1700	晴	良	14:55	日高管内軽種馬生産振 		2006-5-4	1	札幌(地)	2	60万円以下	(規定)	2	290	1	2	100	1	4	140	2	2-4	460	2	2=>4	690	1.0	1-2-4	3090	10.0	2=>4=>1	6690	19.0	(2,4),8,(1,9),3,(5,10),(7,11),6	2,(4,8),(1,9),3,5,10,(7,11),6	(2,4),8,(1,9),(5,3,10,11),(7,6)	2,(8,4),(1,9),5,(3,10,11),6,7			1.0	440	8.0	2-4	540.0	2.0
