	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201147020106	ダ	右	1400	晴	稍重	13:40	サラ系C23組		2011-2-1	19	笠松	2			1.0	1120.0	4.0	1.0	170.0	5.0	2.0	100.0	1.0	3.0	120	2.0	1-2	390.0	2.0	1=>2	1510.0	6.0	1-2-3	660.0	3.0	1=>2=>3	4770.0	18.0		12638745.0	12638475.0	12638475.0																	
201147020107	ダ	右	1600	晴	稍重	14:15	サラ系B5組		2011-2-1	19	笠松	2			2.0	550.0	2.0	2.0	140.0	2.0	4.0	190.0	3.0	6.0	250	6.0	2-4	1110.0	5.0	2=>4	1860.0	6.0	2-4-6	2180.0	8.0	2=>4=>6	12540.0	44.0		46859101327.0	46892531107.0	46253918107.0			2-4	1560.0	6.0	2=>4	2930.0	12.0									
201147020108	ダ	右	1400	晴	稍重	14:50	サラ系B6組		2011-2-1	19	笠松	2			3.0	760.0	2.0	3.0	100.0	2.0	1.0	160.0	3.0	8.0	100	1.0	1-3	1000.0	3.0	3=>1	890.0	3.0	1-3-8	210.0	1.0	3=>1=>8	1650.0	5.0		35821471096.0	35812794106.0	38517294106.0			1-3	920.0	3.0	3=>1	1080.0	4.0									
201147020109	ダ	右	1400	晴	稍重	15:25	寒椿賞		2011-2-1	19	笠松	2			8.0	100.0	1.0	8.0	100.0	1.0	3.0	150.0	3.0	1.0	110	2.0	3-8	580.0	3.0	8=>3	660.0	3.0	1-3-8	380.0	2.0	8=>3=>1	1380.0	4.0		78239154610.0	78239154610.0	78321945610.0			3-7	730.0	3.0	7=>3	810.0	4.0									
201147020110	ダ	右	1600	晴	稍重	16:30	高千穂特別 		2011-2-1	19	笠松	2			7.0	170.0	1.0	7.0	100.0	1.0	2.0	110.0	2.0	10.0	210	5.0	2-7	190.0	1.0	7=>2	390.0	1.0	2-7-10	530.0	3.0	7=>2=>10	1410.0	2.0		10276913548.0	10276915438.0	71026951438.0			2-7	230.0	1.0	7=>2	380.0	1.0									
201147020301	ダ	右	800	晴	良	11:00	サラ系3歳11組		2011-2-3	19	笠松	4			1.0	1230.0	4.0	1.0	530.0	5.0	2.0	100.0	1.0	8.0	200	3.0	1-2	930.0	3.0	1=>2	2430.0	9.0	1-2-8	1700.0	6.0	1=>2=>8	10750.0	29.0				12834567.0																	
201147020302	ダ	右	1400	晴	良	11:30	サラ系3歳10組		2011-2-3	19	笠松	4			9.0	200.0	1.0	9.0	120.0	1.0	5.0	130.0	2.0	2.0	200	5.0	5-9	230.0	1.0	9=>5	620.0	2.0	2-5-9	2900.0	9.0	9=>5=>2	6580.0	23.0		597164238.0	597614238.0	956142738.0			5-8	200.0	1.0	8=>5	410.0	1.0									
201147020303	ダ	右	1400	晴	良	12:00	サラ系C18組		2011-2-3	19	笠松	4			3.0	220.0	2.0	3.0	100.0	1.0	6.0	140.0	4.0	2.0	110	2.0	3-6	1020.0	5.0	3=>6	1670.0	6.0	2-3-6	480.0	3.0	3=>6=>2	3390.0	11.0		368597241.0	368792541.0	368792541.0			3-6	1410.0	7.0	3=>6	1980.0	7.0									
201147020304	ダ	右	1400	晴	良	12:30	サラ系C17組		2011-2-3	19	笠松	4			7.0	140.0	1.0	7.0	100.0	2.0	3.0	100.0	3.0	2.0	100	1.0	3-7	520.0	2.0	7=>3	610.0	3.0	2-3-7	150.0	1.0	7=>3=>2	710.0	2.0		789324651.0	782934651.0	783245961.0			3-7	360.0	2.0	7=>3	580.0	3.0									
201147020305	ダ	右	1400	晴	良	13:00	サラ系C10組		2011-2-3	19	笠松	4			3.0	100.0	1.0	3.0	100.0	1.0	9.0	360.0	6.0	6.0	140	3.0	3-9	550.0	3.0	3=>9	460.0	3.0	3-6-9	630.0	2.0	3=>9=>6	1920.0	6.0		691728354.0	691378254.0	6,3,9,2,1,8,7=5,4			3-8	490.0	3.0	3=>8	370.0	3.0									
201147020306	ダ	右	1400	晴	良	13:30	サラ系C9組		2011-2-3	19	笠松	4			9.0	150.0	1.0	9.0	100.0	1.0	2.0	130.0	2.0	7.0	290	6.0	2-9	400.0	1.0	9=>2	490.0	1.0	2-7-9	1480.0	6.0	9=>2=>7	4140.0	12.0		91067184253.0	91067182453.0	91016724853.0			2-8	360.0	2.0	8=>2	460.0	2.0									
201147020307	ダ	右	1600	晴	良	14:05	サラ系C7組		2011-2-3	19	笠松	4			1.0	140.0	1.0	1.0	100.0	1.0	10.0	140.0	3.0	3.0	190	4.0	1-10	200.0	1.0	1=>10	320.0	1.0	1-3-10	540.0	2.0	1=>10=>3	1300.0	3.0		19285103674.0	19281035674.0	11029386574.0			1-8	200.0	1.0	1=>8	330.0	1.0									
201147020308	ダ	右	1400	晴	良	14:40	サラ系C8組		2011-2-3	19	笠松	4			2.0	260.0	1.0	2.0	140.0	2.0	4.0	130.0	1.0	1.0	190	5.0	2-4	350.0	1.0	2=>4	580.0	1.0	1-2-4	1410.0	6.0	2=>4=>1	3610.0	11.0		2691104875.0	2619481075.0	2941867105.0			2-4	390.0	1.0	2=>4	630.0	1.0									
201147020309	ダ	右	1600	晴	良	15:15	節分特別 		2011-2-3	19	笠松	4			5.0	700.0	3.0	5.0	370.0	4.0	10.0	360.0	3.0	6.0	410	5.0	5-10	4030.0	11.0	5=>10	6670.0	17.0	5-6-10	8770.0	19.0	5=>10=>6	64390.0	96.0		51086431297.0	51084632917.0	51046839271.0			5-8	2310.0	8.0	5=>8	7700.0	17.0									
201147020401	ダ	右	1400	晴	良	11:00	サラ系C22組		2011-2-4	19	笠松	5			8.0	290.0	2.0	8.0	150.0	2.0	7.0	260.0	4.0	6.0	210	3.0	7-8	1640.0	5.0	8=>7	3260.0	9.0	6-7-8	1870.0	4.0	8=>7=>6	9270.0	25.0		817936425.0	817632945.0	876132945.0			7-8	1060.0	4.0	8=>7	3650.0	9.0									
201147021401	ダ	右	1400	晴	良	11:00	サラ系3歳8組		2011-2-14	20	笠松	1			1.0	350.0	2.0	1.0	140.0	2.0	7.0	230.0	4.0	5.0	160	3.0	1-7	2010.0	5.0	1=>7	3980.0	12.0	1-5-7	2400.0	8.0	1=>7=>5	20620.0	56.0		165742938.0	167593428.0	175694238.0			1-7	1960.0	5.0	1=>7	2840.0	12.0									
201147021402	ダ	右	1400	晴	良	11:30	サラ系3歳7組		2011-2-14	20	笠松	1			8.0	170.0	1.0	8.0	110.0	1.0	5.0	500.0	6.0	3.0	190	3.0	5-8	2690.0	10.0	8=>5	1830.0	5.0	3-5-8	2330.0	8.0	8=>5=>3	10910.0	38.0		45837196102.0	45831910672.0	85341910762.0			5-7	2780.0	9.0	7=>5	4790.0	14.0									
201147021403	ダ	右	1400	晴	良	12:00	サラ系3歳6組		2011-2-14	20	笠松	1			2.0	2470.0	6.0	2.0	260.0	4.0	7.0	560.0	6.0	10.0	120	1.0	2-7	21080.0	24.0	2=>7	64900.0	46.0	2-7-10	9250.0	22.0	2=>7=>10	155200.0	206.0		26957841013.0	26957481013.0	26975108413.0			2-7	9910.0	12.0	2=>7	41190.0	31.0									
201147021404	ダ	右	1400	曇	良	12:30	北川夏子さん誕生日記		2011-2-14	20	笠松	1			10.0	370.0	3.0	10.0	150.0	2.0	2.0	140.0	1.0	4.0	160	3.0	2-10	690.0	2.0	10=>2	1140.0	1.0	2-4-10	1010.0	2.0	10=>2=>4	5060.0	8.0		41067589213.0	41026875913.0	10426578193.0			2-8	660.0	3.0	8=>2	1030.0	4.0									
201147021405	ダ	右	800	曇	良	13:00	サラ系C30組牝馬		2011-2-14	20	笠松	1	牝		7.0	370.0	2.0	7.0	100.0	1.0	3.0	540.0	7.0	6.0	280	6.0	3-7	12810.0	21.0	7=>3	17070.0	33.0	3-6-7	35580.0	55.0	7=>3=>6	215310.0	244.0				71093562481.0			3-7	9240.0	16.0	7=>3	18750.0	29.0									
201147021406	ダ	右	1400	曇	良	14:00	サラ系C29組		2011-2-14	20	笠松	1			3.0	1280.0	4.0	3.0	130.0	2.0	8.0	100.0	1.0	1.0	250	5.0	3-8	280.0	1.0	3=>8	1840.0	8.0	1-3-8	680.0	2.0	3=>8=>1	15850.0	35.0		831267549.0	831265749.0	831265974.0			3-8	280.0	1.0	3=>8	2460.0	8.0									
201147021407	ダ	右	1400	曇	良	14:30	サラ系C28組		2011-2-14	20	笠松	1			8.0	730.0	2.0	8.0	100.0	1.0	9.0	220.0	5.0	3.0	110	2.0	8-9	1610.0	7.0	8=>9	4860.0	15.0	3-8-9	770.0	3.0	8=>9=>3	7400.0	23.0		93102584716.0	93108254716.0	98325410716.0			7-8	950.0	4.0	7=>8	1260.0	8.0									
201147021408	ダ	右	1400	曇	良	15:05	れんこん料理		2011-2-14	20	笠松	1			2.0	220.0	1.0	2.0	120.0	2.0	7.0	110.0	1.0	8.0	170	5.0	2-7	340.0	1.0	2=>7	640.0	1.0	2-7-8	470.0	1.0	2=>7=>8	1790.0	1.0		78926103451.0	78926104531.0	78926410531.0			2-7	270.0	1.0	2=>7	470.0	1.0									
201147021409	ダ	右	1800	雨	良	15:40	B級チャンピオン 		2011-2-14	20	笠松	1			6.0	1780.0	5.0	6.0	230.0	5.0	9.0	100.0	1.0	7.0	220	4.0	6-9	860.0	4.0	6=>9	4870.0	9.0	6-7-9	1270.0	6.0	6=>9=>7	23060.0	42.0		67591084312.0	67958431012.0	67954831012.0			6-8	860.0	3.0	6=>8	5380.0	8.0									
201147021501	ダ	右	1400	晴	重	11:00	サラ系C25組		2011-2-15	20	笠松	2			2.0	140.0	1.0	2.0	100.0	1.0	10.0	120.0	3.0	7.0	110	2.0	2-10	260.0	1.0	2=>10	390.0	1.0	2-7-10	700.0	4.0	2=>10=>7	1630.0	4.0		75101823964.0	75102813694.0	10728315694.0			2-8	220.0	1.0	2=>8	410.0	2.0									
201147021502	ダ	右	1400	晴	重	11:30	サラ系C24組		2011-2-15	20	笠松	2			9.0	220.0	2.0	9.0	100.0	3.0	5.0	100.0	1.0	6.0	100	2.0	5-9	120.0	1.0	9=>5	200.0	1.0	5-6-9	130.0	1.0	9=>5=>6	330.0	1.0		469835721.0	469857321.0	596478321.0			5-8	130.0	1.0	8=>5	230.0	1.0									
201147021503	ダ	右	1400	晴	重	12:00	サラ系C23組牝馬		2011-2-15	20	笠松	2	牝		9.0	150.0	1.0	9.0	150.0	2.0	3.0	340.0	6.0	4.0	260	3.0	3-9	1400.0	4.0	9=>3	1510.0	5.0	3-4-9	2270.0	6.0	9=>3=>4	5850.0	16.0		978423156.0	978432156.0	974832156.0			3-8	900.0	3.0	8=>3	1370.0	5.0									
201147021504	ダ	右	1400	晴	重	12:30	サラ系B7組		2011-2-15	20	笠松	2			4.0	400.0	3.0	4.0	130.0	3.0	9.0	100.0	1.0	6.0	100	2.0	4-9	350.0	2.0	4=>9	1350.0	6.0	4-6-9	280.0	1.0	4=>9=>6	2420.0	8.0		456982317.0	459682137.0	4,5,6,9,8,2,1,3=7			4-8	380.0	2.0	4=>8	890.0	5.0									
201147021601	ダ	右	1400	晴	良	11:00	サラ系3歳4組		2011-2-16	20	笠松	3			8.0	300.0	1.0	8.0	160.0	3.0	1.0	200.0	4.0	2.0	120	1.0	1-8	1420.0	6.0	8=>1	2990.0	13.0	1-2-8	1970.0	9.0	8=>1=>2	14200.0	56.0		281697543.0	281695734.0	821659374.0			1-8	2340.0	8.0	8=>1	3760.0	20.0									
201147021602	ダ	右	1400	晴	良	11:30	サラ系3歳3組		2011-2-16	20	笠松	3			4.0	150.0	1.0	4.0	110.0	2.0	7.0	100.0	1.0	2.0	140	3.0	4-7	160.0	1.0	4=>7	230.0	1.0	2-4-7	300.0	1.0	4=>7=>2	720.0	1.0		129456738.0	129745638.0	724195638.0			4-7	180.0	1.0	4=>7	320.0	1.0									
201147021603	ダ	右	1400	晴	良	12:00	サラ系C22組		2011-2-16	20	笠松	3			1.0	410.0	2.0	1.0	130.0	2.0	10.0	190.0	4.0	6.0	150	3.0	1-10	1410.0	6.0	1=>10	2510.0	11.0	1-6-10	400.0	2.0	1=>10=>6	5620.0	18.0		16710429835.0	16107249835.0	11076249835.0			1-8	1090.0	6.0	1=>8	2520.0	12.0									
201147021604	ダ	右	1400	晴	良	12:30	サラ系C21組		2011-2-16	20	笠松	3			1.0	340.0	2.0	1.0	100.0	2.0	4.0	100.0	1.0	5.0	120	3.0	1-4	180.0	1.0	1=>4	810.0	3.0	1-4-5	200.0	1.0	1=>4=>5	1280.0	3.0		41051289736.0	41015289736.0	41510289736.0			1-4	260.0	1.0	1=>4	630.0	3.0									
201147021605	ダ	右	1400	晴	良	13:00	サラ系C10組		2011-2-16	20	笠松	3			5.0	100.0	1.0	5.0	100.0	1.0	1.0	140.0	3.0	6.0	1,290	9.0	1-5	250.0	2.0	5=>1	310.0	1.0	1-5-6	4060.0	12.0	5=>1=>6	10430.0	21.0		562891743.0	516829734.0	516829743.0			1-5	270.0	1.0	5=>1	300.0	1.0									
201147021606	ダ	右	1400	晴	良	14:00	サラ系C9組		2011-2-16	20	笠松	3			4.0	650.0	5.0	4.0	180.0	2.0	3.0	330.0	6.0	10.0	230	4.0	3-4	4150.0	16.0	4=>3	9640.0	34.0	3-4-10	6090.0	22.0	4=>3=>10	55960.0	158.0		41013765289.0	41037165289.0	41037165289.0			3-4	5630.0	19.0	4=>3	9010.0	33.0									
201147021607	ダ	右	1600	晴	良	14:30	サラ系C7組		2011-2-16	20	笠松	3			6.0	100.0	1.0	6.0	120.0	2.0	9.0	890.0	7.0	7.0	200	3.0	6-9	1950.0	4.0	6=>9	1150.0	4.0	6-7-9	2680.0	9.0	6=>9=>7	7490.0	22.0		69782413510.0	69728143510.0	6,9,7,2,4,1,3,8,5=10			6-8	1260.0	4.0	6=>8	1130.0	4.0									
201147021608	ダ	右	1400	晴	良	15:00	サラ系C8組		2011-2-16	20	笠松	3			10.0	140.0	1.0	10.0	100.0	1.0	4.0	110.0	2.0	9.0	260	5.0	4-10	160.0	1.0	10=>4	270.0	1.0	4-9-10	880.0	3.0	10=>4=>9	1640.0	5.0		41068193752.0	41061983572.0	41069157382.0			4-8	180.0	1.0	8=>4	180.0	1.0									
201147021609	ダ	右	1400	晴	良	15:35	紅梅賞		2011-2-16	20	笠松	3	(別定)		4.0	150.0	1.0	4.0	110.0	1.0	2.0	170.0	3.0	1.0	580	9.0	2-4	330.0	2.0	4=>2	450.0	1.0	1-2-4	6670.0	18.0	4=>2=>1	15750.0	47.0		25418639710.0	25461839710.0	24561037198.0			2-4	310.0	1.0	4=>2	470.0	2.0									
201147021610	ダ	右	1600	晴	良	16:35	東海クラウン 		2011-2-16	20	笠松	3			5.0	170.0	1.0	5.0	110.0	2.0	6.0	100.0	1.0	2.0	120	3.0	5-6	140.0	1.0	5=>6	270.0	1.0	2-5-6	200.0	1.0	5=>6=>2	490.0	1.0		65102314789.0	65210314879.0	5,6,2,10,3,4,8,1,7-9			5-6	140.0	1.0	5=>6	240.0	1.0									
201147021701	ダ	右	800	曇	良	11:00	サラ系3歳11組		2011-2-17	20	笠松	4			3.0	860.0	3.0	3.0	120.0	3.0	7.0	170.0	4.0	1.0	100	1.0	3-7	3270.0	8.0	3=>7	12790.0	15.0	1-3-7	890.0	3.0	3=>7=>1	24130.0	36.0				31765842.0																	
201147021702	ダ	右	1400	曇	良	11:30	サラ系3歳10組		2011-2-17	20	笠松	4			4.0	160.0	1.0	4.0	100.0	1.0	2.0	110.0	3.0	6.0	100	2.0	2-4	250.0	1.0	4=>2	520.0	2.0	2-4-6	200.0	1.0	4=>2=>6	950.0	1.0		247135689.0	241376598.0	241365978.0			2-4	330.0	1.0	4=>2	560.0	1.0									
201147021703	ダ	右	1400	曇	良	12:00	サラ系3歳9組		2011-2-17	20	笠松	4			8.0	210.0	2.0	8.0	150.0	1.0	5.0	390.0	5.0				5-8	1380.0	6.0	8=>5	2350.0	10.0	1-5-8	900.0	3.0	8=>5=>1	4900.0	16.0		5861237.0	5816237.0	8,5,1,2,6,3=7																	
201147021704	ダ	右	1400	曇	良	12:35	サラ系C18組		2011-2-17	20	笠松	4			1.0	330.0	2.0	1.0	100.0	2.0	8.0	100.0	1.0	2.0	240	5.0	1-8	160.0	1.0	1=>8	760.0	4.0	1-2-8	550.0	3.0	1=>8=>2	3060.0	13.0		82649173510.0	82641793510.0	8,1,2,6,4,7,3,9,5=10			1-7	170.0	1.0	1=>7	670.0	4.0									
201147021705	ダ	右	1400	曇	良	13:10	サラ系C17組		2011-2-17	20	笠松	4			8.0	120.0	1.0	8.0	100.0	1.0	5.0	100.0	2.0	1.0	120	3.0	5-8	230.0	1.0	8=>5	290.0	1.0	1-5-8	180.0	1.0	8=>5=>1	520.0	1.0		16578429103.0	16587429103.0	81564791023.0			5-7	250.0	1.0	7=>5	290.0	1.0									
201147021706	ダ	右	1400	曇	良	13:45	サラ系C13・16組		2011-2-17	20	笠松	4			8.0	530.0	3.0	8.0	140.0	3.0	2.0	170.0	4.0	4.0	130	2.0	2-8	1650.0	6.0	8=>2	2080.0	8.0	2-4-8	710.0	2.0	8=>2=>4	5160.0	19.0		58410329761.0	58410239671.0	58241069371.0			2-7	1580.0	7.0	7=>2	3150.0	12.0									
201147030301	ダ	右	1400	晴	稍重	10:50	サラ系3歳9組		2011-3-3	21	笠松	1			2.0	430.0	3.0	2.0	160.0	3.0	1.0	360.0	4.0	8.0	1,060	9.0	1-2	2720.0	9.0	2=>1	4850.0	19.0	1-2-8	49100.0	82.0	2=>1=>8	142950.0	295.0		24153810976.0	24135810976.0	24138951067.0			1-2	3040.0	13.0	2=>1	6550.0	24.0									
201147030302	ダ	右	1400	晴	稍重	11:15	サラ系3歳8組		2011-3-3	21	笠松	1			2.0	390.0	2.0	2.0	170.0	3.0	3.0	190.0	4.0	6.0	120	1.0	2-3	10360.0	16.0	2=>3	12200.0	25.0	2-3-6	2920.0	10.0	2=>3=>6	24660.0	70.0		26381094751.0	26839104571.0	26381094517.0			2-3	8410.0	17.0	2=>3	18530.0	35.0									
201147030303	ダ	右	1400	晴	稍重	11:45	サラ系3歳7組		2011-3-3	21	笠松	1			7.0	190.0	1.0	7.0	130.0	1.0	9.0	880.0	7.0	5.0	200	4.0	7-9	5190.0	14.0	7=>9	7710.0	18.0	5-7-9	17000.0	33.0	7=>9=>5	50700.0	108.0		79105861342.0	79105816342.0	79581013642.0			7-8	430.0	2.0	7=>8	430.0	2.0									
201147030304	ダ	右	1400	晴	稍重	12:15	間桐桜記念「昆布de		2011-3-3	21	笠松	1			3.0	5730.0	8.0	3.0	370.0	6.0	4.0	120.0	1.0	1.0	400	8.0	3-4	3020.0	7.0	3=>4	6380.0	15.0	1-3-4	4300.0	17.0	3=>4=>1	66450.0	137.0		39101574682.0	39105147682.0	3,10,9,4,1,5,7,6,8=2			3-4	3370.0	8.0	3=>4	8770.0	19.0									
201147030305	ダ	右	800	晴	稍重	12:45	りょうが5歳誕生日記		2011-3-3	21	笠松	1			4.0	190.0	1.0	4.0	120.0	2.0	8.0	110.0	1.0	2.0	140	4.0	4-8	660.0	4.0	4=>8	1530.0	10.0	2-4-8	780.0	4.0	4=>8=>2	5010.0	23.0				28946735110.0			4-7	710.0	4.0	4=>7	1170.0	6.0									
201147030306	ダ	右	1400	晴	稍重	13:15	サラ系C21組牝馬		2011-3-3	21	笠松	1	牝		9.0	690.0	3.0	9.0	190.0	3.0	4.0	100.0	1.0	1.0	240	5.0	4-9	340.0	1.0	9=>4	1460.0	6.0	1-4-9	1210.0	4.0	9=>4=>1	6350.0	20.0		94163871025.0	94618310257.0	94168310527.0			4-8	270.0	1.0	8=>4	1180.0	5.0									
201147030307	ダ	右	1400	晴	稍重	13:45	サラ系C19組		2011-3-3	21	笠松	1			10.0	170.0	1.0	10.0	100.0	1.0	9.0	100.0	2.0	7.0	130	4.0	9-10	290.0	1.0	10=>9	470.0	1.0	7-9-10	270.0	1.0	10=>9=>7	1120.0	2.0		91036871254.0	91037682145.0	10937682415.0			8-8	280.0	1.0	8=>8	270.0	1.0									
201147030308	ダ	右	1400	晴	稍重	14:15	サラ系C18組		2011-3-3	21	笠松	1			3.0	260.0	2.0	3.0	110.0	3.0	4.0	100.0	1.0	10.0	100	2.0	3-4	150.0	1.0	3=>4	710.0	3.0	3-4-10	220.0	1.0	3=>4=>10	2270.0	7.0		41035921678.0	34109521768.0	34109751268.0			3-4	160.0	1.0	3=>4	640.0	3.0									
201147030309	ダ	右	1400	晴	稍重	14:45	サラ系C17組		2011-3-3	21	笠松	1			1.0	26920.0	9.0	1.0	4,470	10.0	3.0	260.0	3.0	5.0	160	2.0	1-3	20480.0	19.0	1=>3	80830.0	48.0	1-3-5	21290.0	30.0	1=>3=>5	873060.0	296.0		34512710968.0	35412791086.0	35127498106.0			1-3	21960.0	21.0	1=>3	219120.0	43.0									
201147030310	ダ	右	1400	晴	稍重	15:15	サラ系C16組		2011-3-3	21	笠松	1			3.0	640.0	3.0	3.0	380	4.0	1.0	1,820	9.0	7.0	400	5.0	1-3	9000.0	20.0	3=>1	10930.0	30.0	1-3-7	16620.0	41.0	3=>1=>7	124460.0	208.0		38107612549.0	38106712549.0	38710162549.0			1-3	6560.0	17.0	3=>1	11740.0	26.0									
201147030311	ダ	右	1400	晴	稍重	15:50	マックル賞		2011-3-3	21	笠松	1			6.0	270.0	2.0	6.0	100	1.0	1.0	130	3.0	9.0	100	2.0	1-6	890.0	3.0	6=>1	1480.0	4.0	1-6-9	200.0	1.0	6=>1=>9	2000.0	5.0		61245973810.0	61294573810.0	61924537810.0			1-6	1030.0	3.0	6=>1	2030.0	5.0									
201147030312	ダ	右	1400	晴	稍重	16:25	ヒヤシンス特別 		2011-3-3	21	笠松	1			1.0	500.0	3.0	1.0	100	1.0	10.0	100	2.0	5.0	140	4.0	1-10	370.0	1.0	1=>10	770.0	3.0	1-5-10	450.0	1.0	1=>10=>5	2490.0	5.0		10879425136.0	81075419236.0	81057142396.0			1-8	350.0	1.0	1=>8	1200.0	6.0									
