	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気
201047072204	ダ	右	1400	晴	良	12:30	サラ系C10・13組		2010-7-22	7	笠松	3			3	250	2	3	160	3	4	120	1	5.0	670	9.0	3-4	280	1	3=>4	820	2.0	3-4-5	2180	7.0	3=>4=>5	8860	33.0		234681975.0	234658971	3,4,2,6,5,8,7,9=1			3-4	300.0	1.0	3=>4	1000.0	3.0
201047072205	ダ	右	800	晴	良	13:00	JRA認定新馬チャレ		2010-7-22	7	笠松	3			3	450	2	3	210	3	6	200	2	1.0	230	5.0	3-6	1230	4	3=>6	2290	7.0	1-3-6	2720	8.0	3=>6=>1	16710	36.0				63815429.0			3-6	1980.0	6.0	3=>6	5000.0	11.0
201047072206	ダ	右	1400	晴	良	13:30	サラ系C9組		2010-7-22	7	笠松	3			5	180	1	5	100	1	4	170	5	3.0	120	2.0	4-5	560	3	5=>4	660	2.0	3-4-5	430	2.0	5=>4=>3	1670	6.0		45210793816.0	45271039816.0	54321079816.0			4-5	620.0	3.0	5=>4	930.0	4.0
201047072207	ダ	右	1400	晴	良	14:00	サラ系C8組		2010-7-22	7	笠松	3			7	130	1	7	120	1	8	150	2	6.0	310	8.0	7-8	270	1	7=>8	380	1.0	6-7-8	1570	5.0	7=>8=>6	3510	10.0		78954106312.0	78945106312.0	78941056312.0			7-7	250.0	1.0	7=>7	310.0	1.0
201047072208	ダ	右	1400	晴	良	14:30	サラ系C7組		2010-7-22	7	笠松	3			4	3900	8	4	270	5	8	210	3	3.0	120	2.0	4-8	6700	15	4=>8	24680	40.0	3-4-8	2090	6.0	4=>8=>3	43250	100.0		48193107265.0	48931107265.0	48319107256.0			4-7	4490.0	10.0	4=>7	13810.0	23.0
201047072209	ダ	右	1400	晴	良	15:05	サラ系C12組特選		2010-7-22	7	笠松	3			3	580	3	3	210	5	6	190	3	1.0	140	2.0	3-6	1860	9	3=>6	3290	12.0	1-3-6	1170	5.0	3=>6=>1	6540	22.0		7631014592.0	7631105492.0	6731109542.0			3-6	1900.0	9.0	3=>6	3420.0	13.0
201047072210	ダ	右	1600	晴	良	15:40	飛騨牛カップ 		2010-7-22	7	笠松	3			7	390	2	7	180	2	3	280	4				3-7	1270	5	7=>3	2180	8.0	3-5-7	450	2.0	7=>3=>5	4900	16.0		3567214.0	3576214.0	3756124.0								
201047072301	ダ	右	1400	晴	良	11:00	サラ系3歳2組		2010-7-23	7	笠松	4			1	340	2	1	130	2	7	110	1				1-7	310	2	1=>7	510	4.0	1-7-8	140	1.0	1=>7=>8	840	3.0		1782643.0	1768243.0	1768243.0								
201047072302	ダ	右	1400	晴	良	11:30	サラ系C6組		2010-7-23	7	笠松	4			3	160	1	3	100	1	9	110	2	4.0	130	4.0	3-9	250	1	3=>9	380	1.0	3-4-9	520	2.0	3=>9=>4	1710	3.0		963457281.0	963457281	9,3,6,4,5,7=8,2,1			3-8	200.0	1.0	3=>8	420.0	1.0
201047072303	ダ	右	1400	晴	良	12:00	サラ系C5組		2010-7-23	7	笠松	4			3	770	2	3	100	3	8	100	1	9.0	100	2.0	3-8	220	1	3=>8	820	4.0	3-8-9	240	1.0	3=>8=>9	2070	7.0		169258374.0	169283547.0	169823457.0			3-8	200.0	1.0	3=>8	760.0	4.0
201047072304	ダ	右	1400	晴	良	12:30	サラ系C4組		2010-7-23	7	笠松	4			5	130	1	5	100	1	8	100	2	7.0	130	3.0	5-8	120	1	5=>8	220	1.0	5-7-8	430	2.0	5=>8=>7	670	1.0		138475629.0	138547629	5,8,7,3,1,4,2,6=9			5-8	120.0	1.0	5=>8	200.0	1.0
201047072305	ダ	右	1400	晴	良	13:00	サラ系B7・C3組		2010-7-23	7	笠松	4			6	200	1	6	110	1	8	120	2	3.0	160	4.0	6-8	350	2	6=>8	320	1.0	3-6-8	480	1.0	6=>8=>3	1070	1.0		458163927.0	458613297.0	864539217.0			6-8	250.0	1.0	6=>8	370.0	1.0
201047072306	ダ	右	1400	晴	良	13:30	サラ系B6組		2010-7-23	7	笠松	4			7	3930	5	7	480	6	1	140	2	6.0	180	3.0	1-7	2290	6	7=>1	9960	18.0	1-6-7	1890	6.0	7=>1=>6	75040	111.0		17106948523.0	17610948532.0	17691084352.0			1-7	1400.0	5.0	7=>1	8980.0	18.0
201047072307	ダ	右	1400	晴	良	14:00	サラ系B5組		2010-7-23	7	笠松	4			9	310	2	9	110	2	1	110	1	2.0	270	6.0	1-9	490	1	9=>1	970	3.0	1-2-9	2400	7.0	9=>1=>2	7530	29.0		17392410658.0	17932104658	1,9,3,7,10,2,4,6,5=8			1-8	180.0	1.0	8=>1	330.0	1.0
201047072308	ダ	右	1400	晴	良	14:35	セントラルビデオ賞		2010-7-23	7	笠松	4			7	1610	5	7	1,160	5	2	220	2				2-7	2390	8	7=>2	7710	20.0	1-2-7	2780	8.0	7=>2=>1	21000	54.0		2716534.0	2761534.0	2715634.0								
201047072309	ダ	右	1400	晴	良	15:10	納涼賞		2010-7-23	7	笠松	4			1	2330	6	1	260	4	5	110	1	10.0	170	3.0	1-5	1380	5	1=>5	5840	15.0	1-5-10	1540	5.0	1=>5=>10	18330	44.0		35710216948.0	35110726498.0	51310276849.0			1-5	1890.0	6.0	1=>5	9320.0	19.0
201047072310	ダ	右	1600	晴	良	16:20	クイーンカップ	G	2010-7-23	7	笠松	4	牝(別定)		9	300	1	9	120	1	4	270	6	2.0	130	2.0	4-9	1320	5	9=>4	2410	8.0	2-4-9	2180	7.0	9=>4=>2	12320	33.0		13921047685.0	93124107685.0	93214768105.0			4-8	1310.0	7.0	8=>4	1440.0	6.0
201047080501	ダ	右	1400	曇	良	11:00	サラ系3歳8組		2010-8-5	8	笠松	1			7	1990	5	7	310	5	5	100	1	2.0	560	7.0	5-7	750	3	7=>5	6820	10.0	2-5-7	12380	19.0	7=>5=>2	147660	111.0		67825413.0	76852413.0	75682134.0								
201047080502	ダ	右	1400	曇	良	11:30	サラ系3歳7組		2010-8-5	8	笠松	1			2	170	1	2	130	2	4	200	4	8.0	320	5.0	2-4	720	3	2=>4	1000	4.0	2-4-8	2080	7.0	2=>4=>8	5430	16.0		82164537.0	82461537.0	82465137.0								
201047080503	ダ	右	1400	曇	良	12:00	サラ系3歳6組		2010-8-5	8	笠松	1			1	140	1	1	100	1	4	100	2	8.0	110	3.0	1-4	130	1	1=>4	200	1.0	1-4-8	500	2.0	1=>4=>8	800	2.0		14768253.0	14678253.0	14287653.0								
201047080504	ダ	右	1400	曇	良	12:30	サラ系3歳5組		2010-8-5	8	笠松	1			7	310	3	7	190	4	2	260	6	8.0	110	1.0	2-7	1830	9	7=>2	3870	17.0	2-7-8	2150	9.0	7=>2=>8	11060	43.0		47652813.0	47625813.0	47286513.0								
201047080505	ダ	右	800	曇	良	13:00	NAKさんお誕生日記		2010-8-5	8	笠松	1			2	450	3	2	150	2	9	590	8	5.0	230	4.0	2-9	7630	17	2=>9	11380	35.0	2-5-9	7350	22.0	2=>9=>5	70820	159.0				956287143.0			2-8	2300.0	10.0	2=>8	3940.0	17.0
201047080506	ダ	右	1400	曇	良	13:35	堀俊勝記念		2010-8-5	8	笠松	1			4	1120	5	4	170	4	3	150	3	6.0	140	2.0	3-4	3650	11	4=>3	6350	14.0	3-4-6	4340	12.0	4=>3=>6	32880	63.0		87461325.0	87463125	8,4,3,6,7,2,1=5								
201047080507	ダ	右	1400	晴	良	14:10	サラ系C18組牝馬		2010-8-5	8	笠松	1	牝		2	250	2	2	100	1	3	300	5	5.0	110	2.0	2-3	1760	7	2=>3	2070	8.0	2-3-5	610	3.0	2=>3=>5	4100	12.0		23105849617.0	23510816947.0	23518109647.0			2-3	1430.0	6.0	2=>3	1870.0	9.0
201047080601	ダ	右	1400	晴	良	11:00	サラ系3歳13組		2010-8-6	8	笠松	2			8	240	2	8	110	2	9	100	1	6.0	130	3.0	8-9	200	1	8=>9	340	1.0	6-8-9	490	2.0	8=>9=>6	1280	3.0		856924173.0	856924713.0	895642713.0			8-8	180.0	1.0	8=>8	230.0	1.0
201047080602	ダ	右	1400	晴	良	11:30	サラ系3歳12組		2010-8-6	8	笠松	2			7	1300	6	7	320	4	1	500	6	8.0	180	2.0	1-7	5740	21	7=>1	17190	46.0	1-7-8	8730	34.0	7=>1=>8	65180	213.0		165978342.0	165978432	1,6,7,9,5,8,4,3=2			1-7	5760.0	16.0	7=>1	9300.0	29.0
201047080603	ダ	右	1400	晴	良	12:05	サラ系3歳11組		2010-8-6	8	笠松	2			2	490	3	2	160	3	6	280	4	8.0	130	2.0	2-6	1260	4	2=>6	1810	8.0	2-6-8	640	2.0	2=>6=>8	6130	19.0		26578134.0	26785413.0	26874153.0								
201047080604	ダ	右	1400	晴	良	12:40	サラ系3歳10組		2010-8-6	8	笠松	2			5	200	1	5	100	1	3	160	4	1.0	120	3.0	3-5	460	2	5=>3	650	3.0	1-3-5	270	1.0	5=>3=>1	1180	3.0		58371642.0	58371462.0	53814762.0								
201047080605	ダ	右	1400	晴	良	13:15	サラ系3歳9組		2010-8-6	8	笠松	2			8	260	2	8	110	1	3	490	8	2.0	140	3.0	3-8	5810	14	8=>3	5460	17.0	2-3-8	5860	15.0	8=>3=>2	34130	82.0		863275419.0	863217459.0	823614759.0			3-8	2260.0	8.0	8=>3	3200.0	11.0
201047080606	ダ	右	1400	晴	良	13:50	サラ系C19組牝馬		2010-8-6	8	笠松	2	牝		10	180	1	10	110	1	8	140	3	5.0	240	5.0	8-10	610	3	10=>8	1190	5.0	5-8-10	1480	7.0	10=>8=>5	5050	21.0		10794582136.0	10795821436	10,7,5,8,9,2,1,3,4-6			7-8	160.0	1.0	8=>7	180.0	1.0
201047081601	ダ	右	1400	晴	稍重	11:00	サラ系3歳7組		2010-8-16	8	笠松	3			6	300	2	6	100	1	1	100	2	4.0	120	3.0	1-6	170	1	6=>1	380	2.0	1-4-6	150	1.0	6=>1=>4	750	2.0		96413825710.0	64913852710.0	61435928710.0			1-6	190.0	1.0	6=>1	590.0	2.0
201047081602	ダ	右	1400	晴	稍重	11:30	サラ系3歳6組		2010-8-16	8	笠松	3			3	130	1	3	100	1	4	120	2	10.0	170	4.0	3-4	130	1	3=>4	200	1.0	3-4-10	510	3.0	3=>4=>10	800	3.0		61048327159.0	61034827159	3,4,10,6,8,2,7,1,5=9			3-4	120.0	1.0	3=>4	150.0	1.0
201047081603	ダ	右	1400	晴	稍重	12:05	サラ系3歳5組		2010-8-16	8	笠松	3			10	560	2	10	120	2	8	100	1	2.0	160	5.0	8-10	260	1	10=>8	1010	5.0	2-8-10	760	3.0	10=>8=>2	5010	15.0		18103926745.0	18103926745.0	81109326745.0			7-8	130.0	1.0	8=>7	700.0	2.0
201047081604	ダ	右	1400	晴	稍重	12:40	サラ系3歳4組		2010-8-16	8	笠松	3			4	1670	5	4	210	4	3	160	3	5.0	150	2.0	3-4	1380	5	4=>3	5170	18.0	3-4-5	940	2.0	4=>3=>5	13790	42.0		45731091826.0	45379102816.0	45379102681.0			3-4	1510.0	6.0	4=>3	3210.0	12.0
201047081605	ダ	右	800	晴	稍重	13:15	もっちゃん・とみた誕		2010-8-16	8	笠松	3			10	210	1	10	100	1	6	130	3	3.0	120	2.0	6-10	630	3	10=>6	1050	4.0	3-6-10	350	1.0	10=>6=>3	1580	4.0				10693472518.0			6-8	460.0	2.0	8=>6	1210.0	4.0
201047081606	ダ	右	1400	晴	良	13:50	サラ系C17組		2010-8-16	8	笠松	3			9	190	1	9	100	1	1	240	6	7.0	110	2.0	1-9	1080	6	9=>1	1330	5.0	1-7-9	730	3.0	9=>1=>7	4280	16.0		912473865.0	912743865.0	912743865.0			1-8	1020.0	5.0	8=>1	1010.0	6.0
201047081607	ダ	右	1400	晴	良	14:25	哲紀・紀子燃えよ結婚		2010-8-16	8	笠松	3	牝		5	150	1	5	110	1	9	190	5	7.0	160	4.0	5-9	450	2	5=>9	600	2.0	5-7-9	660	3.0	5=>9=>7	1770	4.0		10592876413.0	10592874613.0	59710826413.0			5-8	170.0	1.0	5=>8	210.0	1.0
201047081608	ダ	右	1400	晴	良	15:00	サラ系B6組		2010-8-16	8	笠松	3			6	140	1	6	100	1	8	120	2	4.0	150	3.0	6-8	390	2	6=>8	520	2.0	4-6-8	670	3.0	6=>8=>4	2250	7.0		14685710392.0	14658731092.0	46185731029.0			6-7	360.0	2.0	6=>7	500.0	1.0
201047081801	ダ	右	1400	晴	良	11:00	サラ系3歳10組		2010-8-18	8	笠松	4			3	110	1	3	100	1	8	100	1	1.0	100	1.0	3-8	400	3	3=>8	650	3.0	1-3-8	260	1.0	3=>8=>1	1000	3.0		389412675.0	389416725.0	389146725.0			3-8	450.0	2.0	3=>8	530.0	2.0
201047081802	ダ	右	1400	晴	良	11:30	サラ系3歳9組		2010-8-18	8	笠松	4			5	180	1	5	100	1	9	190	3	4.0	730	6.0	5-9	280	2	5=>9	540	3.0	4-5-9	1630	6.0	5=>9=>4	3770	13.0		694537128.0	695437128.0	569437218.0			5-8	380.0	2.0	5=>8	380.0	2.0
201047081803	ダ	右	1400	晴	良	12:05	サラ系3歳8組		2010-8-18	8	笠松	4			8	100	1	8	100	1	6	100	2	5.0	100	3.0	6-8	170	1	8=>6	180	1.0	5-6-8	340	2.0	8=>6=>5	470	2.0		48675231.0	48675231	8,6,4,7,5,2,3=1								
201047081901	ダ	右	1400	曇	良	11:00	サラ系3歳3組		2010-8-19	8	笠松	5			7	130	1	7	120	1	8	410	6	2.0	360	5.0	7-8	2960	6	7=>8	2920	10.0	2-7-8	24860	20.0	7=>8=>2	56830	60.0		4678321.0	6748321.0	7648231.0								
201047081902	ダ	右	1400	曇	良	11:25	サラ系C5組		2010-8-19	8	笠松	5			3	2300	3	3	320	2	4	330	3	5.0	500	5.0	3-4	2800	7	3=>4	12390	17.0	3-4-5	10970	19.0	3=>4=>5	115270	107.0		586974312.0	586947312.0	546983127.0			3-4	4130.0	6.0	3=>4	7420.0	12.0
201047081903	ダ	右	1400	曇	良	11:55	サラ系C4組		2010-8-19	8	笠松	5			4	120	1	4	100	1	1	250	5	2.0	170	4.0	1-4	760	3	4=>1	830	3.0	1-2-4	1170	4.0	4=>1=>2	2650	9.0		248179653.0	248179635.0	421789635.0			1-4	740.0	3.0	4=>1	710.0	3.0
201047081904	ダ	右	800	曇	良	12:25	JRA認定新馬チャレ		2010-8-19	8	笠松	5			6	240	1	6	110	1	9	630	7	8.0	180	4.0	6-9	6440	15	6=>9	8130	20.0	6-8-9	5740	12.0	6=>9=>8	39060	80.0				695287314.0			6-8	300.0	1.0	6=>8	460.0	2.0
201047081905	ダ	右	1400	曇	良	12:55	サラ系B7・C3組		2010-8-19	8	笠松	5			4	140	1	4	100	1	5	250	5	3.0	120	2.0	4-5	1610	6	4=>5	2120	8.0	3-4-5	1210	5.0	4=>5=>3	7670	25.0		394685721.0	394658127.0	349561287.0			4-5	1880.0	5.0	4=>5	1810.0	7.0
201047081906	ダ	右	1400	晴	良	13:25	サラ系C2組特選		2010-8-19	8	笠松	5			3	450	2	3	230	4	9	3,570	9	2.0	140	2.0	3-9	66660	32	3=>9	80800	50.0	2-3-9	37520	41.0	3=>9=>2	890090	352.0		6793281054.0	6793281054.0	7963281054.0			3-8	7000.0	14.0	3=>8	10060.0	25.0
201047081907	ダ	右	1400	晴	良	13:55	サラ系3歳1組特別 		2010-8-19	8	笠松	5			5	150	1	5	190	2	3	330	3				3-5	600	3	5=>3	600	2.0	3-4-5	1130	6.0	5=>3=>4	2400	11.0		3541276.0	3541276.0	3542176.0								
201047081908	ダ	右	1400	晴	良	14:25	サラ系C1組特別 		2010-8-19	8	笠松	5			9	120	1	9	100	1	2	120	2	4.0	120	3.0	2-9	380	1	9=>2	400	1.0	2-4-9	990	3.0	9=>2=>4	1900	5.0		9312861047.0	9312841076.0	9218341076.0			2-8	320.0	1.0	8=>2	430.0	2.0
201047081909	ダ	右	1400	晴	良	14:55	金の弩標賞		2010-8-19	8	笠松	5	(別定)		3	530	4	3	200	4	10	310	5	9.0	1,000	8.0	3-10	2520	9	3=>10	3910	15.0	3-9-10	17750	40.0	3=>10=>9	72940	157.0		35107864912.0	35106479281.0	35106479821.0			3-8	1360.0	8.0	3=>8	2010.0	11.0
201047090601	ダ	右	1400	曇	良	11:00	サラ系3歳8組		2010-9-6	9	笠松	1			5	100	1	5	100	1	2	100	2	4.0	420	6.0	2-5	120	1	5=>2	160	1.0	2-4-5	700	4.0	5=>2=>4	1150	4.0		259867431.0	259468371.0	254698371.0			2-5	120.0	1.0	5=>2	130.0	1.0
201047090602	ダ	右	1400	曇	良	11:30	サラ系3歳7組		2010-9-6	9	笠松	1			5	100	1	5	100	1	2	160	4	3.0	300	5.0	2-5	210	2	5=>2	230	2.0	2-3-5	1140	5.0	5=>2=>3	1320	4.0		952183764.0	952318764	5,9,2,3,1,8=7,6,4			2-5	230.0	2.0	5=>2	260.0	2.0
201047090603	ダ	右	1400	曇	良	12:00	サラ系3歳6組		2010-9-6	9	笠松	1			4	100	1	4	160	2	7	930	7	1.0	320	5.0	4-7	4210	12	4=>7	5120	11.0	1-4-7	6650	17.0	4=>7=>1	55000	82.0		741869253.0	741689253.0	741689253.0			4-7	6820.0	13.0	4=>7	3930.0	11.0
201047090604	ダ	右	1400	曇	良	12:30	森田快人1歳誕生日記		2010-9-6	9	笠松	1			3	3560	6	3	520	6	7	220	3	4.0	1,940	8.0	3-7	6520	15	3=>7	25390	37.0	3-4-7	268660	68.0	3=>7=>4	1477550	365.0		375186429.0	375816429.0	371586429.0			3-7	13780.0	18.0	3=>7	15510.0	29.0
201047090605	ダ	右	800	曇	良	13:05	後藤綾乃ちゃん誕生日		2010-9-6	9	笠松	1			4	340	3	4	160	4	1	160	3	7.0	150	2.0	1-4	1040	5	4=>1	2370	12.0	1-4-7	680	2.0	4=>1=>7	3690	10.0				471896253.0			1-4	870.0	4.0	4=>1	2050.0	11.0
201047090606	ダ	右	1400	曇	良	14:10	サラ系C21組牝馬		2010-9-6	9	笠松	1	牝		3	590	4	3	130	4	5	130	3	7.0	110	1.0	3-5	900	5	3=>5	1680	10.0	3-5-7	780	3.0	3=>5=>7	6210	23.0		89753102461.0	89753104261.0	93754182610.0			3-5	1110.0	4.0	3=>5	2910.0	9.0
201047090607	ダ	右	1400	晴	良	14:45	サラ系C19組		2010-9-6	9	笠松	1			1	490	3	1	240	4	7	170	3	2.0	410	6.0	1-7	1110	6	1=>7	2510	10.0	1-2-7	2300	13.0	1=>7=>2	12850	57.0		15827106493.0	15827610493.0	12578610493.0			1-7	760.0	5.0	1=>7	1480.0	10.0
201047090608	ダ	右	1400	晴	良	15:20	サラ系A5・B2組特		2010-9-6	9	笠松	1			3	2990	8	3	460	6	2	380	5	9.0	300	4.0	2-3	4520	17	3=>2	12560	33.0	2-3-9	8740	27.0	3=>2=>9	61520	164.0		86923710451.0	86927310415.0	69823710415.0			2-3	4500.0	13.0	3=>2	18640.0	34.0
201047090609	ダ	右	1600	晴	良	15:55	B級チャンピオン 		2010-9-6	9	笠松	1			8	4780	7	8	280	6	5	110	1	7.0	180	3.0	5-8	11160	20	8=>5	25260	41.0	5-7-8	10620	24.0	8=>5=>7	201120	238.0		81095716234.0	81095716243.0	81057961243.0			5-7	840.0	3.0	7=>5	1010.0	5.0
201047090701	ダ	右	1400	晴	良	11:00	サラ系3歳12組		2010-9-7	9	笠松	2			6	380	3	6	190	3	9	160	2	3.0	360	4.0	6-9	540	3	6=>9	1240	6.0	3-6-9	1690	7.0	6=>9=>3	7610	24.0		698247351.0	698243751.0	698243751.0			6-8	230.0	1.0	6=>8	580.0	3.0
201047090702	ダ	右	1400	晴	良	11:30	サラ系3歳11組		2010-9-7	9	笠松	2			7	270	2	7	100	2	6	100	3	5.0	100	1.0	6-7	720	3	7=>6	1570	6.0	5-6-7	290	1.0	7=>6=>5	2300	7.0		76385491.0	76358491.0	76358941.0			6-7	1270.0	5.0	7=>6	1670.0	6.0
201047090703	ダ	右	1400	晴	良	12:00	サラ系3歳10組		2010-9-7	9	笠松	2			6	100	1	6	100	1	5	150	4	3.0	100	2.0	5-6	430	2	6=>5	490	3.0	3-5-6	420	1.0	6=>5=>3	950	3.0		694257318.0	694257318.0	645923781.0			5-6	540.0	3.0	6=>5	450.0	2.0
201047090704	ダ	右	1400	晴	良	12:30	サラ系3歳9組		2010-9-7	9	笠松	2			6	2110	4	6	150	4	8	100	1	4.0	150	3.0	6-8	990	4	6=>8	4270	12.0	4-6-8	1380	4.0	6=>8=>4	12800	32.0		693458217.0	693485217.0	694835127.0			6-8	620.0	3.0	6=>8	3440.0	12.0
201047090705	ダ	右	1400	晴	良	13:05	サラ系C18組		2010-9-7	9	笠松	2			7	280	2	7	120	2	2	100	1	9.0	620	7.0	2-7	210	1	7=>2	480	2.0	2-7-9	4430	13.0	7=>2=>9	12450	36.0		752913684.0	752913684.0	725913684.0			2-7	230.0	1.0	7=>2	550.0	2.0
201047090706	ダ	右	1400	晴	良	13:40	サラ系C17組		2010-9-7	9	笠松	2			5	120	1	5	100	1	7	140	3	2.0	170	5.0	5-7	210	1	5=>7	190	1.0	2-5-7	360	1.0	5=>7=>2	570	1.0		56974321018.0	57693210418.0	57231069418.0			5-7	160.0	1.0	5=>7	170.0	1.0
201047090707	ダ	右	1400	晴	良	14:15	サラ系B6組		2010-9-7	9	笠松	2			9	6620	8	9	930	8	8	420	4	6.0	790	7.0	8-9	38690	29	9=>8	180250	64.0	6-8-9	623320	83.0	9=>8=>6	2764850	417.0		1089375216.0	1087923516.0	1089723165.0			7-8	440.0	2.0	8=>7	590.0	3.0
201047090708	ダ	右	1400	晴	良	14:50	サラ系B5組		2010-9-7	9	笠松	2			4	140	1	4	110	1	1	130	2	7.0	570	7.0	1-4	360	2	4=>1	510	3.0	1-4-7	3350	11.0	4=>1=>7	9930	32.0		469178352.0	461978532.0	461978532.0			1-4	390.0	2.0	4=>1	430.0	2.0
201047090801	ダ	右	1400	雨	不良	11:00	サラ系3歳4組		2010-9-8	9	笠松	3			6	500	2	6	120	2	8	110	1	5.0	130	3.0	6-8	230	1	6=>8	740	4.0	5-6-8	390	1.0	6=>8=>5	3080	11.0		649857213.0	698451732.0	698514732.0			6-8	250.0	1.0	6=>8	930.0	3.0
201047090802	ダ	右	1400	雨	不良	11:30	サラ系3歳3組		2010-9-8	9	笠松	3			4	460	3	4	150	3	9	110	1	3.0	260	6.0	4-9	340	1	4=>9	1180	5.0	3-4-9	3920	12.0	4=>9=>3	13220	39.0		793842165.0	798432156.0	974382156.0			4-8	430.0	2.0	4=>8	1000.0	5.0
201047090803	ダ	右	1400	雨	不良	12:00	サラ系C9組		2010-9-8	9	笠松	3			7	320	3	7	110	1	6	130	2	2.0	140	3.0	6-7	420	2	7=>6	760	3.0	2-6-7	1030	5.0	7=>6=>2	3400	14.0		279465318.0	279654318.0	276954318.0			6-7	430.0	2.0	7=>6	640.0	1.0
201047090804	ダ	右	1400	雨	不良	12:30	サラ系C8組		2010-9-8	9	笠松	3			9	260	2	9	110	1	8	150	3	7.0	420	6.0	8-9	480	3	9=>8	1010	4.0	7-8-9	1970	8.0	9=>8=>7	2350	5.0		597683412.0	957683412.0	987653142.0			8-8	500.0	2.0	8=>8	520.0	2.0
201047090805	ダ	右	1400	雨	不良	13:05	哲さん麻希ちゃん結婚		2010-9-8	9	笠松	3			5	110	1	5	100	1	4	240	5	1.0	110	2.0	4-5	870	3	5=>4	1410	4.0	1-4-5	490	2.0	5=>4=>1	2440	7.0		451726938.0	451762398.0	541763298.0			4-5	960.0	3.0	5=>4	1380.0	6.0
201047090806	ダ	右	1400	雨	不良	13:40	サラ系C6組		2010-9-8	9	笠松	3			10	280	1	10	100	1	9	120	3	6.0	110	2.0	9-10	590	2	10=>9	850	2.0	6-9-10	610	1.0	10=>9=>6	2090	2.0		94103526871.0	94103567218.0	94106375128.0			8-8	530.0	2.0	8=>8	630.0	2.0
201047090807	ダ	右	1400	曇	不良	14:15	サラ系3歳1組特別 		2010-9-8	9	笠松	3			8	780	4	8	180	5	5	170	2	9.0	290	6.0	5-8	990	5	8=>5	2500	13.0	5-8-9	4370	18.0	8=>5=>9	27230	91.0		958361247.0	958361274.0	598163274.0			5-8	610.0	2.0	8=>5	2010.0	11.0
201047090808	ダ	右	1400	曇	不良	14:50	郡上高原賞		2010-9-8	9	笠松	3	(別定)		3	2350	7	3	380	6	5	140	2	2.0	190	4.0	3-5	2170	9	3=>5	7640	22.0	2-3-5	6510	23.0	3=>5=>2	60680	117.0		35104892176.0	35410821967.0	35428101697.0			3-5	2780.0	7.0	3=>5	11510.0	25.0
201047090809	ダ	右	1800	曇	不良	15:25	鈴蘭特別 		2010-9-8	9	笠松	3	(別定)		5	610	3	5	270	5	3	200	3	6.0	390	7.0	3-5	2200	10	5=>3	4090	17.0	3-5-6	8250	41.0	5=>3=>6	69310	258.0		358672914.0	358612974.0	356198274.0			3-5	2200.0	10.0	5=>3	4780.0	22.0
201047090901	ダ	右	1400	晴	稍重	11:00	サラ系3歳15組		2010-9-9	9	笠松	4			9	1330	5	9	200	5	6	190	4	2.0	110	1.0	6-9	3320	14	9=>6	8430	24.0	2-6-9	3180	16.0	9=>6=>2	32170	102.0		694782351.0	694872351.0	698274351.0			6-8	2590.0	11.0	8=>6	8180.0	25.0
201047090902	ダ	右	1400	晴	稍重	11:30	サラ系3歳14組		2010-9-9	9	笠松	4			2	180	1	2	100	1	3	130	3	8.0	160	4.0	2-3	310	1	2=>3	530	1.0	2-3-8	690	2.0	2=>3=>8	1920	4.0		682913457.0	682319457.0	862341957.0			2-3	360.0	1.0	2=>3	590.0	1.0
201047090903	ダ	右	1400	晴	稍重	12:00	サラ系3歳13組		2010-9-9	9	笠松	4			9	1000	5	9	140	2	8	110	1	6.0	410	7.0	8-9	820	4	9=>8	1910	7.0	6-8-9	2760	12.0	9=>8=>6	8210	26.0		891746532.0	891564372.0	895614327.0			8-8	780.0	3.0	8=>8	980.0	3.0
201047090904	ダ	右	1400	晴	稍重	12:35	サラ系C16組		2010-9-9	9	笠松	4			3	490	2	3	210	3	5	210	2	1.0	360	5.0	3-5	1200	5	3=>5	2320	8.0	1-3-5	3110	11.0	3=>5=>1	15160	42.0		158374962.0	158374962.0	153874962.0			3-5	1170.0	5.0	3=>5	2120.0	8.0
201047090905	ダ	右	1400	晴	良	13:10	猛走!音無小鳥生誕杯		2010-9-9	9	笠松	4			8	410	3	8	100	1	2	130	3	9.0	170	4.0	2-8	510	2	8=>2	920	2.0	2-8-9	620	3.0	8=>2=>9	2480	8.0		263894175.0	268394175.0	283964175.0			2-8	250.0	1.0	8=>2	680.0	3.0
201047090906	ダ	右	1400	晴	良	13:45	サラ系C11・14組		2010-9-9	9	笠松	4			8	340	2	8	150	2	7	110	1	6.0	310	7.0	7-8	210	1	8=>7	740	4.0	6-7-8	1360	4.0	8=>7=>6	6780	21.0		98726104135.0	98726104135.0	98762104315.0			7-7	260.0	1.0	7=>7	250.0	1.0
