	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	三連複:的中	三連複:配当	三連複:人気
201053121208	ダ	右	1250	晴	良	14:35	佳奏3才お誕生日記念		2010-12-12	11	福山	2	(馬齢)		6	8410	9.0	6	260	6	1	140	2	7.0	130	1.0	1-6	14790	30	6=>1	42930	63	6=>1=>7	106830	213	24867193105	24867913510	(2,4),8,6,7,9,1,3,5,10	(2,4),8,6,7,1,9,5,3,10			1-6-7	5340.0	18.0
201053121801	ダ	右	1250	晴	稍重	10:50	「おはようモーニング		2010-12-18	11	福山	3	(馬齢)		8	130	1.0	8	180	3	9	420	6	1.0	360	4.0	8-9	1300	4	8=>9	1570	6	8=>9=>1	9210	28	48621973	4,8-6,2,1,9,7,3	4,8-6,(2,1),9,3,7	8-6,1,9,2,3,7			1-8-9	1910.0	6.0
201053121802	ダ	右	1250	晴	稍重	11:20	2歳6		2010-12-18	11	福山	3	(馬齢)		2	290	2.0	2	110	1	6	250	6	4.0	180	3.0	2-6	950	3	2=>6	1370	3	2=>6=>4	3020	9	48261753	4,8,2,6,(1,7),5,3	4,2,8,6-7,1,5,3	4,2,6,8-7-(1,5),3			2-4-6	550.0	2.0
201053121803	ダ	右	1250	晴	稍重	11:50	2歳5		2010-12-18	11	福山	3	(馬齢)		3	610	2.0	3	110	1	6	270	5	5.0	150	3.0	3-6	1540	7	3=>6	2620	9	3=>6=>5	9660	35	3,5,8,(1,4),6,2,7	35841627	3,5,8,6,4,1,2-7	3,5,6,8,4,2,1=7			3-5-6	1770.0	8.0
201053121804	ダ	右	1250	晴	稍重	12:20	2歳4		2010-12-18	11	福山	3	(馬齢)		9	150	1.0	9	120	2	3	100	1	8.0	130	3.0	3-9	300	1	9=>3	470	2	9=>3=>8	1310	3	893125674	893216574	893216574	983215674			3-8-9	400.0	2.0
201053121805	ダ	右	1250	晴	稍重	12:50	3歳7　条件		2010-12-18	11	福山	3	(馬齢)		6	450	3.0	6	220	6	7	120	1	4.0	160	3.0	6-7	600	3	6=>7	1300	7	6=>7=>4	5600	18	1,(5,6),7,3,4,(2,8,9)	167534928	167435928	6,1,7,4,3,9,5,2-8			4-6-7	770.0	3.0
201053121806	ダ	右	1130	晴	稍重	13:25	3歳5　条件		2010-12-18	11	福山	3	(馬齢)		5	390	3.0	5	120	1	8	400	6	1.0	280	5.0	5-8	4330	17	5=>8	9000	30	5=>8=>1	56690	158	15486297103	15482697103	1,5,8,4,9,(2,6),7,10,3	15849726103			1-5-8	6070.0	20.0
201053121807	ダ	右	1250	晴	稍重	14:00	3歳4　条件		2010-12-18	11	福山	3	(馬齢)		9	170	1.0	9	160	2	3	600	6	5.0	300	3.0	3-9	2980	13	9=>3	3380	14	9=>3=>5	30470	99	178234965	1,7,8,2,3,9,6-5	(7,8,9),1,3,2,6,5	98713265			3-5-9	7350.0	23.0
201053121901	ダ	右	1250	晴	稍重	10:50	「おはようモーニング		2010-12-19	12	福山	1	(馬齢)		6	350	3.0	6	100	1	3	100	2	4.0	120	3.0	3-6	180	1	6=>3	520	2	6=>3=>4	810	2	1,3,5,(4,7,8),2,6	1,3,4,5,7,8,(2,6)	13457862	3,1,4,6,(7,5),8,2			3-4-6	180.0	1.0
201053121902	ダ	右	1130	晴	稍重	11:20	C9		2010-12-19	12	福山	1	(馬齢)		8	150	1.0	8	100	1	4	100	3	1.0	100	2.0	4-8	150	1	8=>4	190	1	8=>4=>1	280	1	45827163	48527163	48512763	(4,8)-5,1,7,2,3,6			1-4-8	170.0	1.0
201053121903	ダ	右	1250	晴	稍重	11:50	福山・高知連携中岡慎		2010-12-19	12	福山	1	(馬齢)		6	160	1.0	6	100	1	9	100	2	1.0	120	3.0	6-9	270	1	6=>9	300	1	6=>9=>1	920	2	6,7,2,9,8,1,5,(3,4)	672891534	672981534	6-9,2,7,8,1,5,3,4			1-6-9	420.0	2.0
201053121904	ダ	右	1250	晴	稍重	12:20	C7		2010-12-19	12	福山	1	(馬齢)		1	440	2.0	1	180	3	7	480	7	8.0	160	2.0	1-7	5130	18	1=>7	14860	39	1=>7=>8	47050	150	319876452	319876452	319786452	(3,1),7,8,6,9,4,5,2			1-7-8	5150.0	21.0
201053121905	ダ	右	1800	晴	稍重	12:50	ゆず特別 		2010-12-19	12	福山	1	(別定)		3	290	1.0	3	150	1	7	170	2				3-7	550	2	3=>7	1050	3	3=>7=>4	2590	5	1,4,6-2,5,3,7	1462537	(1,4),6,2,5,3,7	4631275			3-4-7	640.0	2.0
201053122501	ダ	右	1250	晴	稍重	10:50	「おはようモーニング		2010-12-25	12	福山	2	(馬齢)		3	360	2.0	3	170	3	2	110	1	5.0	190	5.0	2-3	120	1	3=>2	560	2	3=>2=>5	2040	5	348257961	342857691	342586719	328564179			2-3-5	390.0	2.0
201053122502	ダ	右	1250	晴	稍重	11:20	2歳2		2010-12-25	12	福山	2	(馬齢)		4	660	3.0	4	100	2	6	170	4	3.0	100	1.0	4-6	3120	9	4=>6	6300	14	4=>6=>3	26840	56	34627851	34625871	34625871	3,(4,6),2,5,8,7,1			3-4-6	1420.0	4.0
201053122503	ダ	右	1130	晴	稍重	11:50	3歳3　条件		2010-12-25	12	福山	2	(馬齢)		3	1800	6.0	3	360	6	2	100	1	1.0	360	6.0	2-3	2210	7	3=>2	6510	17	3=>2=>1	48680	101	54613872	56413872	(5,6),4,1,3,8,7,2	5,6,(4,1,3),2,(8,7)			1-2-3	5430.0	15.0
201053122504	ダ	右	1600	晴	稍重	12:20	福山・高知連携中岡慎		2010-12-25	12	福山	2	(馬齢)		5	160	1.0	5	140	1	7	260	6	4.0	170	3.0	5-7	530	1	5=>7	670	1	5=>7=>4	2330	3	8,7,9,4,2,5,(1,3),6	879425136	7,(9,5),8,4,(2,3),(1,6)	759423816			4-5-7	850.0	2.0
201053122505	ダ	右	1600	晴	稍重	12:50	福山・高知連携中岡慎		2010-12-25	12	福山	2	(馬齢)		9	150	1	9	120	1	4	150	2	7	310	7	4-9	260	1	9=>4	330	1	9=>4=>7	5850	18	6734910825	6,7,(3,4),10,9,2,5,8	6,7,4,9,2,3,10,5-8	(7,4),6,9,2,3,10,5=8			4-7-9	3440	13
