	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
201054101607	ダ	右	1300	晴	良	18:45	C3　ー7		2010-10-16	11	高知	5	(見込)		5	190	1	5.0	100	2.0	7.0	100	1.0	1.0	140	4.0	5-7	170	1	5-7	110	1	1-5	360	5	1-7	210	4	5=>7	490	2	1-5-7	450	2	5=>7=>1	1590	5.0	15674238	15467238	(1,5),(4,7),6,3,2,8	51746328		
201054101608	ダ	右	1300	晴	良	19:15	C3　ー6		2010-10-16	11	高知	5	(見込)		5	160	1	5.0	100	1.0	1.0	140	3.0	2.0	100	2.0	1-5	390	2	1-5	160	2	2-5	120	1	1-2	190	3	5=>1	500	2	1-2-5	210	1	5=>1=>2	590	2.0	56324817	5,6,(2,3),8,1,4,7	5,6,(2,3),(1,8),4,7	56213847		
201054102901	ダ	右	1300	曇	重	15:20	C3　ー12		2010-10-29	12	高知	3	(見込)		9	250	1	9.0	180	4.0	2.0	330	6.0	7.0	140	2.0	2-9	450	2	2-9	160	2	7-9	130	1	2-7	160	3	9=>2	390	2	2-7-9	170	1	9=>2=>7	1100	3.0	9,(2,7),3,6,1,8,4,5	9,7,2,(1,3),6,8,5,4	9,7,(2,3,5),6,1,8,4	9,(2,7),3,6,5,1,4,8		
201054102902	ダ	右	1300	曇	重	15:50	C3　ー11		2010-10-29	12	高知	3	(見込)		3	1550	3	3.0	270	4.0	7.0	100	1.0	4.0	370	5.0	3-7	560	2	3-7	230	2	3-4	1,680	12	4-7	920	8	3=>7	3490	7	3-4-7	11480	15	3=>7=>4	110100	114.0	3,6,7,5,8,4,9,(1,2)	367584192	3,(6,7),5,4,(1,8),9,2	3,7,5,(6,1),4,9,8,2		
201054102903	ダ	右	1300	曇	重	16:20	C3　ー10		2010-10-29	12	高知	3	(見込)		3	410	3	3.0	220	4.0	5.0	130	2.0	4.0	740	7.0	3-5	370	3	3-5	250	3	3-4	940	9	4-5	1,220	12	3=>5	1340	6	3-4-5	1290	4	3=>5=>4	8600	25.0	36421578	3,4,6,(1,2),5,7,8	34652178	3,2,(4,5),6,8,1,7		
201054102904	ダ	右	1300	曇	重	16:50	C3　ー9		2010-10-29	12	高知	3	(見込)		3	130	1	3.0	100	2.0	4.0	620	7.0	5.0	100	1.0	3-4	6870	11	3-4	440	9	3-5	100	1	4-5	540	11	3=>4	7570	11	3-4-5	760	4	3=>4=>5	8350	17.0	13574826	1,3,(4,5),7,8,2,6	1,3,(4,5),7,8,2-6	4,3,8,(1,5),7,2,6		
201054102905	ダ	右	1300	曇	重	17:20	C3　ー8		2010-10-29	12	高知	3	(見込)		9	120	1	9.0	100	1.0	1.0	120	3.0	6.0	200	4.0	1-9	240	1	1-9	140	1	6-9	160	2	1-6	460	6	9=>1	240	1	1-6-9	390	2	9=>1=>6	810	3.0	139265874	1,3,9,6,2,5,(4,8),7	1,9,6,3,2,5,(8,4),7	916258347		
201054102906	ダ	右	1300	曇	重	17:50	C3　ー7		2010-10-29	12	高知	3	(見込)		9	100	1	9.0	100	1.0	5.0	110	2.0	8.0	160	4.0	5-9	160	1	5-9	110	1	8-9	180	3	5-8	340	5	9=>5	180	1	5-8-9	300	2	9=>5=>8	350	1.0	2,8,5,9,(3,7),(1,4),6	2,5,9,8,(3,7),(1,4),6	925873416	952874163		
201054102907	ダ	右	1300	曇	重	18:20	C3　ー6		2010-10-29	12	高知	3	(見込)		7	120	1	7.0	100	1.0	6.0	110	3.0	1.0	100	2.0	6-7	290	2	6-7	120	2	1-7	100	1	1-6	120	3	7=>6	410	2	1-6-7	150	1	7=>6=>1	510	2.0	2,5,(1,6),(4,7),3,8	2,(1,5,6),(4,7),3,8	6,(2,7),1,5,4,3,8	61742835		
201054102908	ダ	右	1300	曇	重	18:55	奥物部もみじ祭り特別		2010-10-29	12	高知	3	(見込)		3	170	1	3.0	100	1.0	8.0	100	3.0	6.0	100	2.0	3-8	330	2	3-8	110	1	3-6	110	2	6-8	130	3	3=>8	510	3	3-6-8	130	1	3=>8=>6	540	2.0	38265147	32865147	3,8,(2,6),5,4,1,7	38624517		
201054110701	ダ	右	1300	曇	重	15:40	安芸市登り窯特別		2010-11-7	12	高知	6	(見込)		1	1310	4	1.0	410	5.0	3.0	730	8.0	8.0	110	1.0	1-3	22790	22	1-3	12,180	24	1-8	530	7	3-8	1,810	14	1=>3	45780	54	1-3-8	6480	20	1=>3=>8	143100	180.0	6,2,(3,8),4,1,7,5	62381475	62381457	63281457		
201054110702	ダ	右	1300	曇	重	16:10	C3ニ		2010-11-7	12	高知	6	(見込)		5	100	1	5.0	100	1.0	3.0	110	2.0				3-5	370	2	3-5	120	2	1-5	180	3	1-3	320	6	5=>3	270	2	1-3-5	440	3	5=>3=>1	740	4.0	1,(3,5),(2,4)	13524	(1,3,5),2,4	53142		
201054110703	ダ	右	1300	曇	重	16:40	中西2000勝特別		2010-11-7	12	高知	6	(見込)		5	280	2	5.0	210	2.0	3.0	380	4.0				3-5	2570	5	3-5	200	5	2-5	100	1	2-3	170	4	5=>3	3830	6	2-3-5	300	2	5=>3=>2	14720	15.0	1,5,(2,3),4	15234	15234	52314		
201054110704	ダ	右	1300	曇	重	17:15	C3ヘ		2010-11-7	12	高知	6	(見込)		7	140	1	7.0	110	2.0	5.0	110	1.0				5-7	120	1	5-7	110	1	2-7	210	5	2-5	170	2	7=>5	190	1	2-5-7	250	2	7=>5=>2	540	2.0	7516234	7,(1,5),2,(3,4),6	7512634	7523164		
201054111201	ダ	右	1300	晴	稍重	15:20	C3イ		2010-11-12	13	高知	1	(見込)		3	120	1	3.0	100	1.0	6.0	100	2.0				3-6	120	1	3-6	110	3	3-5	110	1	5-6	110	2	3=>6	150	1	3-5-6	120	1	3=>6=>5	140	1.0	3,6,(1,2,5),4	(3,6),5,1,2,4	365214	365241		
201054111202	ダ	右	1300	晴	稍重	15:50	C3ロ		2010-11-12	13	高知	1	(見込)		6	390	2	6.0	120	2.0	2.0	110	1.0				2-6	110	1	2-6	100	1	5-6	110	2	2-5	120	3	6=>2	390	2	2-5-6	110	1	6=>2=>5	340	2.0	2,6,4,3,(1,7),5	2643175	2,6,4,5,(1,7),3	2654173		
201054111203	ダ	右	1300	晴	稍重	16:20	沖野洋幸加代結婚特別		2010-11-12	13	高知	1	(見込)		5	850	4	5.0	380	4.0	4.0	240	3.0	8.0	180	2.0	4-5	1420	6	4-5	500	6	5-8	120	1	4-8	260	5	5=>4	1690	7	4-5-8	930	4	5=>4=>8	7090	24.0	5,6,8,7,(1,3),2,4	56381724	5,8,(1,3,6),7,2,4	58214376		
201054111204	ダ	右	1300	晴	稍重	16:50	C3　ー10		2010-11-12	13	高知	1	(見込)		2	120	1	2.0	100	1.0	1.0	100	2.0				1-2	100	1	1-2	130	2	2-7	220	3	1-7	320	4	2=>1	110	1	1-2-7	260	1	2=>1=>7	370	1.0	2517463	2,5,1,7,(3,4),6	2,(1,5),(7,4),3,6	2174536		
201054111205	ダ	右	1300	晴	稍重	17:20	C3　ー9		2010-11-12	13	高知	1	(見込)		3	200	2	3.0	110	2.0	7.0	200	3.0	5.0	250	4.0	3-7	1580	3	3-7	710	5	3-5	280	2	5-7	730	6	3=>7	2390	6	3-5-7	4950	6	3=>7=>5	17990	29.0	13627548	1,3,(2,6),7,5,4,8	13627548	31672584		
201054111206	ダ	右	1300	晴	稍重	17:50	C3　ー8		2010-11-12	13	高知	1	(見込)		4	170	1	4.0	100	1.0	2.0	210	3.0	3.0	240	4.0	2-4	230	1	2-4	110	1	3-4	200	3	2-3	350	6	4=>2	170	1	2-3-4	410	3	4=>2=>3	830	3.0	12745386	1,2,4,(3,7),5,8,6	1,2,4,3,7,5,8-6	(2,4),1,3,7,8,5-6		
201054111207	ダ	右	1300	晴	稍重	18:20	芋けんぴ完売御礼特別		2010-11-12	13	高知	1	(見込)		6	740	4	6.0	190	3.0	7.0	150	2.0				6-7	960	4	6-7	170	4	1-6	150	2	1-7	110	1	6=>7	1600	6	1-6-7	180	1	6=>7=>1	5150	17.0	4267351	4276315	7426135	(7,6),2,1,4,3,5		
201054111208	ダ	右	1300	晴	稍重	18:55	三原村どぶろく特別		2010-11-12	13	高知	1	(見込)		2	420	3	2.0	130	4.0	6.0	100	1.0	4.0	120	3.0	2-6	270	1	2-6	320	3	2-4	490	6	4-6	400	4	2=>6	840	4	2-4-6	690	3	2=>6=>4	4650	20.0	2,(4,5),6,1,8,3,7	25461837	25641837	62451837		
201054111301	ダ	右	1600	曇	良	15:40	黒潮町潮風キルト特別		2010-11-13	13	高知	2	(見込)		10	5260	6	10.0	580	6.0	5.0	1,210	10.0	1.0	100	1.0	5-10	44460	32	5-10	14,890	35	1-10	1,140	9	1-5	930	8	10=>5	312110	60	1-5-10	40680	42	特	70		3,10,(1,4),7,9,2,6,5,8	3,10,(1,4),9,(2,7),5,6,8	10,(3,4),5,1,9,7,6,8,2	(1,10,5),4,6,9,8,7,3,2		
201054111302	ダ	右	1300	曇	良	16:10	騎手交流第二十二戦		2010-11-13	13	高知	2	(見込)		1	240	2	1.0	100	2.0	4.0	100	1.0	2.0	160	4.0	1-4	190	1	1-4	140	1	1-2	450	5	2-4	370	4	1=>4	370	2	1-2-4	1030	2	1=>4=>2	2280	7.0	4,1,10,(2,5),3,7,8,9,6	(1,4),10,5,2,3,9,7,8,6	1,4,10,5,2,9,3,(6,7,8)	(1,4),2,10,5,7,6,3,8,9		
201054111303	ダ	右	1300	曇	良	16:40	ちゃん様お誕生日特別		2010-11-13	13	高知	2	(見込)		2	650	2	2.0	360	4.0	5.0	320	2.0				2-5	1810	6	2-5	250	4	2-3	870	11	3-5	280	6	2=>5	2000	9	2-3-5	3900	14	2=>5=>3	13380	43.0	(1,5),6,4,3,2	156432	(1,5),3,6,4,2	5,1,(4,3),2,6		
201054111304	ダ	右	1300	曇	良	17:15	騎手交流第二十三戦		2010-11-13	13	高知	2	(見込)		8	330	2	8.0	100	1.0	6.0	100	2.0	7.0	110	3.0	6-8	430	2	6-8	150	1	7-8	200	3	6-7	150	2	8=>6	1280	6	6-7-8	230	1	8=>6=>7	1930	5.0	27481365	27841365	(2,7),8,4,1,6,(3,5)	78264153		
201054111305	ダ	右	1300	曇	良	17:50	C1イ		2010-11-13	13	高知	2	(見込)		3	140	1	3.0	100	1.0	4.0	120	2.0				3-4	120	1	3-4	110	1	2-3	120	2	2-4	170	3	3=>4	170	1	2-3-4	160	1	3=>4=>2	310	1.0	13425	13425	34125	34251		
201054111306	ダ	右	1600	曇	良	18:20	騎手交流第二十四戦		2010-11-13	13	高知	2	(見込)		6	4150	5	6.0	870	5.0	1.0	140	2.0				1-6	2420	6	1-6	570	6	6-7	3,030	16	1-7	260	4	6=>1	13870	22	1-6-7	2820	8	6=>1=>7	32470	62.0	4635217	4632517	4,6,3,(2,5,1),7	6423157		
201054111307	ダ	右	1600	曇	良	18:50	マイミカがんばれ特別		2010-11-13	13	高知	2	(見込)		3	610	2	3.0	110	2.0	1.0	100	1.0	9.0	170	4.0	1-3	560	3	1-3	160	1	3-9	330	6	1-9	230	3	3=>1	1470	6	1-3-9	550	2	3=>1=>9	3650	9.0	918754632	9,1,8,7,(4,5),(2,6),3	9,1,8,(7,5),2,6,(4,3)	(9,1),7,3,2,8,5,6,4		
201054111308	ダ	右	1600	曇	良	19:20	B　ー3		2010-11-13	13	高知	2	(見込)		7	580	2	7.0	100	2.0	4.0	100	1.0	8.0	130	3.0	4-7	140	1	4-7	120	1	7-8	350	6	4-8	260	4	7=>4	870	4	4-7-8	300	1	7=>4=>8	3230	9.0	1,8,4,(6,5),9,3,7,2	186453792	8,4,(1,5),7,6,3,9,2	4,8,7,1,5,(3,9),6,2		
201054111309	ダ	右	1600	曇	良	19:50	B　ー2		2010-11-13	13	高知	2	(見込)		8	240	2	8.0	110	2.0	1.0	100	1.0	3.0	120	3.0	1-8	190	1	1-8	120	1	3-8	150	2	1-3	180	3	8=>1	380	1	1-3-8	250	1	8=>1=>3	780	1.0	754928316	754982316	754893126	871539642		
201054111310	ダ	右	1600	曇	良	20:25	龍馬まつり特別 		2010-11-13	13	高知	2	(見込)		9	970	4	9.0	350	4.0	5.0	1,410	8.0	8.0	160	2.0	5-9	64380	36	5-9	7,730	31	8-9	600	7	5-8	3,520	23	9=>5	25140	46	5-8-9	17470	42	9=>5=>8	267970	312.0	581724963	587124963	5,8,(1,7),2,4,6,9,3	(5,8),9,(4,7),2,1,6,3		
201054111311	ダ	右	1300	曇	良	20:55	ファイナルレース		2010-11-13	13	高知	2	(見込)		3	2920	8	3.0	320	7.0	4.0	170	2.0	6.0	200	4.0	3-4	1900	6	3-4	1,410	16	3-6	2,580	25	4-6	420	4	3=>4	6790	23	3-4-6	7300	23	3=>4=>6	51750	146.0	576941823	567149823	6,(7,9),(5,4),1,8,2,3	6,(4,9),3,7,8,(1,2),5		
201054112101	ダ	右	1300	曇	良	15:40	へんろ道ウォーク特別		2010-11-21	13	高知	4	(見込)		6	120	1	6.0	110	1.0	7.0	160	4.0	8.0	260	5.0	6-7	370	1	6-7	100	1	6-8	400	6	7-8	430	7	6=>7	500	1	6-7-8	1120	4	6=>7=>8	2370	8.0	6,8,3,4,7,(1,2),5	6,8,(3,7),4,1,2,5	6,8,7,(3,4),2,1,5	6,7,8,3,(4,2),1,5		
201054112102	ダ	右	1300	曇	良	16:10	刀、舟家その一特別		2010-11-21	13	高知	4	(見込)		4	110	1	4.0	100	1.0	6.0	100	2.0				4-6	100	1	4-6	100	2	1-4	110	3	1-6	100	1	4=>6	130	1	1-4-6	120	1	4=>6=>1	170	1.0	643152	643152	641352	(6,4),1,3,5,2		
201054112103	ダ	右	1300	曇	良	16:40	笹原名月誕生日特別		2010-11-21	13	高知	4	(見込)		2	340	3	2.0	120	2.0	7.0	110	1.0	1.0	860	8.0	2-7	320	2	2-7	140	1	1-2	1,370	11	1-7	2,660	23	2=>7	830	3	1-2-7	5420	12	2=>7=>1	15170	39.0	7,9,2,10,8,6,3,4,(1,5)	79210863415	72910863145	(7,2),9,8,1,4,(3,10),6,5		
201054112701	ダ	右	1400	晴	重	15:40	四万十町松葉川特別		2010-11-27	13	高知	5	(見込)		5	130	1	5.0	100	1.0	9.0	110	2.0	1.0	140	3.0	5-9	250	1	5-9	110	1	1-5	320	4	1-9	730	9	5=>9	400	1	1-5-9	820	4	5=>9=>1	2190	5.0	9,2,5,6,(4,8),3,7,1	9,(2,5),6,4,8,1,7,3	9,5,6,(2,8),4,(1,7),3	9,5,(1,6),7,8,4,3,2		
201054112702	ダ	右	1300	晴	重	16:10	C3　ー12		2010-11-27	13	高知	5	(見込)		3	440	2	3.0	110	1.0	2.0	620	5.0				2-3	2810	8	2-3	880	9	3-6	510	7	2-6	2,950	10	3=>2	4820	15	2-3-6	10110	14	3=>2=>6	36130	62.0	2357416	2,3,5,7,(1,4),6	2,3,(5,6),7,4,1	3267541		
201054120401	ダ	右	1300	晴	不良	15:40	C3　ー5下		2010-12-4	14	高知	1	(見込)		1	270	2	1.0	110	1.0	3.0	170	3.0				1-3	390	2	1-3	100	1	1-7	100	2	3-7	110	3	1=>3	390	1	1-3-7	100	1	1=>3=>7	520	1.0	3,7,1,6,2,(4,5)	(3,7),1,6,2,4,5	(3,7,1),6,4,2,5	1376425		
201054120402	ダ	右	1300	晴	不良	16:10	C3　ー5上		2010-12-4	14	高知	1	(見込)		4	300	2	4.0	230	3.0	3.0	120	2.0				3-4	130	1	3-4	100	1	4-7	110	3	3-7	100	2	4=>3	660	6	3-4-7	100	1	4=>3=>7	760	6.0	5741326	5743126	7,(5,4),3,1,2,6	7435162		
201054120501	ダ	右	1400	晴	重	15:40	室戸ジオパーク特別 		2010-12-5	14	高知	2	(見込)		3	250	1	3.0	110	1.0	8.0	160	3.0	6.0	140	2.0	3-8	500	2	3-8	260	3	3-6	630	11	6-8	520	6	3=>8	660	2	3-6-8	2680	10	3=>8=>6	5290	20.0	8,5,3,1,6,(4,7),2,9	853164729	(8,5),3,6,1,4,7,2,9	8,3,5,6,(4,1),7,2,9		
201054120502	ダ	右	1300	晴	重	16:10	C3ニ		2010-12-5	14	高知	2	(見込)		4	190	2	4.0	110	1.0	5.0	290	3.0				4-5	1030	3	4-5	240	3	4-7	690	5	5-7	730	6	4=>5	1310	6	4-5-7	2250	6	4=>5=>7	6390	17.0	2,6,(3,7),1,4,5	2673415	7,(2,3),4,6,5,1	4735126		
201054121201	ダ	右	1400	晴	稍重	15:40	奈半利野根山街道特別		2010-12-12	14	高知	4	(見込)		10	1860	5	10.0	220	4.0	8.0	100	1.0	6.0	160	3.0	8-10	2370	9	8-10	650	9	6-10	900	11	6-8	380	4	10=>8	8040	19	6-8-10	1980	6	10=>8=>6	27010	58.0	7,8,(1,10),6,4,9,5,2,3	7,(8,10),(1,6),4,5,9,2,3	(7,8,10),(1,6),(4,9),5,2,3	8,6,10,7,(3,4),(1,9),2,5		
201054121202	ダ	右	1300	晴	稍重	16:10	C2ロ		2010-12-12	14	高知	4	(見込)		7	280	2	7.0	110	2.0	9.0	100	1.0	5.0	190	4.0	7-9	130	1	7-9	100	1	5-7	650	7	5-9	530	6	7=>9	300	2	5-7-9	800	3	7=>9=>5	3150	9.0	379856214	3,7,9,8,5,(2,6),1,4	379586214	793581642		
201054121203	ダ	右	1300	晴	稍重	16:40	C2イ		2010-12-12	14	高知	4	(見込)		3	1330	3	3.0	160	3.0	1.0	110	1.0	8.0	180	5.0	1-3	210	1	1-3	100	1	3-8	460	6	1-8	220	4	3=>1	1990	5	1-3-8	330	1	3=>1=>8	6670	14.0	8,3,6,(1,5),(4,7),9,2	836154792	836154792	8,3,1,4,(6,5,7),2,9		
201054121204	ダ	右	1300	晴	稍重	17:20	C1ロ		2010-12-12	14	高知	4	(見込)		3	380	2	3.0	150	3.0	8.0	290	6.0	6.0	120	1.0	3-8	4220	12	3-8	530	8	3-6	130	1	6-8	380	5	3=>8	5490	15	3-6-8	720	3	3=>8=>6	8930	27.0	7,5,(3,8),4,2,6,1	7,(3,5),8,4,2,6,1	7,8,(3,5),4,2,6,1	38724615		
201054121205	ダ	右	1300	晴	稍重	17:55	がんばる競馬激励特別		2010-12-12	14	高知	4	(見込)		5	150	1	5.0	110	1.0	7.0	190	5.0	1.0	140	3.0	5-7	770	3	5-7	260	3	1-5	240	2	1-7	550	8	5=>7	720	4	1-5-7	1390	5	5=>7=>1	3300	11.0	5,4,7,1,6,(2,3,9),8	5,4,7,1,6,(2,9,3),8	5,7,4,1,6,(2,8,3),9	5,7,(2,1),6,4,(3,9),8		
201054121206	ダ	右	1400	晴	稍重	18:25	勝馬メンコ特別		2010-12-12	14	高知	4	(見込)		7	680	3	7.0	140	3.0	9.0	140	4.0	4.0	100	1.0	7-9	5680	11	7-9	710	9	4-7	130	1	4-9	330	3	7=>9	5840	12	4-7-9	570	2	7=>9=>4	12540	34.0	783459612	7,8,(3,4),9,(2,5),1,6	7,(8,4),3,9,6,2,1,5	749831625		
201054121207	ダ	右	1400	晴	稍重	18:55	B　ー5		2010-12-12	14	高知	4	(見込)		2	120	1	2.0	100	2.0	6.0	110	3.0	4.0	100	1.0	2-6	500	2	2-6	140	2	2-4	120	1	4-6	160	3	2=>6	630	2	2-4-6	200	1	2=>6=>4	720	2.0	2,6,(1,5),10,9,8,7,(3,4)	26159810743	2,6,1,5,9,(7,8),10,4,3	26154793810		
201054121208	ダ	右	1600	晴	稍重	19:25	B　ー3		2010-12-12	14	高知	4	(見込)		3	450	3	3.0	120	3.0	5.0	100	2.0	2.0	100	1.0	3-5	610	3	3-5	180	2	2-3	140	1	2-5	190	3	3=>5	1070	3	2-3-5	280	1	3=>5=>2	2530	6.0	167259438	1,(6,7),(2,5),9,4,3,8	(1,6,7),2,5,3,9,4,8	3,2,7,(6,5),1,9,8,4		
201054121209	ダ	右	1600	晴	稍重	19:55	B　ー2		2010-12-12	14	高知	4	(見込)		3	560	5	3.0	140	3.0	8.0	100	1.0	1.0	150	4.0	3-8	1700	7	3-8	390	7	1-3	780	10	1-8	240	2	3=>8	5850	18	1-3-8	1500	5	3=>8=>1	16310	49.0	1,4,2,7,5,3,(9,6,8),10	1,(4,7,5),2,3,8,9,6,10	1,5,(2,3,7),4,8,9,6,10	(1,3),(2,5),8,(7,9),4,10,6		
201054121210	ダ	右	1600	晴	稍重	20:25	高知芋けんぴ特別 		2010-12-12	14	高知	4	(見込)		2	530	4	2.0	140	2.0	5.0	1,260	8.0	3.0	190	4.0	2-5	8770	15	2-5	3,700	21	2-3	590	7	3-5	5,910	24	2=>5	21320	31	2-3-5	8290	19	2=>5=>3	72960	132.0	274659381	276453981	275943681	2,5,(3,9),8,7,4,1,6		
201054121211	ダ	右	1300	晴	稍重	20:55	ファイナルレース		2010-12-12	14	高知	4	(見込)		7	210	1	7.0	130	1.0	9.0	160	4.0	8.0	140	2.0	7-9	1040	4	7-9	620	9	7-8	420	5	8-9	250	2	7=>9	2090	7	7-8-9	1050	2	7=>9=>8	8000	15.0	9,(3,6),7,2,8,1,4,5	9,7,(3,6),(1,2),8,4,5	973621845	9,7,3,(1,8),2,4,6,5		
201054122501	ダ	右	1400	晴	重	15:20	サンタとトナカイ特別		2010-12-25	15	高知	2	(見込)		10	190	1	10.0	120	1.0	3.0	290	4.0	6.0	440	8.0	3-10	620	1	3-10	380	3	6-10	1,090	11	3-6	1,590	21	10=>3	910	1	3-6-10	3800	12	10=>3=>6	5690	16.0	5,9,10,(3,6),4,1,8,2,7	5,9,10,(3,6),4,8,1,2,7	5,(10,9,6),3,8,4,7,1,2	10,3,(5,6),4,9,8,7,1,2		
201054122502	ダ	右	1300	晴	重	15:50	C3イ		2010-12-25	15	高知	2	(見込)		2	300	2	2.0	100	1.0	4.0	100	2.0				2-4	100	1	2-4	100	2	1-2	100	1	1-4	120	3	2=>4	340	2	1-2-4	100	1	2=>4=>1	440	2.0	24135	2,4,(1,5),3	2,4,(1,5),3	24135		
201054010101	ダ	右	1300	晴	良	13:00	元旦は高知競馬特別		2010-1-1	15	高知	2	(馬齢)		1	110	1	1.0	100	1.0	5.0	130	3.0	3.0	100	2.0	1-5	280	2	1-5	110	2	1-3	100	1	3-5	140	3	1=>5	280	1	1-3-5	230	1	1=>5=>3	490	1.0	1,5,6,(4,7),2,3,8	1,5,(4,6),2,7,3,8	1,5,(4,6),(2,7),3,8	1,(3,5),4,6,2,7,8		
201054010102	ダ	右	1300	晴	良	13:30	門松特別		2010-1-1	15	高知	2	(馬齢)		1	210	1	1.0	110	2.0	2.0	100	1.0				1-2	200	1	1-2	130	2	1-4	210	4	2-4	120	1	1=>2	240	1	1-2-4	290	2	1=>2=>4	980	3.0	251374	2,(1,5),3,7,4	2,(1,5),(4,3),7	124537		
201054010103	ダ	右	1300	晴	良	14:00	しめ縄特別		2010-1-1	15	高知	2	(馬齢)		2	120	1	2.0	110	1.0	5.0	150	3.0				2-5	410	2	2-5	160	2	2-7	100	1	5-7	170	3	2=>5	470	2	2-5-7	160	1	2=>5=>7	630	3.0	5762413	5,(2,7),6,4,1,3	5,(2,7),6,(1,3),4	2573164		
201054010104	ダ	右	1300	晴	良	14:30	熊手特別		2010-1-1	15	高知	2	(馬齢)		3	100	1	3.0	100	1.0	2.0	150	3.0	7.0	280	5.0	2-3	230	1	2-3	190	2	3-7	800	8	2-7	3,330	20	3=>2	400	2	2-3-7	2680	9	3=>2=>7	3340	9.0	(5,8),3,6,(1,4),7,2	5,8,3,(1,6),4,(7,2)	(5,8),3,1,6,(4,7,2)	3,8,5,(1,2),7,6,4		
201054010105	ダ	右	1400	晴	良	15:05	鶴亀特別		2010-1-1	15	高知	2	(馬齢)		5	330	2	5.0	100	1.0	3.0	100	2.0	8.0	130	3.0	3-5	160	1	3-5	110	1	5-8	210	3	3-8	170	2	5=>3	450	2	3-5-8	210	1	5=>3=>8	720	2.0	(1,2),3,8,5,7,6,4	1,2,3,8,(6,5,7),4	(2,3,8),5,(1,7),6,4	3,8,(2,5),7,6,4,1		
201054010106	ダ	右	1300	晴	良	15:40	200戦記念特別		2010-1-1	15	高知	2	(馬齢)		1	130	1	1.0	100	1.0	5.0	100	2.0	8.0	140	4.0	1-5	210	1	1-5	130	1	1-8	180	3	5-8	180	4	1=>5	350	1	1-5-8	300	1	1=>5=>8	690	1.0	157982436	1,5,7,9,(2,8),4,3,6	1,5,7,(8,9),2,6,4,3	158796243		
201054010107	ダ	右	1400	晴	良	16:20	破魔矢特別		2010-1-1	15	高知	2	(馬齢)		5	180	1	5.0	100	1.0	9.0	100	2.0	1.0	190	5.0	5-9	200	1	5-9	130	1	1-5	620	11	1-9	430	5	5=>9	320	1	1-5-9	1010	3	5=>9=>1	2590	6.0	10,(5,6),8,1,(4,9),7,2,3	10658149273	10,6,(5,8,9),(1,4),3,7,2	5,1,9,6,(8,4),3,(2,7),10		
201054010108	ダ	右	1400	晴	良	16:55	破魔弓特別		2010-1-1	15	高知	2	(馬齢)		9	190	1	9.0	100	1.0	5.0	100	2.0	11.0	210	5.0	5-9	130	1	5-9	130	1	9-11	180	2	5-11	260	4	9=>5	280	1	5-9-11	330	1	9=>5=>11	640	1.0	189510471163	1,9,8,(5,10),4,7,11,6,3	1,(8,9),10,5,4,(7,11),6,3	5,9,(1,8,10),7,4,11,6,3		
201054010109	ダ	右	1600	晴	良	17:30	初夢特別 		2010-1-1	15	高知	2	(馬齢)		4	150	1	4.0	100	1.0	8.0	120	2.0	7.0	520	7.0	4-8	180	1	4-8	120	1	4-7	750	9	7-8	1,110	11	4=>8	380	1	4-7-8	1600	5	4=>8=>7	3590	10.0	4112711065398	4,11,1,(2,7),10,6,3,5,9,8	4,11,(1,7,8),10,3,5,9,2,6	4,7,(1,8),11,3,10,5,(2,9),6		
201054010110	ダ	右	1400	晴	良	18:05	金の鞍賞	G	2010-1-1	15	高知	2	(定量)		7	100	1	7.0	100	1.0	5.0	100	2.0	4.0	110	3.0	5-7	190	1	5-7	110	1	4-7	110	2	4-5	210	4	7=>5	220	1	4-5-7	170	1	7=>5=>4	350	1.0	7,(2,4),6,5,(10,9),1,8,3	7,2,4,6,5,9,(1,10),8,3	7,4,(2,5,6,9),(1,10),(8,3)	7,4,5,9,1,6,10,8,(2,3)		
201054010201	ダ	右	1300	晴	良	13:00	D6		2010-1-2	15	高知	3	(馬齢)		3	300	2	3.0	100	2.0	7.0	100	1.0	1.0	120	3.0	3-7	140	1	3-7	100	1	1-3	200	4	1-7	170	2	3=>7	390	2	1-3-7	190	1	3=>7=>1	760	2.0	7,8,(1,3,5),2,4,6	71823546	7,8,(1,3),2,4,5,6	73182456		
201054010202	ダ	右	1300	晴	良	13:30	C3		2010-1-2	15	高知	3	(馬齢)		8	130	1	8.0	100	2.0	6.0	100	1.0	4.0	130	3.0	6-8	150	1	6-8	120	1	4-8	160	2	4-6	190	3	8=>6	260	1	4-6-8	220	1	8=>6=>4	360	1.0	7,6,4,1,8,2,(3,5)	7,(4,6,8),1,2,3,5	7,8,(4,6,5),(1,3),2	4,8,(7,6),5,1,3,2		
