	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201247030107	ダ	右	1400	晴	重	14:55	サラ系C9組		2012-3-1	20	笠松	4			6.0	140.0	1.0	6.0	100	1.0	10.0	120	3.0	5.0	110	2.0	6-8	180.0	1.0	6-10	260.0	2.0	6=>8	360.0	2.0	6=>10	370.0	2.0	5-6-10	150.0	1.0	6=>10=>5	500.0	2.0		41056392817.0	41056398217.0	10564398217.0											
201247030108	ダ	右	1600	晴	重	15:35	白梅賞		2012-3-1	20	笠松	4			5.0	240.0	1.0	5.0	110	1.0	7.0	130	2.0	9.0	510	7.0	5-7	170.0	1.0	5-7	200.0	1.0	5=>7	290.0	1.0	5=>7	270.0	1.0	5-7-9	1190.0	3.0	5=>7=>9	2240.0	6.0		10713258694.0	10751839624.0	75108936412.0											
201247030109	ダ	右	1400	晴	重	16:20	桃花特別 		2012-3-1	20	笠松	4			5.0	650.0	3.0	5.0	190	3.0	4.0	140	2.0	1.0	320	6.0	4-5	390.0	1.0	4-5	420.0	1.0	5=>4	1110.0	4.0	5=>4	1120.0	3.0	1-4-5	730.0	3.0	5=>4=>1	3920.0	8.0		675241938.0	675241938.0	674152983.0											
201247030201	ダ	右	800	雨	不良	11:00	サラ系3歳9組		2012-3-2	20	笠松	5			7.0	230.0	1.0	7.0	110	1.0	8.0	120	2.0	10.0	270	5.0	7-7	210.0	1.0	7-8	240.0	1.0	7=>7	250.0	1.0	7=>8	410.0	1.0	7-8-10	820.0	3.0	7=>8=>10	3080.0	8.0				71086912354.0											
201247030202	ダ	右	1400	雨	不良	11:30	サラ系3歳8組		2012-3-2	20	笠松	5			3.0	110.0	1.0	3.0	100	1.0	8.0	110	3.0	9.0	170	4.0	3-7	250.0	1.0	3-8	250.0	1.0	3=>7	440.0	2.0	3=>8	270.0	1.0	3-8-9	420.0	2.0	3=>8=>9	970.0	3.0		23851104967.0	23810594167.0	38210954167.0											
201247030203	ダ	右	1400	雨	不良	12:05	サラ系3歳7組		2012-3-2	20	笠松	5			10.0	470.0	2.0	10.0	140	1.0	4.0	150	3.0	1.0	330	7.0	4-8	670.0	3.0	4-10	1510.0	5.0	8=>4	1320.0	3.0	10=>4	2580.0	9.0	1-4-10	11700.0	42.0	10=>4=>1	51980.0	170.0		41067189235	41067819235	4,10,6,7,1,8,2,9,3=5											
201247030204	ダ	右	1400	雨	不良	12:40	サラ系C19組		2012-3-2	20	笠松	5			5.0	160.0	1.0	5.0	100	1.0	10.0	100	2.0	6.0	130	4.0	5-8	220.0	1.0	5-10	170.0	1.0	5=>8	240.0	1.0	5=>10	260.0	1.0	5-6-10	520.0	2.0	5=>10=>6	1240.0	3.0		57101694382	5,10,7,1,6-9,3,4,8-2	5,10,6,7,1-3,9,4,8-2											
201247030205	ダ	右	1400	雨	不良	13:15	サラ系C18組		2012-3-2	20	笠松	5			9.0	220.0	2.0	9.0	100	1.0	4.0	190	4.0	10.0	180	3.0	4-8	1330.0	3.0	4-9	2340.0	4.0	8=>4	1310.0	4.0	9=>4	1610.0	5.0	4-9-10	2220.0	5.0	9=>4=>10	9120.0	22.0		91081476325.0	91081465237.0	91084612537.0											
201247031301	ダ	右	1400	晴	良	11:00	サラ系3歳6組		2012-3-13	21	笠松	1			9.0	160.0	1.0	9.0	120	1.0	6.0	210	4.0	10.0	260	5.0	6-8	550.0	2.0	6-9	640.0	2.0	8=>6	900.0	2.0	9=>6	990.0	2.0	6-9-10	2240.0	7.0	9=>6=>10	14030.0	49.0		46923871015	46923810751	9,6,4-3,10,2,5,8,1,7											
201247031302	ダ	右	1400	晴	良	11:30	サラ系3歳5組		2012-3-13	21	笠松	1			6.0	100.0	1.0	6.0	100	1.0	8.0	380	7.0	7.0	150	2.0	6-8	370.0	2.0	6-8	2850.0	8.0	6=>8	280.0	1.0	6=>8	3150.0	10.0	6-7-8	5090.0	18.0	6=>8=>7	18190.0	45.0		68743192.0	68743912.0	68731492.0											
201247031303	ダ	右	1400	晴	良	12:05	サラ系3歳4組		2012-3-13	21	笠松	1			4.0	390.0	3.0	4.0	140	4.0	8.0	140	3.0	6.0	140	2.0	4-8	300.0	1.0	4-8	480.0	1.0	4=>8	680.0	3.0	4=>8	1020.0	3.0	4-6-8	460.0	1.0	4=>8=>6	3340.0	12.0		468592137.0	468951273.0	468591723.0											
201247031304	ダ	右	1400	晴	良	12:40	サラ系C27組牝馬		2012-3-13	21	笠松	1	牝		6.0	120.0	1.0	6.0	130	1.0	8.0	150	3.0	2.0	830	8.0	6-7	490.0	3.0	6-8	630.0	3.0	6=>7	770.0	2.0	6=>8	980.0	4.0	2-6-8	19660.0	28.0	6=>8=>2	56380.0	94.0		56481023719.0	56841027931.0	56842101793.0											
201247031401	ダ	右	1400	晴	良	11:00	サラ系3歳3組		2012-3-14	21	笠松	2			6.0	150.0	1.0	6.0	110	2.0	4.0	100	1.0							4-6	100.0	1.0				6=>4	260.0	1.0	4-5-6	120.0	1.0	6=>4=>5	310.0	1.0		654123.0	465123.0	465123.0											
201247031402	ダ	右	1400	晴	良	11:30	サラ系C21組		2012-3-14	21	笠松	2			9.0	110.0	1.0	9.0	100	1.0	3.0	120	2.0	2.0	280	6.0	3-8	170.0	1.0	3-9	170.0	1.0	8=>3	230.0	1.0	9=>3	210.0	1.0	2-3-9	5870.0	12.0	9=>3=>2	6060.0	17.0		93101452867.0	93105412867.0	93110452867.0											
201247031403	ダ	右	1400	晴	良	12:05	愛Love笠松けいば		2012-3-14	21	笠松	2			6.0	120.0	1.0	6.0	120	2.0	2.0	160	3.0	9.0	210	4.0	2-6	100.0	1.0	2-6	100.0	1.0	6=>2	140.0	1.0	6=>2	140.0	1.0	2-6-9	170.0	1.0	6=>2=>9	220.0	1.0		6325941710.0	4623957110.0	6429351071.0											
201247031404	ダ	右	1400	晴	良	12:40	サラ系C19組		2012-3-14	21	笠松	2			4.0	440.0	3.0	4.0	110	2.0	2.0	110	1.0	3.0	160	4.0	2-4	280.0	1.0	2-4	230.0	1.0	4=>2	930.0	3.0	4=>2	570.0	2.0	2-3-4	280.0	1.0	4=>2=>3	1520.0	4.0		13284107956.0	13428710956.0	43127810956.0											
201247031405	ダ	右	1400	晴	良	13:15	久保田智誕生36周年		2012-3-14	21	笠松	2			2.0	110.0	1.0	2.0	110	1.0	6.0	380	4.0	10.0	530	5.0	2-6	590.0	2.0	2-6	550.0	2.0	2=>6	490.0	2.0	2=>6	560.0	2.0	2-6-10	1320.0	5.0	2=>6=>10	2530.0	8.0		81036594712.0	81067394251.0	10867329541.0											
201247031406	ダ	右	1400	晴	良	13:50	愛Love笠松けいば		2012-3-14	21	笠松	2	牝		8.0	150.0	1.0	8.0	100	3.0	1.0	100	2.0	4.0	100	1.0	1-7	120.0	1.0	1-8	110.0	1.0	7=>1	310.0	2.0	8=>1	340.0	2.0	1-4-8	160.0	1.0	8=>1=>4	500.0	2.0		12478596310	18427596310	1,8,4,2,9,5,7,6,3-10											
201247031407	ダ	右	1400	晴	良	14:25	サラ系3歳1組特別 		2012-3-14	21	笠松	2			6.0	110.0	1.0	6.0	110	1.0	2.0	340	4.0							2-6	510.0	2.0				6=>2	580.0	2.0	2-6-7	1390.0	6.0	6=>2=>7	3010.0	11.0		6243751	6,2,4,3,7,5=1	6-2,4,3,7,5=1											
201247031408	ダ	右	1400	晴	良	15:00	つくし賞		2012-3-14	21	笠松	2	(別定)		5.0	170.0	1.0	5.0	120	1.0	6.0	160	4.0	9.0	170	5.0	5-6	710.0	4.0	5-6	620.0	3.0	5=>6	1010.0	5.0	5=>6	890.0	4.0	5-6-9	1150.0	6.0	5=>6=>9	3100.0	8.0		24567198310.0	56942718310.0	56947218310.0											
201247031409	ダ	右	1400	晴	良	15:35	春蘭特別 		2012-3-14	21	笠松	2	(別定)		1.0	550.0	4.0	1.0	210	4.0	3.0	220	5.0	6.0	180	3.0	1-3	3060.0	12.0	1-3	3310.0	17.0	1=>3	3110.0	20.0	1=>3	5280.0	26.0	1-3-6	3570.0	19.0	1=>3=>6	24500.0	98.0		15106387429	1,5,10,6,3,8,7-4,2,9	1,5,10,6,3,8,7=4,2,9											
201247031501	ダ	右	800	晴	良	11:00	サラ系3歳8組		2012-3-15	21	笠松	3			7.0	110.0	1.0	7.0	100	1.0	5.0	210	4.0	4.0	190	3.0				5-7	670.0	4.0				7=>5	910.0	4.0	4-5-7	430.0	2.0	7=>5=>4	1750.0	9.0				75432619.0											
201247031502	ダ	右	1400	晴	良	11:30	サラ系3歳7組		2012-3-15	21	笠松	3			2.0	380.0	2.0	2.0	190	2.0	9.0	310	4.0	4.0	2,230	9.0	2-8	180.0	1.0	2-9	1490.0	6.0	2=>8	650.0	3.0	2=>9	1790.0	6.0	2-4-9	57250.0	49.0	2=>9=>4	175350.0	172.0		892154736.0	892547136.0	892541763.0											
201247031503	ダ	右	1400	晴	良	12:00	Thanks笠松けい		2012-3-15	21	笠松	3	牝		1.0	1290.0	4.0	1.0	570	5.0	9.0	130	2.0	5.0	140	3.0	1-8	1580.0	5.0	1-9	1390.0	4.0	1=>8	4670.0	16.0	1=>9	3070.0	9.0	1-5-9	890.0	3.0	1=>9=>5	11870.0	34.0		95863110427	95836110427	9,5,8,3,1,10,6,4-2,7											
201247031601	ダ	右	1400	曇	良	10:50	サラ系C10・13組		2012-3-16	21	笠松	4			1.0	140.0	1.0	1.0	100	1.0	10.0	870	6.0	2.0	110	2.0	1-8	480.0	3.0	1-10	1860.0	4.0	1=>8	460.0	2.0	1=>10	4630.0	9.0	1-2-10	750.0	4.0	1=>10=>2	4940.0	14.0		91731065248.0	19107236458.0	19107263458.0											
201247031602	ダ	右	1400	曇	良	11:20	サラ系C9組		2012-3-16	21	笠松	4			2.0	150.0	1.0	2.0	100	1.0	9.0	110	2.0	5.0	150	5.0	2-8	170.0	1.0	2-9	180.0	1.0	2=>8	230.0	1.0	2=>9	250.0	1.0	2-5-9	250.0	1.0	2=>9=>5	680.0	1.0		26954378110	2,6,9,5,4,3,7,8-1-10	2,9,5,6,4,7,3,8=1=10											
201247031603	ダ	右	1400	曇	良	11:50	GoGo笠松けいば第		2012-3-16	21	笠松	4			8.0	1590.0	3.0	8.0	290	5.0	9.0	280	4.0	5.0	120	2.0	7-8	3720.0	8.0	8-9	7010.0	10.0	7=>8	9650.0	17.0	8=>9	13730.0	21.0	5-8-9	3260.0	6.0	8=>9=>5	55880.0	91.0		45931271086.0	45918321076.0	59418321076.0											
201247031604	ダ	右	1400	曇	良	12:20	サラ系C7組		2012-3-16	21	笠松	4			8.0	350.0	2.0	8.0	120	2.0	7.0	100	1.0	6.0	750	8.0	7-7	180.0	1.0	7-8	210.0	1.0	7=>7	200.0	1.0	8=>7	750.0	3.0	6-7-8	12670.0	15.0	8=>7=>6	46570.0	63.0		78103691245.0	87936102145.0	87369142105.0											
201247031605	ダ	右	1400	曇	良	12:50	織田莱香ハッピハッピ		2012-3-16	21	笠松	4			1.0	140.0	1.0	1.0	100	1.0	6.0	140	3.0	3.0	100	2.0	1-6	640.0	3.0	1-6	710.0	3.0	1=>6	770.0	4.0	1=>6	780.0	3.0	1-3-6	420.0	1.0	1=>6=>3	1790.0	4.0		15931047682.0	15683941072.0	16385104972.0											
201247031606	ダ	右	1400	曇	良	13:20	GoGo笠松けいば第		2012-3-16	21	笠松	4			4.0	130.0	1.0	4.0	100	1.0	3.0	530	7.0	7.0	180	3.0	3-4	1480.0	5.0	3-4	1700.0	5.0	4=>3	3710.0	10.0	4=>3	2110.0	8.0	3-4-7	2230.0	8.0	4=>3=>7	8020.0	25.0		35101842796	3,10,5,4,1,8,7,2=6,9	3,4,10,7,1,5,2,8=6,9											
201247031607	ダ	右	1600	曇	良	13:50	サラ系C4組		2012-3-16	21	笠松	4			10.0	300.0	2.0	10.0	100	2.0	1.0	100	1.0	6.0	110	3.0	1-8	130.0	1.0	1-10	180.0	1.0	8=>1	540.0	2.0	10=>1	480.0	2.0	1-6-10	290.0	1.0	10=>1=>6	1180.0	3.0		18106547293.0	18106547293.0	11068547293.0											
201247031608	ダ	右	1400	曇	良	14:20	サラ系C12組特選		2012-3-16	21	笠松	4			5.0	180.0	1.0	5.0	100	1.0	9.0	150	3.0	3.0	450	6.0	5-8	150.0	1.0	5-9	250.0	1.0	5=>8	380.0	1.0	5=>9	440.0	1.0	3-5-9	2590.0	7.0	5=>9=>3	4880.0	15.0		51027394168.0	59107342168.0	51093274168.0											
201247031609	ダ	右	1800	曇	良	14:50	弥生特別 		2012-3-16	21	笠松	4			8.0	960.0	3.0	8.0	170	3.0	4.0	110	1.0	5.0	230	5.0				4-8	1020.0	4.0				8=>4	3180.0	12.0	4-5-8	2620.0	13.0	8=>4=>5	23730.0	68.0		67438512.0	67438512.0	64783512.0											
201247031610	ダ	右	1900	曇	良	15:25	東海クラウン 		2012-3-16	21	笠松	4			7.0	150.0	1.0	7.0	110	1.0	1.0	170	3.0	3.0	190	4.0	1-7	790.0	3.0	1-7	750.0	3.0	7=>1	1100.0	6.0	7=>1	1520.0	5.0	1-3-7	1890.0	7.0	7=>1=>3	7020.0	24.0		10537219864.0	75103129846.0	73511098246.0											
201247032601	ダ	右	1400	晴	稍重	11:00	サラ系3歳5組		2012-3-26	21	笠松	5			7.0	130.0	1.0	7.0	100	1.0	10.0	160	4.0	5.0	4,180	10.0	7-8	200.0	1.0	7-10	350.0	2.0	7=>8	250.0	1.0	7=>10	510.0	2.0	5-7-10	16050.0	29.0	7=>10=>5	14980.0	43.0		78101592364	78101529364	7,10,5,1,8,9,3,2,6-4											
201247032602	ダ	右	1400	晴	稍重	11:30	サラ系3歳4組		2012-3-26	21	笠松	5			10.0	110.0	1.0	10.0	100	1.0	6.0	100	2.0	2.0	120	3.0	6-8	170.0	1.0	6-10	140.0	1.0	8=>6	150.0	1.0	10=>6	220.0	1.0	2-6-10	200.0	1.0	10=>6=>2	300.0	1.0		11072698435.0	11062798435.0	10621789345.0											
201247032603	ダ	右	1400	晴	稍重	12:00	笠松競馬騎手会安全祈		2012-3-26	21	笠松	5	牝		8.0	3420.0	7.0	8.0	640	7.0	2.0	100	1.0	1.0	220	4.0	2-7	2910.0	8.0	2-8	3480.0	9.0	7=>2	11470.0	21.0	8=>2	19550.0	30.0	1-2-8	2220.0	8.0	8=>2=>1	67980.0	101.0		81524673910.0	81524673910.0	81254673910.0											
201247032604	ダ	右	1400	晴	稍重	12:30	サラ系C22組		2012-3-26	21	笠松	5			9.0	190.0	1.0	9.0	100	1.0	6.0	180	5.0	3.0	100	2.0	6-8	310.0	1.0	6-9	560.0	3.0	8=>6	670.0	3.0	9=>6	520.0	3.0	3-6-9	420.0	2.0	9=>6=>3	1390.0	4.0		91063215784.0	96103251784.0	93610521784.0											
201247032605	ダ	右	800	晴	稍重	13:05	南さん今後も宜しくね		2012-3-26	21	笠松	5			10.0	190.0	1.0	10.0	110	1.0	7.0	130	2.0	1.0	230	6.0	7-8	470.0	2.0	7-10	520.0	2.0	8=>7	550.0	2.0	10=>7	830.0	3.0	1-7-10	1900.0	8.0	10=>7=>1	4970.0	18.0				71091643582.0											
201247032606	ダ	右	1400	晴	稍重	13:35	笠松競馬騎手会安全祈		2012-3-26	21	笠松	5			8.0	340.0	2.0	8.0	100	2.0	1.0	110	3.0	2.0	100	1.0	1-7	690.0	3.0	1-8	710.0	3.0	7=>1	2240.0	5.0	8=>1	1190.0	5.0	1-2-8	220.0	1.0	8=>1=>2	1730.0	7.0		28197463510	2,8,1,4,7,9,6-10,3,5	8,2,1,4,7,6,9-3,10,5											
201247032607	ダ	右	1400	晴	稍重	14:05	サラ系C18組		2012-3-26	21	笠松	5			2.0	150.0	1.0	2.0	100	1.0	10.0	120	2.0	4.0	160	4.0	2-8	420.0	2.0	2-10	300.0	2.0	2=>8	490.0	2.0	2=>10	300.0	1.0	2-4-10	350.0	2.0	2=>10=>4	920.0	3.0		41023895761	4,10,2-3,9,8,5,7,1,6	2,4,10-8,3,9,5,7,6,1											
201247032608	ダ	右	1400	晴	稍重	14:35	サラ系C16組		2012-3-26	21	笠松	5			5.0	120.0	1.0	5.0	100	1.0	8.0	160	2.0	7.0	690	7.0	5-7	460.0	3.0	5-8	220.0	1.0	5=>7	390.0	2.0	5=>8	270.0	1.0	5-7-8	4400.0	11.0	5=>8=>7	7480.0	23.0		10384715629.0	10387415629.0	10857413629.0											
201247032609	ダ	右	1400	晴	稍重	15:05	サラ系C14組		2012-3-26	21	笠松	5			2.0	3010.0	4.0	2.0	240	5.0	10.0	100	1.0	8.0	190	4.0	2-8	820.0	3.0	2-10	830.0	3.0	2=>8	6350.0	8.0	2=>10	5120.0	8.0	2-8-10	610.0	4.0	2=>10=>8	30050.0	48.0		2,8,10,1,9,7,6,3,5-4	2,8,10,1,9,7,6,3,5=4	2,10,8,1,9,7,3,6,5=4											
201247032701	ダ	右	800	晴	良	11:00	サラ系3歳7組		2012-3-27	21	笠松	6			8.0	110.0	1.0	8.0	100	1.0	7.0	110	2.0	9.0	130	4.0	7-7	230.0	1.0	7-8	190.0	1.0	7=>7	230.0	1.0	8=>7	220.0	1.0	7-8-9	640.0	2.0	8=>7=>9	1120.0	3.0				8-7-9,2,10,3,5,1,6,4											
201247032702	ダ	右	1400	晴	良	11:30	サラ系3歳6組		2012-3-27	21	笠松	6			8.0	170.0	1.0	8.0	120	3.0	10.0	250	4.0	4.0	120	2.0	7-8	390.0	3.0	8-10	1080.0	4.0	7=>8	690.0	2.0	8=>10	1840.0	8.0	4-8-10	940.0	2.0	8=>10=>4	4230.0	13.0		34891017526	4,3,8,10,1,9,5,7-2,6	8,4,3,10,1,9,5,7-2-6											
201247032703	ダ	右	1400	晴	良	12:00	笠松競馬発展祈念第1		2012-3-27	21	笠松	6	牝		3.0	2000.0	4.0	3.0	230	5.0	5.0	110	1.0	9.0	600	7.0	3-5	320.0	2.0	3-5	370.0	1.0	3=>5	1170.0	6.0	3=>5	1310.0	6.0	3-5-9	290.0	1.0	3=>5=>9	1630.0	5.0		53109247816.0	53910218746.0	53910281764.0											
201247032704	ダ	右	1400	晴	良	12:35	坂野記念		2012-3-27	21	笠松	6			10.0	480.0	2.0	10.0	160	4.0	4.0	140	3.0	7.0	140	2.0	4-8	590.0	3.0	4-10	550.0	3.0	8=>4	1120.0	5.0	10=>4	990.0	3.0	4-7-10	270.0	1.0	10=>4=>7	2110.0	4.0		10467592381.0	10475621938.0	10476521398.0											
201247032705	ダ	右	1400	晴	良	13:10	大平有馬くん入学記念		2012-3-27	21	笠松	6			1.0	180.0	1.0	1.0	100	1.0	3.0	120	3.0	6.0	100	2.0	1-3	580.0	4.0	1-3	740.0	3.0	1=>3	790.0	3.0	1=>3	900.0	4.0	1-3-6	450.0	2.0	1=>3=>6	1950.0	7.0		13678294105.0	13678492510.0	13867495210.0											
201247032706	ダ	右	1400	晴	良	13:45	笠松競馬発展祈念第2		2012-3-27	21	笠松	6			1.0	110.0	1.0	1.0	100	1.0	6.0	170	4.0	8.0	110	2.0	1-6	750.0	2.0	1-6	830.0	2.0	1=>6	650.0	2.0	1=>6	960.0	2.0	1-6-8	230.0	1.0	1=>6=>8	1100.0	4.0		16391087254.0	16103982754.0	16103987524.0											
201247032707	ダ	右	1400	晴	良	14:20	サラ系C17組		2012-3-27	21	笠松	6			6.0	120.0	1.0	6.0	110	2.0	7.0	100	1.0	2.0	450	7.0	6-7	110.0	1.0	6-7	110.0	1.0	6=>7	150.0	1.0	6=>7	140.0	1.0	2-6-7	310.0	2.0	6=>7=>2	590.0	2.0		67191023485	6,7,9,1,2,3,10,4,8=5	6,7,1,2,4,3,9,10,8=5											
201247032708	ダ	右	1400	晴	良	14:55	サラ系C15組		2012-3-27	21	笠松	6			7.0	320.0	2.0	7.0	140	4.0	10.0	130	3.0	5.0	120	2.0	7-8	1080.0	5.0	7-10	1070.0	4.0	7=>8	1550.0	5.0	7=>10	2240.0	8.0	5-7-10	3890.0	10.0	7=>10=>5	9410.0	25.0		71042351698.0	71046125389.0	71046521389.0											
201247032709	ダ	右	1600	晴	良	15:30	サラ系C13組特選		2012-3-27	21	笠松	6			5.0	130.0	1.0	5.0	140	1.0	1.0	250	5.0	7.0	430	6.0	1-5	1210.0	4.0	1-5	1260.0	4.0	5=>1	1240.0	5.0	5=>1	1080.0	4.0	1-5-7	2250.0	8.0	5=>1=>7	6850.0	23.0		12951073846.0	19510273846.0	15910732486.0											
201247040201	ダ	右	1400	晴	良	11:00	サラ系3歳6組		2012-4-2	1	笠松	1			2.0	650.0	3.0	2.0	110	2.0	3.0	120	3.0	1.0	110	1.0	2-3	1550.0	4.0	2-3	1810.0	6.0	2=>3	3570.0	9.0	2=>3	3080.0	8.0	1-2-3	290.0	1.0	2=>3=>1	5130.0	15.0		18321075694.0	18321056794.0	13281057649.0											
201247040202	ダ	右	1400	晴	良	11:30	サラ系3歳5組		2012-4-2	1	笠松	1			9.0	180.0	1.0	9.0	100	1.0	8.0	100	2.0	1.0	200	5.0	8-8	180.0	1.0	8-9	240.0	1.0	8=>8	260.0	1.0	9=>8	320.0	1.0	1-8-9	1590.0	5.0	9=>8=>1	2930.0	8.0		89163472.0	89163742.0	89163724.0											
201247040203	ダ	右	1400	晴	良	12:00	サラ系C10組		2012-4-2	1	笠松	1			1.0	290.0	2.0	1.0	110	2.0	7.0	100	1.0	4.0	200	5.0	1-7	120.0	1.0	1-7	130.0	1.0	1=>7	400.0	2.0	1=>7	440.0	2.0	1-4-7	360.0	3.0	1=>7=>4	1750.0	7.0		741659238.0	741659283.0	741659328.0											
201247040401	ダ	右	1400	曇	不良	11:00	サラ系3歳4組		2012-4-4	1	笠松	2			6.0	740.0	3.0	6.0	110	2.0	3.0	100	1.0	5.0	1,320	6.0				3-6	200.0	2.0				6=>3	1460.0	5.0	3-5-6	18020.0	15.0	6=>3=>5	62520.0	46.0		23681475.0	23685714.0	32657814.0											
201247040402	ダ	右	1400	曇	不良	11:30	サラ系3歳3組		2012-4-4	1	笠松	2			1.0	140.0	1.0	1.0	120	2.0	5.0	110	1.0	2.0	180	4.0	1-5	180.0	1.0	1-5	190.0	1.0	1=>5	360.0	2.0	1=>5	300.0	1.0	1-2-5	400.0	2.0	1=>5=>2	1280.0	3.0		814529637.0	814652937.0	186524973.0											
201247040403	ダ	右	1400	曇	不良	12:05	サラ系C28組		2012-4-4	1	笠松	2			4.0	150.0	1.0	4.0	110	1.0	3.0	170	5.0	5.0	140	3.0	3-4	330.0	1.0	3-4	310.0	1.0	4=>3	480.0	1.0	4=>3	420.0	1.0	3-4-5	440.0	2.0	4=>3=>5	1700.0	3.0		354926781.0	345921687.0	345912687.0											
201247040404	ダ	右	1400	曇	不良	12:40	サラ系C27組		2012-4-4	1	笠松	2			8.0	160.0	1.0	8.0	100	1.0	5.0	100	2.0	9.0	140	3.0	5-7	260.0	1.0	5-8	240.0	1.0	7=>5	370.0	1.0	8=>5	390.0	1.0	5-8-9	390.0	2.0	8=>5=>9	1000.0	1.0		81094576132.0	89510476132.0	85910471632.0											
201247040405	ダ	右	800	雨	不良	13:15	サラ系C25組		2012-4-4	1	笠松	2			9.0	190.0	1.0	9.0	150	3.0	4.0	170	4.0	7.0	130	2.0	4-8	260.0	1.0	4-9	240.0	1.0	8=>4	420.0	1.0	9=>4	410.0	1.0	4-7-9	210.0	1.0	9=>4=>7	900.0	2.0				497658321.0											
201247040406	ダ	右	1400	晴	不良	13:50	サラ系C26組		2012-4-4	1	笠松	2			5.0	840.0	4.0	5.0	160	4.0	3.0	100	2.0	6.0	100	1.0	3-5	1190.0	5.0	3-5	780.0	4.0	5=>3	3050.0	11.0	5=>3	2840.0	13.0	3-5-6	270.0	1.0	5=>3=>6	4650.0	14.0		356284971.0	356284917.0	356248197.0											
201247040407	ダ	右	1400	晴	不良	14:25	賛同会杯		2012-4-4	1	笠松	2			2.0	110.0	1.0	2.0	100	1.0	4.0	100	2.0	7.0	130	4.0	2-4	180.0	1.0	2-4	170.0	1.0	2=>4	190.0	1.0	2=>4	200.0	1.0	2-4-7	280.0	1.0	2=>4=>7	520.0	1.0		274895631.0	247895361.0	247895631.0											
201247040408	ダ	右	1400	晴	不良	15:00	八重桜賞		2012-4-4	1	笠松	2	(別定)		5.0	250.0	1.0	5.0	120	1.0	6.0	120	2.0	3.0	160	4.0	5-6	340.0	1.0	5-6	280.0	1.0	5=>6	640.0	1.0	5=>6	580.0	1.0	3-5-6	660.0	2.0	5=>6=>3	2600.0	4.0		58136492107.0	56831791042.0	65378110924.0											
201247040409	ダ	右	1800	晴	不良	15:35	臥龍桜特別 		2012-4-4	1	笠松	2	(別定)		2.0	150.0	1.0	2.0	110	1.0	3.0	410	5.0							2-3	1520.0	6.0				2=>3	1850.0	9.0	1-2-3	7410.0	20.0	2=>3=>1	24210.0	74.0		1726345	1267435	1,2,6,4,3,7-5											
201247040601	ダ	右	1400	晴	重	11:00	サラ系3歳8組		2012-4-6	1	笠松	4			5.0	120.0	1.0	5.0	100	1.0	8.0	860	7.0	1.0	130	2.0				5-8	12370.0	16.0				5=>8	26220.0	31.0	1-5-8	14300.0	24.0	5=>8=>1	95150.0	123.0		58214673.0	58241673.0	58241673.0											
201247040602	ダ	右	1400	晴	重	11:30	サラ系3歳7組		2012-4-6	1	笠松	4			6.0	150.0	1.0	6.0	100	1.0	3.0	110	3.0	5.0	100	2.0				3-6	640.0	2.0				6=>3	960.0	3.0	3-5-6	330.0	1.0	6=>3=>5	1860.0	5.0		653247.0	653427.0	635427.0											
201247040603	ダ	右	1400	晴	重	12:00	サラ系C18組		2012-4-6	1	笠松	4			9.0	420.0	2.0	9.0	130	3.0	5.0	100	1.0	2.0	280	4.0	5-8	140.0	1.0	5-9	140.0	1.0	8=>5	420.0	2.0	9=>5	410.0	2.0	2-5-9	790.0	2.0	9=>5=>2	2950.0	8.0		956231847.0	956238147.0	952318647.0											
201247040604	ダ	右	1400	晴	重	12:30	サラ系C14・17組		2012-4-6	1	笠松	4			1.0	380.0	2.0	1.0	110	3.0	7.0	110	2.0	6.0	110	1.0	1-7	1060.0	5.0	1-7	970.0	3.0	1=>7	1710.0	6.0	1=>7	1370.0	5.0	1-6-7	180.0	1.0	1=>7=>6	2480.0	8.0		127649538.0	172649583.0	176249853.0											
201247040605	ダ	右	1400	晴	重	13:05	サラ系C13組		2012-4-6	1	笠松	4			3.0	190.0	1.0	3.0	110	1.0	9.0	160	3.0	4.0	130	2.0	3-8	320.0	2.0	3-9	390.0	2.0	3=>8	400.0	1.0	3=>9	600.0	2.0	3-4-9	370.0	1.0	3=>9=>4	1340.0	2.0		379865421.0	379865421.0	397865421.0											
201247040606	ダ	右	1400	晴	重	13:35	サラ系C12組		2012-4-6	1	笠松	4			8.0	130.0	1.0	8.0	100	1.0	3.0	120	2.0	1.0	190	5.0	3-7	320.0	1.0	3-8	300.0	1.0	7=>3	420.0	1.0	8=>3	380.0	2.0	1-3-8	440.0	2.0	8=>3=>1	930.0	1.0		10831425679.0	10831425679.0	10831542679.0											
