	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201253072910	ダ	右	1250	晴	良	17:50	岩清水スプリント		2012-7-29	8	福山	2	(馬齢)		3	230	1	3.0	120	1.0	7.0	270	4.0	2.0	610	8.0	3-7	720	3	3=>7	850	3	2-3-7	16060	30	3=>7=>2	28350	68	71093841256	71093841256	7,10,3,9,4,8,1,2,5-6	73910842156														
201253080401	ダ	右	1250	晴	良	12:20	「オープニングとく戦		2012-8-4	8	福山	3	(馬齢)		2	100	1	2.0	100	1.0	1.0	350	5.0	3.0	310	4.0	1-2	1360	5	2=>1	1530	5	1-2-3	2100	8	2=>1=>3	7300	19	9,(1,8),2-6,5,(4,3),10,7	9,8,1,2-5,6,(4,3),10,7	(9,2),8,1-5,(4,3),10,6,7	21981035467														
201253080402	ダ	右	1600	晴	良	12:55	ダリア特別 		2012-8-4	8	福山	3	(馬齢)		5	340	3	5.0	110	2.0	1.0	110	1.0				1-5	460	3	5=>1	750	5	1-3-5	150	1	5=>1=>3	1800	9	15432	15432	15342	15342														
201253080403	ダ	右	1600	晴	良	13:30	カンナ特別 		2012-8-4	8	福山	3	(馬齢)		1	150	1	1.0	150	1.0	4.0	950	6.0				1-4	1790	7	1=>4	1720	7	1-4-6	2100	7	1=>4=>6	6690	26	346251	346251	(4,6),3,(5,1),2	(4,6),1,5,3,2														
201253080404	ダ	右	1250	晴	良	14:05	なでしこセレクション		2012-8-4	8	福山	3	(馬齢)		1	110	1	1.0	110	1.0	2.0	600	5.0				1-2	1190	3	1=>2	1190	4	1-2-5	530	2	1=>2=>5	2170	7	1,5,3-4,2	1,5,3-4-2	1,5,3-(4,2)	1-5,3,2-4														
201253080405	ダ	右	1250	晴	良	14:40	C2三　C3		2012-8-4	8	福山	3	(馬齢)		1	1200	3	1.0	260	3.0	3.0	180	2.0				1-3	1300	4	1=>3	2530	10	1-2-3	310	1	1=>3=>2	6200	24	1,2,7,6,3,5-4	1,2,6,7,3,5=4	1,2,6,(7,3),5=4	1,2,3,6,5,7-4														
201253080406	ダ	右	1250	晴	良	15:15	C2二		2012-8-4	8	福山	3	(馬齢)		3	140	1	3.0	130	2.0	5.0	970	7.0	1.0	310	5.0	3-5	2760	9	3=>5	4300	12	1-3-5	6340	18	3=>5=>1	17310	47	23145768	2,3,1,(4,5),7,(6,8)	(2,3),1,5,4,7,(6,8)	3,5,(1,6),2,(7,4),8														
201253080407	ダ	右	1250	晴	良	15:50	あすか誕生日記		2012-8-4	8	福山	3	(馬齢)		2	1660	7	2.0	500	7.0	9.0	220	4.0	1.0	310	5.0	2-9	4960	18	2=>9	12050	37	1-2-9	13550	33	2=>9=>1	73850	193	921345876	921345867	(9,2),1,3,(5,4),8,(6,7)	9,2,1,3,(5,4),8,6,7														
201253080408	ダ	右	1250	曇	良	16:45	3歳4　条件		2012-8-4	8	福山	3	(馬齢)		8	480	2	8.0	100	1.0	10.0	110	2.0	9.0	180	4.0	8-10	660	3	8=>10	1570	5	8-9-10	790	1	8=>10=>9	6270	13	10,8,9,3,4,5,1,(2,6),7	10,8,4,9,(3,5),2,1,6,7	10894352176	(10,8),9,4,2,3,(5,7),1,6														
201253080409	ダ	右	1600	曇	良	17:15	風鈴特別 		2012-8-4	8	福山	3	(別定)		1	130	1	1.0	100	1.0	6.0	190	5.0	8.0	120	2.0	1-6	590	3	1=>6	850	4	1-6-8	540	2	1=>6=>8	2640	9	6,8,1,(2,3),5,(9,4),7,10	6,8,1,(2,3),5,9,4,7,10	68132594710	6,1,8,(2,3),10,5,(9,4),7														
201253080410	ダ	右	1250	曇	良	17:50	激熱スプリント		2012-8-4	8	福山	3	(馬齢)		5	290	2	5.0	140	2.0	2.0	340	6.0	8.0	210	3.0	2-5	2800	10	5=>2	4470	13	2-5-8	6140	18	5=>2=>8	24160	64	5,3,(7,8),1,6,2,10,9,4	5,3,8,7,6,(1,2),10,9,4	5,(3,8),7-6,1,2,9,10,4	58732619104														
201253080501	ダ	右	1250	晴	良	12:20	「オープニングとく戦		2012-8-5	8	福山	4	(馬齢)		4	110	1	4.0	100	1.0	1.0	640	6.0	8.0	560	5.0	1-4	490	2	4=>1	500	2	1-4-8	2530	8	4=>1=>8	3920	15	548697231	5,(4,8),6,9,7,2,3,1	(5,4),8,6,9,3,2,1,7	4,8,3,(6,9),1,2,7,5														
201253080502	ダ	右	1250	晴	良	12:50	C1四		2012-8-5	8	福山	4	(馬齢)		7	330	2	7.0	350	2.0	1.0	560	3.0				1-7	1510	6	7=>1	2380	9	1-5-7	420	1	7=>1=>5	4810	17	2,7,(3,5,6),(1,4)	2,7,(5,6),3,1,4	(2,7),5,(6,1),3,4	7,2,(5,6,1),3,4														
201253080503	ダ	右	1250	晴	良	13:20	C1三		2012-8-5	8	福山	4	(馬齢)		2	310	2	2.0	120	1.0	3.0	240	3.0				2-3	830	5	2=>3	1050	3	2-3-6	330	1	2=>3=>6	1690	3	4523167	4,(2,5),3,1,6,7	(4,2),5,3,6,(1,7)	(4,2),3,6,5,7,1														
201253080504	ダ	右	1250	晴	良	13:55	C1二		2012-8-5	8	福山	4	(馬齢)		6	110	1	6.0	100	1.0	2.0	260	4.0				2-6	670	3	6=>2	660	2	1-2-6	2820	10	6=>2=>1	6510	20	(1,3,4),6,2,7,5	1342675	1342675	1,(4,6),2,3,5,7														
201253080505	ダ	右	1250	晴	良	14:30	3歳2　条件		2012-8-5	8	福山	4	(馬齢)		5	160	1	5.0	120	1.0	9.0	240	7.0	6.0	130	2.0	5-9	2070	8	5=>9	2230	8	5-6-9	930	4	5=>9=>6	5470	16	2,9,5,1,(6,8),4,7,3	2-5,(9,8),1,6,4,3,7	2-5,(1,9),8,6,4,3,7	259186437														
201253080506	ダ	右	1250	晴	良	15:05	B3三		2012-8-5	8	福山	4	(馬齢)		8	170	1	8.0	110	1.0	2.0	120	2.0	4.0	200	6.0	2-8	620	3	8=>2	1160	5	2-4-8	950	6	8=>2=>4	3420	14	2,(1,3,4),8,6,7,5	24183675	(2,4),1,8,(3,6),7,5	(2,4,8),1,6,3,7,5														
201253080507	ダ	右	1250	晴	良	15:40	B3二		2012-8-5	8	福山	4	(馬齢)		8	120	1	8.0	110	1.0	6.0	170	2.0				6-8	220	1	8=>6	250	1	5-6-8	240	1	8=>6=>5	500	1	1637582	1673528	(1,6),(7,5,8),3,2	6,8,5,(1,7,2),3														
201253080508	ダ	右	1250	晴	良	16:15	B3一		2012-8-5	8	福山	4	(馬齢)		5	160	1	5.0	110	2.0	8.0	100	1.0	3.0	270	6.0	5-8	180	1	5=>8	300	1	3-5-8	550	2	5=>8=>3	1070	3	25718463	25718364	(2,5),8,(3,7),1,6,4	58236174														
201253080509	ダ	右	1600	曇	良	16:50	夕顔特別 		2012-8-5	8	福山	4	(別定)		4	300	2	4.0	170	3.0	10.0	520	8.0	2.0	320	5.0	4-10	1640	5	4=>10	2170	6	2-4-10	4610	14	4=>10=>2	11160	26	4,7,10,1,9,2,6,5,(3,8)	47101295638	4,7,10,1,2,9,(5,6),3,8	4,10,7,1,(2,9),5,3,6,8														
201253080510	ダ	右	1600	曇	良	17:25	門別町農業協同組合長 		2012-8-5	8	福山	4	(別定)		10	520	3	10.0	260	4.0	7.0	150	2.0	6.0	750	10.0	7-10	2340	7	10=>7	4510	13	6-7-10	105890	79	10=>7=>6	1154380	466	3,(10,9),2,5,1,7,4,8,6	31092517468	(3,10),2,9,1,7,5,4,6,8	(3,10),7,(5,6),9,(1,4),2,8														
201253081101	ダ	右	1250	曇	稍重	12:20	「オープニングとく戦		2012-8-11	9	福山	1	(馬齢)		9	140	1	9.0	100	1.0	8.0	220	6.0	1.0	100	2.0	8-9	740	2	9=>8	650	3	1-8-9	440	1	9=>8=>1	1780	6	3,9,1,8,(2,6,7),5,4	398126574	(3,9),8,1,2,6,5,7-4	(9,8),1,3,5,2,7,6-4														
201253081102	ダ	右	1250	曇	稍重	12:55	3歳6　条件		2012-8-11	9	福山	1	(馬齢)		1	250	2	1.0	130	1.0	4.0	270	4.0				1-4	450	2	1=>4	600	3	1-2-4	220	1	1=>4=>2	1130	4	1,2-3,4,5,6	1,2-3,4,5,6	1,2-4,3,6,5	1,2,4-(3,6)-5														
201253081103	ダ	右	1250	曇	良	13:30	3歳5　条件		2012-8-11	9	福山	1	(馬齢)		2	420	2	2.0	160	2.0	6.0	100	1.0				2-6	210	1	2=>6	660	3	2-5-6	500	2	2=>6=>5	2390	9	625413	6,2,5,4-1,3	6,2,5,4-1,3	6,2-5,4-1,3														
201253081104	ダ	右	1250	曇	良	14:05	3歳4　条件		2012-8-11	9	福山	1	(馬齢)		3	150	1	3.0	100	1.0	4.0	130	2.0				3-4	160	1	3=>4	210	1	2-3-4	490	2	3=>4=>2	780	3	346125	3,4,6,(1,2),5	3,4,(2,6),1,5	342651														
201253081105	ダ	右	1250	曇	良	14:40	C2三　C3		2012-8-11	9	福山	1	(馬齢)		6	260	1	6.0	150	2.0	5.0	180	4.0	4.0	810	8.0	5-6	410	1	6=>5	590	1	4-5-6	5470	16	6=>5=>4	16010	57	5,6,4,7,1,(3,2)-8-9	5,6,4,7,1,(3,2),8=9	5,6,4,7,1,3,2,8=9	5,6,4,1,7,3,2,8=9														
201253081106	ダ	右	1600	曇	良	15:15	B3三		2012-8-11	9	福山	1	(馬齢)		4	180	1	4.0	120	2.0	3.0	100	1.0				3-4	150	1	4=>3	350	2	3-4-5	230	1	4=>3=>5	620	2	1,3,(5,4),6,2	1,3,(5,4),6,2	(1,3),4,5,6,2	345162														
201253081801	ダ	右	1250	曇	良	12:15	「オープニングとく戦		2012-8-18	9	福山	3	(馬齢)		4	110	1	4.0	100	1.0	1.0	100	2.0	3.0	190	5.0	1-4	210	1	4=>1	210	1	1-3-4	540	2	4=>1=>3	820	1	4,5,(6,8),1,9,7,2,3	456189723	4,(1,5,6),(7,9),(3,8),2	4-1,6,2,9,7,3,5,8														
201253081802	ダ	右	800	曇	良	12:45	ルーキーシリーズ第四		2012-8-18	9	福山	3	(馬齢)		3	730	4	3.0	170	4.0	2.0	120	1.0	5.0	180	5.0	2-3	290	1	3=>2	1250	5	2-3-5	620	3	3=>2=>5	5300	16			32514876.0	32514867.0														
201253081803	ダ	右	1250	曇	良	13:15	3歳6　条件		2012-8-18	9	福山	3	(馬齢)		5	260	2	5.0	100	2.0	9.0	100	1.0	3.0	160	4.0	5-9	310	1	5=>9	420	1	3-5-9	820	3	5=>9=>3	1920	6	(5,9),4,2,3,(6,8),1,7	(5,9),4,2,3,(6,8),1,7	9,5,4,2,3-(6,8),7,1	(5,9),2,4,3,(6,7),8,1														
201253081804	ダ	右	1250	曇	良	13:45	3歳5　条件		2012-8-18	9	福山	3	(馬齢)		8	270	2	8.0	130	1.0	2.0	240	5.0	5.0	170	4.0	2-8	690	3	8=>2	1010	4	2-5-8	950	4	8=>2=>5	2770	8	248513976	281549376	281574396	(2,8),5,1,7,4,3,6,9														
201253081805	ダ	右	1250	曇	良	14:15	3歳4　条件		2012-8-18	9	福山	3	(馬齢)		6	310	2	6.0	110	1.0	7.0	640	7.0	4.0	120	3.0	6-7	5750	12	6=>7	6980	16	4-6-7	4080	11	6=>7=>4	31180	61	34786251	3,4,7,8,6-2,1,5	3,4,7,8,6-2,1,5	3,6,4,(7,8)-2,1,5														
201253081806	ダ	右	1250	晴	良	14:45	3歳3　条件		2012-8-18	9	福山	3	(馬齢)		5	150	1	5.0	100	1.0	1.0	150	4.0	8.0	140	3.0	1-5	210	1	5=>1	230	1	1-5-8	380	1	5=>1=>8	770	1	1,5,7,4,8,(2,6),3	15478263	(1,5)-8,(4,7,6),(2,3)	(1,5)-8-6,2,4,3,7														
201253081807	ダ	右	1130	晴	良	15:15	C2二　C3		2012-8-18	9	福山	3	(馬齢)		4	300	2	4.0	110	1.0	3.0	120	2.0				3-4	320	2	4=>3	570	2	3-4-7	280	1	4=>3=>7	1100	2	7,(1,4),6,3,2,5	7,4,1,6,3,2-5	7,4,(1,6,3),2-5	7,4,(1,3),2,6-5														
201253081808	ダ	右	1250	晴	良	15:45	C1五		2012-8-18	9	福山	3	(馬齢)		6	260	2	6.0	270	3.0	5.0	480	6.0	7.0	920	8.0	5-6	2190	7	6=>5	3720	11	5-6-7	34110	45	6=>5=>7	89500	140	6,(7,9),(1,2,4),8,5,3	679418523	679418532	6,7,(9,5),4,8,1,3,2														
201253081809	ダ	右	1600	晴	良	16:15	蛇円山特別 		2012-8-18	9	福山	3	(馬齢)		7	450	2	7.0	140	3.0	8.0	200	4.0	3.0	140	2.0	7-8	640	3	7=>8	1180	4	3-7-8	980	4	7=>8=>3	3330	10	5,7,6,8,3,4,2-1	57863421	(5,7),6,8,3,4,2,1	78563241														
201253081810	ダ	右	1600	晴	良	16:45	横山フルーツ賞 		2012-8-18	9	福山	3	(別定)		7	1060	3	7.0	200	4.0	4.0	140	2.0	1.0	150	3.0	4-7	1430	6	7=>4	2720	11	1-4-7	2110	8	7=>4=>1	13200	40	1,9,10,2,6,(3,7),4,8	1910263748	1,9,10,(2,6),7,4,3,8	1,7,4,(2,9),6,3,(10,8)														
201253081811	ダ	右	1600	晴	良	17:20	蔵王山特別 		2012-8-18	9	福山	3	(馬齢)		5	210	1	5.0	100	1.0	3.0	130	2.0	2.0	150	4.0	3-5	330	1	5=>3	460	1	2-3-5	460	1	5=>3=>2	1390	1	3,2,7,1,5,(4,6),8	32715648	32576148	5,(3,2),7,6,4,1,8														
201253081901	ダ	右	1250	晴	良	12:15	「オープニングとく戦		2012-8-19	9	福山	4	(馬齢)		4	130	1	4.0	100	1.0	5.0	220	3.0				4-5	380	2	4=>5	360	2	4-5-6	940	5	4=>5=>6	1250	5	1624375	1,(2,6,4),3,5,7	(6,4),(2,3),5,1,7	(6,4),(3,5),2-7,1														
201253081902	ダ	右	1250	晴	良	12:45	ルーキーシリーズ第五		2012-8-19	9	福山	4	(馬齢)		5	180	1	5.0	110	2.0	2.0	100	1.0				2-5	280	2	5=>2	500	2	2-3-5	120	1	5=>2=>3	620	2	2,3,1,5,(6,4)	2,3,1,5,4-6	(2,3),5,1,4,6	2,3,5=1,4,6														
201253081903	ダ	右	1250	晴	良	13:15	3歳1　条件		2012-8-19	9	福山	4	(馬齢)		2	2760	6	2.0	410	5.0	4.0	390	4.0	7.0	220	3.0	2-4	2750	9	2=>4	9200	25	2-4-7	5670	16	2=>4=>7	44820	93	6,(4,7),2,8,5,1,3	64728513	6,4,7,2,(5,8,1),3	47215368														
201253081904	ダ	右	1250	晴	良	13:45	C1三		2012-8-19	9	福山	4	(馬齢)		7	220	1	7.0	100	1.0	8.0	110	2.0	1.0	180	5.0	7-8	510	1	7=>8	660	1	1-7-8	930	2	7=>8=>1	2410	2	289743516	2,8,(7,9),5,4,1,3,6	2,8,7,9,5,4,1,(3,6)	827594163														
201253081905	ダ	右	1250	晴	良	14:15	C1二		2012-8-19	9	福山	4	(馬齢)		9	140	1	9.0	100	1.0	1.0	260	6.0	6.0	130	2.0	1-9	2360	6	9=>1	2850	8	1-6-9	2370	7	9=>1=>6	9510	28	1,6,5,8,(2,10),4,9,3,7	1,6,5,8,(2,10),4,9,3,7	1,6,5,(8,9),2,(10,4),3,7	1,9,6,5,8,(2,10),4,7,3														
201253081906	ダ	右	1250	晴	良	14:45	B3三		2012-8-19	9	福山	4	(馬齢)		5	210	2	5.0	110	2.0	6.0	150	4.0	7.0	100	1.0	5-6	1020	4	5=>6	1930	7	5-6-7	300	1	5=>6=>7	3040	11	5,6,7,2-1,3,4,8	5,(6,7),2,1,3-8,4	(5,6),7,2,1,3-8,4	(5,6,7),2,1,3-8-4														
201253081907	ダ	右	1250	晴	良	15:15	B3二		2012-8-19	9	福山	4	(馬齢)		6	450	2	6.0	110	2.0	2.0	100	1.0	1.0	140	3.0	2-6	190	1	6=>2	660	3	1-2-6	710	3	6=>2=>1	2180	7	26345871	26348517	26341587	26314587														
201253081908	ダ	右	1250	晴	良	15:45	B3一		2012-8-19	9	福山	4	(馬齢)		6	2110	6	6.0	380	7.0	9.0	150	2.0	7.0	160	3.0	6-9	12140	22	6=>9	29160	44	6-7-9	13410	34	6=>9=>7	216530	268	6,9,(1,2),7,4,5,8,3	6,(1,9),7,2,(4,5),8,3	6,1,9,2,7,5,(4,3),8	6,2,9,1,3,(7,5),4,8														
201253081909	ダ	右	1600	晴	良	16:15	彦山特別 		2012-8-19	9	福山	4	(馬齢)		8	390	2	8.0	340	6.0	4.0	290	5.0	6.0	210	4.0	4-8	1130	5	8=>4	3160	13	4-6-8	1940	6	8=>4=>6	12250	41	87462351	87462315	87462315	84762315														
201253081910	ダ	右	1600	晴	良	16:45	熊ヶ峰特別 		2012-8-19	9	福山	4	(別定)		7	970	4	7.0	190	4.0	2.0	270	6.0	1.0	130	1.0	2-7	3540	14	7=>2	15120	36	1-2-7	5660	22	7=>2=>1	46670	133	7,9,8,1,4,(2,6),5,3	791846253	7,9,1-2,4,(8,6),5,3	7,9,1,2-4,6,5-3,8														
201253081911	ダ	右	1600	晴	良	17:20	金杯	G	2012-8-19	9	福山	4	(馬齢)		8	130	1	8.0	110	2.0	1.0	190	4.0	5.0	100	1.0	1-8	760	3	8=>1	860	3	1-5-8	450	2	8=>1=>5	1800	5	85172346	85172346	8,5,1-7,2,3,4,6	8,(1,5)-7,2,3,6,4														
201253081912	ダ	右	1250	晴	良	18:00	「夕焼けサンセットと		2012-8-19	9	福山	4	(馬齢)		1	710	3	1.0	190	3.0	7.0	1,890	9.0	3.0	160	2.0	1-7	11840	16	1=>7	11750	20	1-3-7	13840	28	1=>7=>3	115550	147	1,5,2,7,10,(3,8),9,6,4	1,5,(2,7),10,3,8,(6,9),4	1,5,(7,10),3,9,2,8,6,4	1,(5,10),7,(3,9),2,6,8,4														
201253090101	ダ	右	1250	曇	良	11:50	「オープニングとく戦		2012-9-1	10	福山	1	(馬齢)		5	100	1	5.0	100	1.0	8.0	120	3.0	3.0	410	6.0	5-8	230	1	5=>8	230	1	3-5-8	960	3	5=>8=>3	1050	3	5,7,8,3,(2,6),4,1	5,7-8,3,6,2,1,4	57836124	5-3,8,(7,6),1,2,4														
201253090102	ダ	右	1250	曇	良	12:20	3歳3　条件		2012-9-1	10	福山	1	(馬齢)		1	170	1	1.0	110	2.0	4.0	110	3.0	6.0	100	1.0	1-4	450	2	1=>4	710	2	1-4-6	900	2	1=>4=>6	2200	5	(3,4),6,1,7,(2,5),8	(3,4),1,6,7,2,5,8	4,6,(3,1),7,2,8,5	4,6,1,3,(2,7,8),5														
201253090103	ダ	右	1250	曇	良	12:50	3歳2　条件		2012-9-1	10	福山	1	(馬齢)		1	470	3	1.0	130	2.0	8.0	100	1.0	5.0	130	3.0	1-8	490	1	1=>8	860	3	1-5-8	790	3	1=>8=>5	3180	10	1,7,(2,4,8),3,5,9,6	172843596	182457396	1,8,5,2,4,(9,6),3,7														
201253090104	ダ	右	1250	曇	良	13:20	なでしこセレクション		2012-9-1	10	福山	1	(馬齢)		2	480	3	2.0	330	3.0	1.0	380	5.0				1-2	620	4	2=>1	2050	12	1-2-5	1610	7	2=>1=>5	7860	34	(1,2,6),5,7,4,3	(1,2),6,5-7,3,4	1,2,6,5-3,7,4	1,2,5,6=3,7,4														
201253090105	ダ	右	1250	曇	良	13:55	C1四		2012-9-1	10	福山	1	(馬齢)		2	660	3	2.0	290	5.0	1.0	340	6.0	4.0	260	4.0	1-2	1790	8	2=>1	2710	10	1-2-4	2640	12	2=>1=>4	17540	51	27185436	27185436	27185436	27185436														
201253090106	ダ	右	1250	曇	良	14:30	C1三		2012-9-1	10	福山	1	(馬齢)		8	880	4	8.0	190	3.0	5.0	260	4.0	2.0	300	6.0	5-8	2050	9	8=>5	2760	13	2-5-8	4200	18	8=>5=>2	25880	85	48361527	4,8,3,(1,6),2,5,7	4,8,2,3,(1,6),5,7	84235167														
201253090107	ダ	右	1250	曇	良	15:05	C1二		2012-9-1	10	福山	1	(馬齢)		2	6890	7	2.0	210	6.0	4.0	110	1.0	8.0	170	3.0	2-4	700	3	2=>4	2410	9	2-4-8	1270	5	2=>4=>8	12820	38	(2,3),4,1,7,8,(6,5)	23148765	24317865	24781563														
201253090108	ダ	右	1250	曇	良	15:40	C1一		2012-9-1	10	福山	1	(馬齢)		2	140	1	2.0	100	1.0	5.0	150	3.0	7.0	160	4.0	2-5	390	2	2=>5	460	1	2-5-7	460	1	2=>5=>7	1060	1	578162439	578164239	5,7,1,8,(4,2),6,3,9	5,2,7,1,(8,4),9,3,6														
201253090109	ダ	右	1600	曇	良	16:15	すずむし特別 		2012-9-1	10	福山	1	(馬齢)		3	2140	7	3.0	220	6.0	1.0	100	1.0	5.0	100	2.0	1-3	1930	8	3=>1	5820	19	1-3-5	3480	13	3=>1=>5	34660	89	36812745	36187254	3,(6,1),8,5,7,2,4	31568742														
201253090110	ダ	右	1600	曇	良	16:55	りんどう特別 		2012-9-1	10	福山	1	(馬齢)		1	180	1	1.0	120	1.0	8.0	390	5.0	3.0	210	4.0	1-8	7020	15	1=>8	11630	23	1-3-8	9700	21	1=>8=>3	47130	102	349718652	349718652	3,(9,4),1,8,7,6,2,5	3,8,(4,1),9,6,5,2,7														
201253090201	ダ	右	1250	晴	良	11:50	「オープニングとく戦		2012-9-2	10	福山	2	(馬齢)		8	190	1	8.0	100	1.0	1.0	110	3.0	4.0	100	2.0	1-8	250	1	8=>1	320	1	1-4-8	270	1	8=>1=>4	630	1	1,4,6,3,8,10,5,(2,9),7	14638105927	1,8,4,6,3,10,5,9,(2,7)	(1,8),4,6,3-10,5,9,2,7														
201253090202	ダ	右	1250	晴	良	12:20	3歳4　条件		2012-9-2	10	福山	2	(馬齢)		2	320	2	2.0	150	3.0	10.0	140	2.0	1.0	300	6.0	2-10	1470	8	2=>10	1990	7	1-2-10	15750	35	2=>10=>1	53890	105	10,6,9,2,1,(4,8)-3,(5,7)	10629184375	10629184375	10,2,(1,6,9),4,8,3,7,5														
201253090203	ダ	右	1250	晴	良	12:50	C2三　C3		2012-9-2	10	福山	2	(馬齢)		1	590	3	1.0	370	5.0	8.0	300	4.0	9.0	220	3.0	1-8	1730	8	1=>8	3630	14	1-8-9	2100	11	1=>8=>9	12280	46	195348726	195348276	195382476	1,9,3,2,(5,8),7,4,6														
201253090204	ダ	右	1250	晴	良	13:20	C2二		2012-9-2	10	福山	2	(馬齢)		2	490	2	2.0	120	2.0	6.0	230	4.0	4.0	130	3.0	2-6	1580	6	2=>6	3840	16	2-4-6	1920	7	2=>6=>4	12890	41	9,2,1,4,3,5,10,8,(6,7)	9,2,(1,4),3,5,8,10,6,7	(9,2),1,4,3,8,5,6,10-7	24913865107														
201253090205	ダ	右	1130	晴	良	13:55	C2一		2012-9-2	10	福山	2	(馬齢)		1	170	1	1.0	100	1.0	4.0	160	3.0	5.0	100	2.0	1-4	940	2	1=>4	1150	3	1-4-5	330	1	1=>4=>5	1840	6	12374951068	1-2-(3,7),4,9,5,10,6-8	1-2-3,4,7,5,10,9,6-8	1-2,4,5,3,7,10,9,6,8														
201253090206	ダ	右	1250	晴	良	14:30	B3二		2012-9-2	10	福山	2	(馬齢)		2	390	3	2.0	120	3.0	7.0	120	4.0	5.0	100	1.0	2-7	710	4	2=>7	1440	7	2-5-7	400	1	2=>7=>5	3240	13	73524168	73251486	7,5,2,3,1-4,8,6	7,(2,5),1-4,3,8,6														
201253090207	ダ	右	1250	晴	良	15:05	B3一		2012-9-2	10	福山	2	(馬齢)		3	330	2	3.0	130	1.0	1.0	250	6.0	5.0	130	2.0	1-3	1920	7	3=>1	2140	9	1-3-5	1160	3	3=>1=>5	7140	24	3,5,8,4,9,(1,6),7	35481967	3,5,4,(1,8),9,7,6	35418976														
201253090208	ダ	右	1600	晴	良	15:40	せきれい特別 		2012-9-2	10	福山	2	(馬齢)		2	200	1	2.0	110	1.0	1.0	120	2.0	7.0	410	8.0	1-2	230	1	2=>1	350	1	1-2-7	1260	4	2=>1=>7	2520	8	2,5,7,(1,8)-4,6,3	2,5,7,(1,8),4,6,3	25718463	2,1,7,8,6,(4,5),3														
201253090209	ダ	右	1600	晴	良	16:15	コスモス特別 		2012-9-2	10	福山	2	(別定)		1	2140	6	1.0	380	7.0	3.0	160	3.0	5.0	260	4.0	1-3	4420	19	1=>3	11320	36	1-3-5	4420	20	1=>3=>5	42660	127	4,7,(1,2,6),5,3,8	47125638	7,1,(5,2),3,4,6,8	1,3,5,7,2,6,(4,8)														
201253090210	ダ	右	1600	晴	良	16:50	広島県馬主会会長賞 		2012-9-2	10	福山	2	(別定)		5	250	2	5.0	130	3.0	1.0	130	2.0	6.0	190	4.0	1-5	430	2	5=>1	840	5	1-5-6	990	3	5=>1=>6	2680	9	5,3,6,1,8,(2,7,10),(4,9)	5,3,1,6,(2,8),(7,10),4,9	5,6,(1,3,8),2,4,(10,9),7	51683247910														
201253090211	ダ	右	1600	晴	良	17:30	赤とんぼ特別 		2012-9-2	10	福山	2	(馬齢)		4	670	2	4.0	140	2.0	3.0	230	5.0	7.0	110	1.0	3-4	2250	8	4=>3	4160	14	3-4-7	860	2	4=>3=>7	9010	28	25641017983	25461107983	(2,5),4,1,8,7,(9,6,3),10	52478139610														
201253090801	ダ	右	1250	晴	良	11:50	「オープニングとく戦		2012-9-8	10	福山	3	(馬齢)		7	310	3	7.0	100	1.0	6.0	180	4.0	1.0	120	3.0	6-7	1110	6	7=>6	2050	9	1-6-7	1080	4	7=>6=>1	5170	18	(5,6),1,7,8,4,2,3	65174823	65174823	6,(5,1),7,4,8,2,3														
201253090802	ダ	右	1250	晴	良	12:20	C1三		2012-9-8	10	福山	3	(馬齢)		3	270	1	3.0	100	1.0	7.0	170	4.0	6.0	130	2.0	3-7	1510	8	3=>7	1840	10	3-6-7	1670	10	3=>7=>6	8050	30	3,4,7,(1,5),2,(6,8)	3,4,7,1,5,6,(2,8)	37451628	37512684														
201253090803	ダ	右	1130	晴	良	12:50	C1二		2012-9-8	10	福山	3	(馬齢)		1	260	2	1.0	100	1.0	8.0	180	4.0	2.0	420	6.0	1-8	810	3	1=>8	1620	7	1-2-8	6570	20	1=>8=>2	25170	75	2,5,8,7,(1,3,4,6),9	285716934	2,8,5,(1,7),3,6,9,4	821654379														
201253090804	ダ	右	1250	晴	良	13:20	3歳2　条件		2012-9-8	10	福山	3	(馬齢)		4	120	1	4.0	140	2.0	1.0	510	4.0				1-4	1110	4	4=>1	1890	5	1-2-4	960	3	4=>1=>2	3820	13	2713456	2713456	2714356	2,7,(1,4),5,3,6														
201253090805	ダ	右	1250	晴	良	13:50	3歳1　条件		2012-9-8	10	福山	3	(馬齢)		6	250	2	6.0	110	1.0	3.0	400	7.0	2.0	160	3.0	3-6	3080	11	6=>3	5410	18	2-3-6	2880	11	6=>3=>2	18730	57	8,(5,6),2,3,4,7-1	8,6,5,2,4,3,7-1	68254371	62345718														
