	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201230082103	ダ	右	1200	晴	良	16:25	2歳　		2012-8-21	9	門別	4	10万円以下	(馬齢)	7.0	280.0	2.0	7.0	140	2.0	10.0	440	5.0	11.0	1,510	11.0	6-7	280.0	1.0	7-10	2070.0	7.0	7=>10	2300.0	9.0	7-10-11	30220.0	71.0	7=>10=>11	59680.0	176.0			(8,9,10),7,4,12,1,11,3,6,5	(8,9,10),7,4-(1,11),12,3,6,5											
201230082104	ダ	右	1000	晴	良	16:55	C4　ー2組		2012-8-21	9	門別	4	80万円以下	(馬齢)	7.0	170.0	1.0	7.0	120	1.0	3.0	200	3.0	4.0	280	5.0	3-6	670.0	2.0	3-7	1050.0	2.0	7=>3	1060.0	3.0	3-4-7	3470.0	9.0	7=>3=>4	8930.0	26.0			(4,7),10,8,3,1,6,9,11,5,2	(4,7),10,(3,8),1,6,(9,11),5,2											
201230082105	ダ	右	1700	晴	良	17:25	2歳　		2012-8-21	9	門別	4	50万円以下	(馬齢)	5.0	530.0	2.0	5.0	130	2.0	6.0	210	6.0	1.0	110	1.0	5-6	2790.0	10.0	5-6	2540.0	9.0	5=>6	7240.0	24.0	1-5-6	1870.0	7.0	5=>6=>1	13700.0	45.0	(1,2,3,4,9),(5,7,10),(6,8)	93421017856	9,(2,3,4,10),6,8,1,5,7	(9,4,10),3,6,2,8,5,1,7											
201230082106	ダ	右	1200	晴	良	18:00	C4　ー2組		2012-8-21	9	門別	4	80万円以下	(馬齢)	3.0	100.0	1.0	3.0	100	1.0	9.0	100	2.0	11.0	150	3.0	3-7	130.0	1.0	3-9	150.0	1.0	3=>9	170.0	1.0	3-9-11	470.0	2.0	3=>9=>11	840.0	2.0			4,3,11,(2,9),(6,5,10,8),1,7	4,3,11,2,9,6,8,5,(1,10),7											
201230082107	ダ	右	1200	晴	良	18:30	JRA認定アタックチ		2012-8-21	9	門別	4	(馬齢)		6.0	370.0	1.0	6.0	190	4.0	2.0	160	2.0	11.0	1,150	9.0	2-5	1050.0	5.0	2-6	960.0	4.0	6=>2	2110.0	11.0	2-6-11	18170.0	49.0	6=>2=>11	63650.0	185.0			6,9,8,1,(2,11)-(5,12),3,10,7,4	6,9,(2,11),8,1,5,12,3,10,(4,7)											
201230082108	ダ	右	1200	晴	良	19:00	2歳　4ー1組		2012-8-21	9	門別	4	100万円以下	(馬齢)																																										
201230082109	ダ	右	1700	晴	良	19:30	優駿の里「安平町畑の 		2012-8-21	9	門別	4	120万円以下	(馬齢)																																										
201230082110	ダ	右	1800	晴	良	20:00	BTC利用者振興会特 		2012-8-21	9	門別	4	500万円以下	(ハンデ)																																										
201230082201	ダ	右	1700	曇	良	14:55	2歳　		2012-8-22	9	門別	5	10万円以下	(馬齢)	1.0	470.0	4.0	1.0	200	4.0	11.0	150	3.0	6.0	1,710	9.0	1-8	670.0	3.0	1-11	790.0	4.0	1=>11	1910.0	8.0	1-6-11	12020.0	26.0	1=>11=>6	137320.0	236.0	(1,9),5,4,11,8,(3,6),10,(7,12),2	1,9,4,5,11,8,(6,10),3,7,12,2	191110357612482	1,11,10,(5,9),(6,3,7),12,4,(8,2)											
201230082202	ダ	右	1000	曇	良	15:25	C4　ー4組		2012-8-22	9	門別	5	80万円以下	(馬齢)	5.0	160.0	1.0	5.0	110	1.0	1.0	130	3.0	11.0	130	4.0	1-5	390.0	1.0	1-5	360.0	1.0	5=>1	570.0	2.0	1-5-11	450.0	1.0	5=>1=>11	1280.0	1.0			3,5,6,(4,10),11,1,(7,12),8,2,9	3,5,(6,10),(4,1,11),(7,12),8,2,9											
201230082203	ダ	右	1200	晴	良	15:55	2歳牝馬　		2012-8-22	9	門別	5	10万円以下	(馬齢)	4.0	290.0	2.0	4.0	180	2.0	2.0	950	12.0	6.0	440	7.0	2-4	10160.0	20.0	2-4	16900.0	36.0	4=>2	12980.0	32.0	2-4-6	47300.0	100.0	4=>2=>6	317380.0	515.0			6,(7,9),(2,3,4,8,10),(11,12),5,1	6,(7,9),3,(2,4),(10,11),8,(5,12),1											
201230082204	ダ	右	1200	晴	良	16:25	2歳牝馬　		2012-8-22	9	門別	5	50万円以下	(馬齢)	3.0	620.0	3.0	3.0	270	4.0	2.0	540	7.0	4.0	160	2.0	2-3	3260.0	11.0	2-3	4610.0	17.0	3=>2	9990.0	29.0	2-3-4	2210.0	8.0	3=>2=>4	35240.0	109.0			2,3,5,4,(1,6,8,9),7	2,3,(4,5),1,6,8,7,9											
201230082205	ダ	右	1000	晴	良	16:55	JRA認定フレッシュ		2012-8-22	9	門別	5	(馬齢)		10.0	390.0	2.0	10.0	110	1.0	5.0	120	2.0	4.0	340	6.0	5-8	350.0	1.0	5-10	520.0	1.0	10=>5	900.0	2.0	4-5-10	1310.0	4.0	10=>5=>4	5570.0	12.0			10,4,7,5,11,1,9,(3,6),8	104571119368											
201230082206	ダ	右	1700	晴	良	17:25	C4　ー1組		2012-8-22	9	門別	5	80万円以下	(馬齢)	2.0	130.0	1.0	2.0	130	2.0	12.0	100	1.0	1.0	970	11.0	2-8	290.0	1.0	2-12	350.0	1.0	2=>12	440.0	1.0	1-2-12	5360.0	17.0	2=>12=>1	11580.0	35.0	1,7,9,12,2,5,6,3,11,4,(8,10)	1,7,9,(2,12),3,5,6,4,11,(8,10)	1,(7,9),12,2,(3,6),11,4,10,(8,5)	1,7,2,(9,12),6,3,11,(4,10),(8,5)											
201230082207	ダ	右	1200	晴	良	18:00	C4　ー1組		2012-8-22	9	門別	5	80万円以下	(馬齢)	4.0	1320.0	6.0	4.0	410	6.0	5.0	380	5.0	1.0	200	4.0	4-5	5170.0	12.0	4-5	5320.0	15.0	4=>5	9080.0	29.0	1-4-5	5520.0	22.0	4=>5=>1	59430.0	155.0			1,(6,7),9,4,(5,10),8,2,3	1,7,(6,9),4,(5,10),8-2-3											
201230082208	ダ	右	1200	晴	良	18:30	JRA認定アタックチ		2012-8-22	9	門別	5	(馬齢)		11.0	3510.0	10.0	11.0	940	10.0	9.0	300	6.0	12.0	220	3.0	7-8	2020.0	11.0	9-11	8030.0	25.0	11=>9	17530.0	51.0	9-11-12	9560.0	37.0	11=>9=>12	129930.0	379.0			9,(11,12),8,(2,4),10,(1,3,6)-7-5	(9,11),12,8,10,(2,4),(3,6),1,7-5											
201230082209	ダ	右	1200	晴	良	19:00	C3　ー2組		2012-8-22	9	門別	5	120万円以下	(馬齢)	11.0	150.0	1.0	11.0	120	2.0	3.0	160	4.0	4.0	100	1.0	3-8	840.0	3.0	3-11	780.0	2.0	11=>3	1270.0	4.0	3-4-11	530.0	2.0	11=>3=>4	3310.0	7.0			3,(5,11),(1,8,10),6,4,(9,12),7,2	3,(5,11),(1,10),4,8,6,(7,12),9,2											
201230082210	ダ	右	1200	晴	良	19:30	アンタレス特別 		2012-8-22	9	門別	5	800万円以下	(別定)	10.0	850.0	6.0	10.0	360	7.0	9.0	250	6.0	2.0	200	2.0	7-8	3900.0	16.0	9-10	9250.0	32.0	10=>9	25780.0	69.0	2-9-10	10720.0	43.0	10=>9=>2	104290.0	355.0			10,(7,11),9,(1,2,5,6),(3,8),4	10,(7,11,9),1,5,6,2,3,8,4											
201230082301	ダ	右	1000	曇	良	14:55	2歳　		2012-8-23	9	門別	6	10万円以下	(馬齢)	6.0	190.0	1.0	6.0	120	1.0	2.0	200	5.0	1.0	210	6.0	2-5	700.0	3.0	2-6	500.0	1.0	6=>2	1450.0	1.0	1-2-6	1400.0	3.0	6=>2=>1	6450.0	7.0			2,6,7,(10,11),1,5,9,8,4,12,3	2,6,(7,11),1,10,5,9,8,4,12-3											
201230082302	ダ	右	1200	曇	良	15:25	2歳　		2012-8-23	9	門別	6	10万円以下	(馬齢)	5.0	170.0	1.0	5.0	120	1.0	3.0	130	2.0	7.0	150	3.0	3-5	330.0	1.0	3-5	250.0	1.0	5=>3	940.0	2.0	3-5-7	680.0	1.0	5=>3=>7	3270.0	6.0			(3,5),4,9,2,1,8,7,6,10,12	(3,5),9,4,2,1,(8,7),6,10,12											
201230082303	ダ	右	1200	曇	良	15:55	2歳　		2012-8-23	9	門別	6	10万円以下	(馬齢)	6.0	220.0	1.0	6.0	120	1.0	8.0	200	4.0	3.0	400	8.0	5-6	560.0	2.0	6-8	1560.0	6.0	6=>8	1560.0	5.0	3-6-8	18680.0	49.0	6=>8=>3	37200.0	128.0			(4,5),(10,12),(7,8),6,3,2,11,9,1	(4,5,10,12),(8,6),7,3,2,(1,9,11)											
201230082304	ダ	右	1000	曇	良	16:25	2歳　		2012-8-23	9	門別	6	50万円以下	(馬齢)	3.0	140.0	1.0	3.0	100	1.0	4.0	130	2.0	1.0	250	6.0	3-4	450.0	2.0	3-4	460.0	1.0	3=>4	660.0	2.0	1-3-4	1780.0	8.0	3=>4=>1	4970.0	12.0			3,(2,6,8,9),12,10,(5,11),1,4	3,2,6,(10,8,9),12,5,1,11,4											
201230082305	ダ	右	1200	曇	良	16:55	JRA認定フレッシュ		2012-8-23	9	門別	6	(馬齢)		9.0	190.0	1.0	9.0	110	2.0	10.0	100	1.0	3.0	190	5.0	8-8	150.0	1.0	9-10	150.0	1.0	9=>10	380.0	2.0	3-9-10	440.0	1.0	9=>10=>3	1140.0	2.0			(7,9),10,8,(6,3),1,5,4	9,(7,10),8,3,(6,1),5,4											
201230082306	ダ	右	1700	曇	良	17:25	JRA認定アタックチ		2012-8-23	9	門別	6	(馬齢)		7.0	390.0	2.0	7.0	230	2.0	2.0	950	6.0							2-7	3220.0	11.0	7=>2	3770.0	15.0	2-3-7	2610.0	11.0	7=>2=>3	19090.0	65.0	(5,7),6,(1,3),2,4	5,7,6,(1,3),2,4	5,7,3,6,(1,2)-4	5,7,(1,3),6,2-4											
201230082307	ダ	右	1200	曇	良	18:00	函館真イカ賞		2012-8-23	9	門別	6	80万円以下	(馬齢)	7.0	750.0	2.0	7.0	110	3.0	11.0	100	2.0	6.0	100	1.0	6-8	230.0	1.0	7-11	240.0	1.0	7=>11	1190.0	4.0	6-7-11	410.0	1.0	7=>11=>6	4270.0	10.0			6,(1,7,11),8,5,(3,9),12,10,4-2	6,(7,11),1,8,5,9,3,12,(4,10)-2											
201230082308	ダ	右	1200	曇	良	18:30	ガセリ菌太郎賞		2012-8-23	9	門別	6	80万円以下	(馬齢)	3.0	460.0	3.0	3.0	120	2.0	10.0	100	1.0	6.0	120	3.0	3-8	550.0	2.0	3-10	530.0	1.0	3=>10	1100.0	5.0	3-6-10	550.0	2.0	3=>10=>6	2940.0	11.0			6,(2,10),5,3,1,7,9,8,4	6,10,2,3,5-(1,9),7,8,4											
201230082309	ダ	右	1700	曇	良	19:00	JRA認定ウィナーズ 		2012-8-23	9	門別	6	(馬齢)		8.0	150.0	1.0	8.0	100	1.0	3.0	160	3.0	2.0	120	2.0	3-7	470.0	1.0	3-8	520.0	2.0	8=>3	680.0	1.0	2-3-8	900.0	1.0	8=>3=>2	2570.0	1.0	3,7,8,(6,9),(5,10),4,2,1	3,8,7,(6,9),5,10,4,2,1	3,8,(6,7,9),5,10,(4,2),1	3,8,7,(6,10),(5,9,2),4,1											
201230082310	ダ	右	1700	曇	良	19:30	静内ライオンズクラブ 		2012-8-23	9	門別	6	120万円以下	(馬齢)	4.0	310.0	2.0	4.0	130	2.0	11.0	120	1.0	5.0	190	5.0	4-8	380.0	1.0	4-11	390.0	1.0	4=>11	860.0	2.0	4-5-11	1070.0	3.0	4=>11=>5	4250.0	8.0	8,(2,7),1,4,11,(3,5,10),6,9	(8,7),2,1,4,11,(3,5,10),9,6	7,(8,4),(11,10),2,5,1,3,6,9	(8,4),11,10,(7,5),2,(1,6),3,9											
201230082801	ダ	右	1200	曇	良	15:25	C4　ー8組		2012-8-28	10	門別	1	80万円以下	(馬齢)	9.0	510.0	2.0	9.0	180	3.0	6.0	320	5.0	4.0	190	4.0	6-8	3250.0	9.0	6-9	3670.0	8.0	9=>6	4800.0	17.0	4-6-9	3430.0	11.0	9=>6=>4	22880.0	70.0			3,5,(4,9),8,6,(2,7),1,10	3,5-4,9,8,6,(2,7),1,10											
201230082802	ダ	右	1000	曇	良	15:55	C4　ー7組		2012-8-28	10	門別	1	80万円以下	(馬齢)	9.0	750.0	3.0	9.0	130	2.0	4.0	150	3.0	8.0	120	1.0	4-8	680.0	4.0	4-9	1870.0	7.0	9=>4	2660.0	11.0	4-8-9	980.0	2.0	9=>4=>8	10970.0	40.0			(4,6,10),(1,7,9),8,5,2,3	(4,6,10),(1,7,9,8),2,3,5											
201230082803	ダ	右	1200	曇	良	16:25	C4　ー7組		2012-8-28	10	門別	1	80万円以下	(馬齢)	4.0	130.0	1.0	4.0	120	1.0	6.0	210	5.0	1.0	320	7.0	4-6	510.0	3.0	4-6	410.0	2.0	4=>6	560.0	3.0	1-4-6	1210.0	6.0	4=>6=>1	4600.0	16.0			4,(2,5),6,(8,7),1,9,3	4,(2,5,6),(8,7),1,9,3											
201230082804	ダ	右	1000	曇	良	16:55	2歳　		2012-8-28	10	門別	1	10万円以下	(馬齢)	1.0	120.0	1.0	1.0	100	1.0	2.0	110	2.0	7.0	120	3.0				1-2	220.0	1.0	1=>2	260.0	1.0	1-2-7	360.0	1.0	1=>2=>7	760.0	1.0			(1,8),7,(2,5,6),3,4	18725634											
201230082805	ダ	右	1000	曇	良	17:25	2歳　		2012-8-28	10	門別	1	10万円以下	(馬齢)	5.0	180.0	1.0	5.0	100	1.0	3.0	100	2.0	4.0	220	4.0				3-5	190.0	1.0	5=>3	310.0	1.0	3-4-5	500.0	2.0	5=>3=>4	1190.0	3.0			5,7,8,(6,3),1,4,2	5,7-(6,3),8,1,4,2											
201230082806	ダ	右	1700	曇	良	18:00	C4　ー4組		2012-8-28	10	門別	1	80万円以下	(馬齢)	2.0	310.0	2.0	2.0	100	2.0	8.0	100	1.0	9.0	160	4.0	2-8	260.0	1.0	2-8	230.0	1.0	2=>8	690.0	3.0	2-8-9	630.0	2.0	2=>8=>9	2660.0	6.0	574328619	573428619	(5,7),(4,8),(2,3),(1,6),9	(7,4,8),5,2,3,6,1,9											
201230082807	ダ	右	1000	曇	良	18:30	2歳牝馬　		2012-8-28	10	門別	1	10万円以下	(馬齢)	10.0	400.0	2.0	10.0	120	1.0	1.0	380	6.0	3.0	1,300	11.0	1-8	9280.0	21.0	1-10	11500.0	32.0	10=>1	32100.0	62.0	1-3-10	90790.0	145.0	10=>1=>3	452340.0	694.0			(4,5,6),(2,3,11),(1,8),7,10,9	(4,5,6),3,(2,11),(1,7,8),10-9											
201230082808	ダ	右	1200	曇	良	19:00	C4　ー4組		2012-8-28	10	門別	1	80万円以下	(馬齢)	7.0	400.0	2.0	7.0	140	1.0	2.0	270	5.0	6.0	600	8.0	2-6	1890.0	8.0	2-7	1400.0	7.0	7=>2	2760.0	12.0	2-6-7	10090.0	35.0	7=>2=>6	39710.0	146.0			7,10,2,11,1,6,5,9,8,12,4-3	7,10,2,11,1,6,5,9,(8,12),4=3											
201230082809	ダ	右	1700	曇	良	19:30	十勝軽種馬農業協同組 		2012-8-28	10	門別	1	200万円以下	(馬齢)	8.0	300.0	2.0	8.0	140	3.0	4.0	130	1.0	2.0	160	5.0	4-8	640.0	3.0	4-8	490.0	3.0	8=>4	1270.0	6.0	2-4-8	1140.0	6.0	8=>4=>2	6510.0	22.0	2,(5,4,8),9,7,3,(1,6)	254897361	2,4,(5,8),9,7,(6,3,1)	2,(4,8),5,9-(6,3),7,1											
201230082810	ダ	右	1200	曇	良	20:00	シシャモとヤマベ日高 		2012-8-28	10	門別	1	250万円以下	(馬齢)	7.0	880.0	5.0	7.0	220	5.0	9.0	140	2.0	1.0	180	4.0	7-8	630.0	4.0	7-9	1270.0	7.0	7=>9	3840.0	15.0	1-7-9	1780.0	6.0	7=>9=>1	15420.0	50.0			7,(8,9),1,(2,6),(3,5),4	7,(1,8,9),2,6,3,5,4											
201230082811	ダ	右	1800	曇	良	20:35	マルカシェンク賞 		2012-8-28	10	門別	1	250万円以下	(馬齢)	1.0	200.0	1.0	1.0	110	1.0	7.0	150	4.0	2.0	120	2.0	1-7	530.0	2.0	1-7	550.0	3.0	1=>7	820.0	2.0	1-2-7	380.0	1.0	1=>7=>2	1910.0	3.0	813526947	8,1,3,5,2,6,9,4-7	8,1,(2,5),3,4,9,6,7	(8,1),2,(4,5),(3,9),7,6											
201230082901	ダ	右	1000	曇	良	14:55	C4　ー8組		2012-8-29	10	門別	2	80万円以下	(馬齢)	5.0	570.0	3.0	5.0	150	3.0	8.0	140	2.0	4.0	1,620	7.0				5-8	700.0	5.0	5=>8	1280.0	7.0	4-5-8	6580.0	21.0	5=>8=>4	29670.0	86.0			1,(2,5),8,(4,6),3-7	5,1,(2,8),4,6,3-7											
201230082902	ダ	右	1200	曇	良	15:25	C4　ー6組		2012-8-29	10	門別	2	80万円以下	(馬齢)	5.0	370.0	2.0	5.0	110	1.0	1.0	140	4.0	2.0	130	2.0	1-5	1000.0	4.0	1-5	1270.0	6.0	5=>1	2470.0	9.0	1-2-5	2640.0	13.0	5=>1=>2	8740.0	33.0			(2,5,7,8),3,4,6,9,1	(2,5,8),(7,4),(3,6),(1,9)											
201230082903	ダ	右	1200	曇	良	15:55	2歳　		2012-8-29	10	門別	2	10万円以下	(馬齢)	2.0	640.0	3.0	2.0	180	3.0	5.0	130	2.0	3.0	480	5.0	2-5	690.0	4.0	2-5	810.0	4.0	2=>5	2030.0	7.0	2-3-5	3580.0	11.0	2=>5=>3	12620.0	39.0			(2,5),6,(3,4),1,9,10,8,7	2,5,6,3,4,1,(8,9),10,7											
201230082904	ダ	右	1200	曇	良	16:25	2歳　		2012-8-29	10	門別	2	10万円以下	(馬齢)	10.0	180.0	1.0	10.0	110	1.0	7.0	220	4.0	3.0	250	5.0	6-8	640.0	4.0	7-10	1800.0	5.0	10=>7	1890.0	6.0	3-7-10	3400.0	9.0	10=>7=>3	12000.0	38.0			3,10,(8,6,7),11,(1,5,9),2=4	3,10,7,6,8,11,1,5,9,2=4											
201230082905	ダ	右	1000	曇	良	16:55	JRA認定フレッシュ		2012-8-29	10	門別	2	(馬齢)		5.0	120.0	1.0	5.0	100	1.0	2.0	150	2.0							2-5	180.0	1.0	5=>2	220.0	1.0	1-2-5	810.0	3.0	5=>2=>1	1500.0	5.0			5,6,1,2,(3,7)	5,(1,6),2,(3,7)											
201230082906	ダ	右	1200	曇	良	17:25	C4　ー5組		2012-8-29	10	門別	2	80万円以下	(馬齢)	10.0	370.0	2.0	10.0	110	1.0	11.0	130	2.0	2.0	260	5.0	8-8	720.0	3.0	10-11	540.0	1.0	10=>11	1150.0	1.0	2-10-11	1200.0	3.0	10=>11=>2	4430.0	3.0			(3,11),7,10,2,(9,8),1,5,4-6	(3,11),7,10,8,2,9,1,5,4,6											
201230082907	ダ	右	1700	曇	良	18:00	C4　ー5組		2012-8-29	10	門別	2	80万円以下	(馬齢)	10.0	170.0	1.0	10.0	100	1.0	6.0	120	2.0	4.0	120	3.0	5-7	740.0	3.0	6-10	520.0	3.0	10=>6	1480.0	4.0	4-6-10	880.0	2.0	10=>6=>4	3520.0	3.0	1,12,10,(7,8),(3,4),(5,6),(2,11),9	1,12,(3,4,10),(7,8),5,6,11,2,9	1,12,(4,10),7,(3,8),(5,6),(2,9,11)	1,(4,12,10),(7,8),6,3,5,9,11,2											
201230082908	ダ	右	1000	曇	良	18:30	2歳　		2012-8-29	10	門別	2	50万円以下	(馬齢)	5.0	500.0	3.0	5.0	150	1.0	6.0	370	5.0							5-6	2310.0	8.0	5=>6	4050.0	14.0	1-5-6	660.0	3.0	5=>6=>1	10060.0	36.0			6,4,1,5,3,(2,7)	6,4,1,5,(3,2),7											
201230082909	ダ	右	1700	曇	良	19:00	C4　ー3組		2012-8-29	10	門別	2	80万円以下	(馬齢)	8.0	170.0	1.0	8.0	100	1.0	4.0	120	3.0	5.0	100	2.0	4-7	180.0	1.0	4-8	170.0	1.0	8=>4	330.0	1.0	4-5-8	610.0	2.0	8=>4=>5	1960.0	4.0	(4,5),8,(2,3),1,(9,10),7	4,5,8,2,(1,3),(9,10),7	(4,5),8,(1,3),(2,10),9,7	4,(5,8)-1,3,(2,10),(9,7)											
201230082910	ダ	右	1800	曇	良	19:30	ベテルギウス特別 		2012-8-29	10	門別	2	200万円以下	(馬齢)	9.0	340.0	2.0	9.0	140	2.0	8.0	310	6.0	6.0	110	1.0	8-8	1140.0	6.0	8-9	2070.0	7.0	9=>8	2050.0	9.0	6-8-9	2110.0	6.0	9=>8=>6	11700.0	35.0	7,4,8,(3,2),9,(1,6),5	(4,7),8,2,3,9,1,6-5	(2,8),(7,9),(1,6),3,5,4	(2,8,9),(1,6),7,5,3,4											
201230082911	ダ	右	1200	曇	良	20:00	門別ライオンズクラブ 		2012-8-29	10	門別	2	200万円以下	(馬齢)	12.0	940.0	4.0	12.0	150	2.0	3.0	110	1.0	9.0	570	8.0	3-8	420.0	2.0	3-12	440.0	2.0	12=>3	2180.0	6.0	3-9-12	3060.0	10.0	12=>3=>9	25810.0	66.0			(3,4,12),9,5,11,1,7,(8,10),6,2	3,(4,12),5,9,11,1,7,8,(6,10),2											
201230082912	ダ	右	1800	曇	良	20:35	北海道えぞ松特別 		2012-8-29	10	門別	2	300万円以下	(別定)	5.0	380.0	2.0	5.0	240	2.0	3.0	780	6.0							3-5	9310.0	14.0	5=>3	11200.0	22.0	2-3-5	3040.0	10.0	5=>3=>2	34180.0	81.0	7,4-6,5,(1,2),3	7,4-6,5,(1,2),3	(7,4),(6,5,2),3,1	(7,4),(5,2),6,3,1											
201230083001	ダ	右	1000	晴	良	14:55	C4　ー9組		2012-8-30	10	門別	3	80万円以下	(馬齢)	8.0	270.0	1.0	8.0	220	2.0	4.0	340	5.0	10.0	240	3.0	4-7	1020.0	4.0	4-8	1350.0	6.0	8=>4	1610.0	6.0	4-8-10	1970.0	9.0	8=>4=>10	8920.0	32.0			2,10,8,7,1,4,(3,5),6	2,10,8,1,7,4,(3,5)-6											
201230083002	ダ	右	1000	晴	良	15:25	C4　ー6組		2012-8-30	10	門別	3	80万円以下	(馬齢)	9.0	290.0	2.0	9.0	130	2.0	10.0	120	1.0	5.0	160	4.0	8-8	370.0	1.0	9-10	400.0	1.0	9=>10	670.0	2.0	5-9-10	730.0	2.0	9=>10=>5	2260.0	3.0			10,9,8,3,7,6,1,2,5-4	10,9,(3,8),6,7,1,2,5-4											
201230083003	ダ	右	1700	晴	良	15:55	C4　ー6組		2012-8-30	10	門別	3	80万円以下	(馬齢)	2.0	250.0	1.0	2.0	210	2.0	7.0	610	5.0							2-7	2090.0	5.0	2=>7	2400.0	7.0	2-6-7	4520.0	14.0	2=>7=>6	23350.0	75.0	5,(4,7),6,2,1,3	5476213	5,7,(4,2),(6,3),1	5,7,2,(4,6),3,1											
201230083004	ダ	右	1700	晴	良	16:25	宮島沼マガン観察賞		2012-8-30	10	門別	3	10万円以下	(馬齢)	5.0	270.0	1.0	5.0	110	1.0	3.0	130	3.0	8.0	160	4.0	3-5	310.0	1.0	3-5	350.0	1.0	5=>3	530.0	1.0	3-5-8	770.0	3.0	5=>3=>8	2280.0	5.0	(1,8),3,9,(2,5),4,(6,7)	(1,8),3,9,2,5,4,6,7	8,(1,4),5,3,9,2-(6,7)	8,(4,5),(3,9),1,2,(6,7)											
201230083005	ダ	右	1200	晴	良	16:55	美唄産グリーンアスパ		2012-8-30	10	門別	3	80万円以下	(馬齢)	3.0	520.0	3.0	3.0	120	2.0	4.0	100	1.0	5.0	170	5.0	3-4	360.0	1.0	3-4	320.0	1.0	3=>4	780.0	2.0	3-4-5	950.0	4.0	3=>4=>5	4090.0	12.0			(3,4),5,6,8,9,(1,11),(2,10,7)	(3,4),5,6,(8,9),(1,11),7,(2,10)											
201230083006	ダ	右	1200	晴	良	17:25	Aiba静内祭賞		2012-8-30	10	門別	3	50万円以下	(馬齢)	6.0	330.0	2.0	6.0	220	4.0	3.0	100	1.0							3-6	380.0	2.0	6=>3	1440.0	8.0	2-3-6	330.0	1.0	6=>3=>2	2300.0	8.0			(4,5),6,(2,3)-1	(4,5,6),(2,3)=1											
201230083007	ダ	右	1700	晴	良	18:00	木古内育ち「はこだて		2012-8-30	10	門別	3	80万円以下	(馬齢)	5.0	140.0	1.0	5.0	110	1.0	6.0	210	4.0	7.0	270	5.0				5-6	650.0	3.0	5=>6	890.0	3.0	5-6-7	1990.0	8.0	5=>6=>7	5030.0	14.0	6,(1,4),7,8,5,2,3	64178523	6,(4,3),7,1,5,2-8	6,4,3,7,1,5,2-8											
201230083008	ダ	右	1200	晴	良	18:30	JRA認定アタックチ		2012-8-30	10	門別	3	(馬齢)		10.0	230.0	1.0	10.0	130	2.0	4.0	100	1.0	3.0	130	3.0	4-8	680.0	2.0	4-10	610.0	2.0	10=>4	870.0	3.0	3-4-10	660.0	1.0	10=>4=>3	2080.0	2.0			2410135687	(2,4,10),(1,3),6,5,8,7											
201230083009	ダ	右	1200	晴	良	19:00	にったん管内農協「よ 		2012-8-30	10	門別	3	160万円以下	(馬齢)	6.0	210.0	1.0	6.0	100	1.0	2.0	110	2.0	9.0	150	4.0	2-5	320.0	1.0	2-6	320.0	1.0	6=>2	700.0	1.0	2-6-9	630.0	2.0	6=>2=>9	2330.0	3.0			(4,5),6,(9,12),8,10,3,11,7,2,1	(5,6),(4,9,12),8,2,10,3,(7,11),1											
201230083010	ダ	右	1700	晴	良	19:30	ヤングジェネレーショ 		2012-8-30	10	門別	3	160万円以下	(馬齢)	10.0	130.0	1.0	10.0	100	1.0	7.0	110	2.0	12.0	130	3.0	6-7	230.0	1.0	7-10	300.0	1.0	10=>7	350.0	1.0	7-10-12	440.0	1.0	10=>7=>12	950.0	1.0	4,(7,8),10,12,9,6,(5,11),3,2,1	478910126115321	(4,7,8,10),12,9,11,(6,3),5,2,1	(7,8,10,12),4,9,3,(6,11),(2,5),1											
201230090401	ダ	右	1200	晴	良	14:45	C4　ー5組		2012-9-4	10	門別	4	80万円以下	(馬齢)	1.0	280.0	2.0	1.0	210	5.0	3.0	110	1.0	12.0	200	4.0	1-3	620.0	3.0	1-3	770.0	3.0	1=>3	1510.0	6.0	1-3-12	1850.0	5.0	1=>3=>12	11230.0	34.0			1,(8,3,12,11),2,4,5,9,7,6,10	1,3,(8,12,11),4,2,5,9,7,(6,10)											
201230090402	ダ	右	1000	晴	良	15:15	2歳牝馬　		2012-9-4	10	門別	4	10万円以下	(馬齢)	3.0	350.0	2.0	3.0	110	2.0	4.0	100	1.0	7.0	120	3.0	3-4	300.0	1.0	3-4	180.0	1.0	3=>4	900.0	3.0	3-4-7	420.0	1.0	3=>4=>7	2680.0	7.0			1,3,4,(2,5,10),7,8,(6,9)	1,3,4,2,10,5,(6,7),8,9											
