	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	馬連:的中	馬連:配当	馬連:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	枠単:的中	枠単:配当	枠単:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気
201248062209	ダ	右	1400	晴	重	15:00	サラC2組		2012-6-22	7	名古屋	4	(定量)		7	460	3	7.0	120	3.0	4.0	110	2.0	4-7	620	3	7=>4	1200	6.0	4-6-7	200	1.0	7=>4=>6	2220	7.0		376495182	376495128	7,6,4,3,9,5,1,2-8			6.0	100	1.0	4-7	600.0	3.0				4-7	220	3.0	6-7	140	2.0	4-6	140	1.0
201248062210	ダ	右	1400	晴	重	15:30	サラB7組		2012-6-22	7	名古屋	4	(定量)		1	160	1	1.0	120	1.0	3.0	120	2.0	1-3	510	2	1=>3	840	2.0	1-3-5	1020	4.0	1=>3=>5	3540	10.0		1,3,6,(4,8),9,5,2,10,7	13695842107	13695810247			5.0	130	4.0	1-3	700.0	4.0				1-3	270	3.0	1-5	150	1.0	3-5	570	9.0
201248062211	ダ	右	1600	晴	重	16:05	あさがお特別 		2012-6-22	7	名古屋	4	(定量)		2	270	2	2.0	120	3.0	3.0	100	1.0	2-3	210	1	2=>3	580	2.0	2-3-8	350	1.0	2=>3=>8	1770	4.0		4,3,2,(1,9),5,7,8-10	3,4,2,7,9,5,1,8-10	3,2,4,7,8,5,1,9-10			8.0	110	2.0	2-3	230.0	1.0				2-3	120	1.0	2-8	230	3.0	3-8	240	4.0
201248062212	ダ	右	800	晴	重	16:40	名古屋でら馬スプリン	G	2012-6-22	7	名古屋	4	(別定)		4	110	1	4.0	100	1.0	5.0	140	3.0	4-5	370	3	4=>5	430	3.0	3-4-5	1840	5.0	4=>5=>3	3640	8.0				4,10,5,8,(3,6,9),7,2,1			3.0	240	5.0	4-5	350.0	2.0				4-5	180	1.0	3-4	450	5.0	3-5	1,310	12.0
201248070201	ダ	右	1400	晴	重	11:00	サラC20組		2012-7-2	8	名古屋	1	(定量)		2	110	1	2.0	100	1.0	8.0	100	2.0	2-8	100	1	2=>8	120	1.0	2-6-8	680	3.0	2=>8=>6	1050	3.0		2,8,(1,6)-5,4,3,7	2,8,6,1-5,3,4,7	2,8,6-1-7,3,5,4			6.0	330	6.0							2-8	100	1.0	2-6	290	5.0	6-8	430	7.0
201248070202	ダ	右	1400	晴	重	11:30	サラC19組		2012-7-2	8	名古屋	1	(定量)		3	130	1	3.0	100	1.0	5.0	100	2.0	3-5	170	1	3=>5	220	1.0	1-3-5	380	2.0	3=>5=>1	1310	4.0		135492867	135429867	1,3,5-4,2,9,6,7,8			1.0	520	7.0	3-5	160.0	1.0				3-5	110	1.0	1-3	180	2.0	1-5	390	9.0
201248070203	ダ	右	1400	晴	重	12:00	サラC18組		2012-7-2	8	名古屋	1	(定量)		5	680	3	5.0	100	1.0	8.0	130	3.0	5-8	470	2	5=>8	1240	5.0	5-7-8	1100	5.0	5=>8=>7	5270	20.0		5,8,(4,7),6,1,3,2	58736412	5,8,7,(3,6),1,4,2			7.0	190	4.0							5-8	380	3.0	5-7	540	6.0	7-8	650	8.0
201248070204	ダ	右	1400	晴	重	12:30	サラC17組		2012-7-2	8	名古屋	1	(定量)		4	190	1	4.0	120	2.0	6.0	160	5.0	4-6	5080	15	4=>6	6480	22.0	4-6-8	4230	15.0	4=>6=>8	30020	83.0		3,5,(4,8),6,2,7,1	(3,6),5,8,4,7,2,1	6,(3,4),8,(2,5,7),1			8.0	120	1.0							4-6	1,240	14.0	4-8	180	1.0	6-8	1,350	15.0
201248070205	ダ	右	1400	晴	重	13:05	サラC16組		2012-7-2	8	名古屋	1	(定量)		6	350	2	6.0	130	1.0	2.0	330	6.0	2-6	2030	9	6=>2	3920	15.0	2-3-6	6020	16.0	6=>2=>3	19260	59.0		2,6,(1,8),3,7,4,5	26813745	26341875			3.0	290	5.0							2-6	1,320	13.0	3-6	500	6.0	2-3	2,310	16.0
201248070206	ダ	右	1400	晴	重	13:35	サラC15組		2012-7-2	8	名古屋	1	(定量)		5	120	1	5.0	110	1.0	8.0	160	4.0	5-8	290	1	5=>8	370	1.0	3-5-8	1020	5.0	5=>8=>3	2250	8.0		8,7,(2,3,6),5,1,4	8,7,5,(2,3,6),4,1	87536241			3.0	280	5.0							5-8	160	2.0	3-5	350	4.0	3-8	630	8.0
201248070207	ダ	右	800	晴	重	14:10	サラC14組		2012-7-2	8	名古屋	1	(定量)		4	170	1	4.0	120	1.0	8.0	450	6.0	4-8	2840	11	4=>8	3490	13.0	4-8-9	3040	10.0	4=>8=>9	13380	43.0				468957321.0			9.0	160	4.0	4-8	460.0	2.0				4-8	900	11.0	4-9	190	1.0	8-9	1,160	14.0
201248070208	ダ	右	1400	晴	重	14:45	かもめ特別 		2012-7-2	8	名古屋	1	(定量)		5	310	2	5.0	120	2.0	4.0	270	6.0	4-5	4550	11	5=>4	6350	15.0	2-4-5	1600	5.0	5=>4=>2	19310	46.0		41526871039.0	45121038769.0	45123910876.0			2.0	100	1.0	4-5	4650.0	12.0				4-5	1,040	12.0	2-5	120	1.0	2-4	740	9.0
201248070209	ダ	右	1400	晴	重	15:20	サラA4組		2012-7-2	8	名古屋	1	(定量)		8	230	1	8.0	100	2.0	9.0	100	3.0	8-9	260	1	8=>9	370	1.0	2-8-9	140	1.0	8=>9=>2	600	1.0		238945716	2,8,(3,9),5,4,1,7,6	289357614			2.0	100	1.0	8-8	240.0	2.0				8-9	120	3.0	2-8	100	1.0	2-9	110	2.0
201248070210	ダ	右	1400	晴	重	15:55	文月特別 		2012-7-2	8	名古屋	1	(定量)		5	200	1	5.0	110	2.0	6.0	150	4.0	5-6	1210	4	5=>6	1070	5.0	4-5-6	300	2.0	5=>6=>4	2470	7.0		546328971	5,4,6,3,2,8,9,7-1	5,4,6,2,3,8,9,7-1			4.0	100	1.0	5-6	810.0	4.0				5-6	260	5.0	4-5	100	1.0	4-6	190	3.0
201248070211	ダ	右	1600	晴	重	16:35	かに座特別 		2012-7-2	8	名古屋	1	(定量)		5	5250	8	5.0	840	9.0	7.0	140	2.0	5-7	10520	21	5=>7	77950	54.0	5-7-8	26520	46.0	5=>7=>8	250660	285.0		569781342	5,(7,9),8,6,3,1,4,2	5,(7,8),3,9,6,1,4,2			8.0	260	5.0	5-7	12040.0	17.0				5-7	2,770	24.0	5-8	5,120	31.0	7-8	530	8.0
201248070401	ダ	右	1400	晴	重	11:00	サラC13組		2012-7-4	8	名古屋	2	(定量)		5	130	1	5.0	100	1.0	8.0	100	2.0	5-8	330	1	5=>8	460	1.0	5-7-8	530	1.0	5=>8=>7	1360	2.0		57861324	5,7,8,6-3,1-2,4	57681432			7.0	150	3.0							5-8	190	2.0	5-7	250	3.0	7-8	440	6.0
201248070402	ダ	右	1400	晴	重	11:35	サラC12組		2012-7-4	8	名古屋	2	(定量)		5	100	1	5.0	100	1.0	2.0	210	3.0	2-5	550	3	5=>2	420	2.0	2-5-8	1070	3.0	5=>2=>8	2530	7.0		154238697	154238769	5,(1,2,4),3,8,6,7,9			8.0	230	4.0	2-5	570.0	3.0				2-5	190	2.0	5-8	240	3.0	2-8	660	6.0
201248070403	ダ	右	1400	晴	重	12:10	サラC11組		2012-7-4	8	名古屋	2	(定量)		6	470	2	6.0	100	2.0	7.0	100	1.0	6-7	100	1	6=>7	460	2.0	6-7-8	1140	4.0	6=>7=>8	6250	14.0		6,7,(1,8),3,9,4,5,2	6,7,8,1,9,3-5,4,2	6,7,8,1,9,3-4,5,2			8.0	240	4.0	6-7	110.0	1.0				6-7	100	1.0	6-8	970	13.0	7-8	610	9.0
201248070404	ダ	右	1400	晴	重	12:45	サラ3歳4組		2012-7-4	8	名古屋	2	(定量)		2	200	1	2.0	140	3.0	1.0	170	5.0	1-2	750	4	2=>1	1270	6.0	1-2-8	430	2.0	2=>1=>8	2070	6.0		2,8,(1,3),4,7,6,5,9	2,8,3,1,(4,7),6,5,9	283167495			8.0	130	1.0	1-2	890.0	4.0				1-2	260	4.0	2-8	160	1.0	1-8	370	7.0
201248070405	ダ	右	1400	晴	重	13:20	サラ3歳3組		2012-7-4	8	名古屋	2	(定量)		1	540	2	1.0	100	1.0	5.0	100	2.0	1-5	150	1	1=>5	900	3.0	1-5-8	270	1.0	1=>5=>8	2950	8.0		1,2,5,6,8,(3,4,10),7,9	1,2,5,8,6,10,3,4,7-9	1,5,8,(2,3,6),4,10,7-9			8.0	190	4.0	1-5	140.0	1.0				1-5	110	1.0	1-8	220	2.0	5-8	270	3.0
201248070406	ダ	右	800	晴	重	13:55	サラC10組		2012-7-4	8	名古屋	2	(定量)		8	140	1	8.0	120	1.0	3.0	170	3.0	3-8	190	1	8=>3	320	1.0	3-4-8	3460	9.0	8=>3=>4	9170	27.0				3,8,4,7,(5,6),1,2			4.0	780	7.0							3-8	110	1.0	4-8	1,110	13.0	3-4	2,270	17.0
201248070407	ダ	右	1400	晴	重	14:30	サラB4組		2012-7-4	8	名古屋	2	(定量)		6	220	2	6.0	110	1.0	5.0	250	5.0	5-6	2180	6	6=>5	2260	9.0	5-6-7	1390	5.0	6=>5=>7	8910	27.0		5,7,8,6,(2,9),3,4,1	5,7,(6,8),(2,9),4,3-1	5,(6,7,8),(2,4,9),3-1			7.0	130	3.0	5-6	1680.0	5.0				5-6	510	6.0	6-7	160	1.0	5-7	530	8.0
201248070408	ダ	右	1600	晴	重	15:05	笹の葉賞		2012-7-4	8	名古屋	2	(定量)		5	490	3	5.0	170	4.0	7.0	100	1.0	5-7	460	2	5=>7	1070	5.0	5-7-10	300	1.0	5=>7=>10	2030	6.0		5,10,(6,8,9),4,7,1,2,3	51078964132	5,(7,10),8,9,6,2,4,3,1			10.0	110	2.0	5-7	450.0	2.0				5-7	190	2.0	5-10	240	3.0	7-10	150	1.0
201248070409	ダ	右	1400	晴	重	15:40	銀河選抜		2012-7-4	8	名古屋	2	(定量)		9	510	3	9.0	120	2.0	8.0	100	1.0	8-9	540	2	9=>8	930	5.0	5-8-9	850	4.0	9=>8=>5	2950	9.0		1,9,8,(2,5),6,4,3,7	985123647	895234617			5.0	130	4.0	8-8	720.0	4.0				8-9	230	2.0	5-9	400	7.0	5-8	270	5.0
201248070410	ダ	右	1400	晴	重	16:15	名古屋CCドリアン賞 		2012-7-4	8	名古屋	2	(定量)		6	140	1	6.0	140	3.0	7.0	110	1.0	6-7	710	3	6=>7	850	4.0	1-6-7	8680	24.0	6=>7=>1	24280	63.0		6,7,(1,10),5,4,8,9,3,2	6,7,10,(1,8),4,9,5-3,2	67181049523			1.0	1,330	9.0	6-7	380.0	2.0				6-7	290	3.0	1-6	3,290	23.0	1-7	3,750	26.0
201248070411	ダ	右	1600	晴	重	16:50	アベリア特別 		2012-7-4	8	名古屋	2	(定量)		10	590	3	10.0	100	1.0	9.0	110	2.0	9-10	360	2	10=>9	880	3.0	3-9-10	280	1.0	10=>9=>3	1800	3.0		11,(8,10),9,3,4,7,2,5,6,1	1110983427561	10,(9,11),3,2,4,5,8,7,1,6			3.0	120	3.0	7-8	230.0	1.0				9-10	180	2.0	3-10	220	3.0	3-9	110	1.0
201248070501	ダ	右	800	曇	稍重	11:00	サラ3歳8組		2012-7-5	8	名古屋	3	(定量)		5	170	1	5.0	100	1.0	7.0	190	6.0	5-7	1780	5	5=>7	2170	6.0	5-7-9	550	3.0	5=>7=>9	3660	11.0				579286431.0			9.0	120	2.0	5-7	1340.0	2.0				5-7	320	6.0	5-9	130	1.0	7-9	410	7.0
201248070502	ダ	右	1400	曇	稍重	11:35	サラ3歳7組		2012-7-5	8	名古屋	3	(定量)		5	540	2	5.0	100	1.0	6.0	110	2.0	5-6	680	5	5=>6	1810	14.0	1-5-6	3180	12.0	5=>6=>1	17230	45.0		3,4,6,5,9,(1,2),8	36459128	6,5,3,(1,2),4,9-8			1.0	320	6.0	5-6	390.0	2.0				5-6	150	3.0	1-5	1,110	19.0	1-6	460	14.0
201248070503	ダ	右	1400	曇	稍重	12:10	サラC8組		2012-7-5	8	名古屋	3	(定量)		1	550	3	1.0	100	2.0	3.0	100	1.0	1-3	410	2	1=>3	1120	4.0	1-3-7	230	1.0	1=>3=>7	2710	9.0		136879542	1,3,6,(7,8),9,5,4,2	137698542			7.0	110	3.0	1-3	600.0	2.0				1-3	100	1.0	1-7	200	3.0	3-7	110	2.0
201248070504	ダ	右	1400	曇	稍重	12:45	サラC7組		2012-7-5	8	名古屋	3	(定量)		6	210	2	6.0	100	2.0	4.0	100	1.0	4-6	190	1	6=>4	350	1.0	1-4-6	1490	5.0	6=>4=>1	2520	8.0		6,9,(1,7),5,4,2,(3,8)	697251483	6,(1,4,7),(2,5,9),8,3			1.0	180	5.0	4-6	260.0	1.0				4-6	130	1.0	1-6	540	8.0	1-4	430	7.0
201248070505	ダ	右	1400	曇	稍重	13:20	サラ3歳6組		2012-7-5	8	名古屋	3	(定量)		5	110	1	5.0	100	1.0	9.0	220	5.0	5-9	690	4	5=>9	910	5.0	5-8-9	480	3.0	5=>9=>8	2340	7.0		2,10,(5,8),1,7,4,9,3,6	21085179463	25810197436			8.0	110	2.0	5-8	570.0	2.0				5-9	380	4.0	5-8	140	2.0	8-9	390	5.0
201248070506	ダ	右	1400	曇	稍重	13:55	サラ3歳5組		2012-7-5	8	名古屋	3	(定量)		3	130	1	3.0	100	1.0	4.0	150	3.0	3-4	310	1	3=>4	460	1.0	1-3-4	1580	5.0	3=>4=>1	3340	8.0		4,6,3,(1,9),2,5,8,7,10	4,3,6,(1,9),5,10,2,8,7	4,3,1,(5,6,9),10,7,2,8			1.0	230	5.0	3-4	350.0	1.0				3-4	170	1.0	1-3	540	8.0	1-4	1,150	15.0
201248070507	ダ	右	1400	曇	稍重	14:30	サラC6組		2012-7-5	8	名古屋	3	(定量)		8	170	1	8.0	100	1.0	7.0	100	2.0	7-8	200	1	8=>7	280	1.0	1-7-8	140	1.0	8=>7=>1	490	1.0		7,8,(1,10),6,3,5,9,2,4	7,8,6,10,3,1,5-9,2,4	78135106942			1.0	110	3.0	7-7	180.0	1.0				7-8	120	1.0	1-8	160	2.0	1-7	160	3.0
201248070601	ダ	右	800	曇	不良	11:00	2歳新馬		2012-7-6	8	名古屋	4	(定量)		5	110	1	5.0	110	1.0	3.0	120	2.0	3-5	160	1	5=>3	250	1.0	3-4-5	430	2.0	5=>3=>4	710	2.0				(3,5),(2,4),1												3-5	100	1.0	4-5	230	5.0	3-4	220	4.0
201248070602	ダ	右	1400	雨	不良	11:35	サラ3歳12組		2012-7-6	8	名古屋	4	(定量)		7	210	1	7.0	100	1.0	6.0	100	2.0	6-7	300	1	7=>6	480	2.0	2-6-7	370	1.0	7=>6=>2	1010	1.0		57482631.0	57862431.0	57628431.0			2.0	110	3.0							6-7	140	1.0	2-7	160	2.0	2-6	260	4.0
201248070603	ダ	右	1400	雨	不良	12:10	サラ3歳11組		2012-7-6	8	名古屋	4	(定量)		5	510	3	5.0	100	3.0	7.0	100	2.0	5-7	800	4	5=>7	1490	8.0	3-5-7	350	1.0	5=>7=>3	2530	9.0		578319246	578319462	5,7,3,8-6,1,4,9,2			3.0	100	1.0	5-7	770.0	5.0				5-7	230	5.0	3-5	200	3.0	3-7	150	1.0
201248070604	ダ	右	1400	雨	不良	12:45	サラC4組		2012-7-6	8	名古屋	4	(定量)		7	140	1	7.0	100	1.0	3.0	100	2.0	3-7	180	1	7=>3	210	1.0	3-7-8	150	1.0	7=>3=>8	350	1.0		7823516	7813265	7,8,(1,3)-(2,5,6)			8.0	120	3.0							3-7	110	1.0	7-8	120	2.0	3-8	150	3.0
201248070605	ダ	右	1400	雨	不良	13:20	サラC3組		2012-7-6	8	名古屋	4	(定量)		7	270	2	7.0	100	2.0	6.0	100	1.0	6-7	140	1	7=>6	290	1.0	2-6-7	200	1.0	7=>6=>2	510	1.0		6,7,(2,3),4,8,5-1	6,7,2,3,4,8,5-1	6,7,2,4,3,5,8-1			2.0	100	3.0							6-7	100	1.0	2-7	170	3.0	2-6	150	2.0
201248070606	ダ	右	1400	雨	不良	13:55	夏の中京競馬!ただい		2012-7-6	8	名古屋	4	(定量)		1	1520	6	1.0	220	4.0	3.0	130	1.0	1-3	1310	5	1=>3	2890	13.0	1-3-9	7890	26.0	1=>3=>9	37070	114.0		124936785.0	132469785.0	132496785.0			9.0	490	7.0	1-3	1090.0	6.0				1-3	470	6.0	1-9	2,160	23.0	3-9	820	12.0
201248070607	ダ	右	1400	曇	不良	14:30	将臣・明沙香結婚おめ		2012-7-6	8	名古屋	4	(定量)		1	330	3	1.0	100	3.0	7.0	100	2.0	1-7	430	3	1=>7	830	6.0	1-3-7	130	1.0	1=>7=>3	1600	6.0		1,3,7,2,9-5,6,8	1,3,7,2,9-8,5,6	1,7,3,2,9-5,8,6			3.0	100	1.0	1-7	510.0	3.0				1-7	110	2.0	1-3	110	3.0	3-7	100	1.0
201248070608	ダ	右	1400	曇	不良	15:05	初蝉賞		2012-7-6	8	名古屋	4	(定量)		7	630	3	7.0	170	4.0	9.0	110	2.0	7-9	770	3	7=>9	1340	6.0	4-7-9	250	1.0	7=>9=>4	3190	10.0		4,7,9,2,(3,10),1,6,5,8	47910231658	47931012856			4.0	110	1.0	7-8	570.0	3.0				7-9	200	2.0	4-7	240	3.0	4-9	140	1.0
201248070609	ダ	右	1600	曇	不良	15:35	七夕賞		2012-7-6	8	名古屋	4	(定量)		10	130	1	10.0	120	1.0	8.0	130	2.0	8-10	560	2	10=>8	880	4.0	1-8-10	7210	21.0	10=>8=>1	15470	44.0		1,7,10,9,(3,8),2,4,5,6	11098736452	11089345627			1.0	800	9.0	7-8	480.0	2.0				8-10	170	1.0	1-10	1,060	11.0	1-8	7,970	37.0
201248070611	ダ	右	1800	曇	不良	16:45	ルビーオープン 		2012-7-6	8	名古屋	4	(別定)		8	240	1	8.0	140	3.0	6.0	130	2.0	6-8	470	3	8=>6	890	4.0	1-6-8	1790	6.0	8=>6=>1	4910	20.0		8143695112710.0	8134659107211.0	8163571110942.0			1.0	270	5.0	6-7	450.0	2.0				6-8	150	1.0	1-8	480	7.0	1-6	560	9.0
201248071701	ダ	右	1400	晴	良	11:00	サラC18組		2012-7-17	9	名古屋	1	(定量)		6	390	2	6.0	100	2.0	9.0	100	1.0	6-9	130	1	6=>9	490	2.0	2-6-9	320	2.0	6=>9=>2	760	3.0		69823147.0	69823147.0	69823714.0			2.0	200	4.0	6-8	120.0	1.0				6-9	110	1.0	2-6	500	6.0	2-9	270	4.0
201248071702	ダ	右	1400	晴	良	11:30	サラC17組		2012-7-17	9	名古屋	1	(定量)		9	350	2	9.0	100	2.0	4.0	100	3.0	4-9	470	2	9=>4	700	3.0	3-4-9	140	1.0	9=>4=>3	440	1.0		459382716.0	493852716.0	493827156.0			3.0	100	1.0	4-8	390.0	2.0				4-9	100	1.0	3-9	110	2.0	3-4	130	3.0
201248071703	ダ	右	800	晴	良	12:00	サラC16組		2012-7-17	9	名古屋	1	(定量)		5	290	2	5.0	100	1.0	9.0	100	2.0	5-9	230	1	5=>9	800	3.0	4-5-9	12110	20.0	5=>9=>4	53920	108.0				596742138.0			4.0	1,840	8.0	5-8	260.0	1.0				5-9	160	1.0	4-5	3,850	19.0	4-9	1,690	15.0
201248071704	ダ	右	1400	晴	良	12:30	サラC15組		2012-7-17	9	名古屋	1	(定量)		6	110	1	6.0	100	1.0	7.0	150	4.0	6-7	530	4	6=>7	920	4.0	6-7-8	740	3.0	6=>7=>8	2480	10.0		8,3,6,5,(1,4,7),9,2	8,6,3,(1,4,7),5-9-2	6,8,7,3,1,4,5,9-2			8.0	130	2.0	6-7	710.0	4.0				6-7	290	4.0	6-8	130	1.0	7-8	900	11.0
201248071705	ダ	右	1600	晴	良	13:05	カッコウ特別 		2012-7-17	9	名古屋	1	(定量)		4	100	1	4.0	100	1.0	7.0	230	5.0	4-7	710	4	4=>7	1100	4.0	1-4-7	420	3.0	4=>7=>1	1990	6.0		6,7,(3,4),1,5,9,2	6,7,4,3,1,9,5-2	7,4,(1,3,6),9,5-2			1.0	110	2.0							4-7	250	4.0	1-4	100	1.0	1-7	610	11.0
201248071706	ダ	右	1400	晴	良	13:35	サラC14組		2012-7-17	9	名古屋	1	(定量)		7	200	1	7.0	300	3.0	3.0	510	4.0	3-7	1480	5	7=>3	2150	5.0	2-3-7	3600	10.0	7=>3=>2	11700	38.0		3,7,(2,8),(1,6),5,4,9	3,7,8,2,1,5,(4,6),9	3,7,2,8,5,1,(4,6)-9			2.0	3,130	8.0	3-7	1860.0	6.0				3-7	800	9.0	2-7	220	2.0	2-3	1,870	19.0
201248071707	ダ	右	1400	晴	良	14:05	サラC13組		2012-7-17	9	名古屋	1	(定量)		8	190	1	8.0	100	2.0	1.0	100	1.0	1-8	230	1	8=>1	390	1.0	1-3-8	310	2.0	8=>1=>3	840	2.0		28651734.0	86217354.0	86312754.0			3.0	150	3.0							1-8	130	1.0	3-8	220	5.0	1-3	210	4.0
201248071708	ダ	右	1400	晴	良	14:40	サラC12組		2012-7-17	9	名古屋	1	(定量)		1	280	2	1.0	100	1.0	6.0	100	2.0	1-6	180	1	1=>6	670	2.0	1-6-9	680	3.0	1=>6=>9	1940	8.0		3,9,(1,6),2,7,8-5-4	3,9,6,1,2,7,8-5-4	6,(1,3,9),2,7,8-5-4			9.0	370	6.0	1-6	150.0	1.0				1-6	130	1.0	1-9	360	7.0	6-9	350	6.0
201248071709	ダ	右	1400	晴	良	15:15	サラC11組		2012-7-17	9	名古屋	1	(定量)		4	600	3	4.0	120	3.0	6.0	100	1.0	4-6	560	2	4=>6	2160	9.0	1-4-6	1040	3.0	4=>6=>1	8300	28.0		4,6,(1,7),2,9,5,8,3	4,(1,6),7,2,9,8,3,5	4,(1,6),7,2,8,3,9,5			1.0	230	5.0	4-6	560.0	2.0				4-6	270	3.0	1-4	530	9.0	1-6	340	4.0
201248071710	ダ	右	1600	晴	良	15:55	風鈴特別 		2012-7-17	9	名古屋	1	(定量)		2	180	1	2.0	140	3.0	7.0	1,270	6.0	2-7	1600	5	2=>7	2980	9.0	2-7-8	1460	5.0	2=>7=>8	9350	26.0		28756394101	2,8,(6,7),5,3,4,9,10-1	2,8,7,6,3,5,9,4,10-1			8.0	230	4.0	2-7	330.0	2.0				2-7	350	4.0	2-8	160	1.0	7-8	540	7.0
201248071711	ダ	右	1800	晴	良	16:35	かんむり座特別 		2012-7-17	9	名古屋	1	(定量)		10	340	2	10.0	110	1.0	9.0	140	2.0	9-10	400	1	10=>9	490	1.0	7-9-10	1090	2.0	10=>9=>7	2230	3.0		5,10,6,(1,7,9),8,2,3,4	5,10,6,9,7,1,(2,8),3,4	5,10,(1,6,7,9),8,2,4,3			7.0	190	6.0	8-8	290.0	1.0				9-10	160	1.0	7-10	200	2.0	7-9	760	12.0
201248071801	ダ	右	1400	晴	良	11:00	サラ3歳5組		2012-7-18	9	名古屋	2	(定量)		5	110	1	5.0	110	1.0	1.0	120	2.0	1-5	120	1	5=>1	220	1.0	1-2-5	310	2.0	5=>1=>2	670	2.0		34516278.0	34521678.0	35216487.0			2.0	150	4.0							1-5	110	1.0	2-5	270	6.0	1-2	240	4.0
201248071802	ダ	右	1400	晴	良	11:30	サラ3歳4組		2012-7-18	9	名古屋	2	(定量)		8	110	1	8.0	100	1.0	7.0	100	2.0	7-8	110	1	8=>7	150	1.0	2-7-8	150	1.0	8=>7=>2	220	1.0		68714235	(6,8),7,2,4,1,5,3	87642513			2.0	110	3.0							7-8	100	1.0	2-8	140	2.0	2-7	140	3.0
201248071803	ダ	右	1400	晴	良	12:05	サラ3歳3組		2012-7-18	9	名古屋	2	(定量)		6	2610	3	6.0	130	3.0	2.0	100	1.0	2-6	460	2	6=>2	3800	6.0	2-6-7	130	1.0	6=>2=>7	5610	13.0		5672314	(5,6),7,2,3-1-4	6,2,7,5,3-1,4												2-6	130	3.0	6-7	130	2.0	2-7	100	1.0
201248071804	ダ	右	800	晴	良	12:40	サラC10組		2012-7-18	9	名古屋	2	(定量)		8	170	1	8.0	120	2.0	5.0	100	1.0	5-8	160	1	8=>5	320	1.0	5-7-8	2900	7.0	8=>5=>7	4370	13.0				85742631.0			7.0	370	7.0							5-8	140	1.0	7-8	1,310	11.0	5-7	1,310	11.0
201248071805	ダ	右	1400	晴	良	13:15	サラC9組		2012-7-18	9	名古屋	2	(定量)		5	100	1	5.0	100	1.0	3.0	140	3.0	3-5	200	1	5=>3	240	1.0	2-3-5	380	3.0	5=>3=>2	720	3.0		3,5,2,4,(1,6,8),7	3,5,(2,4),8,1,6,7	(3,5),(2,4)-8,1,6,7			2.0	180	5.0							3-5	130	1.0	2-5	340	4.0	2-3	730	8.0
201248071806	ダ	右	1400	晴	良	13:50	サラC8組		2012-7-18	9	名古屋	2	(定量)		1	330	2	1.0	110	2.0	7.0	110	3.0	1-7	1020	3	1=>7	2400	8.0	1-2-7	180	1.0	1=>7=>2	3220	10.0		672591834.0	672519834.0	721568934.0			2.0	100	1.0	1-7	1250.0	3.0				1-7	230	3.0	1-2	110	1.0	2-7	150	2.0
201248071807	ダ	右	1400	晴	良	14:25	サラB4組		2012-7-18	9	名古屋	2	(定量)		5	790	5	5.0	250	3.0	4.0	420	5.0	4-5	1360	9	5=>4	3010	17.0	3-4-5	2150	10.0	5=>4=>3	9680	54.0		2354768.0	2354768.0	2354768.0												4-5	450	10.0	3-5	320	7.0	3-4	290	5.0
201248071808	ダ	右	1600	晴	良	15:00	サラB3組		2012-7-18	9	名古屋	2	(定量)		6	150	1	6.0	100	1.0	7.0	160	5.0	6-7	610	3	6=>7	690	3.0	5-6-7	270	1.0	6=>7=>5	1290	4.0		6,9,7,8,5,4,(1,2,3)	698754231	6,9,8,5,7,1-4,2,3			5.0	120	2.0	6-7	520.0	3.0				6-7	200	3.0	5-6	100	1.0	5-7	250	4.0
201248071809	ダ	右	1400	晴	良	15:35	名古屋CCマスカット 		2012-7-18	9	名古屋	2	(定量)		8	540	3	8.0	140	3.0	1.0	200	5.0	1-8	1700	5	8=>1	3170	11.0	1-5-8	610	1.0	8=>1=>5	6610	20.0		78101352694	7,8,10,5,1,2,6,9,3-4	7,8,(1,5,10),2,6,9,3,4			5.0	100	1.0	1-7	1410.0	6.0				1-8	780	10.0	5-8	200	1.0	1-5	240	3.0
201248071810	ダ	右	1400	晴	良	16:10	ハイビスカス特別 		2012-7-18	9	名古屋	2	(定量)		8	200	2	8.0	100	1.0	9.0	100	2.0	8-9	150	1	8=>9	400	2.0	2-8-9	440	1.0	8=>9=>2	1380	5.0		581029111273641.0	581029113127461.0	589211103127641.0			2.0	150	4.0	6-7	130.0	1.0				8-9	110	1.0	2-8	290	3.0	2-9	270	2.0
201248071901	ダ	右	800	晴	良	11:00	サラ2歳		2012-7-19	9	名古屋	3	(定量)		3	110	1							3-4	110	1	3=>4	150	1.0	1-3-4	100	1.0	3=>4=>1	170	1.0				3-4,1,5												3-4	100	1.0	1-3	100	2.0	1-4	120	3.0
